"Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityfull_550+" "Immunitypartial_001-061" "Immunitypartial_062+" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "DCCI1" "DCCI2+" "InfPriorinf_NA_062-122" "InfPriorinf_NA_123-183" "InfPriorinf_NA_184-244" "InfPriorinf_NA_245-305" "InfPriorinf_NA_306-366" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"InfPriorinf_NA_123-183" -0.0001018173493516 -1.99304619136004e-05 0.000208260665044095 0.000652752765460807 0.000648120770426243 0.000633718906360547 -0.000108973968117701 -6.57030725577343e-05 -0.000105307288995183 -6.84009201472541e-05 5.97310550151108e-05 0.000296604419767048 0.000576862613030103 0.000637587437445026 0.000648357808093106 0.000637080181864337 -0.000101692234378968 8.77943873213601e-05 0.000638697832235075 0.000624553370368003 1.75040884161896e-06 2.2408975995231e-06 0.000363687780750219 0.00151740771709187 0.000720896731760034 0.000672716306504725 0.000693038075185388 -5.26652802099673e-05 -5.78343566270476e-05 -3.93656310406792e-05 -5.09910779610674e-06 1.13211682991693e-05 1.25588037250668e-05 6.15380636546563e-06 -1.55190066217664e-06 2.28462785539953e-06 6.84727310561005e-06 6.62463433261785e-06 1.54038603933217e-05 9.34754819539433e-06 -3.54948138652975e-06 -1.20155877757916e-05 -1.27912443643957e-06
"InfPriorinf_NA_184-244" -0.000148813571072152 -3.89642850318157e-05 0.000256953863503923 0.000923516716494153 0.00105331963036035 0.00109437551887417 -0.000157119224695915 -0.000101784135231277 -0.000150917839999416 -0.000103537590856922 7.89159147143157e-05 0.000401026231040021 0.000888699219280489 0.0010434004134669 0.00105526278241016 0.00109192352888619 -0.000145226624238423 0.000128711411121682 0.00108489601458826 0.00107862571075197 2.63160876979707e-06 2.79889901407282e-06 0.000293217779979831 0.000720896731760034 0.00215218048483722 0.00114864191377482 0.00115803228112161 -7.70211366824823e-05 -8.23181868831267e-05 -5.52409543775108e-05 -7.12743676667653e-06 1.40198522536469e-05 1.56098391752786e-05 7.62297178177191e-06 -2.67023858024018e-06 1.89218288550601e-06 7.45613190707674e-06 6.18354449693055e-06 1.68055568960033e-05 6.4718957746729e-06 -1.42720809697825e-05 -2.8135728703551e-05 -1.82982397565622e-06
"InfPriorinf_NA_245-305" -0.000175611221640773 -1.52245793276744e-08 0.000299050593040015 0.000942803843398148 0.00128877510288888 0.00160780793017479 -0.000201447174237782 -0.000102603943985089 -0.000216325378512257 -0.000117419537439386 0.00012035213589603 0.000427945844005965 0.0010021525424617 0.00136844171773981 0.00133979743495433 0.00154923409540786 -0.000186361944696365 0.000160561149672088 0.00146407678360662 0.00174859749950039 3.80200631996884e-06 4.16172149959035e-06 0.000337105076792525 0.000672716306504725 0.00114864191377482 0.00683337185191736 0.00205179353227632 -0.000103651293870033 -0.000115797608544535 -8.21499595493827e-05 -1.05269126566441e-05 2.01823195827731e-05 2.24808792444516e-05 1.14060072578994e-05 -2.57053737950929e-06 6.84825571110255e-06 1.63717393078818e-05 1.49954739031318e-05 2.74850667959826e-05 1.30600701505834e-05 -1.61110559445894e-05 -3.43797102051823e-05 -3.58206610453755e-06
"InfPriorinf_NA_306-366" -0.000176932878301893 1.65359584612876e-05 0.000291694934787973 0.000941169361069346 0.00134229094639201 0.00184749685703187 -0.000175723185485571 -0.000235331832856106 -0.000615788383743271 -5.87412023902804e-05 0.000127505952334917 0.000444187357026693 0.00101891399879733 0.00148034578338572 0.0014387489099418 0.00174282135334469 -0.000121038306121138 0.000194287604188178 0.00159154052351444 0.00223871140353898 -1.20201399833269e-05 2.30625660181577e-05 0.000371365594594832 0.000693038075185388 0.00115803228112161 0.00205179353227632 86458.5934244153 -8.19718685014513e-05 -5.11874642869628e-06 5.14589906521697e-05 2.43830847780827e-05 1.82388827334385e-05 6.84965133427519e-06 1.71078084533212e-05 8.76082065258079e-07 -1.22244304085884e-05 2.43705410657907e-05 -7.66075447296581e-06 4.80182594891176e-05 -2.26734135497744e-05 -9.40726152174678e-06 -3.67408102999873e-05 -2.77408886883136e-05
"AgeGr0-11" 0.000216249665267372 0.000168092390692071 0.000141206609756528 0.000110306087047045 8.54538994196326e-05 7.28737560274269e-05 0.000192640242531882 0.00021492066974026 0.000235394492282865 0.0002337281472515 0.000185720824632809 0.000164364731729656 0.000141200836429828 0.000108284530085105 9.78520769513741e-05 0.000121066814911881 -7.11076798294382e-05 0.000180347174051422 7.28694687810977e-05 6.84534187017904e-05 8.74400592672736e-05 9.58068573080781e-05 -2.75449896519477e-05 -5.26652802099673e-05 -7.70211366824823e-05 -0.000103651293870033 -8.19718685014513e-05 0.0106068773188547 0.000831712805172117 0.000773623236324514 0.00074840539302147 0.000755421460930202 0.000755758647716606 0.0007468546721227 0.000724223187447837 0.000717393350522452 0.000709471072777775 0.000699252249550926 0.00068558819617995 0.000678426902112863 0.000674795267215293 0.000677625186528743 -2.27218954529456e-05
"AgeGr12-15" 0.000162689793822003 0.000117449664979927 8.8577643093618e-05 5.52018048050144e-05 3.22074384034407e-05 2.04870801268948e-05 -1.65912376385184e-05 2.34767501745465e-05 4.93077645932175e-05 0.000171983355829246 0.000128607341239088 9.87420050332579e-05 7.93729453435962e-05 5.41371894920336e-05 4.4185404815578e-05 6.74689926893873e-05 -0.000194868726503308 8.98053905540073e-05 2.03850276363129e-05 1.62900433089646e-05 2.93411029287254e-05 6.21242127245208e-05 -3.1265538390016e-05 -5.78343566270476e-05 -8.23181868831267e-05 -0.000115797608544535 -5.11874642869628e-06 0.000831712805172117 0.013478609101796 0.000803498870123672 0.000772155238699373 0.000761547872152982 0.000756929208450914 0.000747593064452806 0.000722470716415469 0.000714611829172432 0.000706626217703325 0.000697392321127254 0.000685443505957723 0.000679114402910929 0.000675866683062161 0.000677626514698959 -1.88715431139426e-05
"AgeGr16-17" 0.000102962787928049 6.85444300977223e-05 4.69305663333498e-05 2.59429284772329e-05 9.55469819823565e-06 1.14763686804401e-06 -0.000123332448635981 -0.000104335483436326 -0.00017572241732641 0.000102297465028374 7.83909065492185e-05 4.68081955035103e-05 3.99281209950535e-05 3.00101952109093e-05 2.16525304510567e-05 4.59258466851828e-05 -9.51358190362453e-05 2.49674564325404e-05 -1.81365060155666e-07 -3.01014791015033e-06 3.05615082753509e-05 6.22272907352357e-05 -2.23303131000341e-05 -3.93656310406792e-05 -5.52409543775108e-05 -8.21499595493827e-05 5.14589906521697e-05 0.000773623236324514 0.000803498870123672 0.0286107972039186 0.000800704021960163 0.000770291388595191 0.000760113238396435 0.000749477606162796 0.00071940291146879 0.00070880938846369 0.000699135859069757 0.000689263276178877 0.000677459940579929 0.000670564758707204 0.000666332243381149 0.000666234260202054 -1.39448448244821e-05
"AgeGr18-24" 4.7135262404553e-05 3.78105904311788e-05 2.92767360055452e-05 2.94756735474666e-05 2.4331460565152e-05 2.18768185231397e-05 -8.14555375832393e-05 -6.78284695678408e-05 -0.000165272747944113 3.80413445097498e-05 4.21334266277011e-05 9.69321650925626e-06 2.96904632516921e-05 3.98035305049677e-05 3.27841992325195e-05 5.89309683365247e-05 -5.9961011310014e-05 -4.29683901340519e-06 1.85602970472389e-05 1.70342369664396e-05 2.96553182585641e-05 5.64646105173463e-05 -3.47083768630314e-06 -5.09910779610674e-06 -7.12743676667653e-06 -1.05269126566441e-05 2.43830847780827e-05 0.00074840539302147 0.000772155238699373 0.000800704021960163 0.00308714485400424 0.000759792052529178 0.000752030751976264 0.000744547673205559 0.000723263254728219 0.000715103559139599 0.000707381475961379 0.000699318420316068 0.000690095413250382 0.00068369773943322 0.000679104640842611 0.000677618722800053 -8.96767129176621e-06
"AgeGr25-29" 4.73112719518083e-05 3.61297029143569e-05 3.32172394410709e-05 4.609752796711e-05 4.38735260612996e-05 4.12700418911499e-05 -4.04240791099546e-05 -3.6937051566087e-05 -5.63865392129139e-05 4.31961001792917e-05 3.47078497908902e-05 4.37107309564096e-06 4.63752251859872e-05 5.59892864203123e-05 4.5628068502771e-05 7.02052742360534e-05 -4.313281707233e-05 5.77925813775414e-06 3.87837719447971e-05 4.0417023456181e-05 2.18613880193291e-05 3.91757451034129e-05 5.21959299087276e-06 1.13211682991693e-05 1.40198522536469e-05 2.01823195827731e-05 1.82388827334385e-05 0.000755421460930202 0.000761547872152982 0.000770291388595191 0.000759792052529178 0.00241688472831083 0.000746262389627716 0.000741082313850803 0.000727400188763285 0.000722978123645132 0.000718481814879356 0.000713276356676782 0.000707387266951677 0.000703381701478679 0.000700520406515813 0.000699984318596293 -7.15374219268164e-06
"AgeGr30-34" 4.06872902158915e-05 3.49400319165456e-05 3.3195812496335e-05 4.35921882023762e-05 4.36808716793549e-05 4.23721891340267e-05 -3.06438557810589e-05 -2.17786025611844e-05 -2.55683370999695e-05 3.98506560148638e-05 3.70303000326739e-05 1.68128579518199e-05 4.62465245357609e-05 5.7245581305161e-05 4.49608115496533e-05 6.19376915935965e-05 -3.4711938817424e-05 8.99076165923044e-06 3.96126634816852e-05 3.81428797756524e-05 1.96643360826438e-05 3.01003200839303e-05 6.16413003210021e-06 1.25588037250668e-05 1.56098391752786e-05 2.24808792444516e-05 6.84965133427519e-06 0.000755758647716606 0.000756929208450914 0.000760113238396435 0.000752030751976264 0.000746262389627716 0.00186100413259916 0.000739566551346622 0.000728890130816183 0.000725659247675784 0.000722285732695355 0.000718284917023733 0.000713786884716612 0.000710631765362439 0.000708319043156849 0.000707987605708451 -7.13592856674191e-06
"AgeGr35-39" 2.48389174393716e-05 2.13264953601748e-05 2.17428714654397e-05 2.56508116226324e-05 2.52601388378026e-05 2.3959417307404e-05 -1.87562391871325e-05 -1.16215155892371e-05 -1.51919602563162e-05 2.44614878991741e-05 2.32517962882455e-05 8.65603849886174e-06 2.43424432817034e-05 3.39761965188204e-05 2.01427410707517e-05 5.50659136670234e-05 -1.82100621753422e-05 -8.1214322584199e-07 2.33032453620916e-05 2.40966948898832e-05 1.17414024179202e-05 1.62122239786821e-05 3.06672682459315e-06 6.15380636546563e-06 7.62297178177191e-06 1.14060072578994e-05 1.71078084533212e-05 0.0007468546721227 0.000747593064452806 0.000749477606162796 0.000744547673205559 0.000741082313850803 0.000739566551346622 0.00166567566373675 0.000730852117010007 0.000728983946733153 0.0007270414277953 0.000724732446519011 0.000722130863978252 0.000720325983908468 0.000719042266453767 0.000719087124887997 -3.45455159810186e-06
"AgeGr45-49" -1.66726825613984e-05 -1.998151569042e-05 -1.75076417993226e-05 -2.27554866592021e-05 -2.24043226847988e-05 -2.04217958602195e-05 1.53571010281581e-05 3.07060393853921e-06 2.07886347936779e-05 -8.99117551356562e-06 -1.74400098721527e-05 -7.97945426844919e-06 -1.16127114290272e-05 -2.58870104186043e-05 -1.49115044964298e-05 -1.10204908125551e-05 1.73246447006667e-05 1.50782289912245e-06 -1.66972388257153e-05 -1.83190063671449e-05 -9.23003769319483e-06 -1.83567024232981e-05 -3.03694115157226e-07 -1.55190066217664e-06 -2.67023858024018e-06 -2.57053737950929e-06 8.76082065258079e-07 0.000724223187447837 0.000722470716415469 0.00071940291146879 0.000723263254728219 0.000727400188763285 0.000728890130816183 0.000730852117010007 0.00126114526210809 0.000738824216020183 0.000741386940616915 0.00074439709180273 0.000747939484434124 0.000750638793796335 0.000752622207835249 0.000752994754006418 3.98390520208594e-06
"AgeGr50-54" -2.03467247924225e-05 -3.37639330127826e-05 -2.83551950920563e-05 -3.50426132784456e-05 -3.33420301117075e-05 -3.01265213744047e-05 1.71183803071213e-05 9.51271942374996e-06 3.60299905797484e-05 -6.44942293477603e-06 -2.90866260911442e-05 -1.57599417416835e-05 -1.4961923354274e-05 -3.14621163242886e-05 -2.71777402454086e-05 8.81061586167504e-06 1.83993095749584e-05 7.53175504919714e-06 -2.27158253342347e-05 -2.45652759062072e-05 -1.94646400741975e-05 -4.32465058633509e-05 2.826018542185e-06 2.28462785539953e-06 1.89218288550601e-06 6.84825571110255e-06 -1.22244304085884e-05 0.000717393350522452 0.000714611829172432 0.00070880938846369 0.000715103559139599 0.000722978123645132 0.000725659247675784 0.000728983946733153 0.000738824216020183 0.0013447664177117 0.000749356582523313 0.000755826816045405 0.000763560280406366 0.000769670071732835 0.000774328797577724 0.000775699317481737 5.18671605555415e-06
"AgeGr55-59" -2.77336768847809e-05 -5.30546230042137e-05 -4.23162085286263e-05 -4.79433028538979e-05 -4.92553062295184e-05 -4.12275313279469e-05 2.68357513539859e-05 1.59474797718564e-05 4.33274962679165e-05 4.87309434181662e-06 -3.80330162890182e-05 -1.37726998625036e-05 -1.71885271577253e-05 -3.83411044193312e-05 -3.46397520843827e-05 -5.86483441590054e-07 2.3505196468104e-05 8.27351362966917e-06 -3.51838871427561e-05 -3.41581653355538e-05 -3.21865527747579e-05 -7.29752457032924e-05 5.82896981237198e-06 6.84727310561005e-06 7.45613190707674e-06 1.63717393078818e-05 2.43705410657907e-05 0.000709471072777775 0.000706626217703325 0.000699135859069757 0.000707381475961379 0.000718481814879356 0.000722285732695355 0.0007270414277953 0.000741386940616915 0.000749356582523313 0.00131391473567678 0.000769670107630661 0.000782690811927383 0.000793027788238679 0.00080082647616829 0.00080318359071329 4.80724831188465e-06
"AgeGr60-64" -3.81420277488264e-05 -8.94784095062232e-05 -7.11707446519556e-05 -7.67542861955291e-05 -8.76257603428864e-05 -7.31354784868024e-05 2.86970299045418e-05 1.86594928332057e-05 4.61974714119295e-05 1.30951811938509e-05 -4.01115091595875e-05 -1.77387618449442e-05 -2.68660132076024e-05 -5.30831287951269e-05 -4.99145084883883e-05 -1.29698001216346e-05 1.97509243848864e-05 -9.16290900333756e-06 -8.16598522325003e-05 -8.25455859116455e-05 -4.090009842432e-05 -0.000105470680203991 6.06669347772551e-06 6.62463433261785e-06 6.18354449693055e-06 1.49954739031318e-05 -7.66075447296581e-06 0.000699252249550926 0.000697392321127254 0.000689263276178877 0.000699318420316068 0.000713276356676782 0.000718284917023733 0.000724732446519011 0.00074439709180273 0.000755826816045405 0.000769670107630661 0.00152177848443697 0.000807113642147669 0.000823392842504364 0.000835679985178306 0.000838883891560766 -2.58110104676248e-06
"AgeGr65-69" -4.6280305453664e-05 -0.000123198897054817 -0.000103936345915722 -0.000117089586221782 -0.000131459866208028 -9.74908348297849e-05 2.58674022594697e-05 1.91417703176768e-05 4.56810003139882e-05 1.71623024020515e-05 -3.91131054669041e-05 -1.18893495933114e-05 -2.21097441415101e-05 -5.92078164989981e-05 -3.70127323236935e-05 1.64134176833359e-05 1.5080797531615e-05 -1.43867046568786e-05 -0.000142882547273024 -0.000155715849758234 -5.13627540477252e-05 -0.000145398442630669 1.07228679763051e-05 1.54038603933217e-05 1.68055568960033e-05 2.74850667959826e-05 4.80182594891176e-05 0.00068558819617995 0.000685443505957723 0.000677459940579929 0.000690095413250382 0.000707387266951677 0.000713786884716612 0.000722130863978252 0.000747939484434124 0.000763560280406366 0.000782690811927383 0.000807113642147669 0.0016354471163652 0.00085966805699967 0.000877509447180329 0.000881771128008336 -2.83553188004848e-06
"AgeGr70-74" -3.64185487789489e-05 -0.000145952923393108 -0.000162085628791167 -0.000145026525176958 -0.000196976874873849 -0.000189814416850327 2.71891623293896e-05 1.78986189015213e-05 4.89276521574621e-05 2.42035136028791e-05 -4.64944270823732e-05 -2.50918929510759e-05 -2.85658552416075e-05 -9.35330952255715e-05 -7.4318624844728e-05 -2.68153964676636e-06 1.28611211447146e-05 -2.72934806800939e-05 -0.000231359524524155 -0.000244771521882549 -5.45143676103061e-05 -0.000177469587182665 7.42814390592185e-06 9.34754819539433e-06 6.4718957746729e-06 1.30600701505834e-05 -2.26734135497744e-05 0.000678426902112863 0.000679114402910929 0.000670564758707204 0.00068369773943322 0.000703381701478679 0.000710631765362439 0.000720325983908468 0.000750638793796335 0.000769670071732835 0.000793027788238679 0.000823392842504364 0.00085966805699967 0.00170917990663059 0.000917227097951372 0.000924534211024155 -3.4599854701457e-06
"AgeGr75-79" -1.98775168006267e-05 -0.000155225748582177 -0.000226518017954805 -0.000168801870474989 -0.000260548094847532 -0.00033630803746637 2.85377894342305e-05 2.02035049930709e-05 5.39012293050772e-05 2.99069036579211e-05 -5.55340563799517e-05 -5.74436594206838e-05 -4.84105202451413e-05 -0.000134699920188871 -0.000168540086222853 -4.62813787398987e-05 -2.5659096058917e-06 -4.19305854654036e-05 -0.000318705069298356 -0.000338976866914806 -5.39536192303514e-05 -0.000204213676138413 3.5922820017885e-07 -3.54948138652975e-06 -1.42720809697825e-05 -1.61110559445894e-05 -9.40726152174678e-06 0.000674795267215293 0.000675866683062161 0.000666332243381149 0.000679104640842611 0.000700520406515813 0.000708319043156849 0.000719042266453767 0.000752622207835249 0.000774328797577724 0.00080082647616829 0.000835679985178306 0.000877509447180329 0.000917227097951372 0.0019085114739003 0.000963261236676386 -2.703821624712e-06
"AgeGr80+" -6.78836030106978e-07 -0.000140852875419437 -0.00023537997418977 -0.000144827595253143 -0.00026747253105 -0.000410169219770769 3.18828297384074e-05 2.83592666377376e-05 6.30356289080335e-05 4.13503621708322e-05 -3.89472991105919e-05 -9.8140620838063e-05 -6.47375988430381e-05 -0.000142501885089388 -0.000298895821444587 -0.000288881596440484 4.63091830716698e-06 -8.09923271388324e-05 -0.000350877012287798 -0.000358867044522565 -5.22315035076086e-05 -0.000226190470566336 -3.5565820048934e-06 -1.20155877757916e-05 -2.8135728703551e-05 -3.43797102051823e-05 -3.67408102999873e-05 0.000677625186528743 0.000677626514698959 0.000666234260202054 0.000677618722800053 0.000699984318596293 0.000707987605708451 0.000719087124887997 0.000752994754006418 0.000775699317481737 0.00080318359071329 0.000838883891560766 0.000881771128008336 0.000924534211024155 0.000963261236676386 0.00171888889688627 1.1528794153974e-05
"SexM" -1.35314727665087e-05 -4.08464337149136e-06 -3.2635680758685e-06 -6.84906206178476e-06 -3.10219881238273e-06 -2.57994969099485e-06 -4.24596911321981e-06 -6.26159648355611e-06 -8.72401955075857e-06 -7.42386629238397e-06 1.19107177149345e-05 2.05880991425952e-05 7.17604748107653e-06 1.17543216210894e-05 3.77623011998503e-05 4.61686315776336e-05 5.6527498636266e-06 1.98152340220725e-05 -1.82871100272142e-05 -3.39790939358505e-05 5.73449241805722e-06 4.86149529794392e-06 -9.85733553113957e-07 -1.27912443643957e-06 -1.82982397565622e-06 -3.58206610453755e-06 -2.77408886883136e-05 -2.27218954529456e-05 -1.88715431139426e-05 -1.39448448244821e-05 -8.96767129176621e-06 -7.15374219268164e-06 -7.13592856674191e-06 -3.45455159810186e-06 3.98390520208594e-06 5.18671605555415e-06 4.80724831188465e-06 -2.58110104676248e-06 -2.83553188004848e-06 -3.4599854701457e-06 -2.703821624712e-06 1.1528794153974e-05 0.000260397676782889
