"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridfull_245-305" 0.000323178739027875 0.000287031137652135 0.00030511603920912 0.000398763340705468 0.000440205315369897 0.000297543139201826 0.000365990730654752 0.000329890574624971 0.000328581397258803 0.000354820530995834 0.000317132866930722 0.000383354037813075 0.00044738209023092 0.000331499273227512 0.00034200392039429 0.000413000376966267 0.000357624719215604 0.00034832752780386 0.000376912658273365 0.000372321855115061 1.00039784368949 0.000336791406423538 0.000366201793105838 0.000452262861790887 0.000322190936047814 0.000355762344050618 0.000346639245448318 0.000407316316843125 -4.22804469854512e-05 -4.78440325936355e-05 -4.87954222256316e-05 -4.23565586956288e-05 -2.94810530494728e-05 -8.39832506194227e-06 -9.75916265153719e-05 0.000417843227434372 0.000317006636489178 0.000235677925024746 0.000141736955494465 0.000120752846893204 0.000119557998287491 7.46821418946211e-05 -7.25740546080098e-05 -9.01448803185577e-05 -6.43612695912026e-05 1.28987567838787e-05 0.000115072681563705 0.000146237129113422 0.000153881405763477 0.000214157699363042 3.27096604537448e-05
"Immunityhybridfull_306-366" 0.000309236648702954 0.000256126662530222 0.00029764127051929 0.000394618710083108 0.000650176989567557 0.00026801263582285 0.00030044534281836 0.000274502387425991 0.000274341908191694 0.000321658704291922 0.000357315313251075 0.0004317554655066 0.00064489905867406 0.000286281337079061 0.000318350787476473 0.0004136009990227 0.000284270425881226 0.000294401456408711 0.000313417250955099 0.000296561100174813 0.000336791406423538 0.333691576287174 0.000293953733785766 0.000358197283248297 0.000273106532038511 0.000305049098628302 0.00031372127640489 0.000348998568345906 -3.24493673242176e-05 -4.86400453189417e-05 -6.5491424236595e-05 -6.80896770668864e-05 -6.6359343052645e-05 -6.47661273627281e-05 -0.000113567972382916 0.000250884432476993 0.000168051880352568 0.000115234532440065 6.65313656638654e-05 3.04701378748796e-05 3.97179809498751e-05 2.44077022989578e-05 -3.0297267973876e-05 -3.67862286695371e-05 -4.01234936921069e-05 1.34396688403708e-06 6.16691091401446e-05 5.23431845890115e-05 2.18074111090145e-05 -1.2786282519772e-05 6.44255733286883e-05
"Immunityinf_062-122" 0.000370849104967753 0.000321148697510939 0.000284945112063784 0.00027029454955406 0.000266771615781819 0.000366870850016399 0.000405048813864232 0.000415279490818493 0.000376355869582562 0.000319348489561747 0.000263564740625744 0.000262072886944774 0.000289267377665097 0.000340603200987059 0.000305430614485996 0.000281403264446355 0.000425015335024814 0.00036612702244919 0.000372553630171428 0.00040876487884124 0.000366201793105838 0.000293953733785766 0.0719154764419491 0.000493919221809183 0.00042206590235643 0.000426681385987589 0.00042318595697232 0.0004510726802754 -1.50129648971252e-05 -2.88515909951058e-06 4.35975816479728e-06 1.90991082907769e-05 2.92412823816742e-05 6.42093431299505e-05 -0.00045235355167494 -0.000219216374610342 -0.000886953908731253 -0.000518981529294998 3.3513040329419e-05 0.000110753706462623 8.54615296487065e-05 3.73371262092552e-05 5.11523799360229e-05 0.000162454261326366 0.000238850126824276 0.000325415278437724 0.000404205169927618 0.000445215030141607 0.000473178123428092 0.000532872493869364 2.93597519219719e-05
"Immunityinf_123-183" 0.00036904408586141 0.000222666432523689 0.00027119856900555 0.000525212648249112 0.000704953908902647 0.000286678604478004 0.00042929906029745 0.000373469295067748 0.000314064572486028 0.000376441558707371 0.000333814316456249 0.000513958512150022 0.000733990500516491 0.000306714010425171 0.000344341742169629 0.000555021266569695 0.000383453868466764 0.000349935426865481 0.000426628878066429 0.000391341858716332 0.000452262861790887 0.000358197283248297 0.000493919221809183 0.200702368270745 0.000348557657019515 0.000441273660071239 0.000436189429725776 0.000573176955184733 -1.34018642108815e-05 -9.47797256422042e-07 5.97580968402034e-06 1.9528402651565e-05 3.05835279816555e-05 6.91501416819201e-05 -0.000546500217760873 -8.747263484071e-05 -0.00093519198216834 -0.000602604169340938 -1.4943009371384e-05 0.000113557410767305 0.000106767317428522 5.92670171560923e-05 4.20196829518288e-05 0.00016716993280182 0.000252397327160652 0.000330071163696544 0.000405914481624795 0.000440081647732068 0.000459458501798438 0.000507902581097069 2.68501525576768e-05
"Immunityinf_306-366" 0.000372124081233811 0.000386362816870876 0.000302212579248499 0.000180352214860168 0.000106718011413642 0.000396270253309303 0.000375797986667964 0.000421362038074887 0.000398419513907189 0.000301857087963008 0.000245774819001705 0.000168017879918699 0.000124784947285594 0.000360021971108021 0.000295362247835586 0.000182664132040294 0.000403687148183772 0.000360705972228862 0.000343194352313873 0.000393821464636095 0.000322190936047814 0.000273106532038511 0.00042206590235643 0.000348557657019515 0.0671042128708185 0.000404695937105834 0.0004149617778673 0.000386407193234273 -2.2173817070676e-05 -2.2178806431873e-05 -1.55639518327579e-05 -6.00339066563191e-06 9.9843431535201e-06 4.6383723802115e-05 -0.000553433075535813 -4.33582176502095e-05 -1.207826675725e-05 4.11337313480433e-05 0.000100815938612991 2.88510084498847e-05 1.73909955928122e-05 1.21130244357252e-05 -1.09231259944254e-05 -4.82725832031253e-06 6.86687598012507e-06 4.60344631327953e-05 0.000140934050775187 0.00017421935656094 0.000206487954220641 0.000278531631556519 2.56105116873121e-05
"Immunityinf_367-427" 0.000378601171226164 0.000320995823883913 0.000301567923889404 0.000295134836288282 0.000237877548350602 0.000350896382607395 0.000390865985760479 0.000385163513275347 0.000356730685351246 0.000328207634674216 0.00028765021525716 0.000289003866991419 0.000270836044175594 0.000334887403975512 0.000315844326891605 0.000299379994820097 0.000369953280667286 0.000344486715151423 0.000349935371647532 0.000370244896465674 0.000355762344050618 0.000305049098628302 0.000426681385987589 0.000441273660071239 0.000404695937105834 0.0837574808999305 0.000438174973598107 0.000473970812030634 -2.28482887365224e-05 -2.47361423184953e-05 -2.03821700035691e-05 -1.06963090788062e-05 3.60637485460328e-06 3.5530886644159e-05 -0.00080298314334485 -7.64342437650506e-05 -1.21068757927923e-05 3.64935751458184e-05 0.000134007941418611 2.88204413803992e-05 5.3290721482267e-06 7.69873513230904e-06 1.76897269067054e-06 1.21894956040298e-05 2.00661123412116e-05 6.26185969345588e-05 0.000137613953349939 0.000164825042819855 0.000182114267653924 0.000229354037557189 3.00625012312175e-05
"Immunityinf_428-488" 0.000399164786077788 0.000324281502125024 0.000297951559278739 0.000293556316850699 0.000313853304018876 0.00035748579723909 0.000391270816047009 0.000395185026352067 0.000355100298525769 0.00032231469461167 0.000296989777885614 0.000302549767207718 0.000349668649740238 0.000330362382768848 0.00031016385050629 0.000302567881486303 0.000358173120264517 0.000335262106594785 0.000341835552161245 0.000360536564036013 0.000346639245448318 0.00031372127640489 0.00042318595697232 0.000436189429725776 0.0004149617778673 0.000438174973598107 0.50046955187849 0.000501996313221765 -2.19328027512752e-05 -2.1111424106043e-05 -2.33218515397729e-05 -1.75708196285804e-05 -1.04564588647807e-05 1.79934261767426e-05 -0.001111865402215 4.44711416728486e-05 -1.770396323353e-05 2.21428819232022e-05 0.000121588502723394 -1.14411177827214e-05 -1.84448769362093e-05 -2.226184952583e-06 -1.88308981099475e-05 -2.03085660316002e-05 -8.60866818361434e-06 2.99358834976473e-05 0.000103572384194017 0.000123140291720043 0.00013278615010409 0.000159514557076908 3.27957214795115e-05
"Immunityinf_489-549" 0.000408657560088044 0.000246296333691853 0.00030331354235154 0.000430303247804419 0.000454370322435895 0.00030911458166391 0.000433540057235672 0.00036484704233024 0.000319360307003499 0.0003651711936766 0.000338799484442868 0.000435404255542017 0.000500658271117607 0.000312715246589306 0.000345445616656221 0.000439936885632982 0.000343870704774484 0.000334614459716517 0.000366769873208393 0.0003569648890961 0.000407316316843125 0.000348998568345906 0.0004510726802754 0.000573176955184733 0.000386407193234273 0.000473970812030634 0.000501996313221765 1.00062579399954 -2.04603958896769e-05 -2.34814076585076e-05 -1.97203793490576e-05 -2.23338950459734e-05 -8.31375295135049e-06 2.21172277126369e-05 -0.00136387573268822 0.000119649195115034 -3.43216977988938e-05 6.78465915013439e-06 9.39539062769583e-05 -6.30255582544122e-05 -3.57174514558342e-05 -8.29858434368936e-06 -1.70518368614021e-05 -1.0691502732032e-05 5.5936185068207e-06 5.11428238702099e-05 0.000131878359600687 0.000145614924844218 0.000146150541836031 0.00017385463193094 2.86814924183473e-05
"DCCI1" -2.59678657779727e-05 -2.62170163868864e-05 -2.78723977907606e-05 -2.73785517308999e-05 -2.73116202133484e-05 -4.04829091900149e-06 -1.60109108561118e-06 -7.86370136723668e-06 -1.02953469988862e-05 -1.94059207539409e-05 -2.12672453613787e-05 -2.21662535395677e-05 -2.17912319090384e-05 -4.55357919893841e-05 -4.31332435672787e-05 -3.79804623098886e-05 -3.7484053572127e-05 -4.04375686592529e-05 -3.84359613394093e-05 -3.83620261473344e-05 -4.22804469854512e-05 -3.24493673242176e-05 -1.50129648971252e-05 -1.34018642108815e-05 -2.2173817070676e-05 -2.28482887365224e-05 -2.19328027512752e-05 -2.04603958896769e-05 0.00194900334567295 0.00113808335117967 0.0011520251376673 0.0011599880870063 0.00116382740358689 0.00116289293944008 0.00101453304185466 0.000395817569710709 0.00015140004077268 0.000146064733204883 9.46477505950586e-05 6.00872073366483e-05 7.7927509462949e-05 5.05351943596018e-05 -5.82070244096904e-05 -0.000127640642909206 -0.000207445968981057 -0.000279265687920022 -0.000334978231347989 -0.000369372764889342 -0.000389900901553321 -0.000405463689467578 3.02040006844585e-06
"DCCI2" -2.41501826193844e-05 -2.77318888528883e-05 -3.57042385997714e-05 -3.84801321137222e-05 -4.01695918226551e-05 -1.18436690005868e-06 6.92251368306185e-07 -9.85727833861733e-07 -5.2967560613605e-06 -2.06953400841916e-05 -2.567402876022e-05 -2.74286539253781e-05 -3.32786578717881e-05 -5.51666808074839e-05 -5.64164602640232e-05 -5.67061636938365e-05 -3.47351279439014e-05 -4.66633004683594e-05 -4.36066699403556e-05 -3.63819299477474e-05 -4.78440325936355e-05 -4.86400453189417e-05 -2.88515909951058e-06 -9.47797256422042e-07 -2.2178806431873e-05 -2.47361423184953e-05 -2.1111424106043e-05 -2.34814076585076e-05 0.00113808335117967 0.00202251019897413 0.00121401977891181 0.00122765275662781 0.00123471360140355 0.00123440850931381 0.00101049107144258 0.000381822473723142 0.000243492549358463 0.000232619881001642 0.000146036022428534 9.63443989437741e-05 9.73362054867037e-05 5.94789190779449e-05 -7.00857573595085e-05 -0.00016694764051896 -0.000276223631725964 -0.000383110834439324 -0.000472991680908376 -0.000535578836475844 -0.000576638924998445 -0.000603470254995494 -4.28292808547211e-07
"DCCI3" -2.43404156396999e-05 -1.42023651848807e-05 -2.610091220844e-05 -3.260627822042e-05 -3.84088100739221e-05 8.8249198495887e-06 1.2612106524145e-05 8.73305964342495e-06 9.2694314244823e-06 -1.1190326607352e-05 -2.52457112112521e-05 -2.96311841848223e-05 -3.29730333518844e-05 -5.30393256475803e-05 -5.71182630282884e-05 -6.21011213539793e-05 -3.09168254529353e-05 -4.36158338647425e-05 -4.00542214539327e-05 -3.15001633286598e-05 -4.87954222256316e-05 -6.5491424236595e-05 4.35975816479728e-06 5.97580968402034e-06 -1.55639518327579e-05 -2.03821700035691e-05 -2.33218515397729e-05 -1.97203793490576e-05 0.0011520251376673 0.00121401977891181 0.00211363291629564 0.00126191235205829 0.00127249637919094 0.00127433504480577 0.00101371848197783 0.000352066569460469 0.000211983160403951 0.00020166890894178 0.00011717021194063 8.24582008683921e-05 8.97735170301338e-05 5.66182280054133e-05 -6.85098208931991e-05 -0.000166187304404146 -0.000280462658864396 -0.000400894819599544 -0.000506329366309945 -0.000588918749119887 -0.000647555385195805 -0.00069927093518364 -1.30863697861954e-05
"DCCI4" -2.45690806152723e-05 2.93134774156662e-06 -9.7372608195153e-06 -1.81857047766719e-05 -2.86568089712441e-05 2.4934179581184e-05 2.79264690727372e-05 2.50791455150358e-05 2.47496904922129e-05 3.25217313513695e-06 -1.85760544541491e-05 -3.64074031073768e-05 -4.98290561966368e-05 -4.14155908330037e-05 -5.47514537267698e-05 -7.16060801759985e-05 -2.17927501778999e-05 -3.31893814861723e-05 -2.79612195682185e-05 -1.91072239757774e-05 -4.23565586956288e-05 -6.80896770668864e-05 1.90991082907769e-05 1.9528402651565e-05 -6.00339066563191e-06 -1.06963090788062e-05 -1.75708196285804e-05 -2.23338950459734e-05 0.0011599880870063 0.00122765275662781 0.00126191235205829 0.00240069860555777 0.00129830055616717 0.00130254664549147 0.00101675836907614 0.000345371225715061 0.000202737134681641 0.000189056995024811 0.000105073053173215 7.56767495840781e-05 8.44745872863727e-05 5.34215260715493e-05 -6.57623436395989e-05 -0.000159291640649128 -0.000271648051210667 -0.000393866892375118 -0.000511128999092121 -0.000604214199432903 -0.000685001780991313 -0.000754872905958605 -2.44377796904596e-05
"DCCI5" -1.64108231377588e-05 2.16511930267816e-05 9.5036051573848e-06 1.2993710663229e-06 -1.17935944607353e-05 3.72387090746801e-05 4.53681055710227e-05 4.32532752678329e-05 3.8913011322097e-05 2.03512889741729e-05 7.62787880025457e-06 -4.03651466968561e-06 -7.90346611473233e-06 -3.17933301128622e-05 -4.84855055414537e-05 -7.10277902322204e-05 -1.09138583885883e-05 -2.02625266934424e-05 -1.46374413885228e-05 -6.79510869318017e-06 -2.94810530494728e-05 -6.6359343052645e-05 2.92412823816742e-05 3.05835279816555e-05 9.9843431535201e-06 3.60637485460328e-06 -1.04564588647807e-05 -8.31375295135049e-06 0.00116382740358689 0.00123471360140355 0.00127249637919094 0.00129830055616717 0.00266783941046494 0.00132138266200538 0.00101860496538568 0.00034790522710452 0.000200904639925613 0.000184272719574095 9.930254833016e-05 7.23164809883874e-05 8.23412234869033e-05 5.19969683865856e-05 -6.43237361964165e-05 -0.000155303118139714 -0.000266912756574122 -0.000387960400558297 -0.000506259411875089 -0.000607474224292517 -0.000699084804125261 -0.000791084133568509 -3.63139443147677e-05
"DCCI6+" 1.86968608282925e-05 6.52842441888551e-05 5.68841388029758e-05 4.87035583146842e-05 3.16119108974903e-05 7.90171710548662e-05 8.0688768917554e-05 7.90043984463166e-05 8.00262433486618e-05 6.07099333861387e-05 4.63798850790477e-05 2.50157332418659e-05 1.23762823774633e-06 6.07788162157919e-06 -1.35552950854393e-05 -4.28871393117043e-05 2.00063170005865e-05 1.44293526388354e-05 1.64423461566222e-05 1.84329212272802e-05 -8.39832506194227e-06 -6.47661273627281e-05 6.42093431299505e-05 6.91501416819201e-05 4.6383723802115e-05 3.5530886644159e-05 1.79934261767426e-05 2.21172277126369e-05 0.00116289293944008 0.00123440850931381 0.00127433504480577 0.00130254664549147 0.00132138266200538 0.00214321044057442 0.00101543202135469 0.000369476936879369 0.000210517560348984 0.000186733153149552 9.9110989097084e-05 7.46446736086364e-05 8.52778028417306e-05 5.28379661369059e-05 -6.50975411709742e-05 -0.000155568944593058 -0.000263013419073657 -0.000381876035666731 -0.000499916254896362 -0.000604021527879958 -0.000702289193266044 -0.000802165667898188 -4.77920835534986e-05
"DCCInodcci" -0.000642209271436596 -1.838070465029e-05 -3.57744350498241e-05 -4.81893205302642e-05 -6.07725381431674e-05 -0.000199393200686629 -0.000411143971476606 -0.000344975606215606 -9.49757046023318e-05 -8.07508721021543e-05 -8.99024866930059e-05 -0.000143744877640816 -0.000308186432013502 -5.16071513058431e-05 -6.82598983019071e-05 -8.04186684184237e-05 3.37271097233582e-05 -9.95691948497487e-06 -1.39366621963164e-05 -1.3372596501972e-05 -9.75916265153719e-05 -0.000113567972382916 -0.00045235355167494 -0.000546500217760873 -0.000553433075535813 -0.00080298314334485 -0.001111865402215 -0.00136387573268822 0.00101453304185466 0.00101049107144258 0.00101371848197783 0.00101675836907614 0.00101860496538568 0.00101543202135469 0.00986279758625981 0.000143026920708743 0.000590741489992597 0.000540640810828557 -0.000508254348498048 -0.000288652079934101 -3.11187399737336e-05 -3.51952455046014e-05 5.34672560664727e-05 1.70113462781019e-05 4.91190574387312e-05 5.1271296414676e-05 9.27643106311109e-05 5.76844003780497e-05 2.26190832026077e-05 -2.83080092211619e-05 -7.42229752522761e-05
"AgeGr0-11" 0.000227698376035995 0.000302155581414008 0.000176268369691103 0.000128866231088386 0.000110243957498081 0.000318094923028028 0.000504839380063348 0.000586153897397121 0.000521030724529536 0.000272886515433582 0.000164888582352504 0.000156589979604772 0.00019515751761767 0.000358556763088764 0.000222000735744873 0.000149698035416692 0.000766957881039267 0.00050952116150086 0.00048570349230206 0.000647109620914759 0.000417843227434372 0.000250884432476993 -0.000219216374610342 -8.747263484071e-05 -4.33582176502095e-05 -7.64342437650506e-05 4.44711416728486e-05 0.000119649195115034 0.000395817569710709 0.000381822473723142 0.000352066569460469 0.000345371225715061 0.00034790522710452 0.000369476936879369 0.000143026920708743 0.0394394835251289 0.0165239352457969 0.0164091263252038 0.0163711834506453 0.0164124345743144 0.0164281548152487 0.0164170346877127 0.0163716944217859 0.0163564145573531 0.0163393792404028 0.0163231682481596 0.0163050228005438 0.0163004097326681 0.0163023131499714 0.016334064196053 1.41227004839422e-05
"AgeGr12-15" -0.000152093235894489 0.000187706714532482 8.99185758258642e-05 6.072994976734e-05 5.01598463866397e-05 -0.000186919991964105 1.76566338514779e-05 -8.70381199828677e-05 0.000332456575291599 0.000175869406105834 8.69869339016857e-05 8.83480671589291e-05 0.000120034064993795 0.000252371283470739 0.000136378817607925 8.14252033417483e-05 0.000218684567917935 0.000277922642094259 0.00022910848834648 0.000470406768202475 0.000317006636489178 0.000168051880352568 -0.000886953908731253 -0.00093519198216834 -1.207826675725e-05 -1.21068757927923e-05 -1.770396323353e-05 -3.43216977988938e-05 0.00015140004077268 0.000243492549358463 0.000211983160403951 0.000202737134681641 0.000200904639925613 0.000210517560348984 0.000590741489992597 0.0165239352457969 0.183211815273117 0.0165145252025697 0.0164163408952622 0.0164226318502589 0.0164306047444837 0.0164150726707284 0.0163774566514015 0.0163624105226258 0.016351182607055 0.0163402342279498 0.0163271723072297 0.0163180647097325 0.0163140469894007 0.0163246021643979 6.73188297764034e-06
"AgeGr16-17" -0.000119115068276219 9.35023300870431e-05 3.13855680441176e-05 1.8409779726385e-05 1.41400212742599e-05 -0.000239473425938334 -0.000191094336474548 -0.000737380851718417 0.000135581017011884 0.00010456901255445 3.89402370406222e-05 5.12120048857228e-05 8.54463208066915e-05 0.000163544955114054 7.69020804888671e-05 3.84479279917997e-05 -0.000322969274269373 6.12754782043848e-05 -5.27259024862361e-05 0.000257905832612762 0.000235677925024746 0.000115234532440065 -0.000518981529294998 -0.000602604169340938 4.11337313480433e-05 3.64935751458184e-05 2.21428819232022e-05 6.78465915013439e-06 0.000146064733204883 0.000232619881001642 0.00020166890894178 0.000189056995024811 0.000184272719574095 0.000186733153149552 0.000540640810828557 0.0164091263252038 0.0165145252025697 0.266579063755584 0.0164894448086738 0.0164500170199631 0.016439763964892 0.0164193573201204 0.0163740885921364 0.0163535315646761 0.0163354836406065 0.0163190019782244 0.0163013346475435 0.0162850582699212 0.0162740014501282 0.0162673792555302 8.86909034526836e-07
"AgeGr18-24" -8.80465937002882e-05 3.52475239492334e-05 3.34508254544829e-06 1.39823595353733e-06 5.60263993076539e-06 -0.000205291170421832 -0.000280712611502036 -0.00058893613533865 1.29509400087942e-05 4.69186136417088e-05 8.48624815600469e-06 2.75023659943315e-05 7.15278510537015e-05 9.76594302893746e-05 4.25612872717134e-05 2.13297364447097e-05 -0.000107086822058442 7.47119632787751e-05 -5.31820490780125e-05 8.97993207586012e-05 0.000141736955494465 6.65313656638654e-05 3.3513040329419e-05 -1.4943009371384e-05 0.000100815938612991 0.000134007941418611 0.000121588502723394 9.39539062769583e-05 9.46477505950586e-05 0.000146036022428534 0.00011717021194063 0.000105073053173215 9.930254833016e-05 9.9110989097084e-05 -0.000508254348498048 0.0163711834506453 0.0164163408952622 0.0164894448086738 0.0468365898963206 0.0164711851415924 0.0164356301678694 0.0164187949705219 0.0163707696153741 0.0163537393207658 0.0163303316286061 0.0163111420233069 0.0162887182675617 0.0162749909799177 0.0162658875790164 0.0162582324309623 8.28809068105439e-07
"AgeGr25-29" -6.25582213558462e-05 7.4679230484289e-05 2.93314349270503e-05 1.69779442462491e-05 1.3886482560595e-05 -0.000105353617135363 -0.000124759927293072 -0.000267429411751063 9.19880122068904e-05 6.67045288935147e-05 1.81988382669048e-05 1.04484523722729e-05 1.14899188133236e-06 0.000117666803697647 5.9261743457511e-05 3.03721154114882e-05 7.91797938243237e-05 0.000139983763266407 3.44164471228295e-05 0.000126950060460639 0.000120752846893204 3.04701378748796e-05 0.000110753706462623 0.000113557410767305 2.88510084498847e-05 2.88204413803992e-05 -1.14411177827214e-05 -6.30255582544122e-05 6.00872073366483e-05 9.63443989437741e-05 8.24582008683921e-05 7.56767495840781e-05 7.23164809883874e-05 7.46446736086364e-05 -0.000288652079934101 0.0164124345743144 0.0164226318502589 0.0164500170199631 0.0164711851415924 0.0467448043986722 0.0164226196879973 0.0164111181378324 0.016378660428212 0.0163690326201229 0.0163558147537433 0.0163450507996126 0.0163312145406153 0.0163240886497976 0.0163204942258644 0.0163225310086429 9.00480371520571e-06
"AgeGr30-34" -4.33822329692884e-05 7.29935207241383e-05 3.28631099885294e-05 2.08689347593454e-05 1.74082517745201e-05 -7.50815339668299e-05 -6.89354376404957e-05 -0.000135594073826118 9.41434926378155e-05 6.65497760011565e-05 2.46106692000733e-05 2.06904819760012e-05 2.7653720862625e-05 0.000111320459100832 5.91784323391583e-05 3.36380853245065e-05 0.000105115233668126 0.000137124645945709 6.72375493079325e-05 0.000134632720958012 0.000119557998287491 3.97179809498751e-05 8.54615296487065e-05 0.000106767317428522 1.73909955928122e-05 5.3290721482267e-06 -1.84448769362093e-05 -3.57174514558342e-05 7.7927509462949e-05 9.73362054867037e-05 8.97735170301338e-05 8.44745872863727e-05 8.23412234869033e-05 8.52778028417306e-05 -3.11187399737336e-05 0.0164281548152487 0.0164306047444837 0.016439763964892 0.0164356301678694 0.0164226196879973 0.0476650234470967 0.0164064050160856 0.0163831475840548 0.0163755655918854 0.016366547715796 0.0163588063835043 0.0163493972163847 0.0163440455076239 0.0163416101244805 0.0163452222716804 1.33793228382525e-05
"AgeGr35-39" -1.49177015244016e-05 4.77591578870132e-05 2.18541655099207e-05 1.41970611073011e-05 1.13054684753304e-05 -3.68465817179791e-05 -3.81737371221748e-05 -6.98219814620986e-05 5.66727091665468e-05 4.38708587095603e-05 1.63222209485569e-05 1.19380030719642e-05 1.52660553206125e-05 7.39562108104695e-05 3.97826804949126e-05 2.26427098634412e-05 5.87583901056807e-05 8.50432263393674e-05 5.18962457207081e-05 8.51481828970824e-05 7.46821418946211e-05 2.44077022989578e-05 3.73371262092552e-05 5.92670171560923e-05 1.21130244357252e-05 7.69873513230904e-06 -2.226184952583e-06 -8.29858434368936e-06 5.05351943596018e-05 5.94789190779449e-05 5.66182280054133e-05 5.34215260715493e-05 5.19969683865856e-05 5.28379661369059e-05 -3.51952455046014e-05 0.0164170346877127 0.0164150726707284 0.0164193573201204 0.0164187949705219 0.0164111181378324 0.0164064050160856 0.0381404561514734 0.0163869953710017 0.0163822841310995 0.0163765386229343 0.0163715718502207 0.0163655743197415 0.0163622828925247 0.0163608219696619 0.0163633279386147 7.37128575366102e-06
"AgeGr45-49" 3.02323210167535e-05 -4.2159986769735e-05 -2.27125752287216e-05 -1.39451634362565e-05 -9.80760289261939e-06 1.65997818870494e-05 1.17347810753521e-05 4.4955835545048e-05 -1.62882796858043e-05 -3.4152846906879e-05 -1.28378241625162e-05 -9.02414231258379e-06 -1.793149257677e-06 -5.43743466712014e-05 -3.9062960536484e-05 -2.37216890848064e-05 5.2245014457951e-05 2.85744524933757e-06 -1.41438439600624e-05 -4.65937522462957e-05 -7.25740546080098e-05 -3.0297267973876e-05 5.11523799360229e-05 4.20196829518288e-05 -1.09231259944254e-05 1.76897269067054e-06 -1.88308981099475e-05 -1.70518368614021e-05 -5.82070244096904e-05 -7.00857573595085e-05 -6.85098208931991e-05 -6.57623436395989e-05 -6.43237361964165e-05 -6.50975411709742e-05 5.34672560664727e-05 0.0163716944217859 0.0163774566514015 0.0163740885921364 0.0163707696153741 0.016378660428212 0.0163831475840548 0.0163869953710017 0.0253288450956738 0.0164064003030889 0.0164140081232199 0.0164214568566563 0.0164296489238915 0.0164347263251889 0.0164379120726395 0.0164377752728866 3.42048822416204e-06
"AgeGr50-54" 4.70228481520247e-05 -5.71533185956805e-05 -3.20687264664637e-05 -2.07602758861349e-05 -1.73017542709533e-05 3.18211732749462e-05 4.02812715267022e-05 8.69371115168679e-05 9.92592580739583e-06 -4.62167548902789e-05 -1.73108416116455e-05 -1.12615444597497e-05 -6.81038978663886e-06 -5.6333854144301e-05 -5.07227102684177e-05 -3.29924593614751e-05 0.000164228536542666 6.04144395026267e-05 1.97714244633417e-05 -1.09945866048737e-05 -9.01448803185577e-05 -3.67862286695371e-05 0.000162454261326366 0.00016716993280182 -4.82725832031253e-06 1.21894956040298e-05 -2.03085660316002e-05 -1.0691502732032e-05 -0.000127640642909206 -0.00016694764051896 -0.000166187304404146 -0.000159291640649128 -0.000155303118139714 -0.000155568944593058 1.70113462781019e-05 0.0163564145573531 0.0163624105226258 0.0163535315646761 0.0163537393207658 0.0163690326201229 0.0163755655918854 0.0163822841310995 0.0164064003030889 0.0235127095620791 0.0164374811872864 0.0164548768433115 0.016472733298046 0.0164853634907856 0.0164943607892755 0.0164987692388657 9.88713299550425e-06
"AgeGr55-59" 5.69561767705868e-05 -6.61094082262832e-05 -4.54738359615577e-05 -2.94681706906369e-05 -2.13761073598204e-05 5.0048269931199e-05 7.45862598144842e-05 0.000125580559672211 4.52561405267103e-05 -5.31807761614439e-05 -2.35933711472653e-05 -1.08599767559842e-05 1.89407766164546e-06 -5.12307433004533e-05 -6.01398096551036e-05 -4.00933473403338e-05 0.000264525425718998 9.54340272016298e-05 4.53547805379248e-05 6.39633850615028e-05 -6.43612695912026e-05 -4.01234936921069e-05 0.000238850126824276 0.000252397327160652 6.86687598012507e-06 2.00661123412116e-05 -8.60866818361434e-06 5.5936185068207e-06 -0.000207445968981057 -0.000276223631725964 -0.000280462658864396 -0.000271648051210667 -0.000266912756574122 -0.000263013419073657 4.91190574387312e-05 0.0163393792404028 0.016351182607055 0.0163354836406065 0.0163303316286061 0.0163558147537433 0.016366547715796 0.0163765386229343 0.0164140081232199 0.0164374811872864 0.020632952158414 0.0164962412809299 0.0165265474201838 0.0165486504217944 0.016565097252165 0.0165753149573917 1.56957745307948e-05
