Immunityfull,ProxyBA12,high1,low1,trend1,ProxyNew,high2,low2,trend2,LCAll,high3,low3,trend3,LCInf,high4,low4,trend4
001-061,0.48131872721411,0.568634425412168,0.376328852862566,0.496593563336826,0,0,0,0,0.398049640502215,0.482497510559971,0.299821271021145,0.448474705714491,0.12760851052176,0.250481950743781,-0.015408383653073,0.166038936531418
062-122,0.402380684972759,0.489713379928301,0.30010148876048,0.432807114252896,0,0,0,0,0.324109298450439,0.408319793780797,0.227913599881497,0.304874884252316,0.0667059857839448,0.183508159593503,-0.0668051704446493,0.156251000201427
123-183,0.351873982396493,0.439902374863073,0.250010505593756,0.369020665168965,-0.664460834065132,0.209331324612488,-2.50390745754407,-0.216668028432934,0.155201695025913,0.234986906994965,0.0670954750804599,0.161275062790141,0.177460686568692,0.255035982182114,0.0918072471180175,0.146463063871437
184-244,0.331958126670662,0.393303284931201,0.264410151832183,0.305234216085035,-0.483479167212047,-0.0834294530900412,-1.03124479704287,-0.184203888171639,0.06359270543678,0.131160808312956,-0.00923005050980041,0.0176752413279655,0.168138235165085,0.22852801483281,0.103021225528632,0.136675127541447
245-305,0.298541768212025,0.372950197808487,0.215303713957902,0.241447767001105,-0.0786603244205226,0.170502889844925,-0.402666846255159,-0.151739747910344,-0.349220644844228,-0.192010068383376,-0.527165245292538,-0.12592458013421,-0.00384537455349387,0.11343993451593,-0.13664665852305,0.126887191211457
306-366,0.0136773376823227,0.145403186717336,-0.138352471108103,0.177661317917174,-0.0418075951386436,0.193442021605424,-0.345672715864691,-0.119275607649049,-0.553785837080627,-0.227193778549612,-0.967293568229855,-0.269524401596385,0.0426737150244921,0.246126788784196,-0.215686672865017,0.117099254881467
367-427,-0.280130988733137,0.0487393329186118,-0.722698525255718,0.113874868833244,-0.0379433928920063,0.140087124645684,-0.252832138842289,-0.0868114673877545,-0.737628032559237,0.039773088684441,-2.14441424621085,-0.41312422305856,-0.00630177314528169,0.447635210264069,-0.833287127370035,0.107311318551477
428-488,0.0477274286821546,0.866566643320886,-5.79607462971247,0.0500884197493137,-0.114441210226704,0.0544674566262141,-0.313523495045463,-0.0543473271264596,0,0,0,0,0,0,0,0
489-549,0,0,0,0,-0.0278904232390398,0.149809519076562,-0.242731771166089,-0.0218831868651646,0,0,0,0,0,0,0,0
