Immunityinf,ProxyBA12,high1,low1,trend1,ProxyNew,high2,low2,trend2,LCAll,high3,low3,trend3,LCInf,high4,low4,trend4
001-061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
062-122,0.877595466693798,0.918125016877393,0.817003079542961,0.882904861420684,0.921363643764743,0.988931682198071,0.441317404088203,0.837055124772052,0.575173329127054,0.638427596509655,0.500853221808978,0.580329778120875,-0.554181437067768,-0.320680956874684,-0.828965524756355,-0.389501744390977
123-183,0.886186886717612,0.948946315046388,0.746278358422132,0.873572285323957,0.826757766144585,0.935101373767653,0.537542266553322,0.802953480548881,0.536082045965909,0.682865320066521,0.321361296341601,0.481896365438548,-0.0852202914734819,0.259740234557264,-0.590932178140773,-0.307674879911142
184-244,0,0,0,0,0.629546345589092,0.770675697507635,0.401564035844103,0.768851836325711,0.0154265279180312,0.558205331299089,-1.19419787200692,0.383462952756221,-0.570597311200066,0.30124096195071,-2.53022398226908,-0.225848015431306
245-305,0.937516066593175,0.991202204216581,0.556224987473912,0.854907133130503,0.723779245220229,0.834107338064103,0.540076670777707,0.73475019210254,0.145151499088679,0.423793445644738,-0.268236110795395,0.285029540073894,-0.187763349096432,0.201977016046217,-0.767846041810843,-0.144021150951471
306-366,0.759000369099388,0.840138806316892,0.636679667178236,0.845574557033776,0.586656447058558,0.737470091602799,0.349205986467039,0.700648547879369,0.230421286146893,0.357390734273483,0.0783646791239161,0.186596127391567,0.0363151915266994,0.196314905472083,-0.155537680623195,-0.0621942864716354
367-427,0.857504404390376,0.914205104999149,0.763330967793128,0.836241980937049,0.723558426523426,0.862286395695001,0.445080651749159,0.666546903656198,0.0835636767101504,0.233678068947372,-0.0959565433438434,0.0881627147092393,0.0799396377959446,0.231651997337985,-0.101728731208045,0.0196325780081998
428-488,0.83597747938684,0.904870397043683,0.717192267893218,0.826909404840322,0.657007263741697,0.85777256592526,0.172845816341333,0.632445259433027,-0.15480912996843,0.0404445540808716,-0.389793713672316,-0.010270697973088,0.0112354060409022,0.179637202012569,-0.19173544274015,0.101459442488035
489-549,0.77992521912211,0.890069004732264,0.559424445667092,0.817576828743595,0.726138879272849,0.897441898552656,0.268708055360817,0.598343615209857,0.0566086578237742,0.312948024255997,-0.295371028559085,-0.108704110655415,0.0508676238950539,0.310279916647191,-0.306112855220155,0.183286306967871
