day,count, ratio,seratio,length,selength
0,0,,,,,
7,0,,,,,
14,0,,,,,
21,0,,,,,
28,0,,,,,
35,0,,,,,
42,0,,,,,
49,0,,,,,
56,0,0,0,,,
63,0,0,0,,,
70,0,0,0,,,
77,0,0,0,,,
84,0,0,0,,,
91,0,0,0,,,
98,0,0,0,,,
105,0,0,0,,,
112,0,0,0,,,
119,0,0,0,,,
126,0,0,0,,,
133,0,0,0,,,
140,0,0,0,,,
147,0,0,0,,,
154,0,0,0,,,
161,0,0,0,,,
168,0,0,0,,,
175,0,0,0,,,
182,0,0,0,,,
189,0,0,0,,,
196,0,0,0,,,
203,0,0,0,,,
210,0,0,0,,,
217,2,0.0021978,0.00155237,161,6.36396
224,0,0,0,,,
231,1,0.000953289,0.000952834,176,0
238,2,0.0013369,0.000944698,163.5,10.9602
245,2,0.000668226,0.000472349,146.5,3.18198
252,11,0.00189557,0.000570994,162.909,5.29846
259,16,0.00178372,0.000445533,165.188,4.09384
266,19,0.00210503,0.000482418,162.368,2.55055
273,48,0.0035152,0.000506482,154.771,2.73643
280,92,0.0036706,0.000381984,150.87,2.07835
287,190,0.00462029,0.000334416,147.011,1.75354
294,277,0.00491117,0.000294358,142.744,1.65567
301,263,0.00553731,0.000340498,142.243,1.62984
308,206,0.00531106,0.000369055,134.194,2.05471
315,138,0.00634979,0.000538811,129.964,2.57173
322,124,0.0068843,0.000616097,123.403,3.07468
329,105,0.00746216,0.00072551,118.248,3.05537
336,152,0.00965263,0.000779144,116.816,2.74519
343,206,0.00973857,0.000675206,113.262,2.42369
350,355,0.0113797,0.000600524,108.597,1.9822
357,375,0.0113088,0.000580673,104.195,2.15986
364,554,0.0123182,0.000520118,96.4657,1.83393
371,586,0.0127783,0.000524483,88.4334,1.77654
378,453,0.0150749,0.000702921,83.6225,1.98589
385,462,0.0175539,0.00080948,80.039,1.96199
392,429,0.016677,0.000798433,74.2448,2.04605
399,518,0.0185763,0.000808579,73.5193,1.85116
406,603,0.0197549,0.000796498,73.0498,1.70602
413,801,0.0209412,0.000732132,69.6754,1.42503
420,915,0.0205139,0.000671175,71.0667,1.41805
427,876,0.0201065,0.000672471,66.9817,1.34722
434,812,0.0203422,0.000706573,65.2475,1.45002
441,676,0.0218784,0.000832222,63.2485,1.61236
448,512,0.02193,0.000958493,62.5762,1.87723
455,359,0.0251313,0.0013096,61.7604,2.31945
462,367,0.0247889,0.00127783,60.7193,2.19669
469,219,0.0225077,0.00150372,66.2009,3.00894
476,212,0.0258222,0.00175043,63.5708,2.99054
483,156,0.0237335,0.00187751,59.7308,3.7361
490,119,0.0253894,0.0022977,69.916,4.54303
497,68,0.0203349,0.00244077,64.1029,5.51018
504,42,0.0219665,0.00335207,61.4524,6.80413
511,17,0.0126394,0.00304607,57,9.71105
518,9,0.00923077,0.00306269,73.4444,13.4377
525,9,0.0170132,0.00562263,96,16.3496
532,7,0.0186667,0.00698918,80.2857,21.8424
539,3,0.00815217,0.00468744,23.6667,10.856
546,5,0.0100604,0.00447644,85.6,25.6415
553,15,0.0172414,0.00441316,54.4667,10.619
560,8,0.0102302,0.00359837,77.875,17.5619
567,12,0.0174927,0.00500535,56.9167,11.7571
574,7,0.0134615,0.00505362,87.8571,18.3853
581,6,0.0106007,0.00430472,97.3333,20.6649
588,13,0.022807,0.00625298,59.5385,10.0664
595,8,0.014652,0.00514218,51,16.6198
602,11,0.0179445,0.00536172,53.2727,9.54597
609,21,0.022605,0.00487673,57.2857,9.18027
616,16,0.0149673,0.00371371,54.875,11.276
623,25,0.0191131,0.00378592,76.48,8.87732
630,23,0.01553,0.003213,57.4783,8.86591
637,40,0.0167154,0.00262076,54.95,7.0723
644,51,0.0168095,0.00233393,68.4902,6.81075
651,100,0.0184298,0.00182592,54.37,3.67782
658,195,0.0169668,0.00120467,61.7282,3.23882
665,335,0.0174825,0.000946786,61.0746,2.32306
672,486,0.0169888,0.000764056,61.5741,1.97003
679,632,0.0158222,0.000624373,61.1424,1.7608
686,815,0.0153591,0.000533858,60.8147,1.52833
693,939,0.0152149,0.000492726,59.4398,1.45016
700,786,0.0146634,0.000519176,59.3766,1.5234
707,660,0.015993,0.000617529,57.3909,1.67081
714,506,0.0165913,0.000731427,51.6225,1.89739
721,364,0.0179726,0.000933519,54.4368,2.28405
728,337,0.0140569,0.000760327,51.4332,2.17949
735,309,0.0109843,0.000621435,53.8155,2.46685
742,505,0.00862172,0.000382004,50.4475,1.99504
749,844,0.00773829,0.00026533,47.3329,1.48329
756,1303,0.00752414,0.000207656,45.4781,1.19122
763,1094,0.00784533,0.000236261,47.064,1.27996
770,783,0.00838725,0.000298476,44.3065,1.47998
777,553,0.00940172,0.000397918,41.8065,1.75453
784,433,0.0104428,0.000499221,45.933,2.05491
791,359,0.00974405,0.00051176,46.3733,2.25816
798,407,0.0110364,0.000544026,42.2678,1.89267
805,402,0.0110255,0.000546861,44.1368,2.11283
812,351,0.0113339,0.000601522,40.416,2.19531
819,239,0.00969928,0.000624344,47.9791,2.74003
826,175,0.0100987,0.000759524,47.7943,3.39674
833,93,0.0105802,0.0010913,44.2473,4.36402
840,104,0.0126275,0.00123038,42.4519,4.38558
847,66,0.0128957,0.00157708,47.6818,5.71239
