"Immunity_other" "Immunitybnew_001-061" "Immunitybnew_062-122" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecbnew_184-244" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "Immunitysecboost_245-305" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityboost_428-488" 0.00109153530847934 0.000610496192397515 0.00146690737964179 0.000340595943864961 0.000448905167033483 0.000441060203530683 0.000307806709894344 0.000318226940663203 0.000409464001792074 0.000972472194516191 0.00458650176213283 0.00171557472145394 0.000385875476037425 0.000293513143599033 0.000320777869842225 0.000413245846550367 0.000488368231490502 0.00053739180859019 0.000616647209792447 0.000471118716634021 0.000798188231747503 0.00102484733947236 0.000632541561514613 0.00042407416851675 0.000668733360839262 0.00135131331305732 0.00182268369021672 0.00160933661801329 0.00063545947735406 0.00059869590821258 0.000388764538070973 0.000353582440200635 0.000526929136772262 0.000865313596632257 0.00110401851888801 0.00108373890605401 0.000600937259733461 0.000403024589295268 0.0003661121514102 0.000636097047415813 0.00123057473528765 0.00153614642029428 0.000733125228784015 0.000577995451348091 0.00143256062773659 0.00190514260336296 0.00136212873365993 0.000356405356576701 0.000647746569384325 0.00146291762364028 0.00185771111596053 0.00146690327248668 -3.07752309132149e-05 -3.53091274280312e-05 -1.83116635809417e-05 6.45936480917468e-06 3.82026445107374e-05 0.000117439960707769 -0.000160343571117688 0.00033812390018655 0.000200541460606867 0.000129459795766703 8.30773153371073e-05 8.96276380494238e-05 8.1787420768292e-05 5.07073950077468e-05 -5.04481265473996e-05 -7.43794632756555e-05 -0.000106428228523918 -0.000159632572953655 -0.000211013790216677 -0.00024944360933715 -0.000269308799953148 -0.000174428789520399 7.65126690581039e-06
"Immunityboost_489-549" 0.00125709527064221 0.000496094788328489 0.00108551325284477 0.00030062399175799 0.000361937498833674 0.000360094846836808 0.000259855079670338 0.000283170848933937 0.000359898320539761 0.000714457958780663 0.00171557472145394 0.0131831639547461 0.000340278963524145 0.00025399350072398 0.000271272936027334 0.000328233125252013 0.000378380346248605 0.000498675095908243 0.000570717832241806 0.000425731174504843 0.000646653530614135 0.000960482964257048 0.000714946951713389 0.000443149981628554 0.000552394253850113 0.00117478426747874 0.00208515158975701 0.0034723401120981 0.000550489810343136 0.000508101335553125 0.000353084809323429 0.000305850185404708 0.000407398267687328 0.000723544843246486 0.00108700819011194 0.00136688502659183 0.000519407084910604 0.000379285830112151 0.000325675250268483 0.000482411859802308 0.00109967183550351 0.00167505494511757 0.00108953160425872 0.000474781869653769 0.00104056023161415 0.00229531224999913 0.00422353693242346 0.000324916131629539 0.000515380489127983 0.00120011030478823 0.00227567072732097 0.00396490866953584 -3.1660513913822e-05 -3.99175596960403e-05 -2.54704120976043e-05 -1.61078490925035e-06 2.91720129033205e-05 0.000109339832315201 -0.000203418781656068 0.000270475565890134 0.000158877306034344 0.000103366341044512 7.34775004697244e-05 6.86135837566585e-05 6.35212631954475e-05 3.94083804261611e-05 -3.72014301482283e-05 -5.63621839721473e-05 -8.32960323537179e-05 -0.000129822620491299 -0.000168468962997039 -0.00024313202191603 -0.000322337889978869 -0.000268673091070699 2.3304092820826e-06
"Immunityfull_123-183" 0.000609722905438438 0.000496689192451909 0.000422712487832719 0.00088864316847447 0.000913214330978283 0.00139440290028946 0.00151105580633495 0.00101147997337182 0.000605341647755192 0.000426988042917223 0.000385875476037425 0.000340278963524145 0.14433341701288 0.00137775825512717 0.000965403604246289 0.000985203618185627 0.00108236180356301 0.000803178490482953 0.000635964679388087 0.00068413511332967 0.000556409694465287 0.000747423724372449 0.000948611620005166 0.000824186957940382 0.000548818653760182 0.000436661685164277 0.000401253150599637 0.000358680447934381 0.000715845534566925 0.00112070741916843 0.0011168625058675 0.000963010973660639 0.000738149111122576 0.000695978810303438 0.000602612689588792 0.000543955287999608 0.00118871174314694 0.00112119178925625 0.000998007163918064 0.000747228193924142 0.000627342341313026 0.000687585042252822 0.00112367454806738 0.000463991839391654 0.000386507174990832 0.000358973342270415 0.000332694438293111 0.000728950468321605 0.000462733922588374 0.000373963181466557 0.0003474062022083 0.000324023730246138 -2.12937384636258e-05 -7.11470120638098e-06 -1.34951091624818e-07 6.0735153776415e-06 3.1037475612548e-05 0.000104318095703464 -0.000824447670849291 -0.000241254206554155 -0.00124408569765531 -0.000443321288033756 -0.000405150435908956 -0.000325774943714605 -0.000246029405863228 -0.000124904852397867 6.406353109409e-05 8.88042769985463e-05 0.000109347011711152 0.000130227388182668 0.000169994449072651 0.000209165610195673 0.000262552489208264 0.000356000734176515 4.63244358341671e-05
"Immunityfull_184-244" 0.000544268704886199 0.000471562683641461 0.000336252658969172 0.000941893353412508 0.000923280392292257 0.00129707626496442 0.00149299771228904 0.00110506113433383 0.000652086946885449 0.000378148381435242 0.000293513143599033 0.00025399350072398 0.00137775825512717 0.026389869541507 0.00103455592500212 0.000977840749195356 0.0011080557476217 0.000849055234288892 0.000643442655847391 0.00072686966457663 0.000533390707572195 0.000715394307571809 0.000974624788961161 0.000891383085092852 0.000552886427150138 0.000368500280387897 0.000310858473733217 0.000277426770788522 0.000704397641836675 0.00110688122120391 0.00116811689593283 0.00103052652752231 0.000765330320571654 0.000687744935475082 0.000583503343278375 0.000510200907844848 0.00111948612781033 0.0011056888536337 0.00097194861401571 0.0006784223365414 0.000485301034325032 0.000525719954308545 0.00106688702235149 0.000452093710071762 0.000309821410415244 0.000266222920184291 0.000266433750133002 0.000805195981301482 0.000449030502959071 0.000295928753776753 0.000253404135097173 0.000250199966521264 1.59328973907005e-06 1.01146553619895e-05 2.80285437993351e-05 4.87179723898012e-05 6.93277924693895e-05 0.000143925845224932 -0.000372074262751929 0.000383533711837708 -0.000639555668615828 -0.000504086701852393 -0.000434398576509614 -0.000263804216733995 -0.000187692925603171 -9.07974688128874e-05 4.62307425784333e-05 7.51361024901587e-05 0.000108450526114139 0.000132523815559562 0.000169179877952314 0.000218558214838554 0.000266873717835063 0.000379951485579616 2.65945491668634e-05
"Immunityfull_245-305" 0.000597667516932626 0.000612979114742483 0.000383238893139675 0.000973610187995146 0.000874864258980926 0.000932531508562433 0.000998098825127675 0.00101614824783392 0.000847198218625061 0.000459955846132273 0.000320777869842225 0.000271272936027334 0.000965403604246289 0.00103455592500212 0.018619997573573 0.000930688224556212 0.000958979029161641 0.000927210747437415 0.000736962177687022 0.000818614988373872 0.000605103071125531 0.000620692981179895 0.000861153462018077 0.000930705104731631 0.000704146999567007 0.000427346905870972 0.000338011409167077 0.000296515881560567 0.000751631275497889 0.000871734745347933 0.0010435795157671 0.00101104398025825 0.00086673391341281 0.000720267073774842 0.000660657142068057 0.000576641115999582 0.000891792383299074 0.00104771462399527 0.000991493584908772 0.000816675262533504 0.000547190437577488 0.000502959656030932 0.000869883536465379 0.000597213120258182 0.000355438647117967 0.00028701163295381 0.000282925086627873 0.000917857086924477 0.000592271164634622 0.000341821274936636 0.000275214643884556 0.000266848900763083 9.59626811382031e-06 1.59534680852386e-05 3.57203254134909e-05 5.93401654823018e-05 8.52366222371466e-05 0.000155312549966854 -0.000469730092808286 0.000774288956996129 -0.000256728832721924 -0.000475231906610932 -0.000548680694195936 -0.000299039055713758 -0.000191380349231258 -0.000101992440815328 4.97933426037046e-05 9.46004397031597e-05 0.000146825488273976 0.000191266236021191 0.000239304191972243 0.000285229976323415 0.000325600140196232 0.000440857851163222 1.10776155528747e-05
"Immunityfull_306-366" 0.000667338767642437 0.000833185262445542 0.000536960626045376 0.000867077379161088 0.000898383913282659 0.000972335625168644 0.000989943195275383 0.000851873970370916 0.000813875849294018 0.000680537474138068 0.000413245846550367 0.000328233125252013 0.000985203618185627 0.000977840749195356 0.000930688224556212 0.0176540029244659 0.000926879804843181 0.00084507141364109 0.000812098387616401 0.000789741921345422 0.000715748341839227 0.000665724701421951 0.000797748106344707 0.000835460203982566 0.000782238359215736 0.00059438436099218 0.000423799423724653 0.000353560420928843 0.000824932028151736 0.000893945775256282 0.000955597043746308 0.000940154582098922 0.000886908053562177 0.000805098283484558 0.000703268292877644 0.000683468888255097 0.000913756102255191 0.000946474436387664 0.000969245267777198 0.00088457995551138 0.000727433713099179 0.000613108136153216 0.000843972787628958 0.00080658526588754 0.000510201777477518 0.000357590656465264 0.000328116819705445 0.000792330811698362 0.000750724803971715 0.000490822428490673 0.00034780658394599 0.000313987328428777 7.09985050046912e-06 1.5434658606811e-05 3.31467109434749e-05 5.86454747337165e-05 8.87958908109649e-05 0.000156916215799789 -0.000562824524155859 0.000907459989146726 -0.000275783137338776 -0.00083926205048259 -0.000818185217591108 -0.00042160840803919 -0.000245567695848069 -0.000132330924522443 7.20085500006257e-05 0.000129777180574284 0.000191894016181119 0.000245728746777391 0.000305434761783244 0.00035628538582459 0.000398410730068367 0.000519375221090506 1.13409968845539e-05
"Immunityfull_367-427" 0.000648869091822117 0.000617948666763316 0.000562945582241589 0.000869028433262188 0.000873486203299184 0.0010528049553626 0.00114744233542987 0.000952621376899684 0.000700023856203098 0.000580730353894035 0.000488368231490502 0.000378380346248605 0.00108236180356301 0.0011080557476217 0.000958979029161641 0.000926879804843181 0.00926144703856954 0.000843530055360849 0.000719977728697701 0.000735084824784315 0.000640783850190123 0.000726695312607733 0.000878995607373123 0.000849833156437334 0.000670236930080575 0.000579423710794584 0.000494501627788568 0.000398610726833593 0.000759315907448095 0.000978557080497134 0.00103774588643564 0.000960171554948648 0.000821358720138672 0.000784455461704947 0.000707461326942065 0.000646847254393347 0.000976918432736171 0.000987605188960327 0.000917249966587831 0.000772529405936102 0.000655368611009677 0.000649485583975121 0.000930503607057718 0.000587575945038154 0.000533892152668418 0.000427551966764022 0.000358100356049811 0.000773096074501362 0.000584135893680986 0.000501728077728541 0.000416246674049969 0.000347279182467129 1.98248082416029e-06 1.0324649082511e-05 3.17544787407383e-05 5.65149823015071e-05 8.38146756724102e-05 0.000158028013304084 -0.000357386847881371 0.000944640359297322 0.000185117642162658 -0.000303873095176887 -0.000396524566904176 -0.000144273202584211 -5.9787687909323e-05 -3.5282647003384e-05 4.5715775380685e-05 0.000104292697397649 0.000160338195689065 0.000222626672846048 0.000275695863996393 0.000334483490174526 0.000388260822729784 0.000518979684303564 2.33393123910567e-05
"Immunityfull_428-488" 0.000668170056451938 0.000688988892035102 0.000547207542142291 0.000866919061211537 0.000805256135928096 0.0008099666516791 0.000828099017630399 0.000871579281324699 0.000826377162445481 0.000587649348200734 0.00053739180859019 0.000498675095908243 0.000803178490482953 0.000849055234288892 0.000927210747437415 0.00084507141364109 0.000843530055360849 0.00692309687046043 0.000750257859824574 0.000788146357568582 0.000669113285723981 0.000664182290835948 0.000796241523824523 0.000848889443184056 0.000744784035761863 0.000584764779415153 0.000551687413816197 0.000505490225425041 0.00075637033194324 0.00078689157223578 0.000894267174695511 0.000890820163492279 0.000832780087498735 0.00074328698470471 0.000725704023480498 0.000671496241220608 0.000786008398961283 0.000884759372913073 0.000865811145931317 0.000787606077159101 0.000634915816862315 0.000608205823213548 0.000781077149436841 0.000678705778184797 0.000526163489729512 0.000523711823382141 0.000466359972805071 0.000840641069418605 0.000668503219935331 0.0005214637281194 0.000505690441780226 0.000465142298188121 -6.17145221832207e-06 -1.68575788896159e-06 1.80810109966245e-05 4.23511580097278e-05 6.92150483435451e-05 0.000144199306849248 -0.000270057807275152 0.000782605267301516 0.000284873998771534 -2.93092173290966e-05 -0.000130192125854031 9.60549180338975e-06 4.39515592209218e-05 2.89687195823382e-05 -1.09538744702773e-05 1.04693732369177e-05 3.75519199119097e-05 8.23259139235753e-05 0.000113668352404593 0.000143740850189243 0.000175382951705036 0.000294920164702776 3.47652585604441e-05
"Immunityfull_489-549" 0.000732612851091837 0.000936756032708369 0.000732932442649217 0.000732790734563655 0.00077832184356879 0.000662597140303815 0.00062095379122138 0.000674068244254265 0.000814093922237901 0.000869394830109599 0.000616647209792447 0.000570717832241806 0.000635964679388087 0.000643442655847391 0.000736962177687022 0.000812098387616401 0.000719977728697701 0.000750257859824574 0.00923926838688582 0.000767649501917597 0.00079980861668162 0.000669346319781471 0.000664628356852482 0.000735565514537747 0.000836033265779979 0.000763757457719383 0.000608437084365812 0.000583502772475179 0.00080296168754295 0.000687018984206588 0.000699037933522704 0.000752294064369035 0.000817969420153395 0.000789818421036705 0.00073174279138594 0.000763224832048578 0.000692111908095423 0.000701658889678894 0.000776687766167719 0.000831295979765174 0.000782449990881007 0.000649148199488715 0.000642781629803517 0.000926514617574436 0.00073177097098394 0.000569546491716997 0.000602192739928063 0.000734690443538384 0.000874253081650384 0.000712351236228669 0.000570038921669043 0.000580298645533645 -1.32593848233639e-05 -1.04204417659014e-05 6.09234409684169e-06 2.77918632455052e-05 5.74160265579531e-05 0.000131266373728335 -0.000261698612953802 0.000676390045372453 0.000263730202167093 -2.12147777411656e-05 -0.000101312022418924 1.73584171449732e-05 4.6263934787134e-05 2.94050172365138e-05 -9.79847668750319e-06 6.9485991484485e-06 2.42110572468852e-05 5.47216360072804e-05 7.68818225088731e-05 7.9148873169575e-05 7.45755405708461e-05 0.000151372626293996 4.70999585402065e-05
"Immunityhybridboost_001-061" 0.000616685322281504 0.000804458556980433 0.000540102650136543 0.000822252515689967 0.00077763395795236 0.000705424685735413 0.000719361471398535 0.000801213146908204 0.000864433904939047 0.000673839786915746 0.000471118716634021 0.000425731174504843 0.00068413511332967 0.00072686966457663 0.000818614988373872 0.000789741921345422 0.000735084824784315 0.000788146357568582 0.000767649501917597 0.167481704786339 0.000724655795037903 0.000626672545922317 0.000715155220366201 0.000803527555248908 0.000780601003108134 0.000575201854244375 0.000458804862223867 0.000422937736301803 0.000744607017445589 0.000676052125019624 0.000746355192473123 0.000795413033543574 0.000788508375969149 0.000677950721972722 0.000636833057060992 0.000624565939105726 0.000671233941751545 0.000734363181091278 0.000765934078080497 0.000726117497132989 0.000555993040350405 0.000453553803615008 0.000623032013772688 0.000823471889303754 0.000552883817531254 0.000451099926343815 0.000414141443925199 0.000846276673477555 0.00078986948676126 0.000549210336541399 0.000449002210902837 0.000416248130457358 -5.42893318893267e-05 -7.41065378119474e-05 -8.16415220803253e-05 -7.41887851066278e-05 -6.68939695228921e-05 -5.17200385451833e-06 -0.000146553885309297 0.000433588661510317 0.000192390616675716 6.51161070992048e-05 1.94271358738081e-05 5.90950656236478e-05 6.1381738413806e-05 4.09794841514995e-05 -3.24570021543806e-05 -4.50805160894054e-05 -5.90436237260759e-05 -8.67267035720047e-05 -0.000107681002471962 -0.000124219046194616 -0.00012920165203137 -3.39992734656879e-05 -2.15180216896722e-05
"Immunityhybridboost_062-122" 0.000760061326021698 0.000926925989098433 0.000920444510859861 0.000636095316593979 0.000713370301070614 0.000608923075365816 0.00054328473963831 0.000575989509482302 0.00074733816623177 0.000974218856396902 0.000798188231747503 0.000646653530614135 0.000556409694465287 0.000533390707572195 0.000605103071125531 0.000715748341839227 0.000640783850190123 0.000669113285723981 0.00079980861668162 0.000724655795037903 0.0777743953782239 0.000729179744771207 0.000620107802924021 0.00065584649885484 0.000830035649344151 0.000895721175847794 0.000754997590499148 0.000633625265975861 0.000779393337233881 0.000636312175645979 0.000575066667297479 0.000633047377210306 0.00075416425968124 0.000786654700795422 0.000752979929669511 0.000784275857149346 0.000632498211490601 0.000568432658073093 0.00064415267239133 0.000776320449645346 0.000829007219033623 0.00072347375794448 0.00056057409514803 0.000925820398190708 0.000936574743417186 0.000723467914583548 0.000601429071394747 0.000662400985768701 0.000902842253832104 0.000897513963213957 0.000730831771857693 0.000607390147007682 -5.69108288794854e-05 -7.65453662753416e-05 -8.30798372207715e-05 -7.47952325204262e-05 -6.48092931966109e-05 -8.42135994638222e-07 -0.00016354447200025 0.000423860126875483 0.00020054875683867 7.33376810380841e-05 3.99609824725839e-05 6.73633020580978e-05 6.75928246981401e-05 4.53796584445879e-05 -3.18922762756635e-05 -4.31461170121662e-05 -5.79771765528853e-05 -8.6272572620149e-05 -0.000107175132182613 -0.000127250808597299 -0.000137883965055073 -3.97189096814264e-05 -2.15246558429929e-05
"Immunityhybridboost_123-183" 0.000806311447971405 0.000647848539958316 0.000935323921116579 0.000613264723432487 0.000673279941941955 0.000770225488171868 0.000770135259015903 0.000652762903248214 0.000571640806751923 0.000784572374999717 0.00102484733947236 0.000960482964257048 0.000747423724372449 0.000715394307571809 0.000620692981179895 0.000665724701421951 0.000726695312607733 0.000664182290835948 0.000669346319781471 0.000626672545922317 0.000729179744771207 0.167511959920627 0.00074594468180166 0.00064393679029415 0.000670571559464591 0.000901702762584448 0.00102247233591737 0.00093120427759014 0.000694056542358651 0.000774784968482585 0.00069042128179362 0.000647035370959426 0.000657639061927744 0.00077832614678755 0.000823085320681353 0.000812296291707753 0.000764799519722065 0.000653033469845538 0.000609035272076312 0.000653422576099069 0.000839659098502045 0.000940837744264324 0.000780554931845956 0.000632128702956634 0.000923779897012849 0.00103519609322755 0.000837711982964943 0.000587784015720945 0.000653910811375912 0.000922045209904311 0.00101624185666975 0.000871547504678969 -5.59655761496804e-05 -7.34196369657198e-05 -7.74249492080348e-05 -6.7005018724319e-05 -5.34604500049744e-05 1.03317669806034e-05 -0.000170654113536488 0.000479864402267402 0.000244381613602152 0.000103495140747229 6.56166943707882e-05 8.81486593111344e-05 8.45140535872133e-05 5.5942862630397e-05 -3.63503879614847e-05 -4.67575900516438e-05 -5.73963426050966e-05 -7.15758237008877e-05 -7.14392439586337e-05 -7.58825811087633e-05 -7.35519302613579e-05 3.92672484027353e-05 -1.61397820855129e-05
"Immunityhybridboost_184-244" 0.000675686576478854 0.000554105726116639 0.000566884333573533 0.000809467097832361 0.000779224153116547 0.000943471080178046 0.00102903507261385 0.000892354422433642 0.000678969097085911 0.000526939220047541 0.000632541561514613 0.000714946951713389 0.000948611620005166 0.000974624788961161 0.000861153462018077 0.000797748106344707 0.000878995607373123 0.000796241523824523 0.000664628356852482 0.000715155220366201 0.000620107802924021 0.00074594468180166 0.0917734866037323 0.000811225094741023 0.000639116702956748 0.000598706506276069 0.000679103721674507 0.000744811070234619 0.000699558232867377 0.000880231237997696 0.00092256462647302 0.000857901902778165 0.000736581540349036 0.000716802724322323 0.000720247015131926 0.00068429834726976 0.000861377652166952 0.000864332881471274 0.000782088301693756 0.0006529166850844 0.000599481945775885 0.000685761263219286 0.000893065514281679 0.000545508866233931 0.000547402036887825 0.000669081932645353 0.000776901034748001 0.000755803352914675 0.000553057871402366 0.000555048352093629 0.000653528521683651 0.000751700193265483 -5.35577206827368e-05 -6.70948940571805e-05 -6.50625317601216e-05 -4.9739786559486e-05 -3.29056622701996e-05 3.06928915949854e-05 -0.000159685620714387 0.000645557104691043 0.000367229382146157 0.000197476912606046 0.000116789255963938 0.000144929536706622 0.000136580147741351 8.94739466406751e-05 -5.51397905174602e-05 -5.5345446725851e-05 -4.90493520155883e-05 -2.16527270037036e-05 3.31724393381413e-05 6.32222977438636e-05 9.33696966501978e-05 0.000224871215496365 -8.0037679976186e-06
"Immunityhybridboost_245-305" 0.000615923285521749 0.000673333063805842 0.000468230625643556 0.000882799062694446 0.000813009909766714 0.000828700197038154 0.000888032112402847 0.000918850657179805 0.000825403879352057 0.00055614467584035 0.00042407416851675 0.000443149981628554 0.000824186957940382 0.000891383085092852 0.000930705104731631 0.000835460203982566 0.000849833156437334 0.000848889443184056 0.000735565514537747 0.000803527555248908 0.00065584649885484 0.00064393679029415 0.000811225094741023 0.100871850805268 0.000726441380250798 0.000516028964160857 0.000448305515858296 0.00048326179070396 0.000739218778295259 0.000790582473519537 0.00090303083996268 0.000902024003576138 0.000813225828020092 0.000700329621518222 0.00066186465414864 0.0006244236238397 0.000776486174215711 0.000871346108828167 0.000844291531602152 0.000727418636610067 0.000528264930408335 0.000489170866805114 0.000767298832361104 0.000676122477227753 0.000461549132444845 0.000414064066006758 0.000530517603474971 0.000865660977867871 0.000662616802879785 0.000453667694603859 0.000408402758744898 0.00049850689158049 -5.31876583064218e-05 -6.4225988731507e-05 -5.97928344711764e-05 -4.74186550390993e-05 -2.89376449904295e-05 3.39193392681344e-05 -0.000153371034686588 0.000626297587285697 0.000355569989087228 0.000199710386409853 0.00011589774811816 0.000144554352082458 0.000137089505870245 8.97597114152664e-05 -6.47609341820837e-05 -7.16634395174238e-05 -6.85862568854149e-05 -5.16974890999725e-05 8.79414190686712e-06 3.85376628957929e-05 6.61544244850059e-05 0.000189047250309204 -3.24905411469063e-06
"Immunityhybridboost_306-366" 0.000736417717445268 0.000959110433813393 0.00078071654939691 0.000714599761994525 0.000752010081991738 0.000601982041075178 0.000532047498659902 0.000626221837661878 0.000843847218953751 0.000895495967303771 0.000668733360839262 0.000552394253850113 0.000548818653760182 0.000552886427150138 0.000704146999567007 0.000782238359215736 0.000670236930080575 0.000744784035761863 0.000836033265779979 0.000780601003108134 0.000830035649344151 0.000670571559464591 0.000639116702956748 0.000726441380250798 0.0917830295134598 0.000806247116832758 0.000651339500550781 0.000561696679830699 0.000813375914534147 0.000640152129763136 0.000649440776739807 0.000724686714286048 0.000831863172203156 0.000796398246666944 0.000757254306025336 0.000775572729322922 0.000630483145644583 0.000649031301422936 0.000744855129393061 0.00084015659741183 0.000793716210166539 0.000653971742711576 0.000574127490879247 0.000956236537263909 0.00078403816186529 0.000606984589839329 0.000535560985296535 0.000738535142713866 0.000909598992439181 0.000760536009242118 0.000606353901516581 0.000531992780952004 -5.30402884469443e-05 -6.57453301787551e-05 -6.16954248955607e-05 -5.20638405474412e-05 -3.22140799050374e-05 3.09238492659087e-05 -0.000165064452813071 0.000593654861681158 0.000362220730933399 0.000221967653585959 0.000141381366032487 0.000152938907081662 0.000142000673216148 9.22446614418834e-05 -6.42778141423527e-05 -7.07894075408472e-05 -6.61155502277071e-05 -4.38158466054928e-05 2.16367609166714e-05 3.38651061531476e-05 3.3761023911237e-05 0.0001373517164228 4.57347689262679e-07
"Immunityhybridboost_367-427" 0.000982976107637479 0.000867521607123054 0.00134145284197399 0.000435603542524824 0.000598952735290152 0.000504210237237487 0.000370917862565277 0.000375076727234019 0.000540723900267778 0.00114600872301768 0.00135131331305732 0.00117478426747874 0.000436661685164277 0.000368500280387897 0.000427346905870972 0.00059438436099218 0.000579423710794584 0.000584764779415153 0.000763757457719383 0.000575201854244375 0.000895721175847794 0.000901702762584448 0.000598706506276069 0.000516028964160857 0.000806247116832758 0.0921787532306919 0.00132750896247076 0.00114336025767097 0.000772660123196952 0.000649618547612476 0.000483786166379827 0.000497614581834103 0.000695928321362257 0.000934517860168961 0.000994632107617182 0.00102897511537532 0.000640040329089568 0.000482438979596964 0.000532885771844482 0.000807007045865337 0.00118648072123297 0.00122802168908271 0.000648367031580304 0.000824463864404861 0.00132523985349685 0.00129579119251757 0.00101546833799295 0.000437305170585762 0.000844138577082997 0.00128460409206141 0.00128603502824909 0.00105007198735891 -5.59356743205645e-05 -6.80393617927002e-05 -6.22138344336733e-05 -4.92854160723437e-05 -2.62004000587921e-05 3.80017715787043e-05 -0.000193848673823259 0.000607434637414473 0.000421036365170513 0.000297776736820612 0.00020531545692479 0.000193427076830908 0.000173259429519784 0.000110973014822878 -7.32070972350747e-05 -7.61452627942847e-05 -7.10335935162572e-05 -4.06688285296826e-05 4.32012551804866e-05 6.11131949184631e-05 6.29850273562524e-05 0.000170638065081614 2.33313968470666e-06
"Immunityhybridboost_428-488" 0.00114635444255701 0.000576412913660919 0.00136656571377593 0.000339187938824687 0.000441988793392249 0.00045061882512638 0.000320912042460724 0.000314132670373497 0.000386987384404296 0.000889764948365 0.00182268369021672 0.00208515158975701 0.000401253150599637 0.000310858473733217 0.000338011409167077 0.000423799423724653 0.000494501627788568 0.000551687413816197 0.000608437084365812 0.000458804862223867 0.000754997590499148 0.00102247233591737 0.000679103721674507 0.000448305515858296 0.000651339500550781 0.00132750896247076 0.168589752321896 0.00206114677795037 0.000639377746064369 0.000623191552947381 0.000438968694330605 0.000387938271922585 0.00053570186760668 0.000877415623529264 0.00114673067105131 0.00118778373130952 0.000618017380827332 0.000448440873951078 0.000403787753605443 0.000638841897161959 0.00124911757048356 0.0016225378839237 0.000867405102368716 0.000532620242398699 0.00131279947750469 0.00201996216083395 0.00199689636044245 0.000336778836804752 0.00059132519150569 0.00138221831595116 0.00196741741159984 0.00203793517567516 -5.71481618073412e-05 -7.08296418979685e-05 -6.47472835506972e-05 -5.44510336683576e-05 -3.17367491092158e-05 3.58132548352708e-05 -0.000220718351270671 0.000473354423118454 0.000333032771052261 0.000255670604276949 0.000186707683612559 0.000164512847654772 0.000145473901144938 9.31128262153934e-05 -8.06547035292683e-05 -0.000102624990800644 -0.000119552774362342 -0.000132759202923883 -6.98190096916088e-05 -6.03040904878259e-05 -6.40313061619998e-05 3.75785358225874e-05 -5.46575226659484e-07
"Immunityhybridboost_489-549" 0.00135326928855223 0.000489340711698824 0.00103149861915994 0.000310098050643929 0.000373567935534569 0.000377314551480526 0.000281379444058624 0.000289096194110482 0.000353067868464335 0.00068339155547267 0.00160933661801329 0.0034723401120981 0.000358680447934381 0.000277426770788522 0.000296515881560567 0.000353560420928843 0.000398610726833593 0.000505490225425041 0.000583502772475179 0.000422937736301803 0.000633625265975861 0.00093120427759014 0.000744811070234619 0.00048326179070396 0.000561696679830699 0.00114336025767097 0.00206114677795037 0.337250709468238 0.000570509565815783 0.000532382112936537 0.000398765255951598 0.000347584655937617 0.00043475366707091 0.000731515547408131 0.001098507839854 0.00143668751507121 0.000537932062265012 0.000420212510626733 0.000371759154366302 0.00050852123029111 0.0010843843924351 0.00170784036829893 0.00118115182966059 0.000457625750539788 0.000976910187625473 0.00218737099259435 0.00522850457767422 0.000317662136919902 0.000493144139928896 0.00112147449281549 0.00221618819278043 0.00470505746487861 -5.49985611686499e-05 -7.39286136340338e-05 -7.0387975944153e-05 -7.04316869094919e-05 -5.029458708036e-05 1.71458942211509e-05 -0.000271029648492117 0.000365820535467178 0.000251249632688844 0.000191985127193886 0.000149287309505146 0.000118699243830325 0.000107184219519627 6.75042592069402e-05 -6.35721896153855e-05 -8.46921225305641e-05 -0.000103768918790372 -0.000125793163864636 -8.2942808224726e-05 -0.000106697231575194 -0.000153478335970607 -8.21951049469374e-05 3.97263843018318e-06
