"Immunity_other" "Immunitybnew_001-061" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "SexM"
"Immunityhybridboost_062-122" 0.000180756286162762 0.000205074366336066 0.000206160974542416 0.000207413544477694 0.00021212786032167 0.00020525477198305 0.000206713099147393 0.000206899883612245 0.000186034416892529 0.000178676274944061 0.000175935056687151 0.000190885655949255 0.000187895506209129 0.000182257843790577 0.000195217193108424 0.000201945815642999 0.000206700790277414 0.000202544836198722 0.000204021384261436 0.000196977471236073 0.000206061669444528 0.00897897361215734 0.000207876934673407 0.000204726114742475 0.000207072273028906 0.000202954829617491 0.000184310210079026 0.000178799298986445 0.000175515092950663 0.000202311484164313 0.000203542272543953 0.00020701223264202 0.00020354808272082 0.000205923422884798 0.000205731359294026 0.000197429353332205 0.000198780135399304 0.000195798468745884 0.000196986203120804 0.000191817600991464 0.000180529401304645 0.000177197660131488 0.000178220946333232 0.000166702431249303 0.000160585039579429 0.000176430004588375 0.000207948036494011 0.000189689375849404 0.000176101184890024 0.00020512835760852 0.000207842882123208 0.000188143167837783 0.000177851423528832 0.000156222608924863 3.78154036442185e-05 -3.85493887231997e-06 -5.89251751824666e-06 1.32019323318273e-05 6.41546117707304e-06 4.52469946352763e-06 9.39727182633215e-06
"Immunityhybridboost_123-183" 0.000176279188346283 0.000176655923799421 0.000213890422292455 0.000215851168847991 0.000232863334828747 0.00021695331677789 0.000193119457295301 0.000182873884514553 0.000177493139297288 0.000177189842791222 0.000177322716212902 0.000194466475025917 0.000198510290242478 0.000206435764475492 0.000213063656624407 0.000202501742874671 0.000215014223867231 0.00019956469465657 0.000183450398091953 0.000180076507077 0.000206820185170466 0.000207876934673407 0.00462677725751307 0.000210689292913864 0.000190608659096868 0.000181332457537485 0.0001775713355823 0.000177413351569569 0.000176927215341312 0.000202195607792877 0.000204134598988416 0.000229827940323654 0.000211152276072447 0.000196808118245637 0.000198815531452212 0.000191652453115376 0.000183030925635613 0.000181044868694333 0.000194929780525706 0.000215623470469738 0.000188022429793314 0.000173622022495481 0.000158260372483917 0.0001515476489555 0.000160167336390161 0.000190958909402523 0.000179699570630225 0.000177919980360719 0.000176136031183836 0.000197292955957069 0.000181212091342665 0.000178039358243488 0.000176804609588684 0.000159833765170844 4.90216506561213e-05 1.21495780429917e-05 2.08278775882481e-06 1.74929529508724e-05 8.63284951500427e-06 4.52738364840184e-06 7.91232182841981e-06
"Immunityhybridboost_184-244" 0.000175433545888979 0.000169727908371223 0.000213574034904322 0.000211342395002349 0.00020879140361758 0.000221955888042867 0.000205201378006359 0.000178709993691299 0.00016189858145223 0.000162479079636339 0.000162724068067776 0.000192295359571959 0.000187413703587711 0.000180585658545224 0.000202917732552222 0.000210178864985369 0.000205366879642765 0.000210236239352538 0.000183945350533627 0.000167459089228628 0.000211652316415643 0.000204726114742475 0.000210689292913864 0.00168510993546065 0.000199837969107771 0.000173216641102144 0.000161998075928791 0.000162543620387831 0.000162211603276654 0.000209181509379725 0.000193640268697237 0.000208956458278303 0.000216339995710585 0.000204730681852043 0.000193328522482314 0.00019332536548314 0.000179853351918681 0.000169687560297414 0.000183476241248951 0.000193471028718821 0.000192184055741181 0.000179253023189582 0.000161654959989679 0.000137350676849731 0.000140476101606427 0.00018558227558231 0.000175386092101505 0.000162223176985543 0.000161449742394929 0.000212075908498637 0.000178512590674392 0.000163153732438117 0.000162188554914751 0.000170860021310717 6.81713901783883e-05 3.53058736655687e-05 1.3132393644939e-05 3.03044573885196e-05 2.05586876561155e-05 1.01513692812432e-05 4.74427021975344e-06
"Immunityhybridboost_245-305" 0.000186422738213535 0.000239939473130032 0.000193313715877701 0.000192677995715714 0.000182815869541732 0.000189430058711457 0.000240735969925666 0.000232874141617953 0.000190181375345707 0.000186536618889705 0.000185564545458602 0.000184080818797333 0.000168233087337358 0.000143614702475937 0.000166110582566 0.000200612443554334 0.000191363140911093 0.000206455740731502 0.000238136508032786 0.000201211151756519 0.000209063795208791 0.000207072273028906 0.000190608659096868 0.000199837969107771 0.00226394182363717 0.00022275443723041 0.000188791160504862 0.000186338998262179 0.00018474398591947 0.000206440585340157 0.000204426237576255 0.00017372752352563 0.000190827866006586 0.000224515354571049 0.000210886805645777 0.000202386112228788 0.000223684496367371 0.000201857216489022 0.000204053273626543 0.000156990825751773 0.000167286994135082 0.000182818617547777 0.000204758510418416 0.000172868915094162 0.000150942816034117 0.000154322703458308 0.00025001768354536 0.000192941302878301 0.000184092744380522 0.000229876543068069 0.000248118530488862 0.000193891940227131 0.000185336108690301 0.000179152060187275 8.17690842135934e-05 5.27594387338106e-05 2.57744592311339e-05 3.94079612574776e-05 2.78562867637257e-05 1.31848060031694e-05 6.34125511984213e-06
"Immunityhybridboost_306-366" 0.000214733448342979 0.000340581545799531 0.000159773427903812 0.000167325562656919 0.000161121495499729 0.0001608890965874 0.000200327796567605 0.000357105957464686 0.000354745487487658 0.000330955370977871 0.000317183288104804 0.000164899655588257 0.000152467111366984 0.000122324578457278 0.000138011951942727 0.000163282757947943 0.000176839665788954 0.000186170011701113 0.000270017326868871 0.000368894376141648 0.00018578658138523 0.000202954829617491 0.000181332457537485 0.000173216641102144 0.00022275443723041 0.00532386274924585 0.000348935553214581 0.00032948450593858 0.000313769676782822 0.000177323707139458 0.000202738727386548 0.000159745960283215 0.000158755969303062 0.000193199638136143 0.000252386436957052 0.000242332208590935 0.000285672252204569 0.000353493345535141 0.000208356625726834 0.00014481922099266 0.000134821724043288 0.000152897691242716 0.000229628318609638 0.0003249902751157 0.000267742502653183 0.000138892013186697 0.000343874178785574 0.000387553063727608 0.000320685682025681 0.000190928543943483 0.000338521307108493 0.000376713538169925 0.000326397065730058 0.000176590403816884 8.16332267297689e-05 5.26933265219649e-05 2.48758502582989e-05 3.55902589295835e-05 2.54848420058515e-05 1.11042310051737e-05 8.83434809073255e-06
"Immunityhybridboost_367-427" 0.000264871244147586 0.000276340737005985 0.000141852064446814 0.000145511397775438 0.000146968648870046 0.000147043892942108 0.000169084249510631 0.000271287193368804 0.000610424310510288 0.000656745831839326 0.000679238245123391 0.000149008488083184 0.000139583202655254 0.000112063909940056 0.000124852579334484 0.00014190592494897 0.00014990721247614 0.0001739077492123 0.000261378699592363 0.00042727988187753 0.000162251586083673 0.000184310210079026 0.0001775713355823 0.000161998075928791 0.000188791160504862 0.000348935553214581 0.00767109302624506 0.000659798753004703 0.000675630009700414 0.000158309057831624 0.000173669239998002 0.000153729788891041 0.000145181178646647 0.000158664767135562 0.000217373857376437 0.000310756584983358 0.000349293120542428 0.000437406332697615 0.000172822001748212 0.00014025012696891 0.000121721195959114 0.000122889214611529 0.000189487607588254 0.000445950837238229 0.00048023259457817 0.000153424243335516 0.000260774571975901 0.000567544947436397 0.000679171233360165 0.000162453945901229 0.000259614408215188 0.000579651705112564 0.000673538434773179 0.000177708898297299 8.9065140619383e-05 5.98143361822619e-05 2.71303993780226e-05 4.0103535532562e-05 2.95215985204365e-05 1.41301554064675e-05 5.37014353480828e-06
"Immunityhybridboost_428-488" 0.000279528112347956 0.000261808866931557 0.000138862909067774 0.000141717073132793 0.000143684547945737 0.000146099322455961 0.000166926555761643 0.000251694757378305 0.000612779068755018 0.000871070876339097 0.000946459792637398 0.000145960682159532 0.000135843887896801 0.000109752172310356 0.000122243374503288 0.0001383031470684 0.000143412646684759 0.000168044836352619 0.000265464369064655 0.000394008855448462 0.000160698157369006 0.000178799298986445 0.000177413351569569 0.000162543620387831 0.000186338998262179 0.00032948450593858 0.000659798753004703 0.0535041613987342 0.000966505023141113 0.000158038322928527 0.000168644662930627 0.000151922355243734 0.000143696257439244 0.00015506785907332 0.000203653346957905 0.000315792926004874 0.000374198963629463 0.000426104137706065 0.000167304157138051 0.000138615584239466 0.000120687019840117 0.000119531736751977 0.000175741767779866 0.000456342658906608 0.000503755720087719 0.000172372075512022 0.000244696259802816 0.000533312622927022 0.000846791568446634 0.00016115029204299 0.000240785347182364 0.000572611950493009 0.000820668073570625 0.000185445029108392 0.000104448855108665 8.29937567773403e-05 4.55314863130647e-05 4.86804283226824e-05 3.77577537086066e-05 1.57811795190245e-05 1.42608513430237e-05
"Immunityhybridboost_489-549" 0.000288423271033836 0.000256244554905234 0.000138780200681674 0.000141318393205409 0.000142705799313341 0.000145189774354505 0.000165502476742117 0.000238356903293111 0.000612160812717563 0.000966019440110288 0.00109465877063295 0.0001456953490506 0.000135047989616214 0.000109746012697833 0.000122069937714378 0.000137787438503111 0.000141694258357907 0.000164638761130989 0.000270110222988515 0.00036462338199268 0.000160145841052852 0.000175515092950663 0.000176927215341312 0.000162211603276654 0.00018474398591947 0.000313769676782822 0.000675630009700414 0.000966505023141113 1.00112862899615 0.000158471211213481 0.000166486918377393 0.000151303939418342 0.00014379363224494 0.000154359302560277 0.000195246416364876 0.000318212757524725 0.000387288920823268 0.000409539030106266 0.000164497051559831 0.000137773708031265 0.000120874063993628 0.00011905393941352 0.000167801264028646 0.000461302267813133 0.000513090560338597 0.000182703485349578 0.000235850679486956 0.000497712248206896 0.00094775787967973 0.0001590033423041 0.000227473119856128 0.000558683375341518 0.000903012670089694 0.000169282321405965 8.91807014538597e-05 6.96146753924173e-05 2.95958683283403e-05 2.63615501115648e-05 2.57607285360089e-05 -1.3253202428471e-06 2.26370286329712e-05
"Immunityhybridfull_001-061" 0.000175553092087254 0.0001823004240399 0.000209057001097198 0.00020551759851082 0.000201486588597613 0.000209182865552748 0.000210129489904436 0.000184729644848792 0.000158793213447918 0.000157800234067607 0.000158248829014339 0.000217383611014062 0.000205786580727037 0.000184655815590133 0.000193609067560932 0.000206813614579038 0.000200816981056716 0.000206429381133468 0.000193100424279173 0.00016888238648909 0.000207653802531273 0.000202311484164313 0.000202195607792877 0.000209181509379725 0.000206440585340157 0.000177323707139458 0.000158309057831624 0.000158038322928527 0.000158471211213481 0.333508197064676 0.0001963581339579 0.000199009747729138 0.000207534009200862 0.00020733969268315 0.000193995976305273 0.00019093051061178 0.000185068072102883 0.000170557814119658 0.000187793650384657 0.000183758681506733 0.000185709018242911 0.000180482230091097 0.00017222936735002 0.000141907930363304 0.000139430031352348 0.000176620277953714 0.000186024117780838 0.000158568699187951 0.000156171325134396 0.000210967270479855 0.000187687136043624 0.000158902059773527 0.000156656798328612 0.000145204613837302 3.34490777382043e-05 1.22851560859037e-05 -4.06353825896081e-06 6.25491873795376e-06 -7.79320064203388e-07 4.88375291712218e-07 9.22104387618886e-06
"Immunityhybridfull_062-122" 0.000176653055330591 0.000210854877625444 0.000200942976307967 0.000202571815949758 0.000215694789980065 0.000193277394260758 0.000202458613046758 0.000208962979124384 0.000175708705428721 0.000168592126148139 0.000166532730279536 0.000209235796995693 0.000213269425371928 0.000197554168512429 0.000190796950147976 0.000194961584323359 0.000203297706815802 0.000192999426634834 0.000204080175201998 0.000192311694178417 0.000199358397976301 0.000203542272543953 0.000204134598988416 0.000193640268697237 0.000204426237576255 0.000202738727386548 0.000173669239998002 0.000168644662930627 0.000166486918377393 0.0001963581339579 0.0314586126074456 0.000206600126807001 0.000193267359263213 0.000201227298209478 0.000203423738563607 0.000188542515520058 0.000195930546563681 0.000190370980503614 0.000203971494705983 0.000193109151475125 0.000174469279962586 0.000174585826239683 0.000180678423896543 0.000166418211999666 0.000157734524112121 0.000171363843525537 0.000213344798413022 0.000180268627098924 0.000165603208433795 0.000197721891633593 0.000211368980789846 0.000178793069188874 0.000166776610131003 0.000132795755397791 1.17740736731869e-05 1.10713125722485e-06 -7.35589118175966e-06 1.12041211010164e-06 -3.93502363497438e-06 -5.1482431706727e-07 1.06809626145772e-05
"Immunityhybridfull_123-183" 0.00016833840902874 0.000156922843492759 0.000220366325025111 0.000223554156249271 0.000252440591715607 0.000221005272706114 0.000177848411684194 0.000162334166823756 0.000154243546812466 0.000151590421861291 0.000151003223445571 0.000208046718570814 0.000218003104166161 0.000235983109310329 0.000229117517846664 0.000201732662375968 0.000224681420815483 0.000193412556458597 0.000165703903443874 0.000161844391410425 0.000203803747865334 0.00020701223264202 0.000229827940323654 0.000208956458278303 0.00017372752352563 0.000159745960283215 0.000153729788891041 0.000151922355243734 0.000151303939418342 0.000199009747729138 0.000206600126807001 0.0057739778659296 0.000214443335070471 0.000188347265521251 0.000193393228749492 0.00017997239769381 0.000164326847640073 0.000162301951911689 0.00019520339790782 0.000236434548017466 0.000193183589581684 0.000172296147141921 0.000144890914423206 0.000134605132900739 0.000151691978975802 0.00020097666126453 0.000157189595586807 0.000153968590132008 0.000150600949575822 0.000183885753593379 0.000158470501827654 0.000153465863014173 0.000151293715220359 0.000134884194051052 1.68218171002586e-05 -1.57474145621218e-05 -2.00344085326806e-05 -1.22398761304045e-06 -6.84204137205584e-06 -3.7641024622154e-06 7.96867658752416e-06
"Immunityhybridfull_184-244" 0.000171778849281594 0.000159242345437735 0.000218517021601382 0.000216512595231361 0.000215710612833616 0.000222321701740684 0.000197651584775163 0.000165544026977937 0.000145965063061652 0.000143386339638751 0.00014294967042968 0.0001959351562695 0.000193603562611013 0.00019093653928967 0.000210960851245187 0.000213331040819189 0.00021143969584881 0.000210106969318718 0.000175614231997462 0.00015784603244482 0.00020943057642936 0.00020354808272082 0.000211152276072447 0.000216339995710585 0.000190827866006586 0.000158755969303062 0.000145181178646647 0.000143696257439244 0.00014379363224494 0.000207534009200862 0.000193267359263213 0.000214443335070471 0.00139489242011215 0.000202927662648242 0.000190646070510584 0.000188692789964261 0.000169559365134848 0.000158892121658682 0.000180783384295344 0.00019952389590849 0.000197090208421286 0.000182001163869961 0.000159160967066986 0.000129619987107581 0.000135447789671274 0.000189392795900755 0.000159751964704437 0.000144151222409339 0.000142666451269576 0.000203879453640551 0.000162756375815953 0.000144278522830299 0.00014313368743872 0.000141240450281004 1.18317144650944e-05 -3.63233138208405e-05 -2.67707482226996e-05 4.71525928626718e-06 -8.59253943235806e-07 -1.53037459206614e-06 6.11786286358244e-06
"Immunityhybridfull_245-305" 0.000179018349152086 0.000210230099346184 0.000204941476943324 0.000203839736243612 0.000196138473219161 0.000200873087628335 0.000225499053926275 0.000204942134866969 0.000160616816888856 0.000155017793002504 0.000153798195601464 0.000190452288016158 0.000179672015834103 0.000162937545115173 0.000184537497040975 0.000208209689444118 0.000201579685359811 0.000209014967630397 0.000215368791211695 0.000178554562012824 0.000209309398514769 0.000205923422884798 0.000196808118245637 0.000204730681852043 0.000224515354571049 0.000193199638136143 0.000158664767135562 0.00015506785907332 0.000154359302560277 0.00020733969268315 0.000201227298209478 0.000188347265521251 0.000202927662648242 0.00139979629434921 0.000203354843224935 0.00019446773149349 0.000200275908642348 0.000178604401743756 0.000195723937504664 0.000172237008118512 0.00018034242339433 0.000186046345343211 0.000190580558553921 0.000151070900471163 0.000137527487760603 0.000166940518774265 0.000214896185079776 0.000160868541005988 0.000153283581895588 0.000219567997374223 0.000214089779915932 0.000161296909435702 0.000154026833558734 0.000152360128641256 2.50817160149213e-05 -1.70681338220036e-05 -1.29731246448039e-05 1.43827378677232e-05 7.47954028632334e-06 1.67544191130456e-06 6.50510061236892e-06
"Immunityhybridfull_306-366" 0.00018800770821802 0.000249773778850382 0.000193570323781241 0.000197599987088822 0.000197738423642583 0.000191450350143264 0.000203628007762562 0.000253530341151064 0.000222091652426803 0.000204295795501456 0.000195817308573138 0.000184633829454188 0.00017844339113825 0.000166608443286949 0.000181172069965428 0.000191473826782422 0.000202379758763989 0.000197455944071175 0.000224553598141059 0.000245422312084217 0.000199290740035695 0.000205731359294026 0.000198815531452212 0.000193328522482314 0.000210886805645777 0.000252386436957052 0.000217373857376437 0.000203653346957905 0.000195246416364876 0.000193995976305273 0.000203423738563607 0.000193393228749492 0.000190646070510584 0.000203354843224935 0.00199494370889797 0.000206572015358376 0.000220855435757695 0.000237834034229579 0.000200048022646786 0.000178510836781508 0.000167732591218499 0.000172745662451259 0.000196472123393955 0.000209229139350119 0.000183143184461302 0.000165315585174577 0.000251491698311253 0.000236783109891506 0.000198928461376541 0.000198448535999639 0.00024879903402383 0.000231401787434508 0.000202151133791245 0.000149278644263996 2.23329370666818e-05 -1.59363743518588e-05 -1.69115309794917e-05 8.30330576259502e-06 4.60239886813611e-06 5.66038181079159e-07 4.39215190473989e-06
"Immunityhybridfull_367-427" 0.000206249281557014 0.000220700841101354 0.00018776444542883 0.000187025437642471 0.000181491197456386 0.000188107503411347 0.000198377297779251 0.000222889817149496 0.000306980260679335 0.000315044342657581 0.000318568546722921 0.000178314108179611 0.000168844609482478 0.000149033708728541 0.000169689906531323 0.000189484462210921 0.000185758274088514 0.000200686227425573 0.000219701401038966 0.000264040731901777 0.000193194904794375 0.000197429353332205 0.000191652453115376 0.00019332536548314 0.000202386112228788 0.000242332208590935 0.000310756584983358 0.000315792926004874 0.000318212757524725 0.00019093051061178 0.000188542515520058 0.00017997239769381 0.000188692789964261 0.00019446773149349 0.000206572015358376 0.00181873612979156 0.000241128582027463 0.000265481764478719 0.000182341849514045 0.000164631639707264 0.000165567913141979 0.000163451586673204 0.000184825720556669 0.000247123091112647 0.000250188613359422 0.000166407454280878 0.000215985018620146 0.000296823379302145 0.000319984708477334 0.00019621131846507 0.00021760876312635 0.000299008593322869 0.000319449113735311 0.000149702322274404 3.17037421445619e-05 -1.08131087397229e-05 -1.77391079830638e-05 7.83547915870904e-06 3.84156627976355e-06 1.30063780254044e-06 8.82221741886913e-07
"Immunityhybridfull_428-488" 0.000217108244491414 0.000281756213296331 0.000171323262956756 0.000174830074197253 0.000168266450591064 0.000168457892262768 0.000210362749534046 0.00026820305982379 0.000342181663535168 0.000373582278499134 0.000385700223921674 0.000170978362243013 0.00015775150202045 0.000131570984727356 0.00014899060521229 0.000175659462275771 0.000179816359467926 0.00019051338621483 0.000259183531695551 0.000292439559020283 0.000189366927009937 0.000198780135399304 0.000183030925635613 0.000179853351918681 0.000223684496367371 0.000285672252204569 0.000349293120542428 0.000374198963629463 0.000387288920823268 0.000185068072102883 0.000195930546563681 0.000164326847640073 0.000169559365134848 0.000200275908642348 0.000220855435757695 0.000241128582027463 0.00488800352623819 0.000295474550772182 0.000196690601047142 0.000148842800031548 0.000146295830788307 0.000161298942490911 0.000205943645395691 0.000286650492021045 0.000272658780510052 0.000152625829561386 0.000280211705199357 0.000325860835696318 0.000375810806190317 0.000198913765179217 0.000272009232115447 0.000334171979505418 0.000371982836440379 0.000162533751598275 5.48181468499189e-05 2.15844658893471e-05 3.61215368642906e-06 2.03651351500489e-05 1.3832335547043e-05 5.93667769236484e-06 2.82670543170485e-06
"Immunityhybridfull_489-549" 0.000229250925224309 0.00029835323408123 0.000159024109988988 0.00016414180629898 0.000161031764335078 0.000158995071705509 0.000183109933613659 0.000311402818786247 0.000438566141470127 0.000426373651007543 0.000412799990110358 0.000162541778735123 0.000152795420656015 0.000125902955832132 0.000140835475357357 0.00016034090449284 0.000171340474975373 0.000185266482940221 0.000253898665447148 0.000393389866615559 0.00017623304716194 0.000195798468745884 0.000181044868694333 0.000169687560297414 0.000201857216489022 0.000353493345535141 0.000437406332697615 0.000426104137706065 0.000409539030106266 0.000170557814119658 0.000190370980503614 0.000162301951911689 0.000158892121658682 0.000178604401743756 0.000237834034229579 0.000265481764478719 0.000295474550772182 0.01625676192243 0.000190810773175657 0.000147961303204325 0.000135499023414062 0.000143311448707801 0.000212630816616765 0.000359389428340151 0.000341479560973121 0.000147407030452426 0.000290584229107353 0.00045551997272906 0.000418382667278378 0.000175325223208298 0.000291752315624339 0.000443685286364214 0.000425219918902887 0.000155952967291749 4.41358184405423e-05 1.1044438339679e-05 -6.92865450516168e-06 1.06702878964697e-05 8.80250075449942e-06 4.44628401376161e-06 4.84133237819585e-06
"Immunityinf_062-122" 0.000173803056605831 0.000218427504614728 0.000188366255886665 0.000191228964244074 0.000205135218289647 0.000180935359789064 0.000200102623560375 0.000215332552685428 0.000175164543304308 0.000167516011991746 0.000164941659212297 0.00018830590613706 0.00018683726789107 0.000183489497191861 0.000178380566770879 0.000184381601582754 0.000192913479627373 0.000183674142655028 0.000205998414604041 0.000193109877038239 0.000191667383635745 0.000196986203120804 0.000194929780525706 0.000183476241248951 0.000204053273626543 0.000208356625726834 0.000172822001748212 0.000167304157138051 0.000164497051559831 0.000187793650384657 0.000203971494705983 0.00019520339790782 0.000180783384295344 0.000195723937504664 0.000200048022646786 0.000182341849514045 0.000196690601047142 0.000190810773175657 0.0528353320583847 0.000184015468874149 0.000165044730824898 0.000169840362361855 0.000182895523503682 0.000169919323822861 0.000156461762800551 0.000163042879396046 0.000223208127367006 0.000182115900066868 0.000164000013189212 0.000193381373478756 0.000219912137626255 0.000180481776624963 0.000165382403996684 0.000111409926984979 2.87618034376493e-05 1.54453894489919e-05 1.87720885136152e-06 3.54009472023482e-06 -7.01795089614686e-06 -3.40687412724882e-06 9.82950002426348e-06
"Immunityinf_123-183" 0.000158916145052267 0.000141849003309883 0.000204444008715147 0.000208537975559677 0.000238334862114827 0.000205882106392343 0.000161005562616125 0.00014679724880244 0.000140671479648789 0.000138359303264059 0.00013791587874393 0.000186625662539422 0.000200759636736375 0.000227168725359135 0.00021923819894572 0.000186727792316953 0.000210595780363451 0.000177334223588546 0.000149408761721109 0.000147651915058381 0.000188166213406281 0.000191817600991464 0.000215623470469738 0.000193471028718821 0.000156990825751773 0.00014481922099266 0.00014025012696891 0.000138615584239466 0.000137773708031265 0.000183758681506733 0.000193109151475125 0.000236434548017466 0.00019952389590849 0.000172237008118512 0.000178510836781508 0.000164631639707264 0.000148842800031548 0.000147961303204325 0.000184015468874149 0.00372582159520624 0.000186233805350159 0.000166198704126224 0.000137825494755602 0.000129392057033861 0.000148052940245432 0.000195368163403845 0.000141733497051101 0.000141250837216261 0.00013771748695372 0.000167566901976141 0.000142812818145885 0.000140398560008095 0.000138156639110658 9.08507557544683e-05 -7.54682530141159e-06 -1.0973801152743e-05 -9.39611085053523e-06 -6.85287691648907e-07 -8.94062164585158e-06 -4.57798594671141e-06 7.69919784861252e-06
"Immunityinf_184-244" 0.000157551802906803 0.000137030970587519 0.00019567005942669 0.000193783885600401 0.000193847560430034 0.000197880640165684 0.000174254177188247 0.000141578122184728 0.000122428516498035 0.000120473134379259 0.000120467776733825 0.000178639165379694 0.000179790167555861 0.00018272735023911 0.000194640429327749 0.00019242781517617 0.000189408498697437 0.00018704375099466 0.000152272195636234 0.000134774113959089 0.000185934002746819 0.000180529401304645 0.000188022429793314 0.000192184055741181 0.000167286994135082 0.000134821724043288 0.000121721195959114 0.000120687019840117 0.000120874063993628 0.000185709018242911 0.000174469279962586 0.000193183589581684 0.000197090208421286 0.00018034242339433 0.000167732591218499 0.000165567913141979 0.000146295830788307 0.000135499023414062 0.000165044730824898 0.000186233805350159 0.000895346715292241 0.000174257752328476 0.000151136431894438 0.000121087750954283 0.000128562273586 0.000179226673986126 0.000136286648880788 0.000121332010861773 0.000120427697625718 0.00018057047824447 0.000138988654976708 0.000121063999298356 0.000120271414616717 7.38657452712124e-05 -3.99029385933188e-05 -3.4380666747266e-05 -1.31729581334906e-05 2.9002842175551e-06 -4.29137903669848e-06 -2.97038382623276e-06 5.26378584360002e-06
"Immunityinf_245-305" 0.000158726213549979 0.000169155236372929 0.000182409939395534 0.000181994655366134 0.000175629136788797 0.000179746513307004 0.000185170963774332 0.000163630891967286 0.00012477652831851 0.000119469928308313 0.000118592150311333 0.00017280613289656 0.0001688775729729 0.000163790787470219 0.000176020337008309 0.000184115070350407 0.000181106621730347 0.000180705955378774 0.00017421422243924 0.000143903807356665 0.000180613820204095 0.000177197660131488 0.000173622022495481 0.000179253023189582 0.000182818617547777 0.000152897691242716 0.000122889214611529 0.000119531736751977 0.00011905393941352 0.000180482230091097 0.000174585826239683 0.000172296147141921 0.000182001163869961 0.000186046345343211 0.000172745662451259 0.000163451586673204 0.000161298942490911 0.000143311448707801 0.000169840362361855 0.000166198704126224 0.000174257752328476 0.00104054294581452 0.000169812058179923 0.000133691904768669 0.00012708060092071 0.000163736000730714 0.000170112557530394 0.000124970944258397 0.000118692267335281 0.000183303999821939 0.000168911185166155 0.000124744257148444 0.000118675140035751 6.31153436929821e-05 -4.75845901675846e-05 -3.49476356110634e-05 -1.05613740053365e-05 5.77675171025084e-06 -2.68034082596126e-07 -1.86648720516431e-06 5.6059749830127e-06
"Immunityinf_306-366" 0.000175250346578471 0.000236896638228793 0.000162267065270581 0.000163569523360888 0.000152566893789561 0.000152352226692577 0.00019770920685024 0.000233606347250406 0.000194502998119077 0.000176351560124579 0.000168482444678518 0.000164793319198937 0.000153405225877733 0.000132566863689453 0.000144274543179544 0.000170926499725431 0.000167032171990147 0.000177109908493557 0.000215316542087397 0.000220050994024513 0.000173484473943584 0.000178220946333232 0.000158260372483917 0.000161654959989679 0.000204758510418416 0.000229628318609638 0.000189487607588254 0.000175741767779866 0.000167801264028646 0.00017222936735002 0.000180678423896543 0.000144890914423206 0.000159160967066986 0.000190580558553921 0.000196472123393955 0.000184825720556669 0.000205943645395691 0.000212630816616765 0.000182895523503682 0.000137825494755602 0.000151136431894438 0.000169812058179923 0.00193021616799496 0.000201557068118956 0.000169567468533421 0.000138792470387747 0.000237686885383571 0.000208345255381564 0.000171636092089124 0.000185832259254531 0.00023564071844125 0.000202551757721106 0.000174177046051914 7.06417556232452e-05 -4.22787782746704e-05 -2.96335411130667e-05 -8.08580378369877e-06 8.49150733392231e-06 3.08644513195064e-06 -9.10479525109923e-10 5.88219747771183e-06
