day,count, ratio,seratio,length,selength
0,0,,,,,
7,0,,,,,
14,0,,,,,
21,0,,,,,
28,0,,,,,
35,0,,,,,
42,0,,,,,
49,0,,,,,
56,0,,,,,
63,0,0,0,,,
70,0,0,0,,,
77,0,0,0,,,
84,0,0,0,,,
91,0,0,0,,,
98,0,0,0,,,
105,0,0,0,,,
112,0,0,0,,,
119,0,0,0,,,
126,0,0,0,,,
133,0,0,0,,,
140,0,0,0,,,
147,0,0,0,,,
154,0,0,0,,,
161,0,0,0,,,
168,0,0,0,,,
175,0,0,0,,,
182,0,0,0,,,
189,0,0,0,,,
196,0,0,0,,,
203,0,0,0,,,
210,0,0,0,,,
217,0,0,0,,,
224,0,0,0,,,
231,0,0,0,,,
238,0,0,0,,,
245,0,0,0,,,
252,4,0.00345125,0.00172265,162.75,6.90448
259,2,0.00108992,0.000770268,138.5,13.7886
266,5,0.00273224,0.00122022,152.8,3.77783
273,14,0.00514895,0.00137257,153.357,4.40154
280,19,0.00376089,0.000861183,149.842,5.19123
287,42,0.00504141,0.000775943,152.024,3.81242
294,57,0.00494964,0.000653971,143.281,3.78661
301,53,0.00555032,0.000760276,139.906,3.45641
308,47,0.00593959,0.000863802,130.851,4.16195
315,30,0.00676285,0.00123054,127.767,5.28072
322,29,0.00780619,0.0014439,110.379,6.88213
329,29,0.00991792,0.00183256,120.207,5.99512
336,34,0.0105133,0.00179351,118.147,6.25941
343,44,0.0100663,0.0015099,116.75,4.47331
350,84,0.013162,0.00142661,107.31,4.12472
357,88,0.0132271,0.00140066,104.886,4.37816
364,114,0.0124863,0.00116213,96.5263,3.70124
371,125,0.0135811,0.00120645,87.264,3.79733
378,88,0.0144856,0.00153294,80.8182,4.25949
385,97,0.01807,0.00181808,86.2784,4.3675
392,105,0.0202429,0.00195541,74.0095,4.26383
399,103,0.0184919,0.00180514,70.3981,4.03296
406,130,0.0210152,0.00182368,75.9154,3.80112
413,179,0.0230522,0.00170302,70.0894,2.93027
420,200,0.0221092,0.00154598,69.22,2.86025
427,193,0.0213614,0.00152111,63.285,2.74038
434,178,0.0218351,0.00161865,67.7247,3.08966
441,151,0.0240522,0.00193366,61.0662,3.26385
448,95,0.0200253,0.00203388,62.1895,4.49042
455,74,0.0259013,0.00297171,65.8514,4.87558
462,76,0.0258591,0.00292764,66.0263,5.49118
469,41,0.0212106,0.00327721,57.9756,6.92378
476,36,0.0217918,0.00359217,58.8889,6.99612
483,34,0.0252226,0.00427073,66.7059,9.47255
490,20,0.0228833,0.00505798,61.2,10.2987
497,23,0.0331412,0.00679495,60.3913,8.08269
504,6,0.016129,0.00653133,78.5,15.031
511,5,0.018797,0.00832689,43.8,10.2309
518,0,0,0,,,
525,0,0,0,,,
532,1,0.0123457,0.0122692,165,0
539,1,0.0144928,0.0143874,18,0
546,0,0,0,,,
553,3,0.0172414,0.00986813,53,9.03081
560,2,0.0122699,0.00862276,60.5,32.8805
567,1,0.00740741,0.00737992,23,0
574,2,0.025641,0.017897,64.5,6.01041
581,2,0.018018,0.0126254,45,5.65685
588,4,0.0338983,0.0166594,66.75,23.5727
595,0,0,0,,,
602,4,0.0330579,0.0162534,51.75,19.8852
609,5,0.0284091,0.0125232,52.4,17.8047
616,2,0.0104712,0.00736539,72.5,25.8094
623,4,0.016129,0.00799922,112.5,29.6068
630,3,0.0103093,0.0059213,19,4.6428
637,5,0.0108696,0.00483453,72.4,22.9165
644,12,0.0202703,0.00579191,76.8333,13.9343
651,23,0.0205174,0.00423406,53.9565,6.92096
658,36,0.016,0.00264525,66.6667,7.04384
665,78,0.0208278,0.00233359,65.9744,5.30376
672,103,0.0179976,0.00175732,62.5728,4.15821
679,135,0.0171625,0.00146438,65.7111,3.96046
686,185,0.0175705,0.00128041,59.9243,3.543
693,192,0.0156569,0.00112106,61.9375,3.26575
700,171,0.0161397,0.00122423,55.0994,3.20972
707,134,0.0166068,0.00142264,54.0522,3.6127
714,91,0.0150662,0.00156743,48.044,4.24321
721,62,0.0149614,0.00188583,59.3226,5.46323
728,61,0.012653,0.00160977,48.7049,4.28445
735,65,0.0117882,0.0014535,53.4615,5.26271
742,115,0.0102734,0.000953062,53.0435,4.2942
749,148,0.00698608,0.000572242,45.5135,3.3445
756,274,0.00804959,0.000484332,48.9343,2.82522
763,221,0.00803987,0.000538642,42.2986,2.72521
770,170,0.00911773,0.000696102,39.4765,2.72617
777,125,0.0105628,0.000939761,40.4,3.4505
784,94,0.0109583,0.00112405,48.7447,4.68455
791,67,0.00908105,0.00110438,39.7164,4.44925
798,74,0.00975867,0.00112887,41.6486,4.26241
805,78,0.0107143,0.00120664,46.4359,5.17662
812,81,0.0129725,0.001432,48.1235,4.85872
819,49,0.00974543,0.0013854,43.9184,5.44296
826,39,0.0111876,0.0017814,57.4103,7.31329
833,27,0.014876,0.00284152,48.6296,7.64977
840,15,0.00905797,0.00232814,50.6667,9.88677
847,11,0.0103578,0.00310678,57.5455,14.6774
854,12,0.0196078,0.00560453,45.5833,14.5743
861,4,0.0130293,0.00647208,50.25,21.5359
868,4,0.0186047,0.00921539,37.75,13.5433
875,3,0.015873,0.00909127,103.667,39.2891
882,1,0.00671141,0.00668885,127,0
889,3,0.012766,0.00732323,20.6667,6.67222
