"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityinf_062-122" 0.000369011645542112 0.000354950162804838 0.000313028329835105 0.000290162176348769 0.000391982457714673 0.000428216530039487 0.000446100051889867 0.00041536429773679 0.000338397695201698 0.000284986244328776 0.000287393309029357 0.00038541562896054 0.000333634703619061 0.000303345898847145 0.000404120364659243 0.000403458854922865 0.000425616416845094 0.000466773261309673 0.000389156795806643 0.000321271678006061 0.0439686195529987 0.000499774842090485 0.000416864158096951 0.000429284426739432 0.000416654266491988 0.000405524603443464 0.000430934640982699 4.91856859272139e-05 -0.00100353783444343 -0.000632948762118186 -7.71620176206809e-05 7.04316722270786e-05 1.22984827933149e-05 -3.39365282918504e-05 -3.61137301899276e-05 0.000107680405257747 0.000223463613301501 0.000368511660152489 0.00044111326081836 0.000476093335221761 0.000454965450657485 0.000559010068379544 2.57501298238711e-05
"Immunityinf_123-183" 0.000355505874569559 0.000279427159204208 0.000321195220379611 0.000551810232675979 0.000337161357036058 0.000473865390892987 0.000399322807906451 0.00037815708044836 0.000390931193319987 0.000326329978878777 0.000506711188527136 0.000333285231876286 0.000374578468446688 0.000565633027160898 0.00034968844105168 0.000403252446329505 0.000446886214177616 0.000465022073784435 0.000466204531012496 0.000353757795505291 0.000499774842090485 0.334032398118718 0.000337610439693089 0.000384910838619755 0.000438798935336056 0.000406839045985307 0.000559440527032697 0.000202752232613966 -0.00108382965713805 -0.000773583122529681 -0.000196479684548546 4.1467512470843e-05 2.63059526446383e-05 3.88347763140855e-06 -4.18713391701894e-05 0.000122200960143117 0.000269109981672767 0.000406346136343701 0.00048747377265901 0.000516956951502319 0.000487079568159646 0.000581345766308144 1.86143467938617e-05
"Immunityinf_245-305" 0.000376530508513614 0.000432777206884042 0.000306564346631154 0.000177500121544386 0.000421118389349497 0.000371119039601411 0.000477875800477836 0.000430719865959758 0.000316756126092985 0.000265517836358455 0.000173906513267769 0.00042455701897444 0.000303011970548701 0.000187782338531475 0.0004342192648965 0.000382578378420222 0.000413454486326779 0.000438752779436664 0.00033945472279874 0.000302442497437619 0.000416864158096951 0.000337610439693089 1.00048223384865 0.000431860147899643 0.000378573296308809 0.000388851487025891 0.000317135493060061 0.000136147332697965 -0.000116351799427614 -5.42347781948355e-05 -7.86308678217814e-05 -2.16597198433399e-05 -4.73392180350774e-05 -2.59306402042739e-05 -7.00535279249823e-05 -4.1305937982286e-05 8.63846811919968e-06 0.000105239285822027 0.000199231932967481 0.000222443181493814 0.000191647653494448 0.000299814228888997 1.54530510646435e-05
"Immunityinf_306-366" 0.000367931004956655 0.000393801008144786 0.000322271836490883 0.000235963473883273 0.000399180252821254 0.000390411492801543 0.000437238124262493 0.000416355012936811 0.000332651843793333 0.000284581715364675 0.000231703363006727 0.000404878970666984 0.000328337835380709 0.000245680120405897 0.000410070193659778 0.00039172385540398 0.000407234739358735 0.000439734458803609 0.000363267481310901 0.00031707872330431 0.000429284426739432 0.000384910838619755 0.000431860147899643 0.0480404653650589 0.000388837951787315 0.000389429496860153 0.000362874529940959 0.000159966691544855 -1.96455605619568e-05 1.01275334288086e-05 -3.95851101529964e-05 -3.37525099730175e-05 -4.90026073187134e-05 -3.6310756031404e-05 -8.01902784972827e-05 -6.21188425428694e-05 -9.41452527665257e-06 9.69943434657847e-05 0.000200218794240788 0.00022584139136852 0.000189832707030067 0.000302753388482446 1.28531340701845e-05
"Immunityinf_367-427" 0.00035763715347636 0.000348421226953621 0.000332948353117201 0.000345216066922024 0.000365163473639128 0.000394606180722597 0.000391515262281357 0.000383717771360258 0.000352738778988235 0.000319559089602001 0.000336231011050449 0.000368281568708853 0.000347687724381917 0.000351909224639153 0.000373409713356861 0.000380236031253098 0.000393521934319372 0.000415830364107512 0.000384160686351387 0.000339943872934546 0.000416654266491988 0.000438798935336056 0.000378573296308809 0.000388837951787315 0.0912970116539018 0.000380355428249307 0.000405575507168485 8.5116145639261e-05 -1.31894205884485e-05 2.71813319876545e-05 -1.37587589641622e-05 -4.35654093217543e-05 -6.06300794596352e-05 -4.22240448070861e-05 -5.74558238691795e-05 -3.29742664743458e-05 9.88469512499626e-06 0.000111453071848668 0.000197470210866581 0.000211595951990736 0.000163059788104111 0.000246381849064716 1.93007427664165e-05
"Immunityinf_428-488" 0.000361027773281112 0.000358430905707615 0.000330882724203621 0.000319945258934793 0.000371893264852412 0.000382910976853072 0.000397346865034319 0.000384665784706123 0.000345131917128247 0.000322440293169121 0.000318117509055526 0.000372309924309736 0.000339627582760218 0.000326153419524152 0.000380132805433619 0.000374479124815664 0.000388116936209765 0.000410281718397545 0.000371246268537864 0.000341646862826474 0.000405524603443464 0.000406839045985307 0.000388851487025891 0.000389429496860153 0.000380355428249307 0.100378748888716 0.000382688694499536 0.000146150146754545 2.80462775987392e-05 4.73815166359837e-05 -7.03672916656549e-05 -9.93699565364048e-05 -7.04071344883233e-05 -3.40123944914381e-05 -7.34868912792799e-05 -5.60589310297922e-05 -1.03453230978765e-05 0.000102095146571782 0.000186583591533626 0.000192361109362311 0.000136489015661186 0.000200834838583839 2.26611948772501e-05
"Immunityinf_489-549" 0.000348496979164298 0.00028791679666187 0.000343169648207204 0.000498647524876702 0.000328339903991734 0.000430241710767299 0.000355328896824152 0.000358551279205247 0.00038493996249206 0.000352844376425193 0.000478154392871268 0.000329981441738261 0.000378295795960677 0.000504064304869614 0.000335818330515587 0.000383874815320047 0.000400898180609019 0.000418625197933455 0.000433390061810775 0.000366183051059578 0.000430934640982699 0.000559440527032697 0.000317135493060061 0.000362874529940959 0.000405575507168485 0.000382688694499536 0.250496813461745 0.000197108145239471 1.79177752430614e-05 2.64689307509984e-05 -0.000161079439403529 -0.000157759812806602 -8.89168417940086e-05 -3.62333636152486e-05 -7.15977705466739e-05 -3.22798018710812e-05 2.90513025564997e-05 0.000160003928196037 0.000244701356963398 0.000249795778013021 0.000197547473085453 0.000264504064111263 1.86975862530053e-05
"AgeGr0-11" 0.000239742650393557 0.00031444425645753 0.000177174845344751 0.000144975664656017 0.000336164024495563 0.000525834903516127 0.00058942357716624 0.000554989608935515 0.000239933013800803 0.000169777042514399 0.000194314159027339 0.000405310184795964 0.00022295999614321 0.000177769924884583 0.000397068928820938 0.000509245582610266 0.000533350280631483 0.000741814259641684 0.000388570470084567 0.000264379611590956 4.91856859272139e-05 0.000202752232613966 0.000136147332697965 0.000159966691544855 8.5116145639261e-05 0.000146150146754545 0.000197108145239471 0.0443908188116306 0.0164082755962458 0.0163195939502672 0.0163103273553147 0.0163885799884672 0.0163836571866771 0.0163880081556747 0.0163639912277594 0.0163797418218942 0.0164059049490617 0.016438610382188 0.0164456123293651 0.016455591443676 0.0164383114300602 0.016503162168307 2.24927496257628e-05
"AgeGr12-15" -0.000152917569099878 0.000134480168564871 3.7510197008584e-05 2.7268625066575e-05 -0.00033291583588827 -0.000185741868255562 -0.000569824194583967 0.000288609673338225 9.43638654911096e-05 4.63080119868917e-05 8.4264425168275e-05 0.000216135283474199 8.04966284969775e-05 5.70988672964353e-05 -0.000226086065547387 0.000195505745387278 -5.41857421701217e-06 0.000447043084670046 0.000231981276071789 0.000128913000485999 -0.00100353783444343 -0.00108382965713805 -0.000116351799427614 -1.96455605619568e-05 -1.31894205884485e-05 2.80462775987392e-05 1.79177752430614e-05 0.0164082755962458 0.183224130378368 0.0165563258050087 0.0165024875675224 0.0164614299222786 0.0164414429055068 0.0164213152488753 0.0163809981913948 0.0163732606252276 0.0163710259329592 0.0163718927538741 0.0163668999312949 0.0163651214572793 0.0163631472174913 0.0163732160148712 2.23079047536111e-05
"AgeGr16-17" -0.000174526772847034 5.12248333404846e-05 -9.70772600912021e-06 -8.02503403367005e-06 -0.000319293427581909 -0.000252679972723304 -0.00100551375664256 6.5586269607481e-05 3.91700434548367e-05 2.69361977524176e-06 4.79282652284442e-05 0.000115527319351777 3.054525880761e-05 1.89321781856959e-05 -0.000257329492560804 3.34877696910678e-05 -0.000255018077408775 0.000183272536895735 0.00016733347480272 7.93639881826349e-05 -0.000632948762118186 -0.000773583122529681 -5.42347781948355e-05 1.01275334288086e-05 2.71813319876545e-05 4.73815166359837e-05 2.64689307509984e-05 0.0163195939502672 0.0165563258050087 0.266609786653373 0.0165538814334327 0.0164728015407245 0.0164505576518998 0.0164259322276432 0.0163891641019987 0.0163751416705405 0.0163628535227449 0.016351960226061 0.0163435925629416 0.0163360326890997 0.0163374550763935 0.0163251047983134 1.08430631634924e-05
"AgeGr18-24" -0.000211869940338761 4.92484902702166e-06 -2.54896644489659e-05 -2.09089794162902e-05 -0.000273050541973404 -0.000352136700494189 -0.000779949208703022 -1.55515951890758e-05 2.35634570222828e-06 -2.53794195802373e-05 -3.48631195825174e-06 5.23982263240457e-05 4.80012530586664e-06 -1.23072499704761e-06 -0.000195017387332468 3.48029258129458e-05 -0.000230090796513141 3.1001518703941e-05 7.41516392681441e-05 -4.07917021856314e-06 -7.71620176206809e-05 -0.000196479684548546 -7.86308678217814e-05 -3.95851101529964e-05 -1.37587589641622e-05 -7.03672916656549e-05 -0.000161079439403529 0.0163103273553147 0.0165024875675224 0.0165538814334327 0.0459343964126092 0.0164547804502974 0.0164384354172611 0.0164186920330854 0.0163939487837495 0.0163828435376899 0.0163711775788621 0.0163597419637923 0.0163528709947105 0.0163463843291016 0.0163498957873062 0.0163343299411622 9.39234426725851e-06
"AgeGr25-29" -0.000109203403974585 7.31241637212249e-05 1.93313139773229e-05 1.15142289203779e-05 -0.000125532320406698 -0.000141494260433341 -0.000330956161060728 0.000115486621546549 4.37288401671698e-05 5.58764069946848e-06 -8.83647509435112e-06 0.000117142740471086 4.53049780910691e-05 2.62567149916006e-05 -0.000101631447392038 0.000131270221601443 -4.06057831226607e-05 0.000150727046324188 9.76255377664442e-05 8.93840860250968e-06 7.04316722270786e-05 4.1467512470843e-05 -2.16597198433399e-05 -3.37525099730175e-05 -4.35654093217543e-05 -9.93699565364048e-05 -0.000157759812806602 0.0163885799884672 0.0164614299222786 0.0164728015407245 0.0164547804502974 0.0476809069465716 0.0164196967441936 0.0164081046538799 0.0163878456106108 0.0163847687441922 0.0163833637260628 0.0163832510146854 0.016380347569376 0.0163790842003052 0.0163785466921748 0.0163833348894421 1.13974017665421e-05
"AgeGr30-34" -9.07694259145943e-05 4.61773652399897e-05 9.85339369895574e-06 4.53921377259156e-06 -0.000126448925315325 -0.000127056945896222 -0.000233763634442647 5.5890584165758e-05 3.4365501453297e-05 2.56327375221706e-06 -5.74813666724989e-06 9.19383384328582e-05 3.26832236307137e-05 1.93532887585468e-05 -9.51780639034995e-05 0.000100076169747006 -4.81870855614959e-06 0.000104355260926347 8.80497767188558e-05 1.44159417829778e-05 1.22984827933149e-05 2.63059526446383e-05 -4.73392180350774e-05 -4.90026073187134e-05 -6.06300794596352e-05 -7.04071344883233e-05 -8.89168417940086e-05 0.0163836571866771 0.0164414429055068 0.0164505576518998 0.0164384354172611 0.0164196967441936 0.0497457669017844 0.0164041092286562 0.0163903200756955 0.0163874510836398 0.0163853678674428 0.0163841323590899 0.0163817365423402 0.0163803277220403 0.0163804787987263 0.0163825927822679 1.2990236057556e-05
"AgeGr35-39" -5.14263752463116e-05 2.8717359386421e-05 6.45915620899098e-06 3.22117128055048e-06 -7.1294238251369e-05 -7.74847671480248e-05 -0.000128529322481509 2.98104991012766e-05 2.466554810002e-05 1.26254693275308e-06 -8.13732594216153e-06 6.1489291254185e-05 2.12494399027888e-05 1.05992977334629e-05 -4.09460757576061e-05 4.61618064612398e-05 2.66540690586325e-06 6.9718578987507e-05 5.99401821597467e-05 9.48683052627772e-06 -3.39365282918504e-05 3.88347763140855e-06 -2.59306402042739e-05 -3.6310756031404e-05 -4.22240448070861e-05 -3.40123944914381e-05 -3.62333636152486e-05 0.0163880081556747 0.0164213152488753 0.0164259322276432 0.0164186920330854 0.0164081046538799 0.0164041092286562 0.0386217522261519 0.0163915727759909 0.016389677507799 0.0163882890900234 0.0163873327364387 0.0163857074974493 0.0163846323149134 0.0163844060325171 0.0163854883711929 3.2699795727852e-06
"AgeGr45-49" -2.47765395069232e-05 -8.63167960497751e-05 -4.61525350878184e-05 -3.42139228625872e-05 -4.4757238447241e-05 -5.93892541113847e-05 -2.10034141818069e-05 -7.59582928951902e-05 -7.12136473792091e-05 -3.24430312353568e-05 -3.15390394003992e-05 -0.000113761275063584 -6.76960104369956e-05 -4.73537536566753e-05 -5.45220845152569e-05 -6.24079283948701e-05 -8.31031799799634e-05 -0.000124284700682752 -0.00013759647097341 -5.68408668615308e-05 -3.61137301899276e-05 -4.18713391701894e-05 -7.00535279249823e-05 -8.01902784972827e-05 -5.74558238691795e-05 -7.34868912792799e-05 -7.15977705466739e-05 0.0163639912277594 0.0163809981913948 0.0163891641019987 0.0163939487837495 0.0163878456106108 0.0163903200756955 0.0163915727759909 0.0251717343860336 0.0163990184111933 0.0163964522647642 0.0163926778858758 0.016393468334875 0.0163940011258335 0.0163987399833283 0.0163866762984052 4.83600488455919e-07
"AgeGr50-54" -6.14464121627632e-08 -9.24660225280181e-05 -4.89392734137329e-05 -3.60119902197634e-05 -1.37663438740612e-05 -8.41094676444947e-06 4.21908619057695e-05 -3.25525238480466e-05 -8.9241155478237e-05 -3.19360588954378e-05 -2.85233880289449e-05 -0.000118646134683584 -7.59857477265032e-05 -5.07379353749265e-05 -1.79029276398608e-05 2.70588906634839e-06 -3.77803351097434e-05 -4.81644036762707e-05 -0.000163437479483924 -6.47708832396089e-05 0.000107680405257747 0.000122200960143117 -4.1305937982286e-05 -6.21188425428694e-05 -3.29742664743458e-05 -5.60589310297922e-05 -3.22798018710812e-05 0.0163797418218942 0.0163732606252276 0.0163751416705405 0.0163828435376899 0.0163847687441922 0.0163874510836398 0.016389677507799 0.0163990184111933 0.0235438670515563 0.0164016578524032 0.0164016775962395 0.0164048937349326 0.0164080225538956 0.0164136049136173 0.0164046044049639 8.72708545054028e-06
"AgeGr55-59" 3.50121862435165e-05 -7.9928550166549e-05 -5.07923610420295e-05 -3.1066051967297e-05 3.04819840357537e-05 6.11582931646664e-05 0.000112951566395983 4.75812130601988e-05 -8.28529038266261e-05 -2.4401164952475e-05 -2.14241369253819e-05 -9.52594486257845e-05 -8.56519800396094e-05 -4.46375308516855e-05 3.01296794910404e-05 4.91420440214863e-05 1.21983687767993e-05 7.6640729369018e-05 -0.00013719999800899 -5.12239060671387e-05 0.000223463613301501 0.000269109981672767 8.63846811919968e-06 -9.41452527665257e-06 9.88469512499626e-06 -1.03453230978765e-05 2.90513025564997e-05 0.0164059049490617 0.0163710259329592 0.0163628535227449 0.0163711775788621 0.0163833637260628 0.0163853678674428 0.0163882890900234 0.0163964522647642 0.0164016578524032 0.0208121158677425 0.0164125969102965 0.0164187827389313 0.0164252392211399 0.0164311734749668 0.0164279683813872 1.58957802087899e-05
"AgeGr60-64" 7.66303309872924e-05 -5.2935986020502e-05 -6.85038490765485e-05 -2.35231914715012e-05 7.66854017318114e-05 0.000143315253122941 0.000186177137585564 0.000143270200800403 -5.10976052311641e-05 -8.09127496264601e-07 8.51920364067941e-06 -1.91446160452413e-05 -9.81778832507661e-05 -3.0387355199213e-05 0.000102732259732062 0.000120336104586986 0.000111494624828925 0.000282840303910903 -9.90261812651715e-07 2.71375150639974e-05 0.000368511660152489 0.000406346136343701 0.000105239285822027 9.69943434657847e-05 0.000111453071848668 0.000102095146571782 0.000160003928196037 0.016438610382188 0.0163718927538741 0.016351960226061 0.0163597419637923 0.0163832510146854 0.0163841323590899 0.0163873327364387 0.0163926778858758 0.0164016775962395 0.0164125969102965 0.0195614401909431 0.0164374486929207 0.0164487318406539 0.0164560268519233 0.0164599239698359 3.26834103046378e-05
"AgeGr65-69" 9.45411717011584e-05 -9.54873144659908e-05 -0.000114314352549925 -3.28049068525444e-05 8.62665345425783e-05 0.000172329055895081 0.000217116290019425 0.000170655838404687 -6.37305691955381e-05 2.42978033710961e-06 3.22162585546781e-05 2.136001806072e-05 -9.10561805871365e-05 -2.15480028327022e-05 0.000153752576152105 0.00014341868474678 0.000175533279598706 0.000399846308844897 7.59686231927865e-05 7.35462071265816e-05 0.00044111326081836 0.00048747377265901 0.000199231932967481 0.000200218794240788 0.000197470210866581 0.000186583591533626 0.000244701356963398 0.0164456123293651 0.0163668999312949 0.0163435925629416 0.0163528709947105 0.016380347569376 0.0163817365423402 0.0163857074974493 0.016393468334875 0.0164048937349326 0.0164187827389313 0.0164374486929207 0.0181538013825087 0.0164684792798343 0.0164796819892029 0.016481281722085 4.94815394612666e-05
"AgeGr70-74" 8.03978124878309e-05 -7.98993863438238e-05 -0.000177978715347133 -0.000130692607521642 0.000101528708231627 0.000196202408728935 0.00025484178668347 0.000212081665173868 -0.000117423835944514 -5.68673497547924e-05 1.88711609864503e-05 4.50294252385084e-05 -0.000125350186139651 -0.000109901177132507 0.000167007644585672 0.000160748430890811 0.000195981486508963 0.000445960422199972 7.35470561138411e-05 2.44560126096139e-05 0.000476093335221761 0.000516956951502319 0.000222443181493814 0.00022584139136852 0.000211595951990736 0.000192361109362311 0.000249795778013021 0.016455591443676 0.0163651214572793 0.0163360326890997 0.0163463843291016 0.0163790842003052 0.0163803277220403 0.0163846323149134 0.0163940011258335 0.0164080225538956 0.0164252392211399 0.0164487318406539 0.0164684792798343 0.0175250404766056 0.0165126591669101 0.0165145824405018 6.94914998322948e-05
"AgeGr75-79" 1.30945089363886e-05 -0.000102353091913052 -0.000283216978335388 -0.00030997244480936 5.10070449932878e-05 0.000154377141642856 0.000227737613687185 0.000185160574066499 -0.000198353734275415 -0.000174679492491297 -4.28931661905956e-05 1.01042780620052e-05 -0.000197208604318963 -0.000231281547247676 0.000103368549246875 0.00011919081540205 0.000158050913090737 0.000414395040863747 1.21465111128479e-05 -7.61516663064179e-05 0.000454965450657485 0.000487079568159646 0.000191647653494448 0.000189832707030067 0.000163059788104111 0.000136489015661186 0.000197547473085453 0.0164383114300602 0.0163631472174913 0.0163374550763935 0.0163498957873062 0.0163785466921748 0.0163804787987263 0.0163844060325171 0.0163987399833283 0.0164136049136173 0.0164311734749668 0.0164560268519233 0.0164796819892029 0.0165126591669101 0.0173958883899817 0.0165440369719236 9.91867014510128e-05
"AgeGr80+" 8.33260304036552e-05 6.65863858766253e-05 -0.000153410756482091 -0.000266172823686251 0.00016604450145123 0.00028091257938752 0.000370856544681356 0.000327614856762143 -5.2848565953822e-05 -0.000260197670154907 -0.000280948040007535 0.000163981574718907 -9.11888504223121e-05 -0.000213539470861856 0.000229723195612943 0.000267378088794011 0.000310663021550921 0.0005286972565749 0.000121106966558195 -0.000117241948706621 0.000559010068379544 0.000581345766308144 0.000299814228888997 0.000302753388482446 0.000246381849064716 0.000200834838583839 0.000264504064111263 0.016503162168307 0.0163732160148712 0.0163251047983134 0.0163343299411622 0.0163833348894421 0.0163825927822679 0.0163854883711929 0.0163866762984052 0.0164046044049639 0.0164279683813872 0.0164599239698359 0.016481281722085 0.0165145824405018 0.0165440369719236 0.0169614489674277 0.000153813621268125
"SexM" 2.50930787542119e-05 -6.53169288578513e-06 -2.20944156001531e-05 -4.328170706136e-05 3.13156214929841e-07 -1.66216560580843e-05 7.24129929776207e-07 1.54275265258046e-05 3.84270211974007e-05 5.03672434392762e-05 4.70265053024051e-05 -1.22030522204301e-05 -1.54208529643808e-05 -4.11406811701369e-06 1.02260534747228e-05 -1.61262763305108e-06 2.68640148674591e-06 1.47146968183405e-05 3.62576985907243e-05 6.61413715606771e-05 2.57501298238711e-05 1.86143467938617e-05 1.54530510646435e-05 1.28531340701845e-05 1.93007427664165e-05 2.26611948772501e-05 1.86975862530053e-05 2.24927496257628e-05 2.23079047536111e-05 1.08430631634924e-05 9.39234426725851e-06 1.13974017665421e-05 1.2990236057556e-05 3.2699795727852e-06 4.83600488455919e-07 8.72708545054028e-06 1.58957802087899e-05 3.26834103046378e-05 4.94815394612666e-05 6.94914998322948e-05 9.91867014510128e-05 0.000153813621268125 0.00064489535351631
