"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridboost_184-244" 0.000344325711984469 0.000348617714978393 0.000369175429837399 0.000374813648890837 0.000367899706287335 0.000358841389196352 0.000347860115854147 0.000375835955654335 0.000454069198849214 0.000319770413512303 0.000277077097292729 0.000309284684201682 0.000343178009822372 0.000353523935473875 0.000386136916060281 0.000378292491597119 0.000368685623932188 0.000347657704365435 0.000368932762318551 0.000390231516241103 0.0117438207489721 0.000369658002153783 0.00037621848259333 0.000418405637155299 0.000470171158344483 0.000360919992089111 0.000371397645174742 0.000371540071152598 0.000371292247395729 0.000380927491377689 0.000404506436439859 0.000418213382514742 0.000399975728933696 0.00032767914953154 0.000323292419962327 0.000282919504196572 0.000262832285468033 0.000267715155493405 0.000291386123812653 0.000346478906966095 0.000290774622773363 0.000340075005431594 0.000369732074561501 0.00041002905574043 0.000471430612314269 0.000287620555415032 9.95161746989848e-05 4.46205077686316e-05 6.71869995105734e-05 8.84534500848168e-05 7.50752395435552e-05 5.21719050660548e-05 -2.12712234387271e-05 -1.83548087306845e-05 -1.44527810656362e-05 -3.18000204079354e-07 2.27592166295657e-05 4.61164373150082e-05 6.23021585298801e-05 0.000128180854506185 -1.12851002065356e-05
"Immunityhybridboost_245-305" 0.000361405388997591 0.00038583114295904 0.000387500249057793 0.000340089509171705 0.000309110621619187 0.000355008776920947 0.000407301696850058 0.000416876612232012 0.000394508806065288 0.000326098048455787 0.000229268289685159 0.000280455395449602 0.00036455775113745 0.000383441112430495 0.000377586989841236 0.000405129508390817 0.000414165712792427 0.000400292811657998 0.000405699561397058 0.000376099727720615 0.000369658002153783 0.01010667201277 0.000426922228558975 0.000426379712169794 0.000403811124591474 0.000397630114585509 0.000347178382905825 0.00036020227048481 0.000394567666916034 0.000419844809798162 0.000419939696043945 0.000425442987892327 0.000429700158661304 0.000369544463928272 0.00029610218456412 0.000273725556443069 0.00029387588252159 0.000318165174138019 0.000314240004526889 0.000298892591308876 0.000257452038141454 0.000393655712421068 0.000406041339151629 0.000398519558010867 0.000391252267581169 0.000272394832398039 0.000110591053287407 6.86088072376371e-05 7.88182297901215e-05 9.67496745338015e-05 8.13035898959524e-05 5.61053184190879e-05 -2.50288306253929e-05 -2.46954653702446e-05 -2.53689406793512e-05 -1.56274688244719e-05 1.21241570791494e-05 3.39847470127934e-05 5.35291596265073e-05 0.000115680517365924 -8.1996831124839e-06
"Immunityhybridboost_306-366" 0.000547711520582995 0.000449365319519831 0.000512435459359437 0.000359504880152511 0.000248404312648117 0.000307639009246771 0.0004868825027872 0.000703964247674335 0.000739976608464741 0.000412466213927974 0.000204134624958292 0.00022732980178053 0.00035509014392748 0.000480901343836446 0.000431062176895846 0.000445923322783324 0.000574259285806617 0.00050209408403164 0.000610005347225706 0.000533007508292183 0.00037621848259333 0.000426922228558975 0.0178424993892971 0.000730894317599757 0.000747151533565384 0.000536892650500675 0.00040497587481182 0.000330095705574172 0.000414881943236438 0.000547515432250515 0.000604107704583545 0.000601192124542237 0.000643707086200349 0.000516739173050896 0.000353690474850191 0.000242555493418044 0.000325320249898864 0.000476370044540646 0.000596856917760974 0.000599382078000017 0.000227801970869407 0.000491746222965073 0.000661462069564886 0.000725278222469919 0.000739592134338154 0.000243930521682555 0.000131203448092269 9.44949186378661e-05 9.24169151853922e-05 0.000102102834582285 8.4309986384601e-05 5.68000142351093e-05 -2.49836240004172e-05 -2.51407357283109e-05 -2.63449782551222e-05 -1.66009629368763e-05 1.26370909566055e-05 1.93051447914172e-05 2.96120685649633e-05 8.23695058344473e-05 -6.75073595061556e-06
"Immunityhybridboost_367-427" 0.000777719454138329 0.000458451720759904 0.000641778018034645 0.000420607034003112 0.00024246631007558 0.0002788170038707 0.000473849893423277 0.00101322184934564 0.00137269811795203 0.000507479573540106 0.000223114093202013 0.000208408473005411 0.000318086210609127 0.00052992380215696 0.000527644003020734 0.000463344791571492 0.000691495532455953 0.000528948859983636 0.000812251963002531 0.000782407241481299 0.000418405637155299 0.000426379712169794 0.000730894317599757 0.0238766198724531 0.00138994483732874 0.00064423402309376 0.000516849636050448 0.00032169935084251 0.000397416637751808 0.000641058800799173 0.00082859310225671 0.000842264895031456 0.000872700559729089 0.000621574302854606 0.000468768943913364 0.000234057603282204 0.000307111195377449 0.000590406029668583 0.000935157687129576 0.00113613312889136 0.000251132849199265 0.000510541146281714 0.000937084471444428 0.00121850243560192 0.00141556173840382 0.000207222490620462 0.000152139715877269 0.000122923740373119 0.000107601053438195 0.000108616533237585 8.93672182701054e-05 5.91521219288665e-05 -2.89206857250486e-05 -3.27738635180223e-05 -4.33509851893706e-05 -4.38793631735055e-05 -1.39924493737605e-05 -1.41940841717562e-05 -6.73264125282944e-06 4.19561937799478e-05 -6.2702756543227e-06
"Immunityhybridboost_428-488" 0.000928696314851936 0.000433417647645893 0.000681610853399576 0.000451481427719246 0.000232107390926906 0.0002752894128655 0.000446895203005293 0.00108793572379961 0.00205999992429612 0.000535907887900781 0.000233573974150435 0.000195791794676361 0.000288889414618096 0.000488772945219921 0.000564934919449963 0.000470687200724949 0.000686821416581279 0.000502242714403211 0.000884135153416816 0.000966769530591164 0.000470171158344483 0.000403811124591474 0.000747151533565384 0.00138994483732874 0.0609478105241068 0.000642266009207932 0.000566389102268099 0.000306991133215446 0.000348709578992926 0.000623307672468968 0.000924594747160635 0.0010327245494434 0.000950218149668807 0.000620057192900586 0.00052571856903286 0.000234017548233799 0.000270417977377514 0.000581875948022532 0.00110763793155489 0.00165051052054197 0.000281156626124328 0.00048543198295757 0.00106344913091825 0.00160652711370591 0.00225109404320037 9.42064265855547e-05 8.90139002286543e-05 7.54813509521104e-05 6.96586469556638e-05 6.33544262003887e-05 5.34316307561822e-05 3.3875065507432e-05 -1.43153145862442e-05 -2.43748824799814e-05 -4.62044824431269e-05 -9.50412538467194e-05 -8.63470849011644e-05 -0.000122437840221564 -0.000129583077468149 -9.75558880538481e-05 -4.13065971791965e-06
"Immunityhybridfull_062-122" 0.000520627353138587 0.000416415935509236 0.000475579038229023 0.000367898654111572 0.000268422994101544 0.000297516831894589 0.000433553242046635 0.000617036124021066 0.000634020344717768 0.000423318496683602 0.000283468196834175 0.000282386235873823 0.000367196574904787 0.000472890996404593 0.000427739009629068 0.000422956269655922 0.000523439510068395 0.000446675325821357 0.000538201346442821 0.000482240847686814 0.000360919992089111 0.000397630114585509 0.000536892650500675 0.00064423402309376 0.000642266009207932 0.143363202801911 0.00041597393641992 0.000360108426102098 0.000417062674763858 0.000521588331607218 0.000566724567779226 0.000553959780019868 0.000593208703853016 0.000496775472041127 0.000387200541888454 0.000314247759931714 0.000383319563621674 0.000507852399368097 0.000609312494170733 0.000605919047851229 0.000297199470032556 0.000435035832961176 0.000574475162361185 0.000625823590787115 0.000627883314433047 0.000187330409742971 -9.33578090538395e-06 1.13517568305519e-05 2.43434791869433e-05 2.79119673530931e-06 -5.52006973496402e-06 -1.16915482273351e-06 4.89999447259547e-06 2.18126722372248e-05 3.87429004563466e-05 8.09796393897131e-05 0.000115981656463638 0.000130062437804626 0.000129635439407768 0.000175685155681601 1.54331469259088e-05
"Immunityhybridfull_123-183" 0.000433965157604916 0.000340395246796629 0.000408068928181038 0.000422857237224385 0.000384409140354187 0.000312850476467741 0.000312730401328362 0.000453989111831427 0.000547276154084137 0.000399590567072487 0.000391940753485393 0.000363097979112972 0.000350830773576078 0.000417081986373818 0.000433113868660765 0.000372859279343406 0.000408730606253152 0.000330231400964899 0.000406750924464494 0.000436381431687932 0.000371397645174742 0.000347178382905825 0.00040497587481182 0.000516849636050448 0.000566389102268099 0.00041597393641992 0.12544815709216 0.000407201884079145 0.000394998521650774 0.000438295979779376 0.000491865717619484 0.000481570194578101 0.000487242610457266 0.000399145117792677 0.000427999839850048 0.000366477744728227 0.000361073095991864 0.000414769551422452 0.000507160842512713 0.000572730857962153 0.000382266187190749 0.000315290556056426 0.000419350894856545 0.000497373686550884 0.000557315695613255 0.000234821520299573 -3.8515985134867e-05 -8.52561172262994e-05 -1.69828845760049e-05 -1.64725304943838e-05 -2.47216118577394e-05 -1.10973421422044e-05 1.37262508081358e-05 4.22247173924638e-05 7.44002886931885e-05 0.000138448680314028 0.000189036448608245 0.000217722192346548 0.000231213230835576 0.000282521342459529 1.67565730675605e-05
"Immunityhybridfull_184-244" 0.000328689808129461 0.000332159320552636 0.000346300312805807 0.000388151155512858 0.000373316077548942 0.000347987630759329 0.00030627989508233 0.000278043390636601 0.000285522378372374 0.000352096234476662 0.000365578700285239 0.000386804276789286 0.000400612599276895 0.000393620460036917 0.000417701300807823 0.000389278549518661 0.000342547545944891 0.000298817241899696 0.0002907823704011 0.000321888857917422 0.000371540071152598 0.00036020227048481 0.000330095705574172 0.00032169935084251 0.000306991133215446 0.000360108426102098 0.000407201884079145 0.0530897003432326 0.000432890510508766 0.000409086578812592 0.000407798419449786 0.00039976549724288 0.00038701211791564 0.000333698824568767 0.000371579227271276 0.000400315164136 0.000379321364020838 0.000356580335878149 0.000342549938621652 0.00036026567367587 0.000383931585987843 0.000284759784451966 0.000264597490837665 0.000267190939256509 0.00028608816412785 0.000380141335555184 -0.000131875950493465 -0.000382078828151936 -0.000112150459242121 -1.06928083745617e-06 -3.06619739833793e-06 -2.87215071012608e-06 3.53377051936264e-05 9.84707489535676e-05 0.000160575831234821 0.000243810239349377 0.000306953160723005 0.000345119402922148 0.000367253105769389 0.000423013715313491 1.26564881592847e-05
"Immunityhybridfull_245-305" 0.000372717506811092 0.00038182540971948 0.000391381300453296 0.00036984090369929 0.000324260590409053 0.000340546889218157 0.000383382227584485 0.000375597381577501 0.000331766664141927 0.000363077326542115 0.000300849314222377 0.0003365349455107 0.000407670132832381 0.000434298268241754 0.000419550710017702 0.000423034099774058 0.00041651459409368 0.000373555427807118 0.000372139829221418 0.00035228591958493 0.000371292247395729 0.000394567666916034 0.000414881943236438 0.000397416637751808 0.000348709578992926 0.000417062674763858 0.000394998521650774 0.000432890510508766 0.0290237481363377 0.000463800830442789 0.000455967379946111 0.000446651026152894 0.000455027965925282 0.000390091380500123 0.000346088787403885 0.000354184040193244 0.000378363438155233 0.000393561241490022 0.00038228958956639 0.000356595674125501 0.000325734168762619 0.000360633054730403 0.000358093023541334 0.000338522899566588 0.000324583085175751 0.00041520115441807 -8.29773008042923e-05 -0.000315808394508587 -6.41238999408921e-05 4.59077148688027e-05 3.91535064826505e-05 1.99078848817515e-05 3.73030032906589e-05 0.000100773475912245 0.000152508420331759 0.00021984065953646 0.00027080519861699 0.000304670382828721 0.000326353891600462 0.000386273859603192 7.42828721455365e-06
"Immunityhybridfull_306-366" 0.000514470927524713 0.000428710098045574 0.000488299538898551 0.000385875354174436 0.000279171990194716 0.000311954151841976 0.000441625394295819 0.000602824980999776 0.000609278262296769 0.000424854620092887 0.000272091785540135 0.000292538270208369 0.000399451562492686 0.00050144844717334 0.000463582770439396 0.000455875273180744 0.000536912838839157 0.000449415823889565 0.00053224253340233 0.000479691664390683 0.000380927491377689 0.000419844809798162 0.000547515432250515 0.000641058800799173 0.000623307672468968 0.000521588331607218 0.000438295979779376 0.000409086578812592 0.000463800830442789 0.0299714574319684 0.000598783427985928 0.000583415280459624 0.000618624249141919 0.000497433405778662 0.000386242232516789 0.000323491518223198 0.000388169265565076 0.000503157493550783 0.000588729562078114 0.000583826821556775 0.00029646008424908 0.000433322081233598 0.000558668558882292 0.000601949956783213 0.000600650096780109 0.000400563976114656 -5.95795855356758e-05 -0.000265313736627869 -4.49460795558983e-05 5.4356383015835e-05 5.11284417543495e-05 2.67301087689026e-05 3.60109865395532e-05 9.53616266540152e-05 0.000139332011388458 0.000198857379633584 0.000246575951281129 0.000272110581014509 0.000289193273553895 0.000347742165859619 5.46468554658856e-06
"Immunityhybridfull_367-427" 0.000610412873532654 0.000432308481458031 0.000546662355630424 0.000417909279130905 0.000285955552582729 0.000302832708917247 0.000432276364562984 0.000738499612439709 0.000901923091010138 0.000461478357102921 0.000272314241001372 0.000280919118946629 0.000378597984527789 0.000521269231700569 0.000509556148095392 0.000463574567984686 0.000589824726786424 0.000460579767514588 0.000620757852954032 0.000595800211886143 0.000404506436439859 0.000419939696043945 0.000604107704583545 0.00082859310225671 0.000924594747160635 0.000566724567779226 0.000491865717619484 0.000407798419449786 0.000455967379946111 0.000598783427985928 0.0229235325752878 0.000694041217755431 0.000722345116398014 0.000536346720135815 0.000434070740382551 0.000308209024603161 0.00036110496233256 0.000531023010346957 0.000722007975668688 0.000810231045514091 0.000299755382116204 0.00044084227839478 0.000678990108698248 0.00082494390621308 0.000921730938007706 0.00043083778514521 -1.54892556747358e-05 -0.00020383256285935 -3.08074410158473e-05 5.8675660604917e-05 6.15312582434091e-05 3.46707068278637e-05 3.7690512090716e-05 9.41684727881605e-05 0.000134836965782923 0.00019299744128824 0.000242740148312757 0.000265462886051598 0.000281717622356377 0.00033906050659208 3.99382044980746e-06
"Immunityhybridfull_428-488" 0.000619196297188103 0.000430511708653772 0.000540124002242903 0.000411709333807914 0.000276715664621678 0.000312060126295201 0.000442006018490008 0.000719847863717094 0.0010015950779755 0.000447605306837967 0.0002518404214672 0.000267058088371343 0.000377239224046029 0.000497674525118563 0.000501654523196944 0.000471475828720933 0.000575687636928712 0.000459656121451174 0.000618996011477864 0.000611871013165129 0.000418213382514742 0.000425442987892327 0.000601192124542237 0.000842264895031456 0.0010327245494434 0.000553959780019868 0.000481570194578101 0.00039976549724288 0.000446651026152894 0.000583415280459624 0.000694041217755431 0.0407184392202485 0.000713131741511987 0.000522226839798613 0.000420961724925004 0.000297513628986537 0.000345682683304013 0.000503549339073548 0.000703261447641407 0.000860906629438263 0.00028962893248749 0.000441080338470132 0.000681987925560575 0.000862558655616101 0.00105084134839326 0.000408835564787919 9.91294985919529e-05 4.18117960106758e-07 4.6155252581696e-05 8.55667389160522e-05 8.55698202294233e-05 5.61788362420306e-05 1.77411255999549e-05 5.24898325286892e-05 8.30090280882312e-05 0.000142271327480646 0.000195170782916847 0.000217355370986129 0.000233057195570727 0.000289470002355594 3.79520109952799e-06
"Immunityhybridfull_489-549" 0.000634612214099206 0.00045087673584423 0.000566990663289519 0.000408906588521667 0.000263903169456556 0.000292829435380383 0.000461531563471062 0.000793541086774258 0.000931386266125528 0.000466885990217003 0.000245069824056217 0.000253749408866414 0.00037012441334096 0.000534445793457578 0.000504624205090508 0.000469599806710126 0.000624237175481056 0.000492115396742394 0.000662362386506524 0.00061397595755547 0.000399975728933696 0.000429700158661304 0.000643707086200349 0.000872700559729089 0.000950218149668807 0.000593208703853016 0.000487242610457266 0.00038701211791564 0.000455027965925282 0.000618624249141919 0.000722345116398014 0.000713131741511987 0.0776795587038384 0.000564405255337347 0.000426434474867289 0.000281763420992917 0.000354384756228226 0.000546975418191897 0.000746867297099031 0.000814547851153765 0.000272621589686312 0.000473079822780502 0.000728994960920439 0.000867970846233361 0.000943143942600316 0.000406367319663024 0.000113247614291038 -1.48116739693763e-05 3.28586600542012e-06 4.48040565871787e-05 5.56327332820274e-05 4.59320907306558e-05 1.18804173247582e-05 3.82788770922499e-05 7.22820570727199e-05 0.000145628242789051 0.000207932723578787 0.000224887767224287 0.000235938700210797 0.000280920251774787 7.4767203657817e-06
"Immunityinf_062-122" 0.000557748465768585 0.00039758537772318 0.000451426068762196 0.000331399348722715 0.000229120869089887 0.000266967114474055 0.000418191880875975 0.000602821513117588 0.000615096324596797 0.000458837599964789 0.000365198817513779 0.000319517528075593 0.000368633843267379 0.00046686721734422 0.000393431175410728 0.000391845491482391 0.000501071289483133 0.000431908172778302 0.00052295473577373 0.00045739442583617 0.00032767914953154 0.000369544463928272 0.000516739173050896 0.000621574302854606 0.000620057192900586 0.000496775472041127 0.000399145117792677 0.000333698824568767 0.000390091380500123 0.000497433405778662 0.000536346720135815 0.000522226839798613 0.000564405255337347 0.0914368672201405 0.000430140887923223 0.000402902663465306 0.000499558885631422 0.000634852436073119 0.000745650429936571 0.000731897184109247 0.00037691322919667 0.000422284240878486 0.000563551563441869 0.000611373849224722 0.000609875550591564 -0.000158000021505084 -1.33221364370033e-05 3.87363037739345e-05 4.20911426152632e-05 -4.08463080541703e-06 -2.39289276510605e-05 -1.67337526948939e-05 1.49340189021759e-05 2.35707292889555e-05 2.72405148648026e-05 5.56491195886677e-05 7.80539472624072e-05 8.39104486104363e-05 8.85939597716639e-05 0.00011445012196758 9.23579499838264e-06
"Immunityinf_123-183" 0.000478290676638484 0.000298213252474873 0.000361581423108694 0.000377737688307341 0.000345629238644536 0.00027091807777108 0.000268229745925983 0.000413533851981669 0.000511265743487163 0.000450556810046092 0.000534690758314951 0.000433097693150307 0.000348300497120323 0.000396538463528803 0.000382118025054115 0.000315842666543834 0.000356452970048217 0.000288455223546218 0.000366017228698694 0.00039581777389059 0.000323292419962327 0.00029610218456412 0.000353690474850191 0.000468768943913364 0.00052571856903286 0.000387200541888454 0.000427999839850048 0.000371579227271276 0.000346088787403885 0.000386242232516789 0.000434070740382551 0.000420961724925004 0.000426434474867289 0.000430140887923223 0.0774246409535914 0.000509299813796374 0.000531467304177386 0.000593352046846305 0.000701642667630318 0.000763507845897615 0.000517356807885418 0.000276097193693128 0.000382684433806013 0.000463006201650604 0.000521576983122191 -0.00030370531812002 -0.00015349475764784 -4.68603629356838e-05 2.12078050774516e-05 -1.60771511005667e-05 -3.8648710764846e-05 -2.35524361888252e-05 1.8449644753681e-05 2.98930093240098e-05 4.45672964631375e-05 8.40651478990107e-05 0.000119203019375284 0.000140252892862293 0.000154045113352167 0.000188975421737717 1.21259933183256e-05
"Immunityinf_184-244" 0.000424674447148925 0.000259945625405864 0.000261243088889418 0.000285507186871695 0.000277512650314182 0.00027250002071745 0.000233617908960494 0.000202278034848031 0.000219051240303675 0.000454516863040179 0.000627300150861275 0.000522207389867921 0.000412569764087849 0.000363782597023441 0.000325848455307534 0.000294324659047696 0.000252280687919443 0.000227815249041545 0.000216228468538947 0.000242187298745608 0.000282919504196572 0.000273725556443069 0.000242555493418044 0.000234057603282204 0.000234017548233799 0.000314247759931714 0.000366477744728227 0.000400315164136 0.000354184040193244 0.000323491518223198 0.000308209024603161 0.000297513628986537 0.000281763420992917 0.000402902663465306 0.000509299813796374 0.0210979323439156 0.000728660491136559 0.000722006389048226 0.000734563065567526 0.00074231799647422 0.000646502152897391 0.000217999095266917 0.000196559807600405 0.00020073718937731 0.000221909604554335 -0.000661550868633727 -0.000509655123773565 -0.000257975776204207 -2.15897576888985e-05 -1.91350450909608e-05 -3.71925179781935e-05 -2.39821557692195e-05 2.58950993014742e-05 5.53545065783609e-05 8.74297308808092e-05 0.000136225683422442 0.000179541059960678 0.00020633306008107 0.000223655258324801 0.000259829055444542 1.06374818236672e-05
"Immunityinf_245-305" 0.000512811216690155 0.000302738904698075 0.000300804956237296 0.000253383936839138 0.000199447496713792 0.000237684975554793 0.000304240153353295 0.000296109249756306 0.00025953194302816 0.000507985782331107 0.000637938278536252 0.000510753345924004 0.000438101695608849 0.000425384079507059 0.000322110911091183 0.000320470455948043 0.000324321645726432 0.000294006940219518 0.000292363901547778 0.000258833812229895 0.000262832285468033 0.00029387588252159 0.000325320249898864 0.000307111195377449 0.000270417977377514 0.000383319563621674 0.000361073095991864 0.000379321364020838 0.000378363438155233 0.000388169265565076 0.00036110496233256 0.000345682683304013 0.000354384756228226 0.000499558885631422 0.000531467304177386 0.000728660491136559 0.0221170290116315 0.000884801902854284 0.000909249464876833 0.000866959501164288 0.000661293654964965 0.000284246768251169 0.000286249600789595 0.00026618888400173 0.000254057412688153 -0.000836481340511634 -0.00061178172779819 -0.00030571751646229 -2.06706223879806e-05 -6.83659255547738e-06 -2.12683199566244e-05 -1.79947062238207e-05 3.1685873948693e-05 6.78320363091027e-05 0.00010092773599963 0.00014428920160448 0.000181729983743289 0.000202910994664186 0.000217156280442379 0.000250034080646304 9.7257376601727e-06
"Immunityinf_306-366" 0.000690117995419429 0.00035321068167353 0.000411771214335536 0.000265691782030072 0.000136406436674371 0.000198000127006113 0.000364496919642629 0.000561104608822899 0.000574961806891776 0.000592977876273795 0.000625301366745009 0.000473425326789879 0.00043517565366519 0.000508821357241866 0.000374522710954135 0.000355391250737682 0.00046331979966461 0.000376252484186162 0.000475377465202376 0.000402723436409753 0.000267715155493405 0.000318165174138019 0.000476370044540646 0.000590406029668583 0.000581875948022532 0.000507852399368097 0.000414769551422452 0.000356580335878149 0.000393561241490022 0.000503157493550783 0.000531023010346957 0.000503549339073548 0.000546975418191897 0.000634852436073119 0.000593352046846305 0.000722006389048226 0.000884801902854284 0.02807781000467 0.00119209864676666 0.0011679320512847 0.000650799283915006 0.000362262015523402 0.000516480085717017 0.000570375837413732 0.000564355547668249 -0.000905106552123125 -0.0006426733934554 -0.000313955483420419 -1.52423723527856e-05 -1.39906659432998e-06 -1.49860439518112e-05 -1.50698214439732e-05 3.46125996116283e-05 7.32464233765935e-05 0.000105064187496388 0.000143560436996527 0.000177621185179008 0.000189960974562822 0.000197937914506912 0.000225476409896321 9.0396711066782e-06
"Immunityinf_367-427" 0.000897040548696863 0.000368366608873105 0.000522188247703126 0.000308320200375308 0.000118038633913366 0.000158464361685515 0.000364578901302213 0.00082694227955627 0.00108831273155149 0.000688782526869979 0.000661144362848907 0.000463517326008422 0.000406870527353525 0.000568311441428318 0.000446636614086119 0.000367238426525137 0.000575774855701169 0.000412615480167788 0.000650975258115727 0.000603953435348606 0.000291386123812653 0.000314240004526889 0.000596856917760974 0.000935157687129576 0.00110763793155489 0.000609312494170733 0.000507160842512713 0.000342549938621652 0.00038228958956639 0.000588729562078114 0.000722007975668688 0.000703261447641407 0.000746867297099031 0.000745650429936571 0.000701642667630318 0.000734563065567526 0.000909249464876833 0.00119209864676666 0.0450046041356443 0.00164071348045496 0.000686899668681149 0.000392717229901599 0.000752967094551355 0.000974620894346484 0.00112425174999324 -0.0010024044285553 -0.000674058104385765 -0.00032162552090436 -8.18085621029018e-06 6.32521211280557e-06 -5.24901896951814e-06 -1.15981213893018e-05 3.76715416576875e-05 7.94802612780982e-05 0.000109563798833915 0.000140705116156897 0.00016967472361886 0.000172896538194433 0.000175489551469458 0.000197444458534758 8.63584834051162e-06
"Immunityinf_428-488" 0.00100621786497313 0.0003357273283862 0.000556335889770204 0.000362813865694067 0.000147889013375014 0.000165696378393578 0.000317325905620023 0.000882876134152156 0.0016055305143547 0.000711018810556457 0.000687751696413047 0.000471333214866542 0.000387464341729341 0.000535957613648078 0.000502006931693746 0.000375305756337727 0.000561659208913254 0.000366754235679735 0.000697237876986011 0.000754297356569485 0.000346478906966095 0.000298892591308876 0.000599382078000017 0.00113613312889136 0.00165051052054197 0.000605919047851229 0.000572730857962153 0.00036026567367587 0.000356595674125501 0.000583826821556775 0.000810231045514091 0.000860906629438263 0.000814547851153765 0.000731897184109247 0.000763507845897615 0.00074231799647422 0.000866959501164288 0.0011679320512847 0.00164071348045496 0.0789655409736251 0.000723880134218615 0.000343138544686237 0.000839282129813487 0.00126799252728114 0.00172794879881877 -0.000984688625249852 -0.000631675209431378 -0.0002887230256139 -2.28178936292409e-06 1.30158431418002e-05 8.27055943543251e-06 -1.80112475889162e-06 3.9935215349452e-05 8.22834620454212e-05 0.000110120325241954 0.000134906028387362 0.000161285747442313 0.000160667897059476 0.000161974887809339 0.000181922834951948 9.06700702193754e-06
"Immunityinf_489-549" 0.000406967102863492 0.000242074211575235 0.000260158656750634 0.000320016286439032 0.000337840957808231 0.000273681632461872 0.000204519776472058 0.000210231789804208 0.000264135233821509 0.000440708067909612 0.00064160637281138 0.000519126836676997 0.000373263782095195 0.000342696062681174 0.000325647385273694 0.000269961764637154 0.000238174336802079 0.000209389096580291 0.000216703682858112 0.000267232034672061 0.000290774622773363 0.000257452038141454 0.000227801970869407 0.000251132849199265 0.000281156626124328 0.000297199470032556 0.000382266187190749 0.000383931585987843 0.000325734168762619 0.00029646008424908 0.000299755382116204 0.00028962893248749 0.000272621589686312 0.00037691322919667 0.000517356807885418 0.000646502152897391 0.000661293654964965 0.000650799283915006 0.000686899668681149 0.000723880134218615 0.0775613477432943 0.000199385485644718 0.000201384111679807 0.000230098209469233 0.000274469181143734 -0.00062736202035044 -0.000222111400369625 -9.78399937669769e-05 -2.12056019040873e-05 -2.54033309956432e-05 -1.39817723266058e-05 -2.85435201492594e-06 1.41506072765168e-05 2.86633957490196e-05 4.87124021972029e-05 7.80323674851376e-05 0.000122460343123871 0.000149719293065969 0.000170657314223948 0.000209269218032778 7.40603769078055e-06
"Immunitysecboost_001-061" 0.000415252600135576 0.000418987800578057 0.000424458331553909 0.000306432872043888 0.000245465014799632 0.000323039730683327 0.000464190348946871 0.000535831683471439 0.000490889899034316 0.000342661909739634 0.000183310047751399 0.000222991708951671 0.000334716873091222 0.000400606345778681 0.000347837574319029 0.000395228781194987 0.000472832059014399 0.00046641893644541 0.00049576592583209 0.000416019501671686 0.000340075005431594 0.000393655712421068 0.000491746222965073 0.000510541146281714 0.00048543198295757 0.000435035832961176 0.000315290556056426 0.000284759784451966 0.000360633054730403 0.000433322081233598 0.00044084227839478 0.000441080338470132 0.000473079822780502 0.000422284240878486 0.000276097193693128 0.000217999095266917 0.000284246768251169 0.000362262015523402 0.000392717229901599 0.000343138544686237 0.000199385485644718 0.00379066765520427 0.000525089252425551 0.000515897964767222 0.000488887844331133 0.000116789154286287 1.13437368115325e-05 -3.65184702035605e-06 1.76701994187543e-05 3.75601743385702e-05 2.97321208268205e-05 2.10066046271407e-05 -9.74008243041541e-06 -1.44831660098767e-05 -2.32496527502045e-05 -5.40657678016e-05 -9.6373089638966e-05 -0.000118459693069451 -0.000130651210849628 -8.77481137384159e-05 -2.46074481918806e-05
