"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridfull_001-061" 2.96688695988594e-05 3.0656054933716e-05 2.8863150805418e-05 2.61493112559468e-05 2.19064425684673e-05 2.29673724986726e-05 3.12345338544583e-05 3.22173305152119e-05 3.22796978516701e-05 3.18651482555404e-05 2.95107475743223e-05 2.91465616163898e-05 2.96922452629572e-05 2.50584456124469e-05 2.46718162437019e-05 3.14152905620567e-05 2.96501511936992e-05 2.688215421143e-05 2.32677730553314e-05 2.36460692323299e-05 0.00267842990358852 3.18137284246204e-05 3.17124244720566e-05 3.19205375863247e-05 3.02873964905416e-05 3.03728662001294e-05 3.00993195890994e-05 2.56907404157207e-05 2.82719955813092e-05 2.71707678187565e-05 2.68188905901109e-05 2.734571547499e-05 2.80271392984424e-05 2.75307102362597e-05 2.80103912933396e-05 2.86589330598286e-05 2.73818314406922e-05 3.5100760799281e-06 -1.11772468478519e-05 -6.46868154730698e-06 1.64485691309676e-06 8.3322781300367e-07 -6.02951267389784e-08 -1.53528414915047e-06 7.33478705719272e-07 2.88406704244167e-06 5.78271708206368e-06 6.21451871369122e-06 6.04247391487216e-06 4.47301703702348e-06 8.01907296631805e-06 1.5185395133692e-06
"Immunityhybridfull_062-122" 2.85867028950687e-05 3.13235601835925e-05 3.45869775965605e-05 3.80469740741921e-05 3.58332250802651e-05 3.43023842909737e-05 2.8774537799355e-05 3.17594819355341e-05 2.94880106212511e-05 3.26912787153473e-05 3.64031882756238e-05 3.39108777048895e-05 3.69593591744266e-05 3.86798047074709e-05 3.43303097151841e-05 3.27624528709117e-05 3.63595095740888e-05 3.84667604285939e-05 3.62095888765227e-05 3.46034096972051e-05 3.18137284246204e-05 0.000840173939152918 3.13130471600401e-05 3.31901092292091e-05 3.62966481596679e-05 3.47910507575295e-05 3.78246733385518e-05 3.85337656507118e-05 2.8006241721937e-05 3.26681823938124e-05 3.06398523952252e-05 2.54360703257423e-05 2.66804460972069e-05 2.81020741533441e-05 2.82434391865447e-05 3.15391443035015e-05 2.99846115576455e-05 9.61605001451815e-06 -3.82569439944334e-07 -1.03258883267231e-08 5.43868476902923e-06 4.0449150799107e-06 1.50774172027454e-06 -1.93448724422598e-06 3.73155459859015e-08 1.40644350042015e-06 3.8375960084601e-06 3.71254747312414e-06 3.32373545439818e-06 1.1248782848547e-06 5.47866736729954e-06 1.73260622061579e-06
"Immunityhybridfull_123-183" 2.96682390293205e-05 3.07999887751904e-05 2.87320352465627e-05 3.02356314197532e-05 3.62567677141445e-05 3.91254557112671e-05 3.14067371811767e-05 3.14356395087223e-05 3.33160506840253e-05 3.12631088781258e-05 3.0958320577247e-05 3.18898834846897e-05 3.05534949266278e-05 3.61270259166509e-05 4.04306338600063e-05 3.07719768327607e-05 3.00139538411268e-05 3.25816817321248e-05 3.75667369453303e-05 3.96483996294254e-05 3.17124244720566e-05 3.13130471600401e-05 0.000506241157229556 3.14377601338638e-05 3.15611788637532e-05 3.24226588670781e-05 3.16264693908477e-05 3.72556117751578e-05 2.70880155053537e-05 2.78719744894248e-05 3.13969959366503e-05 2.89524051457063e-05 2.78786721253636e-05 2.69672315739278e-05 2.81600947909679e-05 2.7751156479576e-05 2.70850520433307e-05 4.22712058595141e-06 -6.99670932577263e-06 -7.25146499149017e-06 4.97656676126116e-08 6.2844584261979e-07 -1.67424949375826e-07 -1.98954812930443e-06 -6.26623061729111e-07 7.47136418930123e-07 3.43417350400998e-06 3.85356580438667e-06 3.64187445529144e-06 2.00196936091745e-06 6.10281521514767e-06 6.98235867762112e-07
"Immunityhybridfull_184-244" 2.82326671096067e-05 3.26560415081867e-05 3.37257239889053e-05 3.46593466364556e-05 3.58611811615765e-05 3.87079122525768e-05 2.90083889891501e-05 3.12710473865478e-05 2.96360316741172e-05 3.33715035617544e-05 3.47087186970435e-05 3.38807030527818e-05 3.53618056854243e-05 3.55324888330654e-05 3.88193513850224e-05 3.38748959413002e-05 3.51661319193174e-05 3.61984698051781e-05 3.7305452949519e-05 3.9182621624711e-05 3.19205375863247e-05 3.31901092292091e-05 3.14377601338638e-05 0.000509350549329387 3.51340345615669e-05 3.49033628190833e-05 3.60103298366705e-05 3.6238438534002e-05 2.69063808208903e-05 2.91403631259216e-05 2.93200739660454e-05 2.62472242728335e-05 2.73857018236247e-05 2.79161484980955e-05 2.83365228801613e-05 3.0426265348562e-05 3.09247084441846e-05 1.49266177499853e-05 5.76444555187487e-06 1.65208179853487e-06 5.67381428925733e-06 4.71165440618345e-06 2.39401933530837e-06 -3.42839325311262e-06 -2.42583113620174e-06 1.94320280716072e-07 4.69760035366784e-06 5.97177067379952e-06 5.74639337514303e-06 3.4922458669717e-06 7.29424272787453e-06 6.54219405332865e-07
"Immunityhybridfull_245-305" 2.73749222881075e-05 3.17000857728783e-05 4.13815788281663e-05 5.67522866228923e-05 6.86478059344635e-05 6.75223594687953e-05 2.55449549792712e-05 3.11276109588265e-05 2.63681906319827e-05 3.36920104934181e-05 4.65823542486451e-05 4.35608199249308e-05 4.88883448734467e-05 6.81345691789461e-05 6.58291313905505e-05 3.42530251403571e-05 4.545976094701e-05 5.9411848401157e-05 6.87235402773358e-05 6.74408113530934e-05 3.02873964905416e-05 3.62966481596679e-05 3.15611788637532e-05 3.51340345615669e-05 0.00197992173954995 4.38446551275229e-05 5.1193491257813e-05 6.82527320157575e-05 2.73659828933515e-05 4.1269468456637e-05 4.13610533678965e-05 2.34717779572625e-05 2.48345961393377e-05 2.89188934625993e-05 2.89881432024846e-05 3.59676616286726e-05 3.14908781983959e-05 1.80801249491698e-05 1.13314813858518e-05 5.01070177104812e-06 6.72044719365154e-06 6.29486414666921e-06 3.05954917150556e-06 -4.85487008718405e-06 -4.42173317384181e-06 -3.75212529330324e-06 1.6316919401583e-06 3.13357632581109e-06 1.01945570054647e-06 -3.12670062290868e-06 -7.70146713010618e-08 3.31008345224934e-06
"Immunityhybridfull_306-366" 2.79586780097263e-05 3.212539234989e-05 3.90369483372742e-05 6.03483656174215e-05 0.00012776643961545 0.000155799283330539 2.61962455613762e-05 3.01255044075464e-05 2.71168815109908e-05 3.31145578501393e-05 4.3701988240214e-05 5.48861721031119e-05 5.29104642271985e-05 9.90828155670938e-05 0.000155338278979325 3.40114931079346e-05 4.20031309970791e-05 7.20851524290118e-05 0.000130908820553566 0.000155840629068096 3.03728662001294e-05 3.47910507575295e-05 3.24226588670781e-05 3.49033628190833e-05 4.38446551275229e-05 0.00786572099977397 5.60392747011443e-05 0.000105511731877904 2.65964382618878e-05 3.88925943544314e-05 5.92390897341068e-05 2.46520172770745e-05 2.54275099352298e-05 2.79460778916287e-05 2.92679687935483e-05 3.4688117460361e-05 3.0645212268282e-05 1.79096447463014e-05 1.20950564656044e-05 2.61440263172393e-06 4.15967779480796e-06 5.44021747098986e-06 1.52368710331216e-06 -3.4076133978979e-06 -5.35734895926164e-06 -3.7494710518988e-06 1.56835925469667e-06 3.46463271457733e-06 -1.57298508243045e-07 -4.73318997704246e-06 -7.44277404838897e-06 7.61968736348094e-06
"Immunityhybridfull_367-427" 2.74826378830175e-05 3.00702255228873e-05 4.52303995316148e-05 7.28561079268395e-05 0.000126601999682162 0.000146766929338744 2.34589709454354e-05 3.15865378769739e-05 2.42421853389218e-05 3.36059978954874e-05 5.22667656448146e-05 5.72611531408369e-05 6.28140820920125e-05 0.000108037642571364 0.00014652820849381 3.39053954103032e-05 5.00897373253049e-05 8.15600760695841e-05 0.000128106922059329 0.000146522898247028 3.00993195890994e-05 3.78246733385518e-05 3.16264693908477e-05 3.60103298366705e-05 5.1193491257813e-05 5.60392747011443e-05 0.0625666040677075 0.00011229944184134 2.80742234415402e-05 4.89887544255716e-05 6.05710036788561e-05 2.101229149686e-05 2.32318587707571e-05 2.96419928398712e-05 2.96509572656026e-05 4.08500382309506e-05 2.85202044447873e-05 1.63198226162448e-05 1.13059334430774e-05 -9.82382761991507e-08 -3.87230084165343e-07 1.91829330737861e-06 -1.72389449953941e-06 -4.6676058523654e-06 -7.98076963445561e-06 -5.0720201636177e-06 -2.34828076002068e-06 1.27161582513e-07 -3.68529300516597e-06 -8.42471807101464e-06 -1.50375636162159e-05 1.00404809577734e-05
"Immunityhybridfull_428-488" 2.91439229989842e-05 2.75966049038167e-05 4.54461740607476e-05 0.000135517445820592 0.000420303818298853 0.000527851754540341 2.05606438475469e-05 2.76444392299465e-05 2.34645390337589e-05 3.06430399382817e-05 6.84369387761683e-05 0.000114877273131769 0.000100018002676606 0.000315049133277305 0.000530158411432533 3.06926231865002e-05 5.65890294071934e-05 0.000183628743209701 0.000430757249517411 0.000528278644535797 2.56907404157207e-05 3.85337656507118e-05 3.72556117751578e-05 3.6238438534002e-05 6.82527320157575e-05 0.000105511731877904 0.00011229944184134 1.00033891127245 2.72470228073215e-05 7.06560314381125e-05 0.000159423900253358 2.14646282801254e-05 2.00327238810768e-05 2.70058569452533e-05 3.23115520044377e-05 4.56792384856963e-05 2.86297356166156e-05 1.7678782095024e-05 1.33010595361191e-05 5.45301212500636e-07 -6.60923064783737e-07 1.83705222290935e-06 -1.47644663156837e-06 -3.48547888280737e-06 -8.80602211883487e-06 -5.662817676994e-06 -4.34184009160596e-06 -6.48922406573239e-07 -9.40983829667534e-06 -1.83867610014645e-05 -2.7936177582469e-05 1.10538805752281e-05
"Immunityinf_062-122" 2.75408236209407e-05 2.49288931783904e-05 2.53902326177256e-05 2.62059515960456e-05 2.33758302871158e-05 2.27071684677952e-05 2.7540194488643e-05 2.87617296753551e-05 2.74379222404064e-05 2.67156716448191e-05 2.70752655255489e-05 2.5677452661823e-05 2.74806405221423e-05 2.71606762494335e-05 2.39259893551078e-05 2.59906688963628e-05 2.67840269246384e-05 2.68828215712375e-05 2.41824488885966e-05 2.32751003830431e-05 2.82719955813092e-05 2.8006241721937e-05 2.70880155053537e-05 2.69063808208903e-05 2.73659828933515e-05 2.65964382618878e-05 2.80742234415402e-05 2.72470228073215e-05 0.000494015725970773 3.01506334791002e-05 2.824993997025e-05 2.47970199237565e-05 2.55699189171048e-05 2.62247582185536e-05 2.59535522663887e-05 2.77059358442084e-05 9.96445134749573e-06 -1.42600168220082e-05 -1.10926809540767e-05 -2.72686984537501e-06 1.23322916870248e-06 1.62110016242897e-07 -7.51181246922062e-07 -1.12382512877901e-06 8.07450365084739e-07 2.40896006994216e-06 4.50992016507476e-06 4.87030536980299e-06 4.54524014227069e-06 2.90406533359774e-06 5.74015257951002e-06 1.36777683077089e-06
"Immunityinf_123-183" 2.72133064862504e-05 2.23491959325399e-05 3.44404266624745e-05 5.41252345094668e-05 7.19265601378183e-05 7.57734533332062e-05 2.36910175644023e-05 3.03159894925894e-05 2.41768037294425e-05 2.74958768939813e-05 4.25704422361691e-05 3.87136220274326e-05 4.60552185204371e-05 6.9874610829408e-05 7.63065048975366e-05 2.57751716949258e-05 3.98640464214424e-05 5.80399502548877e-05 7.24854739050193e-05 7.59740904309787e-05 2.71707678187565e-05 3.26681823938124e-05 2.78719744894248e-05 2.91403631259216e-05 4.1269468456637e-05 3.88925943544314e-05 4.89887544255716e-05 7.06560314381125e-05 3.01506334791002e-05 0.00155918722214291 4.74230822227425e-05 2.08743391041169e-05 2.20856654766704e-05 2.81026702155557e-05 2.69865017737034e-05 3.68744699668609e-05 1.23364374437983e-05 -1.17671921076449e-05 -9.53638753886144e-06 -2.24096619507704e-06 1.61377714809151e-06 1.04596193831036e-06 -1.40432452256916e-07 -1.27061800278103e-06 5.77535259745902e-07 2.11382505712974e-06 3.63855677233555e-06 3.95701496608754e-06 1.64620493208305e-06 -1.97157263543423e-06 3.36950404203244e-07 1.83009547582969e-06
"Immunityinf_184-244" 2.88001807928916e-05 2.348508571181e-05 2.95964025065393e-05 6.80695672328866e-05 0.000200983404990834 0.000249366650421304 2.54223217011775e-05 2.8755270520802e-05 2.71157439365442e-05 2.67931226029437e-05 4.08557922944981e-05 6.29970921664141e-05 5.48953442696772e-05 0.000146840601404992 0.000251427411034069 2.52345064801029e-05 3.50463801682333e-05 9.23765687407611e-05 0.000207159602567961 0.000249585630355524 2.68188905901109e-05 3.06398523952252e-05 3.13969959366503e-05 2.93200739660454e-05 4.13610533678965e-05 5.92390897341068e-05 6.05710036788561e-05 0.000159423900253358 2.824993997025e-05 4.74230822227425e-05 0.00886179771516258 2.42618914350925e-05 2.30410766848919e-05 2.60323073545467e-05 2.81259181183821e-05 3.48609005534258e-05 1.42437638949145e-05 -8.53497384358816e-06 -7.29864741842643e-06 -6.11702184994387e-06 -2.02541970073724e-06 -5.59938042114949e-07 -3.31580056084913e-07 -8.16898693592437e-07 6.55213730817458e-07 2.42127205174792e-06 3.85220592953407e-06 3.7788300448166e-06 5.31689474579049e-07 -3.90849606923155e-06 -2.75946348930074e-06 1.84501666454167e-06
"Immunityinf_245-305" 2.73365021769199e-05 2.74108701735173e-05 2.17336637936356e-05 1.84313618647986e-05 1.99669133838114e-05 2.27063522652943e-05 2.94887694834795e-05 2.69288729303311e-05 3.10604568721811e-05 2.64809313052976e-05 2.24755111192782e-05 2.42209663746995e-05 2.06001491606009e-05 2.05869299555598e-05 2.40181883203382e-05 2.62336316997395e-05 2.18654431227179e-05 1.99339406090857e-05 2.13265698951579e-05 2.32965481970429e-05 2.734571547499e-05 2.54360703257423e-05 2.89524051457063e-05 2.62472242728335e-05 2.34717779572625e-05 2.46520172770745e-05 2.101229149686e-05 2.14646282801254e-05 2.47970199237565e-05 2.08743391041169e-05 2.42618914350925e-05 0.0028388683507939 2.72290616465629e-05 2.47238240169577e-05 2.59271803714852e-05 2.22034907329473e-05 1.09789598563129e-05 -2.70870150140357e-06 -2.31015984770979e-06 -3.37000444422582e-06 -1.98708814221704e-07 -9.95576734583735e-07 -2.65615124792685e-07 -1.32747881182891e-06 -1.14443348392004e-06 4.1636842232527e-07 2.57052398823876e-06 3.27477779786599e-06 4.2649232138606e-06 3.36243234214771e-06 6.55655614607715e-06 5.27174010201468e-07
"Immunityinf_306-366" 2.68732704913107e-05 2.79355892823841e-05 2.41192104071424e-05 2.02464831227165e-05 1.75505916316772e-05 1.85441065288551e-05 2.8372824534171e-05 2.72636566597778e-05 2.87875791409033e-05 2.75446608450595e-05 2.40073855869169e-05 2.4694120677815e-05 2.31432429875781e-05 1.95887662904085e-05 1.96555088059055e-05 2.76494261608021e-05 2.42335048027679e-05 2.09624238404961e-05 1.87128883519566e-05 1.90980237471002e-05 2.80271392984424e-05 2.66804460972069e-05 2.78786721253636e-05 2.73857018236247e-05 2.48345961393377e-05 2.54275099352298e-05 2.32318587707571e-05 2.00327238810768e-05 2.55699189171048e-05 2.20856654766704e-05 2.30410766848919e-05 2.72290616465629e-05 0.000558891248909368 2.54304568947412e-05 2.61010006290964e-05 2.4171517872065e-05 1.10864400035557e-05 2.20853920118713e-07 -4.83170021768846e-07 -2.33258877344921e-06 -2.84513834042861e-07 -1.24570571670423e-06 -1.40402287684226e-06 -2.33659047019093e-06 -1.61451112925561e-06 -2.24213521267549e-07 2.32001628939696e-06 3.46910914487817e-06 3.69212144853964e-06 2.80343903531563e-06 5.8255940761188e-06 3.34138032963727e-07
"Immunityinf_367-427" 2.62296385437194e-05 2.64227556276746e-05 2.75676637139938e-05 2.80088217162399e-05 2.39464240805109e-05 2.37136823727127e-05 2.61929465438488e-05 2.77046468922039e-05 2.63789346471768e-05 2.76189175987126e-05 2.87190328966916e-05 2.71165835859654e-05 2.91753831633962e-05 2.69643664385652e-05 2.46305700701205e-05 2.74029576672111e-05 2.87186973536712e-05 2.82161593862096e-05 2.46473619290079e-05 2.41215713466535e-05 2.75307102362597e-05 2.81020741533441e-05 2.69672315739278e-05 2.79161484980955e-05 2.89188934625993e-05 2.79460778916287e-05 2.96419928398712e-05 2.70058569452533e-05 2.62247582185536e-05 2.81026702155557e-05 2.60323073545467e-05 2.47238240169577e-05 2.54304568947412e-05 0.000558189515895666 2.61089874545699e-05 2.78743816054678e-05 9.5555006494927e-06 1.18703351596051e-06 -2.6497002558092e-07 -1.67239187550414e-06 -8.76679482203761e-07 -1.4344016207431e-06 -1.4245748388903e-06 -2.06733595526247e-06 -1.4392428892291e-06 -2.78008677194042e-07 2.15477231941151e-06 3.26840016620679e-06 2.7341650636702e-06 9.33804213686585e-07 3.62144172876296e-06 1.1452035158887e-06
"Immunityinf_428-488" 2.68306482030051e-05 2.74747740614976e-05 2.70055790432226e-05 2.82804058892121e-05 3.03831434766487e-05 3.1442074644813e-05 2.73114988536801e-05 2.78538140208845e-05 2.78282692103658e-05 2.80619942086027e-05 2.85476393202514e-05 2.86974024684634e-05 2.89261264256091e-05 3.17370473369973e-05 3.24851764046067e-05 2.79655903359307e-05 2.81802950242392e-05 2.97089208535112e-05 3.13474020012835e-05 3.18549312770158e-05 2.80103912933396e-05 2.82434391865447e-05 2.81600947909679e-05 2.83365228801613e-05 2.89881432024846e-05 2.92679687935483e-05 2.96509572656026e-05 3.23115520044377e-05 2.59535522663887e-05 2.69865017737034e-05 2.81259181183821e-05 2.59271803714852e-05 2.61010006290964e-05 2.61089874545699e-05 0.00062181135701977 2.70357665042008e-05 1.21710951956242e-05 2.4486738407679e-06 8.40902322935786e-07 -2.74736379029697e-06 -2.46123779215043e-06 -1.31879833321502e-06 -1.196582761081e-06 -2.57724699799284e-06 -2.04655270781512e-06 -4.60878582345903e-07 1.93216808087846e-06 3.31877757211217e-06 2.97131895785566e-06 9.2241723065413e-07 3.34872508548946e-06 1.16758602676028e-06
"Immunityinf_489-549" 2.67025110742591e-05 2.60603877978346e-05 3.3163622369559e-05 4.08187169015408e-05 4.5264795007087e-05 4.79233218879056e-05 2.49724877982114e-05 3.00539507708442e-05 2.51628920369087e-05 2.9429077335864e-05 3.63897061551471e-05 3.39104771756429e-05 3.95503829045116e-05 4.49607332876362e-05 4.89193285393451e-05 2.86979706575543e-05 3.58203341989157e-05 4.23492019554491e-05 4.60525964818507e-05 4.82371962213836e-05 2.86589330598286e-05 3.15391443035015e-05 2.7751156479576e-05 3.0426265348562e-05 3.59676616286726e-05 3.4688117460361e-05 4.08500382309506e-05 4.56792384856963e-05 2.77059358442084e-05 3.68744699668609e-05 3.48609005534258e-05 2.22034907329473e-05 2.4171517872065e-05 2.78743816054678e-05 2.70357665042008e-05 0.00196805471890717 1.42100437171954e-05 2.85486382199601e-06 6.88328896006496e-07 -4.13972221802579e-06 -2.87026378397776e-06 -6.98421943766784e-07 -6.25431663361455e-07 -2.43979349351235e-06 -1.45049296107112e-06 6.34360471464354e-08 2.2663324825278e-06 3.0964709599768e-06 1.90882342229371e-06 -1.07004302078926e-06 1.36540163489173e-06 1.37845985518306e-06
"AgeGr0-11" 1.5764528047552e-05 2.85995644325265e-05 2.72587450963936e-05 2.75943333627461e-05 2.6880597214189e-05 2.96464794522092e-05 2.0996393815317e-05 2.44416510440041e-05 2.40950221432868e-05 2.99419448509825e-05 2.97347457572647e-05 2.84752281347009e-05 2.90630167524573e-05 2.92112101019989e-05 3.00075432583526e-05 3.07239788184651e-05 2.99109141247465e-05 2.99663725037336e-05 2.88842945255741e-05 2.98212979072115e-05 2.73818314406922e-05 2.99846115576455e-05 2.70850520433307e-05 3.09247084441846e-05 3.14908781983959e-05 3.0645212268282e-05 2.85202044447873e-05 2.86297356166156e-05 9.96445134749573e-06 1.23364374437983e-05 1.42437638949145e-05 1.09789598563129e-05 1.10864400035557e-05 9.5555006494927e-06 1.21710951956242e-05 1.42100437171954e-05 0.00018899314454702 8.75642301726872e-05 8.24480219310677e-05 8.07632999047652e-05 8.38064309248092e-05 8.30142602608461e-05 8.19998472682679e-05 7.87558505816491e-05 7.873939029007e-05 7.89983041408227e-05 7.93962624234285e-05 7.83655162363363e-05 7.72321813206132e-05 7.52999543225125e-05 7.82142901326495e-05 8.13683033719515e-07
"AgeGr12-15" -8.36692224050128e-06 1.44777573497903e-05 1.5081001890806e-05 1.64614508100406e-05 1.74041315349359e-05 2.01892404796941e-05 -8.88650912013033e-06 -6.07856317529749e-06 -5.13231089687512e-06 1.33670511344431e-05 1.6342767751868e-05 1.60371557698744e-05 1.70287364685666e-05 1.8452668773458e-05 1.98826277990418e-05 1.67944056855264e-05 1.74818833602857e-05 1.85395208210756e-05 1.89788153841434e-05 1.96259517529376e-05 3.5100760799281e-06 9.61605001451815e-06 4.22712058595141e-06 1.49266177499853e-05 1.80801249491698e-05 1.79096447463014e-05 1.63198226162448e-05 1.7678782095024e-05 -1.42600168220082e-05 -1.17671921076449e-05 -8.53497384358816e-06 -2.70870150140357e-06 2.20853920118713e-07 1.18703351596051e-06 2.4486738407679e-06 2.85486382199601e-06 8.75642301726872e-05 0.000228051574501718 8.73349132747728e-05 8.49164816560913e-05 8.46383635616379e-05 8.37580491924564e-05 8.26363999203442e-05 7.95219634096958e-05 7.89521734364131e-05 7.85504010385897e-05 7.81749620854279e-05 7.72348070424194e-05 7.60687985059976e-05 7.47636020984819e-05 7.60067136781136e-05 8.1012265545554e-07
"AgeGr16-17" -8.58505523186077e-06 7.71359193669729e-06 9.64814579475971e-06 1.14508758025538e-05 1.31800616630385e-05 1.61977600239094e-05 -1.13114039499876e-05 -9.76574780166551e-06 -1.8080114270766e-05 3.41060548158313e-06 9.09986201590462e-06 9.53847121196928e-06 1.17154059311707e-05 1.35650466557199e-05 1.58968643281765e-05 9.85017468117975e-06 1.17601985770162e-05 1.34182635296315e-05 1.47320123868685e-05 1.61572276704019e-05 -1.11772468478519e-05 -3.82569439944334e-07 -6.99670932577263e-06 5.76444555187487e-06 1.13314813858518e-05 1.20950564656044e-05 1.13059334430774e-05 1.33010595361191e-05 -1.10926809540767e-05 -9.53638753886144e-06 -7.29864741842643e-06 -2.31015984770979e-06 -4.83170021768846e-07 -2.6497002558092e-07 8.40902322935786e-07 6.88328896006496e-07 8.24480219310677e-05 8.73349132747728e-05 0.000379553168715562 8.59377969812998e-05 8.43423637722925e-05 8.35408699625121e-05 8.25791029690062e-05 7.99782783614382e-05 7.92943055241496e-05 7.86744660513893e-05 7.80123278833293e-05 7.71877148509025e-05 7.60421900753986e-05 7.49943081351656e-05 7.54643156115122e-05 6.93467601159973e-07
"AgeGr18-24" -8.31743374688941e-06 2.9833684210124e-06 5.11684358585406e-06 6.62524610272323e-06 7.79699008707992e-06 1.03130476754703e-05 -9.96568414499029e-06 -1.05896910452496e-05 -1.4634055762846e-05 3.57962812532505e-07 3.8617225179341e-06 2.75299349598511e-06 3.81207500832488e-06 5.00266864439913e-06 6.1697571023146e-06 4.77400976790795e-06 6.51530163271126e-06 7.74302680897657e-06 8.69430537867802e-06 1.00923370170428e-05 -6.46868154730698e-06 -1.03258883267231e-08 -7.25146499149017e-06 1.65208179853487e-06 5.01070177104812e-06 2.61440263172393e-06 -9.82382761991507e-08 5.45301212500636e-07 -2.72686984537501e-06 -2.24096619507704e-06 -6.11702184994387e-06 -3.37000444422582e-06 -2.33258877344921e-06 -1.67239187550414e-06 -2.74736379029697e-06 -4.13972221802579e-06 8.07632999047652e-05 8.49164816560913e-05 8.59377969812998e-05 0.000180205006296753 8.33298730087134e-05 8.27860452891362e-05 8.21473634649695e-05 8.05321888289244e-05 8.00684651931664e-05 7.96095259686008e-05 7.90882302117389e-05 7.85640071721845e-05 7.77899125170192e-05 7.71454145662356e-05 7.73044277261624e-05 5.39549589858658e-07
"AgeGr25-29" -3.36228576997324e-06 7.14315144877784e-06 7.73080556211332e-06 8.12283775423724e-06 8.08281453320497e-06 9.23706087686427e-06 -3.90046361331224e-06 -3.39844247487822e-06 -4.87557090391518e-06 5.71664023394248e-06 6.53499613909837e-06 2.76792996858398e-06 1.30635631897433e-06 1.10483994955504e-06 -9.57349201201763e-07 8.48982865974507e-06 8.80682731286705e-06 8.81187575862307e-06 8.49600910001775e-06 8.17404257861389e-06 1.64485691309676e-06 5.43868476902923e-06 4.97656676126116e-08 5.67381428925733e-06 6.72044719365154e-06 4.15967779480796e-06 -3.87230084165343e-07 -6.60923064783737e-07 1.23322916870248e-06 1.61377714809151e-06 -2.02541970073724e-06 -1.98708814221704e-07 -2.84513834042861e-07 -8.76679482203761e-07 -2.46123779215043e-06 -2.87026378397776e-06 8.38064309248092e-05 8.46383635616379e-05 8.43423637722925e-05 8.33298730087134e-05 0.00019177009001105 8.25530164361404e-05 8.19610768924652e-05 8.03703144793043e-05 8.00778177966189e-05 7.98386153542276e-05 7.95526580681453e-05 7.90118695869423e-05 7.84039809133075e-05 7.77479758424239e-05 7.84561825441908e-05 4.22279113803935e-07
"AgeGr30-34" -2.93057265783085e-06 4.69284981123555e-06 5.59753520490265e-06 6.27561858326289e-06 6.61590130268613e-06 7.22234735169295e-06 -3.74612501497568e-06 -3.02459756295292e-06 -3.64770446031759e-06 3.65315456302022e-06 4.89917653296016e-06 2.84120087889422e-06 1.94289404663811e-06 2.4000093635411e-06 1.99508847776143e-06 6.35485059905301e-06 6.97869997328902e-06 7.53381305223205e-06 7.49481040950312e-06 7.39201435468024e-06 8.3322781300367e-07 4.0449150799107e-06 6.2844584261979e-07 4.71165440618345e-06 6.29486414666921e-06 5.44021747098986e-06 1.91829330737861e-06 1.83705222290935e-06 1.62110016242897e-07 1.04596193831036e-06 -5.59938042114949e-07 -9.95576734583735e-07 -1.24570571670423e-06 -1.4344016207431e-06 -1.31879833321502e-06 -6.98421943766784e-07 8.30142602608461e-05 8.37580491924564e-05 8.35408699625121e-05 8.27860452891362e-05 8.25530164361404e-05 0.000170697114867736 8.1765736286865e-05 8.0603953906996e-05 8.03831226209109e-05 8.01919705809166e-05 7.99735928216757e-05 7.95903494489686e-05 7.90948122716094e-05 7.85721599603485e-05 7.90273135861623e-05 2.83573301422275e-07
