"names_fin" "eff_tau_fin"
"2" "Immunityfull_001-061" 0.460082216761488
"3" "Immunityfull_062-122" 0.311323563540073
"4" "Immunityfull_123-183" 0.162564910318657
"5" "Immunityfull_184-244" 0.0138062570972424
"6" "Immunityfull_245-305" -0.134952396124173
"7" "Immunityfull_306-366" -0.283711049345588
"8" "Immunityfull_367-427" -0.432469702567003
"9" "Immunityfull_428-488" -0.581228355788418
"10" "Immunityfull_489-549" -0.729987009009833
"11" "Immunityboost_001-061" 0.582303315146178
"12" "Immunityboost_062-122" 0.109287641478696
"13" "Immunityboost_123-183" -0.363728032188786
"14" "Immunityboost_184-244" -0.836743705856268
"15" "Immunityboost_245-305" -1.30975937952375
"16" "Immunityinf_062-122" 0.722112541448371
"17" "Immunityinf_123-183" 0.622858341147984
"18" "Immunityinf_184-244" 0.523604140847597
"19" "Immunityinf_245-305" 0.42434994054721
"20" "Immunityinf_306-366" 0.325095740246823
"21" "Immunityinf_367-427" 0.225841539946436
"22" "Immunityinf_428-488" 0.126587339646049
"23" "Immunityinf_489-549" 0.0273331393456621
"24" "Immunityhybridfull_001-061" 0.967941802671214
"25" "Immunityhybridfull_062-122" 0.777379340134699
"26" "Immunityhybridfull_123-183" 0.586816877598183
"27" "Immunityhybridfull_184-244" 0.396254415061668
"28" "Immunityhybridfull_245-305" 0.205691952525152
"29" "Immunityhybridfull_306-366" 0.0151294899886365
"30" "Immunityhybridfull_367-427" -0.175432972547879
"31" "Immunityhybridfull_428-488" -0.365995435084395
"32" "Immunityhybridboost_001-061" 0.844675530170156
"33" "Immunityhybridboost_062-122" 0.602192131100037
"34" "Immunityhybridboost_123-183" 0.359708732029918
"35" "Immunityhybridboost_184-244" 0.117225332959799
"36" "Immunityhybridboost_245-305" -0.12525806611032
