"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_306-366" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"DCCI3" -0.000152155092586593 -7.23052028109948e-05 -0.0001310577843752 -0.000163464208208048 -0.000186241510896644 9.08717597604425e-05 6.82240031722096e-05 6.00784345972048e-05 4.6528839556498e-05 -4.92051381206642e-05 -8.85404368500496e-05 -8.34550947028804e-05 -0.000265904169201756 -0.000277235782658211 -0.00016686579879806 -0.000236688513979346 -0.000223962481810136 -0.000151183791741688 -0.000313334937102186 8.97580526248012e-06 -3.78664697470118e-05 -3.73024493187245e-05 -5.58214580998734e-05 -0.00014738958711368 0.00553689148533946 0.00585869456647989 0.010426259180562 0.00609771908352154 0.00614866099470116 0.00615963013574536 0.00483159198527256 0.00170037414288654 0.00106237166432112 0.00101507668497118 0.000568577289926343 0.000404109789000667 0.000420173616984992 0.000267561860029201 -0.000322624738491025 -0.000840821424743071 -0.00141085551930025 -0.00203471398685305 -0.00255531510971738 -0.00299821455965289 -0.00328113236649452 -0.00352346596762601 -6.98168545755835e-05
"DCCI4" -0.000200416410640052 3.66243945352109e-05 -1.64994627389362e-05 -5.42834348828147e-05 -0.00011538315072583 0.000191100041533988 0.000183525908113731 0.000152199406624162 0.000142473955875271 6.52701780457353e-06 -9.80583697796008e-05 -0.000242502619976326 -0.000187356268027131 -0.000249217002567283 -8.55876547412522e-05 -0.000171753217392369 -0.000130685297421836 -8.95958385960744e-05 -0.000210775879950084 9.35363283711252e-05 8.18352982815934e-05 -5.76661328986108e-05 -8.0933957544854e-05 -7.31440059283266e-05 0.0055779152226403 0.00592992643098549 0.00609771908352154 0.0108504975195962 0.00628684867094369 0.00631310210759141 0.00485373026868761 0.00167438673200095 0.0010174614531814 0.000953468338851716 0.00051141045900601 0.000374780200791572 0.000396991678408447 0.000248047235345606 -0.000315709751407085 -0.000824559447777422 -0.00138041940449867 -0.00199500737948339 -0.00257442779351447 -0.00306762060999803 -0.00348175931885625 -0.00382627995138397 -0.00014138943646539
"DCCI5" -5.2630230727237e-05 0.000104704358835035 5.09033283110894e-05 1.19792606292355e-05 -4.78816655500878e-05 0.000254806341804966 0.000292789197936118 0.000238126183940228 0.000195436187358073 0.000114550262754189 3.91644744754369e-05 -6.39844219523353e-05 -0.000157431984590826 -0.000231080625286782 -5.09032578824322e-05 -9.28138229087848e-05 -7.33805570084441e-05 -9.90227221362644e-06 -0.000251662128664115 0.000201503781110241 0.000235563814195113 0.00011929184271758 4.90168397957808e-05 1.15778469269585e-08 0.0055979771951443 0.00596604202605179 0.00614866099470116 0.00628684867094369 0.0129866495727045 0.00640053758986257 0.00484917872296966 0.00168686273730627 0.0010026945171708 0.000922179546125109 0.000481109953403305 0.000358448103036914 0.000391224780104279 0.000247001998100098 -0.000301794829044871 -0.000798857206592788 -0.0013457926951818 -0.00196865809622918 -0.00253064812595032 -0.00308657028520265 -0.00353571702221948 -0.00398659006755167 -0.00018201485120092
"DCCI6+" 0.000107280421560047 0.00032174159335107 0.000282167428232741 0.00023833478299192 0.000143509070986677 0.000444907271882681 0.000420518263691388 0.000381388696202978 0.000408133408623861 0.000281390821448496 0.000214115302584926 7.32301554282052e-05 2.69064656031675e-05 -5.32978465415771e-05 8.70701978972558e-05 5.66680190772164e-05 9.6341030753226e-05 7.2397577673177e-05 -0.00022145398695284 0.000317972901698124 0.000359509514425664 0.000247458661269263 0.00015700390735527 0.00010328863585094 0.00559444314295535 0.00596711486006464 0.00615963013574536 0.00631310210759141 0.00640053758986257 0.0108818848900927 0.00484498202724886 0.00178944365021863 0.00105285350349744 0.000937041959021439 0.00048510133191259 0.000368702183779179 0.000404716389843241 0.00025464070321792 -0.000308880986358073 -0.000796585582782648 -0.00132091916713802 -0.00193354930109658 -0.0025022279050191 -0.00306404734197271 -0.00356706862704887 -0.00404772910105595 -0.00025861789787834
"DCCInodcci" -0.00277814120642143 -6.80764143359653e-05 -0.000151438846979789 -0.0002073481484253 -0.000250666751715683 -0.000908180817331005 -0.00204224372350537 -0.00161535687211085 -0.000443643324875699 -0.000359290303346672 -0.000306711163736579 -0.000484071303490349 -0.000223971759721903 -0.000322927662077828 0.000271451817130753 3.62748386315668e-05 -3.33292785877652e-05 -6.62003844256347e-05 -0.00057310361812191 -0.00210843042780801 -0.00244181942129509 -0.00265042357669851 -0.00382237354152132 -0.0054783283495395 0.00483260350912951 0.00481346597111907 0.00483159198527256 0.00485373026868761 0.00484917872296966 0.00484498202724886 0.0490836705894527 0.000844534550614048 0.00290517116890966 0.00266740382085439 -0.0026202546711513 -0.00152009005687959 -0.000190528511939671 -0.000247171040061588 0.000344228758292402 -4.26475239630671e-05 0.000267835872096176 0.000240905524334831 0.000484016658328895 0.000220655258403547 4.20223124666806e-05 -0.000184301213419193 -0.000344694737514889
"AgeGr0-11" 0.0011127046963244 0.00149424954854054 0.000884358555090638 0.000656163245861937 0.00056792282233801 0.00157903352559067 0.00248564716368375 0.00288341167248345 0.00254887117232157 0.00135432567039433 0.000820849501847653 0.000755292457772305 0.00176122996356576 0.0011068927642669 0.00373635120767525 0.00247097953301039 0.00236783633848425 0.00314197852286269 0.00126045229129867 -0.0010108728238388 -0.000459510009275241 -0.000232730562205094 -0.000302216393744936 0.000257511003266992 0.00195773058817094 0.0018623909984247 0.00170037414288654 0.00167438673200095 0.00168686273730627 0.00178944365021863 0.000844534550614048 0.244452005316268 0.1006572290682 0.100082523860405 0.0998987028268776 0.100098348753836 0.10016983860924 0.100113255499458 0.0998948787337937 0.0998176226290621 0.0997416975056084 0.0996725807335216 0.0995808315668832 0.09955689506236 0.0995690234404262 0.0997324165067125 8.51795498848044e-05
"AgeGr12-15" -0.000799646307833102 0.000908871082096115 0.000436352586522306 0.000302279329073581 0.000253049512438138 -0.000921900694128911 9.419990461783e-05 -0.000391567788130474 0.00161837933504688 0.000857119203242751 0.000426679652808717 0.000421296065677019 0.00121506858788552 0.000659938025904089 0.00103550350031193 0.00131349642404005 0.00106321801283406 0.00224967848954281 0.000825973153851374 -0.00435565675791638 -0.00461181262571917 -5.6336868457245e-05 -8.02701400003274e-05 -3.55480129115473e-05 0.000772993705233285 0.00121871503246082 0.00106237166432112 0.0010174614531814 0.0010026945171708 0.00105285350349744 0.00290517116890966 0.1006572290682 0.600737479066762 0.100577404218312 0.100110733325764 0.100139620718534 0.100181726054825 0.100104821302581 0.0999292053885032 0.0998414011700543 0.0997922551818894 0.0997346532833967 0.0996764011345326 0.0996208511321318 0.0996008708254715 0.0996585736005829 6.00796894740681e-05
"AgeGr16-17" -0.000433650498081283 0.000443309478318272 0.000143196027817149 9.54761404556826e-05 7.36765006446e-05 -0.0012142775696767 -0.00093681463334932 -0.00363093778031938 0.000656137594999444 0.000502646827572036 0.000189928219029494 0.000243729339209099 0.000772132415168674 0.000362916622416821 -0.00156414170059184 0.000274801683555658 -0.000338626614540051 0.00116050040653095 0.000559303337342158 -0.00258716224121591 -0.00296869869800038 0.000157792299641798 0.000199489545566608 0.000100604424501362 0.000748652803199304 0.00116390060472739 0.00101507668497118 0.000953468338851716 0.000922179546125109 0.000937041959021439 0.00266740382085439 0.100082523860405 0.100577404218312 1.1008925372841 0.100435977279498 0.100258573246425 0.10021512883625 0.100121792297336 0.0999188788461757 0.0998000010713998 0.0997141528031245 0.0996244976575445 0.0995445881132661 0.0994528963955826 0.0993936552909063 0.0993622777552663 2.37625222561403e-05
"AgeGr18-24" -0.000469578023787248 0.000177362902286985 1.49192091573447e-05 7.66033210985274e-06 1.89867008148761e-05 -0.00106662079690878 -0.00129127051715432 -0.00271401361983511 0.000113641558102723 0.000230788107756898 4.23269898079143e-05 0.000137064939310027 0.000469760004352878 0.000206374028929436 -0.000495791374746793 0.000351455622633724 -0.000303463494569023 0.000416212454486242 0.000333435912004598 0.000148116404515812 -0.000115298959210182 0.000500408608900293 0.000668967742153793 0.0006276817296427 0.000474842343277757 0.000715060158390234 0.000568577289926343 0.00051141045900601 0.000481109953403305 0.00048510133191259 -0.0026202546711513 0.0998987028268776 0.100110733325764 0.100435977279498 0.22565722323962 0.100373058082756 0.100199358719705 0.100126473434479 0.0998931982404538 0.0998172808478383 0.0996930474567944 0.0995968194459811 0.0994898425869373 0.099423609308044 0.0993782092963717 0.0993419977759257 9.05244357962787e-06
"AgeGr25-29" -0.000294214547845494 0.000357643557470489 0.000138437253853602 8.13098815442281e-05 6.39975660892648e-05 -0.000485418490093695 -0.000566645313341863 -0.00126169822102955 0.000451576084969525 0.000315406689845396 8.5843334676586e-05 1.68039954518018e-05 0.000557051450381389 0.000281523417041133 0.000413275343113689 0.000676554141682958 0.000152107801514274 0.000624698284203686 9.35786630818814e-05 0.000507541652548559 0.000470686897324103 0.000178650129744726 0.00016740635671902 -8.03199484416727e-05 0.000319149084077687 0.000482227265516998 0.000404109789000667 0.000374780200791572 0.000358448103036914 0.000368702183779179 -0.00152009005687959 0.100098348753836 0.100139620718534 0.100258573246425 0.100373058082756 0.225235341534775 0.100139693680755 0.100088295941957 0.0999289419423288 0.099885510821751 0.0998147230281649 0.0997601812839332 0.099693806510424 0.0996588469559401 0.0996404875312538 0.0996507451070173 5.02993916005691e-05
"AgeGr30-34" -0.000231167580329607 0.000355963718889236 0.000158600628127787 0.000103912910714524 8.82731270402227e-05 -0.000397916779109422 -0.000318243728460708 -0.000623694721174358 0.000457189112239615 0.000311331671025295 0.000116969961955995 0.000104035938531301 0.000534189537224615 0.000286611036714721 0.000541582796320533 0.00063770322997258 0.000244639025604508 0.000608647025571139 0.000137492106548927 0.000402842899532166 0.0004590270937388 8.88892630324552e-05 4.77741345658692e-05 -0.000105307573882708 0.000376525055006073 0.000465822378427191 0.000420173616984992 0.000396991678408447 0.000391224780104279 0.000404716389843241 -0.000190528511939671 0.10016983860924 0.100181726054825 0.10021512883625 0.100199358719705 0.100139693680755 0.266769346639342 0.100063032341055 0.0999527827066559 0.0999154822529107 0.0998715377897389 0.0998329419687959 0.099789016079324 0.0997614346834793 0.0997490519131992 0.0997675490093 7.3907849262737e-05
"AgeGr35-39" -6.15129760414062e-05 0.000228225298599644 0.000101452707455315 6.44045708394028e-05 4.50734262483455e-05 -0.000227833747761226 -0.00017888208581182 -0.000334713360807844 0.000269170509987517 0.000212386308460388 7.04389248734065e-05 1.01163374155657e-05 0.000359376464230884 0.00019552502007708 0.000316132993761779 0.000425718170890038 0.000241203119988559 0.000318144442623147 7.6931538473732e-05 0.00014199531062283 0.000110279715346535 2.23767818433574e-05 7.77654938261321e-05 1.69542650572982e-05 0.00024446706622731 0.000292448136993622 0.000267561860029201 0.000248047235345606 0.000247001998100098 0.00025464070321792 -0.000247171040061588 0.100113255499458 0.100104821302581 0.100121792297336 0.100126473434479 0.100088295941957 0.100063032341055 0.18337287425365 0.0999695381742123 0.0999463710179405 0.0999168671742418 0.0998916517928107 0.0998626663868695 0.0998458806960895 0.0998385158478643 0.0998518226212807 5.09467915770928e-05
"AgeGr45-49" 0.000145962393736808 -0.000202578265352289 -0.000110123228472109 -6.87815574083366e-05 -4.56463310776677e-05 3.38400517325985e-05 2.95644850622616e-05 0.000175969582829613 -9.84212243874648e-05 -0.000163522580066699 -6.97352002634774e-05 -6.71485233973979e-05 -0.000269937117428896 -0.000189697592014314 0.000168481931079014 -6.10439813997847e-06 -0.000107975664615932 -0.000321286090836125 -0.000168332316910321 0.000170089720042916 0.000117232251053064 -0.000101856149183013 -7.72684248568987e-08 -4.86091340278073e-05 -0.000258951102448029 -0.000332600287126811 -0.000322624738491025 -0.000315709751407085 -0.000301794829044871 -0.000308880986358073 0.000344228758292402 0.0998948787337937 0.0999292053885032 0.0999188788461757 0.0998931982404538 0.0999289419423288 0.0999527827066559 0.0999695381742123 0.140032218468198 0.100060718282558 0.100099650867266 0.100136092338115 0.10017615510949 0.100201910332925 0.100217970373283 0.10021866876919 2.73596281962005e-05
"AgeGr50-54" 0.000227716576623872 -0.000278714527090229 -0.000152547056147805 -0.000102524393462156 -8.92015287943323e-05 0.000119777709385837 0.000187259921239391 0.000406711816624694 1.19173542374426e-05 -0.000218649965520515 -8.49539754597055e-05 -5.57102059086391e-05 -0.000289049064536468 -0.000238067716687962 0.000761667025409444 0.000292291332216487 8.85867737356544e-05 -0.000155677464689012 -0.000207635395665867 0.000717711199052897 0.000634376765057482 -3.6099433105281e-05 5.43267937752083e-05 -9.56572044471006e-05 -0.00064227807192611 -0.00084469410633155 -0.000840821424743071 -0.000824559447777422 -0.000798857206592788 -0.000796585582782648 -4.26475239630671e-05 0.0998176226290621 0.0998414011700543 0.0998000010713998 0.0998172808478383 0.099885510821751 0.0999154822529107 0.0999463710179405 0.100060718282558 0.140134274356722 0.100221648108121 0.100311027395739 0.100399266991607 0.100467947592498 0.100515581086769 0.100541180899 5.9928720112443e-05
"AgeGr55-59" 0.000301750194268573 -0.000329489883085531 -0.000218272066586602 -0.00014572639989285 -0.000103301438002621 0.000200798320661313 0.000309656097152478 0.000603746820152221 0.000199530778991102 -0.000250845769958337 -0.000105207469759383 -3.42658163158567e-05 -0.00027873573318359 -0.000291531945736554 0.001253415283872 0.000445624222288738 0.000188938290417149 0.000201298557175369 -0.000246545389015317 0.00108775791064141 0.00118492301091689 3.93196135283421e-05 0.00010297788186734 -2.25166198883077e-05 -0.00101579621538261 -0.00139666497351498 -0.00141085551930025 -0.00138041940449867 -0.0013457926951818 -0.00132091916713802 0.000267835872096176 0.0997416975056084 0.0997922551818894 0.0997141528031245 0.0996930474567944 0.0998147230281649 0.0998715377897389 0.0999168671742418 0.100099650867266 0.100221648108121 0.121650881881892 0.100530527981662 0.100683219435186 0.100802929798018 0.100888931308058 0.100943944426326 9.67358168002204e-05
"AgeGr60-64" 0.000378227951407459 -0.000368207862124014 -0.000379161987309473 -0.000248732170250968 -0.000142318775312573 0.000261081696389766 0.000477756256182217 0.000732287617512301 0.000424582504565243 -0.000189530238878787 -0.000105149567451591 1.96465341991554e-06 -0.000181716363926562 -0.000398612615591256 0.00183000805961102 0.000618185203528533 0.000372536099859459 0.000898710122488972 -0.000105507078253828 0.00155430203572786 0.00149537551999295 0.000243613044602763 0.000317622988358772 0.000152149940585985 -0.0013625856664883 -0.00193865971529077 -0.00203471398685305 -0.00199500737948339 -0.00196865809622918 -0.00193354930109658 0.000240905524334831 0.0996725807335216 0.0997346532833967 0.0996244976575445 0.0995968194459811 0.0997601812839332 0.0998329419687959 0.0998916517928107 0.100136092338115 0.100311027395739 0.100530527981662 0.115049381642846 0.100989704700937 0.101173921457016 0.101310096761591 0.101400253254892 0.000143014603390246
"AgeGr65-69" 0.000462043620733384 -0.000574454875564751 -0.00062409730433517 -0.00038593999956684 -0.000160324468269116 0.000244468969479047 0.000569553715726533 0.000840703879574058 0.000551223835348565 -0.000214473364348729 -0.000117856606347239 3.23187027097867e-05 2.39023139731628e-05 -0.000352337013208462 0.00228649076519892 0.000786776567301852 0.00066014277163597 0.0014290712921341 0.000327037401425481 0.00194619407092115 0.00191603267521573 0.00064428313311114 0.000649773066902394 0.000503942228816398 -0.00167503630886392 -0.00236791170047024 -0.00255531510971738 -0.00257442779351447 -0.00253064812595032 -0.0025022279050191 0.000484016658328895 0.0995808315668832 0.0996764011345326 0.0995445881132661 0.0994898425869373 0.099693806510424 0.099789016079324 0.0998626663868695 0.10017615510949 0.100399266991607 0.100683219435186 0.100989704700937 0.108985103674281 0.101537853550192 0.101720349619705 0.101833871989198 0.000210112348936448
"AgeGr70-74" 0.000556496664028916 -0.000443172788002861 -0.00079854762907266 -0.00071745344599227 -0.000512025764392069 0.000377864310178516 0.000707797772840439 0.00105373505465671 0.000750154107532136 -0.000295109311286664 -0.000286278562054151 -2.95518334923887e-05 0.000189140054268427 -0.000354587721251734 0.00250834015590724 0.000944824095019074 0.000836719507593682 0.00171747707567169 0.000152500281598388 0.00215550992533737 0.00207775320574019 0.000842509502128633 0.000801786144255505 0.000591124938527405 -0.0018503026156761 -0.00271799655500131 -0.00299821455965289 -0.00306762060999803 -0.00308657028520265 -0.00306404734197271 0.000220655258403547 0.09955689506236 0.0996208511321318 0.0994528963955826 0.099423609308044 0.0996588469559401 0.0997614346834793 0.0998458806960895 0.100201910332925 0.100467947592498 0.100802929798018 0.101173921457016 0.101537853550192 0.106020903243556 0.102101610614281 0.102262022589957 0.000279274998154368
"AgeGr75-79" 0.000494480293655839 -0.000172784978842443 -0.000878508888768268 -0.00109345075196941 -0.00104392133765781 0.000505677984853489 0.000844096576761737 0.00125127330663991 0.000940689580651748 -0.000352207897914682 -0.000559801458790701 -0.000245832006441681 0.000318834385898755 -0.000351359710422141 0.00264762833048921 0.00107555049835466 0.000938051349572866 0.0018719702793744 7.91065925530795e-05 0.00229904550397853 0.00214771648813302 0.00104251538922661 0.000912890672413136 0.000613953388684839 -0.00194636058229647 -0.00292699860052946 -0.00328113236649452 -0.00348175931885625 -0.00353571702221948 -0.00356706862704887 4.20223124666806e-05 0.0995690234404262 0.0996008708254715 0.0993936552909063 0.0993782092963717 0.0996404875312538 0.0997490519131992 0.0998385158478643 0.100217970373283 0.100515581086769 0.100888931308058 0.101310096761591 0.101720349619705 0.102101610614281 0.105728011134498 0.102639255828604 0.000386723115801875
"AgeGr80+" 0.000640832295063418 0.000359933903714915 -0.000502131944938434 -0.000950967438318784 -0.00123902460621658 0.000826023583539908 0.00120833023356287 0.00167638334967679 0.00137342866636293 3.04638196144482e-05 -0.000974406685571843 -0.00121904609163556 0.000770517410409198 -5.41084545007626e-05 0.00299410037989738 0.0015376133233438 0.00141146018548518 0.00223979103157331 -9.24883504595671e-05 0.0025715151236445 0.0023952981388184 0.00138045199234608 0.00112700730822613 0.000771537818986293 -0.00202781646369352 -0.00304880974933364 -0.00352346596762601 -0.00382627995138397 -0.00398659006755167 -0.00404772910105595 -0.000184301213419193 0.0997324165067125 0.0996585736005829 0.0993622777552663 0.0993419977759257 0.0996507451070173 0.0997675490093 0.0998518226212807 0.10021866876919 0.100541180899 0.100943944426326 0.101400253254892 0.101833871989198 0.102262022589957 0.102639255828604 0.104642298654782 0.000641021357309292
"SexM" 0.00016355363890475 -9.14683515527223e-06 -4.6331047937266e-05 -8.24034035074691e-05 -0.000136909373585984 5.45534600080214e-05 3.12307079433346e-06 1.97161194231952e-05 7.93427330400792e-05 0.000176772452494334 0.000249439192154329 0.000298896487615333 -4.04551868515756e-05 -1.40434800930198e-05 0.000116968193450419 3.53250467749394e-05 5.61056664374394e-05 0.000114873246548209 0.000336492097289063 0.000147748212002764 0.0001306272703522 0.000161139371649925 0.000145532211872408 0.000137318157613417 1.52181541280672e-05 -1.44466080911192e-05 -6.98168545755835e-05 -0.00014138943646539 -0.00018201485120092 -0.00025861789787834 -0.000344694737514889 8.51795498848044e-05 6.00796894740681e-05 2.37625222561403e-05 9.05244357962787e-06 5.02993916005691e-05 7.3907849262737e-05 5.09467915770928e-05 2.73596281962005e-05 5.9928720112443e-05 9.67358168002204e-05 0.000143014603390246 0.000210112348936448 0.000279274998154368 0.000386723115801875 0.000641021357309292 0.00273473332338526
