"Immunity_other" "Immunityb45_001-061" "Immunityb45_062-122" "Immunityb45_123-183" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "SexM"
"Immunityhybridboost_428-488" 0.000109616184656549 0.000144839021062427 0.000369647023521739 0.000570215668929039 1.8945951917679e-05 2.18699882044811e-05 3.39876747261045e-05 5.35564297056231e-05 6.8073941663327e-05 0.000112796851849383 0.000364335962049533 0.000550926254558857 0.000616145173158723 1.81297423549798e-05 1.9187128275723e-05 1.84880831662114e-05 1.95729871310395e-05 2.79233263323427e-05 4.58358805759945e-05 6.92224853099164e-05 0.000108298758988796 0.000178744088667928 2.12480016392354e-05 2.88545027489235e-05 6.53272354945287e-05 6.87813270050141e-05 8.00455322580601e-05 0.00018016656091805 0.000421769081166793 0.00700863321155213 0.000636392168271404 1.95998873078051e-05 2.08764797881113e-05 2.54750779786379e-05 2.93591065879846e-05 4.6733722847989e-05 8.64955598376836e-05 0.000173570578319195 0.000206288988392183 0.000246250854180774 2.08192013230562e-05 3.63660037058983e-05 5.94735539372244e-05 5.01083816065981e-05 3.63935614371646e-05 5.49583477064115e-05 4.90555928008513e-05 4.34487163877025e-05 0.000131244444561979 0.000367971014837684 0.000569673441590362 7.21042719351078e-05 0.000146685809397981 0.000396985062464179 0.000541417990067658 -4.6727501000571e-06 -5.41530543548672e-06 -6.58305954390781e-06 -6.75979894265892e-06 -5.11211474339773e-06 3.376709684396e-06
"Immunityhybridboost_489-549" 0.000112556470259521 0.000138794432989589 0.000344573525446905 0.000651670891822088 1.88344297252012e-05 2.16658890350093e-05 3.40287221041491e-05 5.31391698213352e-05 6.7057292644399e-05 0.000108012172471374 0.000342272985720517 0.000624265629203762 0.00074582086540655 1.82241384918069e-05 1.93219394365378e-05 1.88028065774946e-05 1.9818695409955e-05 2.8066477761746e-05 4.57271122294139e-05 6.76878258701824e-05 0.000109575339367872 0.000169474844675476 2.1480618629345e-05 2.87333156116756e-05 6.59655244450688e-05 6.92316308181061e-05 7.9149043198269e-05 0.000172250833638286 0.000421236049332767 0.000636392168271404 0.0841211001711493 2.03256977520537e-05 2.13928711730958e-05 2.59351851093492e-05 2.9883526004507e-05 4.68927075676472e-05 8.36819951017978e-05 0.000174995982602274 0.000212157943030434 0.000249184877516697 2.15320099074707e-05 3.69391199211179e-05 6.01122791515176e-05 5.01158943998045e-05 3.58396043787077e-05 5.61634069873025e-05 5.01024256069011e-05 4.63877059252812e-05 0.000124516685265978 0.000341329741661955 0.000648593699544218 7.01464498455462e-05 0.000136397291367659 0.00039125651124546 0.000600687394460955 -3.48585873854465e-06 -4.31191038170189e-06 -3.86063103741967e-06 -2.50983212094474e-06 1.23839856179459e-07 7.16558175805857e-06
"Immunityhybridfull_001-061" 2.79796777707261e-05 1.95887923130729e-05 1.93500452803728e-05 1.93409804796963e-05 3.45232523872333e-05 3.29743469135955e-05 2.73054505722092e-05 2.11485880088377e-05 2.01448010062832e-05 1.9713723496354e-05 1.96467435480583e-05 1.89847241250825e-05 1.99984837988371e-05 3.47775035297243e-05 3.46677758357599e-05 3.43202100734126e-05 3.45770844952609e-05 3.10505829881278e-05 2.57235088008406e-05 2.18364637564214e-05 2.0591608268175e-05 2.02149266585378e-05 3.43968408719298e-05 3.19714694086591e-05 2.40101970339373e-05 2.12296599502065e-05 2.05782882362468e-05 2.01409208623545e-05 2.00785495299648e-05 1.95998873078051e-05 2.03256977520537e-05 0.00270898912199588 3.43998837207906e-05 3.25619022743009e-05 3.18481401513632e-05 2.69995778725824e-05 2.35728090199881e-05 2.14703387139921e-05 2.0781059242253e-05 2.05355597256132e-05 3.46697808411507e-05 2.92053852804426e-05 2.28730389090119e-05 2.63320428208187e-05 3.26793821169257e-05 3.3065574494315e-05 3.31410068436656e-05 2.98904429099606e-05 1.86566618262465e-05 1.83775422027602e-05 1.84429239783007e-05 1.90397328533414e-05 1.84582397561505e-05 1.82355387719209e-05 1.8211075112947e-05 -1.49444745086805e-06 7.15065870546705e-07 2.58311347083267e-06 5.3582856160643e-06 6.34405168777309e-06 1.85146423172023e-06
"Immunityhybridfull_062-122" 2.83669056979198e-05 2.11535388150981e-05 2.07597635883213e-05 2.05849466732821e-05 3.32032519131555e-05 3.53479370348008e-05 3.21858016222402e-05 2.32413476681918e-05 2.15741696858026e-05 2.13126537352863e-05 2.10231706487304e-05 2.04389505877131e-05 2.11772116875973e-05 3.29981459756294e-05 3.46802830052104e-05 3.25648186391665e-05 3.3555966262501e-05 3.41134803262474e-05 2.77676601909395e-05 2.33819150181202e-05 2.18511228234433e-05 2.16613345045619e-05 3.38744124653593e-05 3.49111568347718e-05 2.73774716474016e-05 2.28352178730823e-05 2.18688455170452e-05 2.15823957261483e-05 2.1285532966684e-05 2.08764797881113e-05 2.13928711730958e-05 3.43998837207906e-05 0.000755805459026503 3.26820926044492e-05 3.16853995036619e-05 2.89470357224726e-05 2.51445817782184e-05 2.28278454122873e-05 2.19497217766492e-05 2.18143442369636e-05 3.48849477299241e-05 3.26197500311392e-05 2.44989028352581e-05 2.6302005101329e-05 3.17205815550859e-05 3.33596318194923e-05 3.3043121727938e-05 3.19114971548384e-05 2.05774472610416e-05 2.01399994964098e-05 2.00173430768958e-05 2.07497936914694e-05 2.03853369078801e-05 2.00204268324881e-05 1.98600293876458e-05 -1.68608810608793e-06 3.50206396441162e-08 1.23408723969902e-06 3.35617834861567e-06 4.03441672488922e-06 1.74830202636148e-06
"Immunityhybridfull_123-183" 3.09289726866416e-05 2.56021311860827e-05 2.53429516612338e-05 2.51601241078394e-05 3.19601501336593e-05 3.20364340762357e-05 3.59754097417132e-05 3.40351048010296e-05 2.82260869212929e-05 2.61556428801321e-05 2.56134807827308e-05 2.50342425746379e-05 2.5747029400916e-05 3.26562224161847e-05 3.23387300328165e-05 3.39360415788932e-05 3.24925723762426e-05 3.30731271810352e-05 3.44333403067805e-05 3.16397407941329e-05 2.76293970035501e-05 2.66450623443686e-05 3.20358870403654e-05 3.28395790124909e-05 3.51706538897784e-05 3.19197493509922e-05 2.79977568854659e-05 2.62699641897047e-05 2.588520349553e-05 2.54750779786379e-05 2.59351851093492e-05 3.25619022743009e-05 3.26820926044492e-05 0.00046539327765287 3.27270722007231e-05 3.17976323422656e-05 3.09633357447708e-05 2.95839906290773e-05 2.74878066200902e-05 2.68131101240687e-05 3.27817809145595e-05 3.49641072016752e-05 3.27170209226823e-05 3.14814854061601e-05 3.16463918506266e-05 3.20362076058591e-05 3.27453243533193e-05 3.3161295126837e-05 2.50258496468811e-05 2.47236682073274e-05 2.4605621704791e-05 2.70725081045244e-05 2.49745638664378e-05 2.45864175818964e-05 2.44523665677772e-05 -1.95263324699746e-06 -6.18757046537034e-07 6.44628397190232e-07 3.13427963765093e-06 4.1476351998234e-06 1.70485720845007e-06
"Immunityhybridfull_184-244" 3.3573703038906e-05 3.22848495908556e-05 2.93224110184272e-05 2.89913635565423e-05 3.10515107189022e-05 3.07233240047244e-05 3.43334693319885e-05 4.10510403392454e-05 3.93023225681156e-05 3.41045818195065e-05 2.97911931762356e-05 2.88538332882281e-05 2.96630455647431e-05 3.12561137278702e-05 3.13739366861295e-05 3.13086350726301e-05 3.16829922977034e-05 3.2595979965129e-05 3.69917464563325e-05 4.0218715317115e-05 3.75621114463556e-05 3.29884514019379e-05 3.16324797795094e-05 3.16854037305392e-05 3.75899162331252e-05 4.08892445468855e-05 3.84957033686856e-05 3.29814461812867e-05 2.99471951823059e-05 2.93591065879846e-05 2.9883526004507e-05 3.18481401513632e-05 3.16853995036619e-05 3.27270722007231e-05 0.000288822379977942 3.59827225947339e-05 3.66680796628884e-05 3.69853166010962e-05 3.55833560608939e-05 3.29762856160244e-05 3.19047534954415e-05 3.48397668038643e-05 4.03175099268748e-05 3.67822224385376e-05 3.2318585639448e-05 3.15058837442954e-05 3.1917498925695e-05 3.47390393237173e-05 3.17511089208104e-05 2.85961553080073e-05 2.83451384466414e-05 3.79469914377917e-05 3.19119369007183e-05 2.84973221088159e-05 2.81539430854647e-05 -2.61439006844668e-06 -1.27482784249703e-06 3.14138558532856e-07 3.39271268493282e-06 4.71913601587384e-06 1.65182337950326e-06
"Immunityhybridfull_245-305" 4.32739578926523e-05 6.77431197227056e-05 4.90560304194126e-05 4.59101701154903e-05 2.42419140115874e-05 3.11506509473856e-05 4.45019177921766e-05 6.22466835401037e-05 7.26620807489775e-05 7.02423085621081e-05 5.04939651197173e-05 4.63680511930222e-05 4.67877389946697e-05 2.4003700596381e-05 2.74312260675012e-05 2.48950958544422e-05 2.62279483845025e-05 3.90799222587135e-05 5.11606239400252e-05 6.45631272144091e-05 7.16381413718682e-05 6.32058534345943e-05 2.74692201499781e-05 3.53616452305606e-05 5.39816557185575e-05 6.63396456659193e-05 7.31144507998551e-05 6.47325310142469e-05 4.91977367545062e-05 4.6733722847989e-05 4.68927075676472e-05 2.69995778725824e-05 2.89470357224726e-05 3.17976323422656e-05 3.59827225947339e-05 0.000544528481366601 5.9911807775589e-05 6.16931235683719e-05 6.4937661033013e-05 6.04518787069738e-05 2.88708708580596e-05 4.39602072409244e-05 6.33310150126039e-05 5.3235925197519e-05 3.25165867736804e-05 3.10535827209497e-05 2.99121747823952e-05 4.22842156969442e-05 6.84336903835685e-05 4.87177116309508e-05 4.5591677390638e-05 7.226147024828e-05 6.68785473258475e-05 4.87614417206244e-05 4.55930957659702e-05 -2.84835043666275e-06 -1.84084173081197e-06 -9.67665213209079e-07 1.89001809239328e-06 3.05456161675772e-06 3.00484423399402e-06
"Immunityhybridfull_306-366" 5.50366217963852e-05 0.000112174388343472 9.88164674459691e-05 8.44892523110511e-05 2.12814587118336e-05 2.52780924718144e-05 4.80456146645905e-05 7.60536856068563e-05 8.86713318614093e-05 0.000108664469205691 9.90136702277896e-05 8.63499472822677e-05 8.41644009981508e-05 2.11245321043914e-05 2.30855967391383e-05 2.21138300605019e-05 2.3358987930486e-05 3.5537359879147e-05 6.28529334341296e-05 7.93389617361538e-05 9.39447069810931e-05 0.000108312998728804 2.45504320487782e-05 3.18130660502318e-05 6.65215343565059e-05 8.09879762612366e-05 9.34209205438455e-05 0.000108725148813576 9.49309703775737e-05 8.64955598376836e-05 8.36819951017978e-05 2.35728090199881e-05 2.51445817782184e-05 3.09633357447708e-05 3.66680796628884e-05 5.9911807775589e-05 0.000906880348929526 8.75314824504851e-05 9.40449886476658e-05 0.000102909924506298 2.5386662797802e-05 4.57187990766658e-05 7.6240889290715e-05 6.37807701031624e-05 3.50650297099111e-05 3.21665712164711e-05 3.03318686995745e-05 4.38139285006753e-05 0.000112811747590606 9.86902038467333e-05 8.42445625328016e-05 9.02220894263792e-05 0.000109015533892684 9.66895167672999e-05 8.55224767480512e-05 -2.44982056791992e-06 -1.53170812814102e-06 -7.14947747385879e-07 1.98232926299434e-06 3.00904409174555e-06 3.48849241983808e-06
"Immunityhybridfull_367-427" 6.8735545418203e-05 0.000119280512626482 0.000165024849642982 0.000174123736247522 1.91702116897722e-05 2.27477151540027e-05 4.42586594237637e-05 8.4120449057567e-05 9.48574639279678e-05 0.000111872020913694 0.000163060194355561 0.000173042877587259 0.000174876353516485 1.91052783116992e-05 2.08565850572879e-05 2.00365975091466e-05 2.13864776854563e-05 3.43133813350766e-05 6.26073591099695e-05 9.03445223404108e-05 0.000103289885583575 0.000127654832386971 2.25944061928547e-05 3.0073506845939e-05 7.09377175016968e-05 9.1475109798674e-05 9.8665037419489e-05 0.000127281991974836 0.00016787684538674 0.000173570578319195 0.000174995982602274 2.14703387139921e-05 2.28278454122873e-05 2.95839906290773e-05 3.69853166010962e-05 6.16931235683719e-05 8.75314824504851e-05 0.00119554622308828 0.000122427583668655 0.000136340958777949 2.30701063902399e-05 4.56337088992881e-05 8.3471516119608e-05 6.70231870971672e-05 3.51753236485861e-05 3.58024649203632e-05 3.32730702066625e-05 4.61831490803934e-05 0.000116334853280169 0.000164468240036907 0.000173780061678542 9.60032531822692e-05 0.000118891570051942 0.000164300418642824 0.000173116911462564 -2.66148794335708e-06 -1.73436292300278e-06 -6.58526896372035e-07 1.97053074394199e-06 3.18673210215218e-06 2.6621504475909e-06
"Immunityhybridfull_428-488" 7.46160170588719e-05 0.000141222023603885 0.000184771279955805 0.000208025516139164 1.87262820601324e-05 2.17953381235765e-05 3.98466248289355e-05 7.30814547402844e-05 0.000107073640309069 0.000131497542415414 0.000183959419356893 0.000205501057387544 0.000211077379121758 1.85617233030291e-05 1.99865399677902e-05 1.9309246431323e-05 2.04700805590677e-05 3.35169310861057e-05 5.9864806272805e-05 8.70986250175716e-05 0.000122543826271398 0.000142785748345992 2.22189668177622e-05 2.93349105325684e-05 6.59410459107466e-05 8.83285774765158e-05 0.000114637047791631 0.000145891947745604 0.000192265945814693 0.000206288988392183 0.000212157943030434 2.0781059242253e-05 2.19497217766492e-05 2.74878066200902e-05 3.55833560608939e-05 6.4937661033013e-05 9.40449886476658e-05 0.000122427583668655 0.00197765517141198 0.00015433443567309 2.217578854431e-05 4.10519021676304e-05 8.14852780189127e-05 7.05484652243097e-05 3.78052317538764e-05 3.74644511401217e-05 3.37475916157246e-05 4.31446477227429e-05 0.000138433875196017 0.000184219000166031 0.000207847999817183 0.000109428549339942 0.000140367373279168 0.000186728031129324 0.000205383923163245 -3.17948189053469e-06 -2.55148229088112e-06 -1.99426260817617e-06 5.30646473339036e-07 1.75075422480638e-06 2.66124295337408e-06
"Immunityhybridfull_489-549" 8.17860926707669e-05 0.000192838870262187 0.000246098411801876 0.000244260289986988 1.86443232217828e-05 2.15257042150248e-05 3.74921940734796e-05 6.56290721633924e-05 9.02996187945193e-05 0.000169029357362375 0.000242132359255107 0.0002454823755346 0.000247927178283232 1.84034031309783e-05 1.97109558087431e-05 1.90804162587134e-05 2.01563963019862e-05 3.11483883931122e-05 5.79453152804886e-05 8.1583497072265e-05 0.000116227855702991 0.000200365024779014 2.20081965898011e-05 2.97198656295751e-05 6.45158661792998e-05 7.93378713556753e-05 0.000105722853627236 0.000197127420382025 0.00024356729618244 0.000246250854180774 0.000249184877516697 2.05355597256132e-05 2.18143442369636e-05 2.68131101240687e-05 3.29762856160244e-05 6.04518787069738e-05 0.000102909924506298 0.000136340958777949 0.00015433443567309 0.00608604784146899 2.20573346824214e-05 3.94767028501884e-05 7.16054348467486e-05 6.64300723049015e-05 4.0105785871047e-05 4.32842264641999e-05 3.6443700364627e-05 4.10206356353882e-05 0.000189991566564 0.000246060252939881 0.000244137125106575 9.77495705314141e-05 0.000183920733421994 0.000244444932980964 0.000244018959969357 -3.2187751706467e-06 -2.94333037555039e-06 -2.53476527726442e-06 2.3070599184885e-07 1.50725749362699e-06 3.63759814156777e-06
"Immunityinf_062-122" 2.8532339027737e-05 2.12225922917549e-05 2.07364126867181e-05 2.05282209496487e-05 3.33572624059344e-05 3.45939258995779e-05 3.18229917481243e-05 2.32445508022794e-05 2.14796150533175e-05 2.13020524552247e-05 2.1040427131421e-05 2.02149845026037e-05 2.12076681007689e-05 3.33165827096487e-05 3.46440009510576e-05 3.27482296200554e-05 3.3767699411182e-05 3.35226805675853e-05 2.79620261188548e-05 2.35172606372296e-05 2.19765814747646e-05 2.18463113760094e-05 3.39656661827053e-05 3.43264043456196e-05 2.73531440727189e-05 2.29411226619944e-05 2.19435986913786e-05 2.17170442318852e-05 2.14107714090611e-05 2.08192013230562e-05 2.15320099074707e-05 3.46697808411507e-05 3.48849477299241e-05 3.27817809145595e-05 3.19047534954415e-05 2.88708708580596e-05 2.5386662797802e-05 2.30701063902399e-05 2.217578854431e-05 2.20573346824214e-05 0.000873323900303718 3.24143250938447e-05 2.47925638756379e-05 2.66035414500714e-05 3.20126009774412e-05 3.33744634187644e-05 3.32107877288132e-05 3.17342309434736e-05 2.0336319729776e-05 1.98013381269419e-05 1.96560626233684e-05 2.03838291838373e-05 2.00639840859265e-05 1.96427065761561e-05 1.94468074376832e-05 -1.24799132508866e-06 1.1003825884756e-06 2.85528883735969e-06 5.39761415416348e-06 6.25158645249279e-06 2.12910856652599e-06
"Immunityinf_123-183" 3.64561225351325e-05 3.75008637029419e-05 3.65058835066703e-05 3.58900756113614e-05 2.54008326538894e-05 3.66182832325404e-05 5.44575037004317e-05 5.67895999533141e-05 4.37312721344825e-05 3.88131995313158e-05 3.688962024859e-05 3.58205343880942e-05 3.67005780017735e-05 2.51714252800783e-05 3.07992898831859e-05 2.64037985824128e-05 2.80659697743686e-05 4.25118831077151e-05 5.03853509939937e-05 5.0516358140909e-05 4.17678349549308e-05 3.94475679224313e-05 2.89543242124619e-05 4.05396860314951e-05 5.62487940641581e-05 5.17338287805792e-05 4.2761271593617e-05 3.85621298265163e-05 3.71289528042219e-05 3.63660037058983e-05 3.69391199211179e-05 2.92053852804426e-05 3.26197500311392e-05 3.49641072016752e-05 3.48397668038643e-05 4.39602072409244e-05 4.57187990766658e-05 4.56337088992881e-05 4.10519021676304e-05 3.94767028501884e-05 3.24143250938447e-05 0.00120257740784129 5.13831225299358e-05 3.92111125079313e-05 2.88858255898214e-05 3.237933014107e-05 3.22109388122445e-05 4.41002391338285e-05 3.68711257060682e-05 3.57978763431641e-05 3.52379290452275e-05 4.19008080819556e-05 3.69056667755897e-05 3.55786452842835e-05 3.50946702696309e-05 -1.85758802114383e-06 5.30992883245084e-08 1.70051457565842e-06 4.12437037636832e-06 5.14192359998295e-06 2.97061760266212e-06
"Immunityinf_184-244" 5.06638303288869e-05 7.17762557003728e-05 5.99485386314448e-05 5.88902464922137e-05 2.02728903491532e-05 2.44332351501493e-05 5.42144918314787e-05 9.67103747546361e-05 9.7079464913664e-05 7.85172327059604e-05 6.10338578075717e-05 5.89817800938139e-05 5.98808598879895e-05 2.03156003554504e-05 2.23161792296519e-05 2.16798644320202e-05 2.30106974756276e-05 3.74775732785998e-05 6.95866153391538e-05 9.36534661745571e-05 8.9915678453327e-05 7.24256923177219e-05 2.37421714905943e-05 3.12024695424404e-05 7.62192303326723e-05 9.77673029085899e-05 9.32672743439174e-05 7.29072209560112e-05 6.06710109278253e-05 5.94735539372244e-05 6.01122791515176e-05 2.28730389090119e-05 2.44989028352581e-05 3.27170209226823e-05 4.03175099268748e-05 6.33310150126039e-05 7.6240889290715e-05 8.3471516119608e-05 8.14852780189127e-05 7.16054348467486e-05 2.47925638756379e-05 5.13831225299358e-05 0.00109371781807609 6.78272911094289e-05 3.16906162003694e-05 2.75747471736275e-05 2.8438388463738e-05 4.92837912702454e-05 7.18606977102895e-05 5.9389870206084e-05 5.83787662813321e-05 9.46501859006443e-05 7.30379880371674e-05 5.94285363028944e-05 5.8195770359e-05 -2.38629875050927e-06 -9.68037511740877e-07 5.20405974987785e-07 3.17055048611269e-06 4.22942097330251e-06 3.16862541568361e-06
"Immunityinf_245-305" 4.5441776022939e-05 7.55901460895144e-05 5.32898640153573e-05 4.93878332391181e-05 2.52272085977615e-05 2.46875296874676e-05 3.80161205291497e-05 6.77807221340553e-05 7.88873062984411e-05 7.77020207396551e-05 5.48548498335673e-05 4.97365716077626e-05 4.99828403696545e-05 2.58681405934591e-05 2.52205365240761e-05 2.72080410917791e-05 2.6551013071259e-05 3.29386907395009e-05 5.24800482886232e-05 7.02331873502979e-05 7.78333381591004e-05 6.99811155757353e-05 2.6781374306599e-05 2.88495723879236e-05 5.36793204443452e-05 7.23732395300635e-05 7.95971297043245e-05 7.14047433177453e-05 5.31994396839855e-05 5.01083816065981e-05 5.01158943998045e-05 2.63320428208187e-05 2.6302005101329e-05 3.14814854061601e-05 3.67822224385376e-05 5.3235925197519e-05 6.37807701031624e-05 6.70231870971672e-05 7.05484652243097e-05 6.64300723049015e-05 2.66035414500714e-05 3.92111125079313e-05 6.78272911094289e-05 0.000857320918820798 3.42710706739903e-05 2.94183647680288e-05 2.92316426997799e-05 3.97149499410669e-05 7.62971432480102e-05 5.2786001815702e-05 4.88877092964719e-05 7.87778478226174e-05 7.39331670545067e-05 5.28670803825768e-05 4.89432944958495e-05 -1.9745768967705e-06 -6.63014841689745e-07 5.90754867025519e-07 2.97922098759076e-06 3.96288684974485e-06 2.23844938633029e-06
"Immunityinf_306-366" 3.39956768818171e-05 4.19752106314811e-05 3.95571268257206e-05 3.56799577479005e-05 3.2896564895521e-05 2.96490095283376e-05 2.74629668456448e-05 2.89157436920985e-05 3.52294852196125e-05 4.09886741517686e-05 3.96736726795419e-05 3.60712568534291e-05 3.58701576260542e-05 3.31881295208811e-05 3.17115828469554e-05 3.29440444085128e-05 3.26707296807481e-05 2.96693961986353e-05 3.0729317936547e-05 3.18312842876101e-05 3.7471438809713e-05 4.10988037502952e-05 3.25281398502609e-05 2.98264552695741e-05 2.91452183392513e-05 3.15895814220108e-05 3.70008188262948e-05 4.15367957704232e-05 3.88248034260905e-05 3.63935614371646e-05 3.58396043787077e-05 3.26793821169257e-05 3.17205815550859e-05 3.16463918506266e-05 3.2318585639448e-05 3.25165867736804e-05 3.50650297099111e-05 3.51753236485861e-05 3.78052317538764e-05 4.0105785871047e-05 3.20126009774412e-05 2.88858255898214e-05 3.16906162003694e-05 3.42710706739903e-05 0.000491008545604295 3.27004854208512e-05 3.25044582475649e-05 3.01326924913726e-05 4.16797968090775e-05 3.90880981129503e-05 3.52355252367483e-05 3.52146024710117e-05 4.0859593135273e-05 3.83778450818997e-05 3.54978918967358e-05 -2.23449523742197e-06 -1.35706357033259e-06 -2.60321695814609e-07 2.35148971355625e-06 3.63463665336283e-06 1.51289021641368e-06
"Immunityinf_367-427" 3.49485611801416e-05 3.81752050045605e-05 5.15926410446642e-05 5.49349397252358e-05 3.19784205198981e-05 3.3855698657503e-05 3.12273611457915e-05 2.56808564449698e-05 2.66745085980008e-05 3.50540517082451e-05 5.12359200505142e-05 5.44756746574076e-05 5.58882168121981e-05 3.18875371346638e-05 3.31919307701339e-05 3.17733862780167e-05 3.23616709259782e-05 3.33656381277121e-05 2.93490602970339e-05 2.78483251866795e-05 3.05262202325471e-05 4.07668764060677e-05 3.27221571087734e-05 3.40804709231898e-05 2.99409523918986e-05 2.70030965883451e-05 2.870172218016e-05 4.04262778804672e-05 5.29909885043282e-05 5.49583477064115e-05 5.61634069873025e-05 3.3065574494315e-05 3.33596318194923e-05 3.20362076058591e-05 3.15058837442954e-05 3.10535827209497e-05 3.21665712164711e-05 3.58024649203632e-05 3.74644511401217e-05 4.32842264641999e-05 3.33744634187644e-05 3.237933014107e-05 2.75747471736275e-05 2.94183647680288e-05 3.27004854208512e-05 0.00050480495783363 3.40317275883389e-05 3.23243621448524e-05 3.69180978078844e-05 5.10195005204226e-05 5.44732400014284e-05 2.67055475530851e-05 3.68981103029644e-05 5.11230457252291e-05 5.39806482537577e-05 -2.14773576264038e-06 -1.28334383051327e-06 -2.47388452020908e-07 2.5601639475871e-06 3.97569003554437e-06 2.09315942247383e-06
"Immunityinf_428-488" 3.3732689179695e-05 2.97750735359753e-05 4.48773641644204e-05 4.90713697073517e-05 3.2703572615831e-05 3.22824472016666e-05 3.23301024765678e-05 2.7657939195947e-05 2.55223844307375e-05 2.79927337641328e-05 4.45483143547547e-05 4.85251447343193e-05 4.98909049651786e-05 3.28881163668443e-05 3.27579046554345e-05 3.28874969794237e-05 3.2861376217716e-05 3.19964729193567e-05 3.05646706223872e-05 2.79170362831077e-05 2.78961306296265e-05 3.29434541562564e-05 3.27721309094163e-05 3.26143332240563e-05 3.12848649478483e-05 2.75965110528414e-05 2.64799696376494e-05 3.27788532519287e-05 4.67270702803879e-05 4.90555928008513e-05 5.01024256069011e-05 3.31410068436656e-05 3.3043121727938e-05 3.27453243533193e-05 3.1917498925695e-05 2.99121747823952e-05 3.03318686995745e-05 3.32730702066625e-05 3.37475916157246e-05 3.6443700364627e-05 3.32107877288132e-05 3.22109388122445e-05 2.8438388463738e-05 2.92316426997799e-05 3.25044582475649e-05 3.40317275883389e-05 0.000561239039353612 3.17952796429537e-05 2.83860450970951e-05 4.42348720026389e-05 4.85840930690486e-05 2.48269006401515e-05 2.94602837343588e-05 4.42301885012324e-05 4.81562688958863e-05 -2.20884379010171e-06 -1.43263824373848e-06 -2.08950888222393e-07 2.71069582347292e-06 4.47439033924315e-06 2.20631023312873e-06
"Immunityinf_489-549" 3.69236165634128e-05 3.79436991823395e-05 3.86346726152079e-05 4.32617158143966e-05 2.70095703044295e-05 3.48956305275724e-05 4.50409631432817e-05 5.32149479409499e-05 4.55834020677229e-05 3.95290942484392e-05 3.90518819248483e-05 4.28279221872348e-05 4.5543553120546e-05 2.64406763074711e-05 3.09779589505854e-05 2.68234954491394e-05 2.89611950215467e-05 3.89018970436712e-05 4.50989174129883e-05 4.97819854817061e-05 4.34272716837942e-05 3.97670807788058e-05 2.98944353022836e-05 3.72455982859087e-05 4.91631252343977e-05 5.08524619547097e-05 4.43801540822533e-05 3.93661354386364e-05 4.04537550675572e-05 4.34487163877025e-05 4.63877059252812e-05 2.98904429099606e-05 3.19114971548384e-05 3.3161295126837e-05 3.47390393237173e-05 4.22842156969442e-05 4.38139285006753e-05 4.61831490803934e-05 4.31446477227429e-05 4.10206356353882e-05 3.17342309434736e-05 4.41002391338285e-05 4.92837912702454e-05 3.97149499410669e-05 3.01326924913726e-05 3.23243621448524e-05 3.17952796429537e-05 0.00121674095034308 3.73808818341385e-05 3.80778292153325e-05 4.27730456651232e-05 4.42034574258958e-05 3.78030184927716e-05 3.87946383256004e-05 4.18387197996518e-05 -2.16375990711542e-06 -1.40815952171583e-06 -3.53959444002759e-07 2.49460670246718e-06 3.90956299744641e-06 2.36193567089325e-06
