"Immunity_other" "Immunityb45_001-061" "Immunityb45_062-122" "Immunityb45_123-183" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "SexM"
"Immunityboost_367-427" 9.88861298400296e-05 0.00017585752907307 0.000381411592043235 0.000362898908110108 1.88021729318392e-05 2.15766001579172e-05 3.44487504988338e-05 5.55714908953367e-05 7.33954939871584e-05 0.000143068981254454 0.00134721053903458 0.000365397461412623 0.00034896214193556 1.82220345021988e-05 1.93257563054152e-05 1.86087643910153e-05 1.96250766651875e-05 2.84502768333706e-05 4.95024863379865e-05 7.44680886888406e-05 0.000107913582229512 0.000211479760233102 2.13223750351333e-05 2.94796398311665e-05 6.39232672761465e-05 6.95763523268467e-05 8.81853081499531e-05 0.000208594742708311 0.00037531978700791 0.000364335962049533 0.000342272985720517 1.96467435480583e-05 2.10231706487304e-05 2.56134807827308e-05 2.97911931762356e-05 5.04939651197173e-05 9.90136702277896e-05 0.000163060194355561 0.000183959419356893 0.000242132359255107 2.1040427131421e-05 3.688962024859e-05 6.10338578075717e-05 5.48548498335673e-05 3.96736726795419e-05 5.12359200505142e-05 4.45483143547547e-05 3.90518819248483e-05 0.000166001574786242 0.000382088341176211 0.000364101513235831 7.95394900440905e-05 0.000181475596015465 0.000368283948002879 0.000372426351876287 -4.10324201991725e-06 -4.68316127833952e-06 -5.11109471351466e-06 -4.66926761949118e-06 -4.95105328592313e-06 1.7253458526805e-06
"Immunityboost_428-488" 0.000109068693865163 0.000145847573962614 0.000370586755876114 0.000565361892902499 1.89985274547784e-05 2.22790506053552e-05 3.41168961580392e-05 5.37424532699827e-05 6.85494475939256e-05 0.000113814672038967 0.000365397461412623 0.00296162521908742 0.000606383033583685 1.78330627386286e-05 1.88483811650851e-05 1.80699858979261e-05 1.92398293896238e-05 2.77833296940048e-05 4.55719247918149e-05 6.91046111644749e-05 0.000108224611223747 0.000179361377565021 2.1035228798391e-05 2.88763440118156e-05 6.51613685726673e-05 6.86443620887329e-05 8.01659856336733e-05 0.00018083544828626 0.000421268259848374 0.000550926254558857 0.000624265629203762 1.89847241250825e-05 2.04389505877131e-05 2.50342425746379e-05 2.88538332882281e-05 4.63680511930222e-05 8.63499472822677e-05 0.000173042877587259 0.000205501057387544 0.0002454823755346 2.02149845026037e-05 3.58205343880942e-05 5.89817800938139e-05 4.97365716077626e-05 3.60712568534291e-05 5.44756746574076e-05 4.85251447343193e-05 4.28279221872348e-05 0.000133061726115965 0.000369827622185974 0.000565708846719316 7.34152210095304e-05 0.000148670854459974 0.000398089085941929 0.000538287054378361 -4.80169603447382e-06 -5.92211155345516e-06 -7.98744001883056e-06 -1.10855679228035e-05 -1.2293473484694e-05 2.52472377113737e-06
"Immunityboost_489-549" 0.000111905849357743 0.000140089324269138 0.000351293858633789 0.000632738063688089 1.89277104610704e-05 2.19343047689656e-05 3.41767521503604e-05 5.33563962140659e-05 6.74771318456005e-05 0.0001089966884295 0.00034896214193556 0.000606383033583685 0.0721397653440218 1.80850946286211e-05 1.91694864559929e-05 1.85751506339793e-05 1.9686343784454e-05 2.80719326304466e-05 4.5694134671945e-05 6.79910994565177e-05 0.000109388497750461 0.000171238349246695 2.14364118382222e-05 2.88737996783061e-05 6.59365665706274e-05 6.91958540103779e-05 7.93861959085151e-05 0.000173902085073053 0.00042295399588424 0.000616145173158723 0.00074582086540655 1.99984837988371e-05 2.11772116875973e-05 2.5747029400916e-05 2.96630455647431e-05 4.67877389946697e-05 8.41644009981508e-05 0.000174876353516485 0.000211077379121758 0.000247927178283232 2.12076681007689e-05 3.67005780017735e-05 5.98808598879895e-05 4.99828403696545e-05 3.58701576260542e-05 5.58882168121981e-05 4.98909049651786e-05 4.5543553120546e-05 0.000126129318821603 0.00034873121856129 0.00063072099103077 7.09741649471381e-05 0.000138819842386047 0.000394017547712999 0.000587436823276399 -4.2686861494528e-06 -5.10887089571961e-06 -6.27882399134617e-06 -4.75664821378695e-06 -3.82763180053403e-06 6.56484985778807e-06
"Immunityfull_001-061" 2.71516800108867e-05 1.79781515557563e-05 1.81953054575854e-05 1.82151300988877e-05 3.61172831960462e-05 2.97748778686655e-05 2.36067700187108e-05 1.91386691947533e-05 1.81393130401251e-05 1.77994599826558e-05 1.82220345021988e-05 1.78330627386286e-05 1.80850946286211e-05 0.000540632382914236 3.36956649403561e-05 3.71204049406932e-05 3.52967145680376e-05 2.74714597077887e-05 2.36250689790216e-05 1.94991418632801e-05 1.84506635477798e-05 1.82709384659516e-05 3.41886832629558e-05 2.83843890331222e-05 2.10209615175964e-05 1.89217564956557e-05 1.83007242034821e-05 1.80899589752776e-05 1.84137542954148e-05 1.81297423549798e-05 1.82241384918069e-05 3.47775035297243e-05 3.29981459756294e-05 3.26562224161847e-05 3.12561137278702e-05 2.4003700596381e-05 2.11245321043914e-05 1.91052783116992e-05 1.85617233030291e-05 1.84034031309783e-05 3.33165827096487e-05 2.51714252800783e-05 2.03156003554504e-05 2.58681405934591e-05 3.31881295208811e-05 3.18875371346638e-05 3.28881163668443e-05 2.64406763074711e-05 1.73049806848994e-05 1.75155430861491e-05 1.75983671820407e-05 1.75131006135629e-05 1.722703042292e-05 1.74238519631524e-05 1.74970759542123e-05 -1.59962726336433e-06 -3.47939139854352e-07 1.16445973742292e-06 2.60059090334392e-06 3.53635990783165e-06 -1.12029429403553e-06
"Immunityfull_062-122" 2.75465266412069e-05 1.92399002366724e-05 1.92603354640561e-05 1.92353927402687e-05 3.37391360150399e-05 3.51746623195629e-05 2.9392669968561e-05 2.11572701234672e-05 1.97031407417763e-05 1.91428240377958e-05 1.93257563054152e-05 1.88483811650851e-05 1.91694864559929e-05 3.36956649403561e-05 0.000408780902776988 3.33397946161473e-05 3.39968460808111e-05 3.31666373352213e-05 2.57867128394002e-05 2.15693083031812e-05 1.99667406929247e-05 1.95907267385108e-05 3.41152369095694e-05 3.40278812471408e-05 2.46980813765398e-05 2.07572512900224e-05 1.98424321630545e-05 1.93899981623119e-05 1.95277589819378e-05 1.9187128275723e-05 1.93219394365378e-05 3.46677758357599e-05 3.46802830052104e-05 3.23387300328165e-05 3.13739366861295e-05 2.74312260675012e-05 2.30855967391383e-05 2.08565850572879e-05 1.99865399677902e-05 1.97109558087431e-05 3.46440009510576e-05 3.07992898831859e-05 2.23161792296519e-05 2.52205365240761e-05 3.17115828469554e-05 3.31919307701339e-05 3.27579046554345e-05 3.09779589505854e-05 1.85248368581986e-05 1.85245192968139e-05 1.85695372848623e-05 1.89687296893832e-05 1.84328771820275e-05 1.8423465806974e-05 1.84547373136657e-05 -1.87374678704097e-06 -4.14262830035426e-07 1.06971437715462e-06 2.95690576856223e-06 3.64986139700488e-06 -9.65517614154757e-07
"Immunityfull_123-183" 2.76651862044834e-05 1.84462262767162e-05 1.85353325489647e-05 1.85460886143386e-05 3.51653668101852e-05 2.93369676640463e-05 2.52811887780802e-05 2.03605029691948e-05 1.87955635353385e-05 1.83047678267912e-05 1.86087643910153e-05 1.80699858979261e-05 1.85751506339793e-05 3.71204049406932e-05 3.33397946161473e-05 0.000187815914123355 3.48109407197361e-05 2.81807151049301e-05 2.48935289518448e-05 2.05156152536858e-05 1.91642570505933e-05 1.88961428762274e-05 3.32254660306567e-05 2.8502145606126e-05 2.26300243989026e-05 2.00069840081343e-05 1.90249803075076e-05 1.86618638772585e-05 1.88910220851696e-05 1.84880831662114e-05 1.88028065774946e-05 3.43202100734126e-05 3.25648186391665e-05 3.39360415788932e-05 3.13086350726301e-05 2.48950958544422e-05 2.21138300605019e-05 2.00365975091466e-05 1.9309246431323e-05 1.90804162587134e-05 3.27482296200554e-05 2.64037985824128e-05 2.16798644320202e-05 2.72080410917791e-05 3.29440444085128e-05 3.17733862780167e-05 3.28874969794237e-05 2.68234954491394e-05 1.75865295609611e-05 1.76661051478333e-05 1.77372571503079e-05 1.79555094866057e-05 1.74741071958974e-05 1.75563283537336e-05 1.75977847710354e-05 -6.91565105633307e-07 1.07629229016206e-06 2.62731984172916e-06 4.42946516363709e-06 4.97552540047551e-06 -3.21823245287343e-07
"Immunityfull_184-244" 2.7855900522027e-05 1.95310735962263e-05 1.94577839628103e-05 1.94263046042559e-05 3.50213556135754e-05 3.18483341131919e-05 2.68795560460754e-05 2.23864636983739e-05 2.04926478047171e-05 1.96895335484515e-05 1.96250766651875e-05 1.92398293896238e-05 1.9686343784454e-05 3.52967145680376e-05 3.39968460808111e-05 3.48109407197361e-05 9.63408239824592e-05 2.97449833260664e-05 2.59585102013882e-05 2.22501956906846e-05 2.04876141421933e-05 2.00029543563167e-05 3.41657002208348e-05 3.06915081149071e-05 2.42657006308792e-05 2.1841704343328e-05 2.05535608554608e-05 1.98669883792663e-05 1.98342333944457e-05 1.95729871310395e-05 1.9818695409955e-05 3.45770844952609e-05 3.3555966262501e-05 3.24925723762426e-05 3.16829922977034e-05 2.62279483845025e-05 2.3358987930486e-05 2.13864776854563e-05 2.04700805590677e-05 2.01563963019862e-05 3.3767699411182e-05 2.80659697743686e-05 2.30106974756276e-05 2.6551013071259e-05 3.26707296807481e-05 3.23616709259782e-05 3.2861376217716e-05 2.89611950215467e-05 1.90079178235011e-05 1.88992892555806e-05 1.89368517417698e-05 1.97653093588249e-05 1.89315609500719e-05 1.88068784276894e-05 1.88112540414465e-05 -2.40508025060127e-06 -1.50172625428067e-06 -6.34464636174521e-08 2.1450611454093e-06 2.6561308320409e-06 1.71942937319e-07
"Immunityfull_245-305" 3.23437119934813e-05 3.14540713794587e-05 2.80114661945841e-05 2.74689687538359e-05 2.8126154911591e-05 3.96841193247546e-05 4.40293273083312e-05 3.70741397632951e-05 3.7131062685414e-05 3.32171537556658e-05 2.84502768333706e-05 2.77833296940048e-05 2.80719326304466e-05 2.74714597077887e-05 3.31666373352213e-05 2.81807151049301e-05 2.97449833260664e-05 0.000255063280350045 3.66337015465458e-05 3.68875061095195e-05 3.57085027076258e-05 3.14376799316332e-05 3.10735184918791e-05 4.1280283517897e-05 3.98603790260958e-05 3.70679985672919e-05 3.64217633269461e-05 3.17707976217226e-05 2.82894404547375e-05 2.79233263323427e-05 2.8066477761746e-05 3.10505829881278e-05 3.41134803262474e-05 3.30731271810352e-05 3.2595979965129e-05 3.90799222587135e-05 3.5537359879147e-05 3.43133813350766e-05 3.35169310861057e-05 3.11483883931122e-05 3.35226805675853e-05 4.25118831077151e-05 3.74775732785998e-05 3.29386907395009e-05 2.96693961986353e-05 3.33656381277121e-05 3.19964729193567e-05 3.89018970436712e-05 3.16974575144238e-05 2.8042010428536e-05 2.75349511207547e-05 3.6501777710559e-05 3.19169552935746e-05 2.80129167674748e-05 2.74855143452095e-05 -3.12046767053053e-06 -3.06969574068162e-06 -2.60563546502533e-06 -8.88675318333927e-07 -4.36890505996984e-07 1.63137125019469e-06
"Immunityfull_306-366" 4.3092088626134e-05 6.29686037576005e-05 4.84250976705361e-05 4.51437256808432e-05 2.37686362246611e-05 2.82487031132563e-05 5.82205253650943e-05 7.69745906235748e-05 6.57150382311523e-05 6.41435584459634e-05 4.95024863379865e-05 4.55719247918149e-05 4.5694134671945e-05 2.36250689790216e-05 2.57867128394002e-05 2.48935289518448e-05 2.59585102013882e-05 3.66337015465458e-05 0.000654465433603324 6.87212002633752e-05 6.38842205371955e-05 6.08545768830405e-05 2.63322222487388e-05 3.36930766412038e-05 6.98104261605472e-05 7.17694027628577e-05 6.54771928799026e-05 6.03539640815234e-05 4.82701292665832e-05 4.58358805759945e-05 4.57271122294139e-05 2.57235088008406e-05 2.77676601909395e-05 3.44333403067805e-05 3.69917464563325e-05 5.11606239400252e-05 6.28529334341296e-05 6.26073591099695e-05 5.9864806272805e-05 5.79453152804886e-05 2.79620261188548e-05 5.03853509939937e-05 6.95866153391538e-05 5.24800482886232e-05 3.0729317936547e-05 2.93490602970339e-05 3.05646706223872e-05 4.50989174129883e-05 6.35080930013321e-05 4.81664954905603e-05 4.48897147382855e-05 6.4729317241958e-05 6.14406760180325e-05 4.81684912135735e-05 4.49799426685976e-05 -2.10009307237416e-06 -1.29748355384877e-06 -5.23827716571434e-07 1.53371446938897e-06 2.49997444806788e-06 2.34676344216073e-06
"Immunityfull_367-427" 5.31869771820121e-05 8.12826373478688e-05 7.42205801332735e-05 6.83653743446604e-05 1.96707427973526e-05 2.3923567006111e-05 4.996832278912e-05 0.000101660881671333 9.99770285863658e-05 8.61894018712233e-05 7.44680886888406e-05 6.91046111644749e-05 6.79910994565177e-05 1.94991418632801e-05 2.15693083031812e-05 2.05156152536858e-05 2.22501956906846e-05 3.68875061095195e-05 6.87212002633752e-05 0.000691123758250571 9.30688375931415e-05 8.29367969738563e-05 2.30981547770867e-05 3.04746891784348e-05 7.58095441593484e-05 0.00010249505279714 9.65402264631899e-05 8.26473403532661e-05 7.28753538890534e-05 6.92224853099164e-05 6.76878258701824e-05 2.18364637564214e-05 2.33819150181202e-05 3.16397407941329e-05 4.0218715317115e-05 6.45631272144091e-05 7.93389617361538e-05 9.03445223404108e-05 8.70986250175716e-05 8.1583497072265e-05 2.35172606372296e-05 5.0516358140909e-05 9.36534661745571e-05 7.02331873502979e-05 3.18312842876101e-05 2.78483251866795e-05 2.79170362831077e-05 4.97819854817061e-05 8.15266082361926e-05 7.4060540627258e-05 6.81972701801004e-05 9.87161449591343e-05 8.25305647103071e-05 7.30403816885228e-05 6.88502113779133e-05 -2.53688068684255e-06 -1.93443603543524e-06 -1.14659463512839e-06 6.30536772017779e-07 1.17473301075982e-06 1.0419943748651e-06
"Immunityfull_428-488" 6.25361558655479e-05 0.000130372874908629 0.000105845150968518 0.000108346366493626 1.87669199703743e-05 2.22186320445196e-05 4.17232838774441e-05 7.98734450627103e-05 0.000124705566842061 0.000131281185379322 0.000107913582229512 0.000108224611223747 0.000109388497750461 1.84506635477798e-05 1.99667406929247e-05 1.91642570505933e-05 2.04876141421933e-05 3.57085027076258e-05 6.38842205371955e-05 9.30688375931415e-05 0.00105738557358417 0.000118402289852486 2.2430331117833e-05 2.9352564209621e-05 6.56511966884941e-05 9.61711249208596e-05 0.000129094989259306 0.000123988273280261 0.000107568712686282 0.000108298758988796 0.000109575339367872 2.0591608268175e-05 2.18511228234433e-05 2.76293970035501e-05 3.75621114463556e-05 7.16381413718682e-05 9.39447069810931e-05 0.000103289885583575 0.000122543826271398 0.000116227855702991 2.19765814747646e-05 4.17678349549308e-05 8.9915678453327e-05 7.78333381591004e-05 3.7471438809713e-05 3.05262202325471e-05 2.78961306296265e-05 4.34272716837942e-05 0.000131828844252931 0.000105948929793783 0.000108501416642353 0.000126173897429434 0.000130131250241161 0.000107299435667541 0.00010781050366403 -3.32668330503846e-06 -3.33589037958425e-06 -3.03286803086104e-06 -1.65931583959888e-06 -1.45393664359692e-06 1.22281495211187e-06
"Immunityfull_489-549" 7.5195720402544e-05 0.000217908101501111 0.000214038752356897 0.00017431847804871 1.85977256109932e-05 2.16442046706724e-05 3.81434348068403e-05 6.71765598706303e-05 9.38888418988318e-05 0.000193603462344248 0.000211479760233102 0.000179361377565021 0.000171238349246695 1.82709384659516e-05 1.95907267385108e-05 1.88961428762274e-05 2.00029543563167e-05 3.14376799316332e-05 6.08545768830405e-05 8.29367969738563e-05 0.000118402289852486 0.00301689764123732 2.19985225634256e-05 2.99233257309016e-05 6.37561973664255e-05 8.0100018948157e-05 0.000111804980388507 0.000210427156721208 0.000200449897541361 0.000178744088667928 0.000169474844675476 2.02149266585378e-05 2.16613345045619e-05 2.66450623443686e-05 3.29884514019379e-05 6.32058534345943e-05 0.000108312998728804 0.000127654832386971 0.000142785748345992 0.000200365024779014 2.18463113760094e-05 3.94475679224313e-05 7.24256923177219e-05 6.99811155757353e-05 4.10988037502952e-05 4.07668764060677e-05 3.29434541562564e-05 3.97670807788058e-05 0.000218772584582984 0.000214850046592915 0.000174655566119079 0.000104058699241196 0.00020292384245833 0.000209660493084851 0.000178524263088367 -2.94852918594667e-06 -2.94525056557836e-06 -2.83448693880744e-06 -1.45623485062029e-06 -1.02299315456379e-06 2.28166109039729e-06
"Immunityhybridboost_001-061" 2.83092332852873e-05 2.1882274078615e-05 2.10280437270199e-05 2.08673183304759e-05 3.45868363876721e-05 3.3358581995112e-05 2.80487517703378e-05 2.28143449549832e-05 2.24647638325189e-05 2.22354019522244e-05 2.13223750351333e-05 2.1035228798391e-05 2.14364118382222e-05 3.41886832629558e-05 3.41152369095694e-05 3.32254660306567e-05 3.41657002208348e-05 3.10735184918791e-05 2.63322222487388e-05 2.30981547770867e-05 2.2430331117833e-05 2.19985225634256e-05 0.00038456128093162 3.21634225285608e-05 2.50185071044527e-05 2.278841890406e-05 2.25932706090842e-05 2.21314453916819e-05 2.14035875198485e-05 2.12480016392354e-05 2.1480618629345e-05 3.43968408719298e-05 3.38744124653593e-05 3.20358870403654e-05 3.16324797795094e-05 2.74692201499781e-05 2.45504320487782e-05 2.25944061928547e-05 2.22189668177622e-05 2.20081965898011e-05 3.39656661827053e-05 2.89543242124619e-05 2.37421714905943e-05 2.6781374306599e-05 3.25281398502609e-05 3.27221571087734e-05 3.27721309094163e-05 2.98944353022836e-05 2.18194770563954e-05 2.08867689978628e-05 2.07778309223301e-05 2.20610698623995e-05 2.16527185562881e-05 2.083587612231e-05 2.06759185034603e-05 -3.35019748593784e-06 -2.74611667088997e-06 -2.12382864729789e-06 -2.7335541929404e-07 8.22245934401524e-07 1.29277072668891e-06
"Immunityhybridboost_062-122" 3.09646952065426e-05 2.97237553928568e-05 2.92177237282872e-05 2.81835346855407e-05 2.95518102285947e-05 4.0507231964213e-05 4.25001738080832e-05 3.11891419318348e-05 2.94971258381145e-05 3.01058432472552e-05 2.94796398311665e-05 2.88763440118156e-05 2.88737996783061e-05 2.83843890331222e-05 3.40278812471408e-05 2.8502145606126e-05 3.06915081149071e-05 4.1280283517897e-05 3.36930766412038e-05 3.04746891784348e-05 2.9352564209621e-05 2.99233257309016e-05 3.21634225285608e-05 0.000497102162847883 3.64569509372338e-05 3.03297524960237e-05 2.95694706345802e-05 3.00657500677461e-05 2.92416039601558e-05 2.88545027489235e-05 2.87333156116756e-05 3.19714694086591e-05 3.49111568347718e-05 3.28395790124909e-05 3.16854037305392e-05 3.53616452305606e-05 3.18130660502318e-05 3.0073506845939e-05 2.93349105325684e-05 2.97198656295751e-05 3.43264043456196e-05 4.05396860314951e-05 3.12024695424404e-05 2.88495723879236e-05 2.98264552695741e-05 3.40804709231898e-05 3.26143332240563e-05 3.72455982859087e-05 3.02541868153464e-05 2.96944725326945e-05 2.86634416850401e-05 2.95035381207071e-05 3.01011655454036e-05 2.95119540844073e-05 2.87531657801341e-05 -3.73142561865126e-06 -3.7132342697323e-06 -3.93082452941384e-06 -3.45400209780363e-06 -2.24211447648811e-06 2.55363948399248e-06
"Immunityhybridboost_123-183" 4.65548443616801e-05 6.06608301725788e-05 6.36644227393834e-05 6.47907958498933e-05 2.16422775113641e-05 2.98447520846891e-05 6.61855383209602e-05 8.65804151957927e-05 6.87483199776007e-05 6.23452878883808e-05 6.39232672761465e-05 6.51613685726673e-05 6.59365665706274e-05 2.10209615175964e-05 2.46980813765398e-05 2.26300243989026e-05 2.42657006308792e-05 3.98603790260958e-05 6.98104261605472e-05 7.58095441593484e-05 6.56511966884941e-05 6.37561973664255e-05 2.50185071044527e-05 3.64569509372338e-05 0.000962361214940809 7.93284491116293e-05 6.69098573837346e-05 6.26718312352794e-05 6.45077866413327e-05 6.53272354945287e-05 6.59655244450688e-05 2.40101970339373e-05 2.73774716474016e-05 3.51706538897784e-05 3.75899162331252e-05 5.39816557185575e-05 6.65215343565059e-05 7.09377175016968e-05 6.59410459107466e-05 6.45158661792998e-05 2.73531440727189e-05 5.62487940641581e-05 7.62192303326723e-05 5.36793204443452e-05 2.91452183392513e-05 2.99409523918986e-05 3.12848649478483e-05 4.91631252343977e-05 6.07709559813656e-05 6.39048934622603e-05 6.507745789835e-05 6.72509263579337e-05 6.143859349618e-05 6.39423885469818e-05 6.4839813469914e-05 -3.64342088187961e-06 -3.5555679215993e-06 -3.39689807751844e-06 -1.9715050141027e-06 -6.59360502389856e-07 3.48602455582918e-06
"Immunityhybridboost_184-244" 5.34237661995251e-05 7.94820530516652e-05 6.85520256511249e-05 6.81764291352079e-05 1.93480834179389e-05 2.35422867348256e-05 5.23812899461451e-05 0.000106518126943226 0.000104396168210515 8.60105872948416e-05 6.95763523268467e-05 6.86443620887329e-05 6.91958540103779e-05 1.89217564956557e-05 2.07572512900224e-05 2.00069840081343e-05 2.1841704343328e-05 3.70679985672919e-05 7.17694027628577e-05 0.00010249505279714 9.61711249208596e-05 8.0100018948157e-05 2.278841890406e-05 3.03297524960237e-05 7.93284491116293e-05 0.000593769759099768 0.000100135962388498 8.04017398732563e-05 6.91534533824378e-05 6.87813270050141e-05 6.92316308181061e-05 2.12296599502065e-05 2.28352178730823e-05 3.19197493509922e-05 4.08892445468855e-05 6.63396456659193e-05 8.09879762612366e-05 9.1475109798674e-05 8.83285774765158e-05 7.93378713556753e-05 2.29411226619944e-05 5.17338287805792e-05 9.77673029085899e-05 7.23732395300635e-05 3.15895814220108e-05 2.70030965883451e-05 2.75965110528414e-05 5.08524619547097e-05 8.0272916859263e-05 6.87434242001533e-05 6.83970186377614e-05 0.000102897994764337 8.13264575792045e-05 6.89724061491092e-05 6.823455904783e-05 -3.93363951712607e-06 -3.79212337453011e-06 -3.60821439549681e-06 -1.90980783434555e-06 -7.76419447929319e-07 2.60759090530851e-06
"Immunityhybridboost_245-305" 5.90224190031068e-05 0.000125001894351318 8.57035672447757e-05 7.87814304051784e-05 1.88540124546763e-05 2.25935158494652e-05 4.27409902979931e-05 8.49639037809529e-05 0.000127397083643037 0.000128957543178256 8.81853081499531e-05 8.01659856336733e-05 7.93861959085151e-05 1.83007242034821e-05 1.98424321630545e-05 1.90249803075076e-05 2.05535608554608e-05 3.64217633269461e-05 6.54771928799026e-05 9.65402264631899e-05 0.000129094989259306 0.000111804980388507 2.25932706090842e-05 2.95694706345802e-05 6.69098573837346e-05 0.000100135962388498 0.000641740051409716 0.000117099595644985 8.47451929764551e-05 8.00455322580601e-05 7.9149043198269e-05 2.05782882362468e-05 2.18688455170452e-05 2.79977568854659e-05 3.84957033686856e-05 7.31144507998551e-05 9.34209205438455e-05 9.8665037419489e-05 0.000114637047791631 0.000105722853627236 2.19435986913786e-05 4.2761271593617e-05 9.32672743439174e-05 7.95971297043245e-05 3.70008188262948e-05 2.870172218016e-05 2.64799696376494e-05 4.43801540822533e-05 0.000127717735122056 8.62838071814609e-05 7.92855255737922e-05 0.000128670843473613 0.000125244830770796 8.64359491023934e-05 7.96832016983689e-05 -4.19636499740462e-06 -4.35541150814823e-06 -4.62175759706708e-06 -3.60588564674809e-06 -2.5154870195043e-06 2.70721330140301e-06
"Immunityhybridboost_306-366" 7.55170918167846e-05 0.000215688907669431 0.000210456895817104 0.000176159856686677 1.8657965029097e-05 2.18933010841886e-05 3.75254785828969e-05 6.54610588081744e-05 9.91705544790293e-05 0.00019286954201853 0.000208594742708311 0.00018083544828626 0.000173902085073053 1.80899589752776e-05 1.93899981623119e-05 1.86618638772585e-05 1.98669883792663e-05 3.17707976217226e-05 6.03539640815234e-05 8.26473403532661e-05 0.000123988273280261 0.000210427156721208 2.21314453916819e-05 3.00657500677461e-05 6.26718312352794e-05 8.04017398732563e-05 0.000117099595644985 0.00147986470266353 0.000198958659130997 0.00018016656091805 0.000172250833638286 2.01409208623545e-05 2.15823957261483e-05 2.62699641897047e-05 3.29814461812867e-05 6.47325310142469e-05 0.000108725148813576 0.000127281991974836 0.000145891947745604 0.000197127420382025 2.17170442318852e-05 3.85621298265163e-05 7.29072209560112e-05 7.14047433177453e-05 4.15367957704232e-05 4.04262778804672e-05 3.27788532519287e-05 3.93661354386364e-05 0.000216989158209017 0.000211524808094681 0.000176802712833003 0.00010908474571602 0.000202369876612094 0.000207117734012651 0.000180057283499975 -4.16843854969007e-06 -4.4476495896641e-06 -4.6856787510902e-06 -3.61437703218161e-06 -2.27478409629014e-06 3.65181546845685e-06
"Immunityhybridboost_367-427" 0.00010305504788544 0.000164053799821305 0.000385490483693446 0.000425917420154038 1.87897224412805e-05 2.13439792501214e-05 3.41261355051559e-05 5.45904047441718e-05 7.08055061667315e-05 0.000130911321113295 0.00037531978700791 0.000421268259848374 0.00042295399588424 1.84137542954148e-05 1.95277589819378e-05 1.88910220851696e-05 1.98342333944457e-05 2.82894404547375e-05 4.82701292665832e-05 7.28753538890534e-05 0.000107568712686282 0.000200449897541361 2.14035875198485e-05 2.92416039601558e-05 6.45077866413327e-05 6.91534533824378e-05 8.47451929764551e-05 0.000198958659130997 0.00204732514996579 0.000421769081166793 0.000421236049332767 2.00785495299648e-05 2.1285532966684e-05 2.588520349553e-05 2.99471951823059e-05 4.91977367545062e-05 9.49309703775737e-05 0.00016787684538674 0.000192265945814693 0.00024356729618244 2.14107714090611e-05 3.71289528042219e-05 6.06710109278253e-05 5.31994396839855e-05 3.88248034260905e-05 5.29909885043282e-05 4.67270702803879e-05 4.04537550675572e-05 0.000151994804630927 0.000384951312561945 0.000426345694409208 7.55775691642063e-05 0.000168459592652023 0.000382446420070398 0.000425774898773287 -4.06852230744116e-06 -4.05172094942691e-06 -3.87657512807895e-06 -2.04705564828158e-06 -7.87349297835821e-07 2.84137352889707e-06
