"names_fin" "eff_tau_fin"
"2" "Immunityfull_001-061" 0.452457234262015
"3" "Immunityfull_062-122" 0.338913899427965
"4" "Immunityfull_123-183" 0.225370564593914
"5" "Immunityfull_184-244" 0.111827229759864
"6" "Immunityfull_245-305" -0.00171610507418629
"7" "Immunityfull_306-366" -0.115259439908237
"8" "Immunityfull_367-427" -0.228802774742287
"9" "Immunityfull_428-488" -0.342346109576337
"10" "Immunityfull_489-549" -0.455889444410388
"11" "Immunityboost_001-061" 0.650419902049544
"12" "Immunityboost_062-122" 0.266310200484416
"13" "Immunityboost_123-183" -0.117799501080712
"14" "Immunityboost_184-244" -0.501909202645841
"15" "Immunityboost_245-305" -0.886018904210969
"16" "Immunityinf_062-122" 0.688687939410461
"17" "Immunityinf_123-183" 0.540558568397474
"18" "Immunityinf_184-244" 0.392429197384486
"19" "Immunityinf_245-305" 0.244299826371499
"20" "Immunityinf_306-366" 0.0961704553585114
"21" "Immunityinf_367-427" -0.051958915654476
"22" "Immunityinf_428-488" -0.200088286667464
"23" "Immunityinf_489-549" -0.348217657680451
"24" "Immunityhybridfull_001-061" 0.949575833208569
"25" "Immunityhybridfull_062-122" 0.762846704251168
"26" "Immunityhybridfull_123-183" 0.576117575293766
"27" "Immunityhybridfull_184-244" 0.389388446336364
"28" "Immunityhybridfull_245-305" 0.202659317378963
"29" "Immunityhybridfull_306-366" 0.0159301884215611
"30" "Immunityhybridfull_367-427" -0.170798940535841
"31" "Immunityhybridfull_428-488" -0.357528069493242
"32" "Immunityhybridboost_001-061" 0.837542178740112
"33" "Immunityhybridboost_062-122" 0.644206191381926
"34" "Immunityhybridboost_123-183" 0.45087020402374
"35" "Immunityhybridboost_184-244" 0.257534216665554
"36" "Immunityhybridboost_245-305" 0.0641982293073678
