names,Immunity_other,Immunityboost_001-061,Immunityboost_062-122,Immunityboost_123-183,Immunityboost_184-244,Immunityboost_245-305,Immunityboost_306-366,Immunityboost_367-427,Immunityboost_428-488,Immunityfull_062-122,Immunityfull_123-183,Immunityfull_184-244,Immunityfull_245-305,Immunityfull_306-366,Immunityfull_367-427,Immunityfull_428-488,Immunityfull_489-549,Immunityhybridboost_001-061,Immunityhybridboost_062-122,Immunityhybridboost_123-183,Immunityhybridboost_184-244,Immunityhybridboost_245-305,Immunityhybridboost_306-366,Immunityhybridboost_367-427,Immunityhybridboost_428-488,Immunityhybridfull_062-122,Immunityhybridfull_123-183,Immunityhybridfull_184-244,Immunityhybridfull_245-305,Immunityhybridfull_306-366,Immunityhybridfull_367-427,Immunityhybridfull_428-488,Immunityhybridfull_489-549,Immunityinf_062-122,Immunityinf_123-183,Immunityinf_184-244,Immunityinf_245-305,Immunityinf_306-366,Immunityinf_367-427,Immunityinf_428-488,Immunityinf_489-549,Immunitysecboost_001-061,Immunitysecboost_062-122,Immunitysecboost_123-183,Immunitysecboost45_001-061,Immunitysecboost45_062-122,AgeGr0-11,AgeGr12-15,AgeGr16-17,AgeGr18-24,AgeGr25-29,AgeGr30-34,AgeGr35-39,AgeGr45-49,AgeGr50-54,AgeGr55-59,AgeGr60-64,AgeGr65-69,AgeGr70-74,AgeGr75-79,AgeGr80+,SexM
Immunityfull_123-183,2.999349312453688e-4,3.5904813826556154e-4,3.903199742189868e-4,6.147704677224767e-4,6.123489842444428e-4,4.0241821106341456e-4,2.3650832750723161e-4,1.6188214061442407e-4,1.4329364914302645e-4,4.447577932537451e-4,0.05619546840850938,5.592569751249477e-4,3.9003032157857126e-4,4.1604877251914845e-4,4.65140329574835e-4,3.371001333437484e-4,2.635692067024359e-4,2.5858266756733587e-4,2.536192425801347e-4,4.329852125684983e-4,4.415071433704095e-4,3.369861331395267e-4,2.266283144650075e-4,1.6880962109482695e-4,1.5353608932912013e-4,3.344175245599379e-4,5.515419395132783e-4,4.909953257542423e-4,3.9849149699047514e-4,3.218717468755777e-4,3.3614503370905366e-4,3.120655878127488e-4,2.6456078625376734e-4,3.2600369628985146e-4,5.492928091631168e-4,4.7898188462024935e-4,4.0915293486150963e-4,3.1482725625472306e-4,2.660207976322884e-4,5.011871308597378e-4,5.494577368595728e-4,2.8509760898842625e-4,1.8222637470752256e-4,1.505631870584219e-4,1.7829986965796482e-4,1.5179796097351735e-4,-2.426160007272514e-6,-3.8301428236205365e-4,-1.8275311554683655e-4,-1.8785967349980887e-4,-1.5645981113242426e-4,-1.0888255771010347e-4,-4.672289562748182e-5,1.587789876875479e-5,3.068283702354399e-5,5.083508873609231e-5,6.8109253309049e-5,8.79861021792925e-5,1.0566409100910835e-4,1.1896402161285278e-4,1.577538059055293e-4,1.3074833020668257e-5
Immunityfull_184-244,3.1250915345135496e-4,3.965298234950039e-4,4.1132300009654593e-4,5.589848016479946e-4,5.84785574876999e-4,4.4542493594645205e-4,2.811345529921758e-4,1.821445841366777e-4,1.5600022799501395e-4,4.316722550259485e-4,5.592569751249477e-4,0.013703194875584945,4.3125976983443977e-4,4.287983388963336e-4,4.913345807811346e-4,3.824565823424578e-4,2.9880982387400047e-4,2.999050980791852e-4,2.776365079163602e-4,0.00044336473483292754,4.6984050408191126e-4,3.836368950084354e-4,2.642275484661078e-4,1.8938686402513656e-4,1.6712460884766713e-4,3.502143269814474e-4,5.395611781739856e-4,5.181818767200603e-4,4.378178382204961e-4,3.574119515877322e-4,3.69590194535236e-4,3.550751541141972e-4,2.9669020423599824e-4,3.2986385827624506e-4,5.183079862126754e-4,4.702115894613609e-4,3.9324194515641706e-4,2.950844509394372e-4,2.302253267527807e-4,4.390639528727587e-4,5.262360653520896e-4,3.346419595586973e-4,2.1038066448722878e-4,1.6882927776952242e-4,2.0455642606432247e-4,1.6909418829921447e-4,2.4744077600660465e-4,-2.908558926378634e-4,-2.16450570207877e-4,-2.0065934680970097e-4,-1.3425847636736382e-4,-9.278158579719462e-5,-4.367112699972532e-5,1.3581395757069654e-5,2.753944614044203e-5,5.332881201114993e-5,7.140220000919034e-5,9.127434093423078e-5,1.1336948950042115e-4,1.2183446457442865e-4,1.7423103762882893e-4,4.825534677649067e-6
Immunityfull_245-305,3.495846289562968e-4,4.2192503394934493e-4,4.0806752004262276e-4,4.313341657413803e-4,4.2295739902350316e-4,4.2619901219869305e-4,3.73119868280939e-4,2.450697089197573e-4,2.0369336884712964e-4,3.8946897446289657e-4,3.9003032157857126e-4,4.3125976983443977e-4,0.007264254123476844,4.2792923170861336e-4,4.553451725868124e-4,4.329298864059401e-4,3.5411010657244936e-4,3.650013475612321e-4,3.2898593159426176e-4,3.8849203339714035e-4,4.3717440377721037e-4,4.1927524929517943e-4,3.5120550876367105e-4,2.5092577226631344e-4,2.1615040425782746e-4,3.862627763375169e-4,4.426263050202167e-4,4.904268616704463e-4,4.6015492997575114e-4,4.18696075584095e-4,4.043745653126796e-4,4.245828080057361e-4,3.5777085477730334e-4,3.6115161261984313e-4,4.0740995154797314e-4,4.3339775897636274e-4,3.961823750538277e-4,3.515215716608477e-4,2.6931601849036773e-4,3.4588096927668524e-4,4.168099881950913e-4,3.929089516466847e-4,2.9264758763426974e-4,2.248450602773407e-4,2.850942939673541e-4,2.2144177994223426e-4,4.1389360857761997e-4,-2.2177335049937034e-4,-2.1113839157409773e-4,-2.449723134477738e-4,-1.4829949590922518e-4,-9.707277387171447e-5,-4.9210012981476427e-5,1.7006665931331413e-5,3.9105460617670056e-5,7.424355978635976e-5,1.0324531667311223e-4,1.2899309136605726e-4,1.4924454115709137e-4,1.5288288339768475e-4,2.0909032908010124e-4,-4.216109311494828e-6
Immunityfull_306-366,3.767733609644581e-4,3.963750205069771e-4,4.338190728644765e-4,4.714963573937428e-4,4.412570605343274e-4,3.7826544642068587e-4,3.678499537103105e-4,3.692363450864123e-4,3.193094618664938e-4,4.1535718927457625e-4,4.1604877251914845e-4,4.287983388963336e-4,4.2792923170861336e-4,0.0077748370466597366,4.590714157563941e-4,4.120318610349956e-4,3.9466168119100257e-4,3.7375493225264174e-4,3.850725887581935e-4,4.0877415895053593e-4,4.1455368093438577e-4,3.95478611662977e-4,3.9545637516961887e-4,3.777783094651025e-4,3.344845059886837e-4,4.3002391337231346e-4,4.721275722350575e-4,4.778276055719978e-4,4.578170832869396e-4,4.513607681037233e-4,4.517446368710662e-4,4.429821108529238e-4,4.280573659272025e-4,4.0457265249607173e-4,4.289646221420344e-4,4.033031939415716e-4,3.953880477748687e-4,3.8724367059958677e-4,3.9222743722766074e-4,4.1622069916235943e-4,4.0366676636886367e-4,3.5456089218075003e-4,3.693450872394614e-4,3.5172044421233063e-4,3.817217288283165e-4,3.4639159305643283e-4,4.92625485346296e-4,-3.267870355779408e-4,-3.864271278774261e-4,-3.887105847597022e-4,-0.00021582320477575277,-1.2787623545171826e-4,-6.626601430543809e-5,2.9865473731962237e-5,5.812630970736846e-5,9.898614108803568e-5,1.345173528430588e-4,1.6704930352242554e-4,1.898112534721242e-4,1.9455422720785864e-4,2.555365942125219e-4,-4.4700821444943735e-6
Immunityfull_367-427,3.5048843208226546e-4,4.1574036944334836e-4,4.35018938940714e-4,5.140212510310584e-4,5.189757185773293e-4,4.391898096743027e-4,3.360189222723996e-4,2.805627475242976e-4,2.782891686278769e-4,4.221143581485825e-4,4.65140329574835e-4,4.913345807811346e-4,4.553451725868124e-4,4.590714157563941e-4,0.004274179125866515,4.2374691495118146e-4,3.5949140943016553e-4,3.4822237014493464e-4,3.387806282356293e-4,4.4194121617457347e-4,4.6765843002175055e-4,4.1652857675408296e-4,3.42525962025779e-4,2.971979318051819e-4,2.9447899538110467e-4,4.01271878931724e-4,5.187602712171751e-4,5.270366395385742e-4,4.74337257175878e-4,4.255848935603862e-4,4.3575869978882174e-4,4.261199189086695e-4,3.8028458066482053e-4,3.7031151697259924e-4,4.744599098032754e-4,4.425403711747131e-4,3.8664570090370267e-4,3.2911871527993645e-4,2.907410335910946e-4,4.185216229130613e-4,4.681411570988958e-4,3.629152716849533e-4,2.867288294591717e-4,2.756626236334009e-4,2.839284441327605e-4,2.844543837209095e-4,5.532231025639946e-4,5.1462445881055195e-6,-1.8204657691597598e-4,-2.1473869040178472e-4,-7.269349983171286e-5,-3.981332546684099e-5,-1.877204571642017e-5,3.1076863714667684e-5,6.0352670324532177e-5,1.0578491538855502e-4,1.4615059731092417e-4,1.786205783330782e-4,2.1128134967630312e-4,2.249313182082264e-4,2.951585914994207e-4,3.3100424322719207e-6
Immunityfull_428-488,3.6232509214239987e-4,4.1753753889491193e-4,4.029905103247409e-4,4.019903001387073e-4,3.9459507791428155e-4,4.141103178054295e-4,4.087188544257538e-4,3.1872929128031916e-4,2.730485715712194e-4,3.682343720692422e-4,3.371001333437484e-4,3.824565823424578e-4,4.329298864059401e-4,4.120318610349956e-4,4.2374691495118146e-4,0.0034013679164201917,3.8704093904213323e-4,3.956175490892998e-4,3.7135737961488125e-4,3.854738902620353e-4,4.2159278341536235e-4,4.238326932885103e-4,3.9527297681710583e-4,3.216296698825332e-4,2.8295021836385425e-4,3.982929318500523e-4,4.0339729932732784e-4,4.404867123151242e-4,4.383103747061042e-4,4.240615548673437e-4,4.082754762247419e-4,4.308325697556515e-4,3.885905200396845e-4,3.764049188007463e-4,3.67305262165452e-4,3.7582559407430834e-4,3.576381639042398e-4,3.377692979251305e-4,2.8167641730273183e-4,3.162272771209214e-4,3.6497711317994973e-4,4.081652218168179e-4,3.556302000500033e-4,2.9709101961518283e-4,3.539345137926684e-4,2.93432443267338e-4,4.384973059582388e-4,1.1960906619127845e-4,-1.9181851869534134e-7,-3.902352052273172e-5,3.2152923821154286e-5,3.295470484775784e-5,2.5588032581738055e-5,-2.126612992325937e-6,3.628243071764965e-6,3.072683111623384e-5,5.553502446957094e-5,7.337761817810029e-5,8.51945312469676e-5,8.898716904492023e-5,1.5409735885404442e-4,1.2333408002977044e-5
Immunityfull_489-549,3.9829606735780675e-4,3.706853306635764e-4,3.9229978967158e-4,3.3234239601159023e-4,3.157931223835109e-4,3.4663742160840125e-4,4.20755842739393e-4,5.230445515520645e-4,5.077469359626147e-4,3.5063623548113566e-4,2.635692067024359e-4,2.9880982387400047e-4,3.5411010657244936e-4,3.9466168119100257e-4,3.5949140943016553e-4,3.8704093904213323e-4,0.004908132579478448,4.2164884011742745e-4,4.512898985742784e-4,3.7542454993515304e-4,3.504983536162539e-4,3.8351310707996353e-4,4.564808464442977e-4,5.236615021903206e-4,5.092328046192863e-4,4.1862128494028685e-4,3.401772411490494e-4,3.4033615918076536e-4,3.769620846726585e-4,4.2237824077601404e-4,4.2947585996531214e-4,4.1967219845719784e-4,4.6385370115972134e-4,4.073792921113218e-4,3.1203865301372696e-4,2.840483912446829e-4,3.1030248478339164e-4,3.5798710766529913e-4,4.26559492716238e-4,3.3227762528745535e-4,2.7787106919841513e-4,3.844450664638123e-4,4.822841265586192e-4,5.240571852834339e-4,4.976042450792338e-4,5.218332976184605e-4,3.527359004274281e-4,1.602237822114262e-4,7.049954869432182e-5,1.7422750067615054e-5,5.175463645783433e-5,4.286291618219408e-5,2.948203312283466e-5,-6.668525429397931e-6,-5.911964275742314e-6,1.0205738340446614e-5,2.3415747659863496e-5,3.243026058839974e-5,1.4591966799357747e-5,-3.1409225691549387e-6,3.330459990035314e-5,1.9459059775645592e-5
Immunityhybridboost_001-061,3.772271841033484e-4,0.00038842629594882505,3.8114428260040134e-4,3.2481030642252687e-4,3.197817252191984e-4,3.7234392368543827e-4,4.403836457895571e-4,4.5153417273359725e-4,4.010497573431847e-4,3.3507509681387354e-4,2.5858266756733587e-4,2.999050980791852e-4,3.650013475612321e-4,3.7375493225264174e-4,3.4822237014493464e-4,3.956175490892998e-4,4.2164884011742745e-4,0.0274580431887331,4.3053886245971427e-4,3.6593165681180037e-4,3.621246463974987e-4,3.958075175641496e-4,4.393389250006018e-4,4.409476237776162e-4,3.963529227648698e-4,3.922963183157261e-4,3.158321265363039e-4,3.2939862250228584e-4,3.686329070128007e-4,3.986828594262933e-4,3.8839730044031506e-4,3.991242734656831e-4,4.141294638726598e-4,3.8456444694619544e-4,2.940398811865477e-4,2.8187521595918734e-4,2.9975726588339836e-4,3.2502462263826146e-4,3.3753291360312906e-4,2.7941520658767615e-4,2.7563857764768406e-4,4.1813581330979406e-4,4.6124454602650215e-4,4.4010788025928237e-4,4.7049654468860226e-4,4.269909511235975e-4,2.543155078791146e-4,7.442209700939677e-5,2.2434424327416153e-5,-8.767680686456261e-7,2.3652754913504636e-5,2.511403823660866e-5,1.8780703650980652e-5,-1.5701452877645376e-5,-2.239603751781261e-5,-2.9683653442173448e-5,-6.143194448146648e-5,-7.795764127666718e-5,-9.989433508415091e-5,-1.2375363671503692e-4,-8.563838990093558e-5,-2.6279992030787625e-05
Immunityhybridboost_062-122,4.04571360198872e-4,3.5846963252322557e-4,3.8722830839533844e-4,3.2845042142068116e-4,3.0758980774122085e-4,3.313482049391154e-4,4.2713137830892886e-4,5.826146741592823e-4,6.302303887430327e-4,3.43888315365826e-4,2.536192425801347e-4,2.776365079163602e-4,3.2898593159426176e-4,3.850725887581935e-4,3.387806282356293e-4,3.7135737961488125e-4,4.512898985742784e-4,4.3053886245971427e-4,0.027506627383436743,3.802301363721417e-4,3.337581503207436e-4,3.723314760121056e-4,4.7172282661869135e-4,5.870311122315051e-4,6.248645657767599e-4,4.198060485780482e-4,3.195112906716317e-4,3.017323761787559e-4,3.5006454492789645e-4,4.1567548836838746e-4,4.2717428001038597e-4,4.0794537118107394e-4,4.7331580361632385e-4,4.1352361008720103e-4,2.9652291166025604e-4,2.498605344371517e-4,2.86672234250566e-4,3.559313539249013e-4,4.537697546007651e-4,3.4878418341685835e-4,2.515456433600007e-4,3.84747494314537e-4,5.202700839291736e-4,6.08568344085329e-4,5.319212350737915e-4,6.201900613689404e-4,2.719675681536132e-4,8.761906227430776e-5,2.8323857972921007e-5,6.030132434992464e-6,2.6505201551879046e-5,2.7354917980920048e-5,2.0663852691633233e-5,-1.807841438429021e-5,-2.4890377722898868e-5,-2.8043235217111877e-5,-4.2122582402189844e-5,-5.144181947784401e-5,-7.594199979455599e-5,-1.084320679710042e-4,-6.464544189216372e-5,-2.351604906836851e-5
Immunityhybridboost_123-183,3.5177567462632076e-4,3.898363823499187e-4,4.119176433500274e-4,4.888794433842563e-4,5.051472303291591e-4,4.231446471242449e-4,3.467750753562838e-4,3.811727740496151e-4,4.2394174063099707e-4,3.9560873058478184e-4,4.329852125684983e-4,0.00044336473483292754,3.8849203339714035e-4,4.0877415895053593e-4,4.4194121617457347e-4,3.854738902620353e-4,3.7542454993515304e-4,3.6593165681180037e-4,3.802301363721417e-4,0.04211489001140665,4.360501498530864e-4,3.945109582686396e-4,3.604886847220442e-4,3.922365087893097e-4,4.2657695000772664e-4,3.838918001511838e-4,4.6376098431290534e-4,4.317227498004199e-4,4.0279461911605334e-4,3.8262408280368283e-4,4.0606931119860525e-4,3.809151889900314e-4,3.8315667271293614e-4,3.656690910864839e-4,4.3521022854839663e-4,3.6044371841986185e-4,3.1563018250964977e-4,2.823535155426628e-4,2.9987717795437226e-4,4.043046641345172e-4,4.1415105113117874e-4,3.6860309844860003e-4,3.52392898364236e-4,3.992199984873835e-4,3.515906633974132e-4,4.128820153797727e-4,3.532838746588499e-4,1.2548240036471247e-4,4.152373890070702e-5,1.5469262939545564e-5,4.0359703354720967e-5,3.907114390315945e-5,2.8629687012137568e-5,-2.2370734461326275e-5,-2.6008349744428398e-5,-2.0331729733591373e-5,-1.1790805393849635e-5,-4.690157469320723e-8,-1.0782657008132914e-6,-1.486880372210581e-5,4.865495517930586e-5,-1.7757203027330922e-5
Immunityhybridboost_184-244,3.3302487609596727e-4,4.20577247889595e-4,4.132461729690385e-4,4.947058101619288e-4,5.183881221757851e-4,4.5815801153845537e-4,3.575447226981308e-4,2.525490020064843e-4,2.210461528926985e-4,3.937196566176897e-4,4.415071433704095e-4,4.6984050408191126e-4,4.3717440377721037e-4,4.1455368093438577e-4,4.6765843002175055e-4,4.2159278341536235e-4,3.504983536162539e-4,3.621246463974987e-4,3.337581503207436e-4,4.360501498530864e-4,0.013291860529194503,4.2496501702763415e-4,3.381906487630161e-4,2.5894701764295213e-4,2.3092601571210382e-4,3.7403684085253865e-4,4.785906518659313e-4,4.8347962547181457e-4,4.430678163649143e-4,3.9048984025382046e-4,3.920928311011366e-4,3.981238992346582e-4,3.449497656550004e-4,3.4979211072833733e-4,4.445072892757222e-4,4.097183591041558e-4,3.4877600362988965e-4,2.78283363047094e-4,2.1088476844002867e-4,3.590407400977858e-4,4.4795341618419194e-4,3.9205036197724003e-4,0.00028792687584206883,2.373722002426955e-4,2.826972043374959e-4,2.369508426968495e-4,4.2024157165898194e-4,1.9219386532728003e-4,1.0872583648609752e-4,5.456806452609665e-5,8.080843127397759e-5,7.313136283071686e-5,4.9218059902013676e-5,-3.2989796653188166e-5,-3.258606727633818e-5,-1.8824572100456748e-5,8.730125168186191e-6,4.492676892835163e-5,6.096903671206926e-5,6.36049450703886e-5,1.3577593365045505e-4,-1.1754670935728272e-5
Immunityhybridboost_245-305,3.5549443268820594e-4,4.1263308666804354e-4,3.9679691435990294e-4,3.986766750857902e-4,4.065694254991603e-4,4.233995259455796e-4,4.0287889040648017e-4,3.2631352908555093e-4,2.8878127659424675e-4,3.611600298945515e-4,3.369861331395267e-4,3.836368950084354e-4,4.1927524929517943e-4,3.95478611662977e-4,4.1652857675408296e-4,4.238326932885103e-4,3.8351310707996353e-4,3.958075175641496e-4,3.723314760121056e-4,3.945109582686396e-4,4.2496501702763415e-4,0.010226959987156349,3.8899618276591873e-4,3.285896753036461e-4,2.953975658210336e-4,3.8540138659753134e-4,3.9720906933991894e-4,4.24147869600814e-4,4.2245956398593e-4,4.056015952847532e-4,3.9662923636720154e-4,4.14030343079553e-4,3.794970714181908e-4,3.6612215651795184e-4,3.659583767664646e-4,3.625174456491014e-4,3.382553320770217e-4,3.120660385039563e-4,2.64273728571154e-4,3.0986562977794506e-4,3.6662691342707014e-4,4.10506683158527e-4,3.576014193159081e-4,3.1048108915973784e-4,3.5560441771946707e-4,3.0710050279853234e-4,3.7515204370954484e-4,1.7660134302775317e-4,1.1340752695335348e-4,5.8403123748660336e-5,7.992288477877322e-5,7.207225493413347e-5,4.858491960668151e-5,-3.4851286348951965e-5,-3.9413170293605914e-5,-3.522582693410535e-5,-2.3330968892257022e-5,1.0172796808985528e-5,1.5691531362659252e-5,1.5470555484082376e-5,7.643741366259116e-5,-1.0057625610175827e-5
Immunityhybridboost_306-366,4.078084561803383e-4,3.6968130233005114e-4,3.882540744164355e-4,3.0660335543206607e-4,2.7900024672946634e-4,3.2944896006652913e-4,4.475719640649688e-4,5.451445020316068e-4,5.374631952715879e-4,3.371599299835898e-4,2.266283144650075e-4,2.642275484661078e-4,3.5120550876367105e-4,3.9545637516961887e-4,3.42525962025779e-4,3.9527297681710583e-4,4.564808464442977e-4,4.393389250006018e-4,4.7172282661869135e-4,3.604886847220442e-4,3.381906487630161e-4,3.8899618276591873e-4,0.020895459972377902,5.481671839271985e-4,5.39726695308337e-4,4.3109899849571253e-4,3.1231178695590535e-4,3.206688360933915e-4,3.762063944022447e-4,4.4000586859558726e-4,4.3695106334271214e-4,4.376105761342283e-4,4.818669586918382e-4,4.2105850020656853e-4,2.8328144059622614e-4,2.6694010097731236e-4,3.1266985873966657e-4,3.812705915571429e-4,4.478533113495649e-4,3.200100269678135e-4,2.4670515635387543e-4,3.9375848910016924e-4,5.132558888315986e-4,5.474124232016631e-4,5.293699177275362e-4,5.462630733619572e-4,3.4374137790663107e-4,1.7109127177597952e-4,1.1861509241536037e-4,6.354960374588e-5,7.863907910328908e-5,7.216684178802905e-5,4.80868530784976e-5,-3.237225684311433e-5,-3.6568425800389176e-5,-3.309576576278179e-5,-2.4081037177023638e-5,8.496270150708591e-6,-6.2558720698010246e-6,-1.955769086907335e-5,2.630012152914727e-5,-9.668420367862799e-6
Immunityhybridboost_367-427,4.6687514239564807e-4,2.9311214367671787e-4,3.834923362234073e-4,2.55012197111646e-4,2.1751115106470625e-4,2.501059487884587e-4,0.00040812553967705236,8.89146990608134e-4,0.001141357851144142,3.368910603390571e-4,1.6880962109482695e-4,1.8938686402513656e-4,2.5092577226631344e-4,3.777783094651025e-4,2.971979318051819e-4,3.216296698825332e-4,5.236615021903206e-4,4.409476237776162e-4,5.870311122315051e-4,3.922365087893097e-4,2.5894701764295213e-4,3.285896753036461e-4,5.481671839271985e-4,0.0509266256076453,0.0011331579325941394,4.638278930140115e-4,2.7649104353423586e-4,2.1677491377656988e-4,2.9690759927261255e-4,4.423296999529682e-4,5.060229781814173e-4,4.24061434623542e-4,6.024384803182867e-4,4.620181050902807e-4,2.557974906169619e-4,1.669926429422297e-4,2.4465133715554646e-4,4.1757160168236126e-4,7.06182076162749e-4,4.499234394586153e-4,1.6658181921634053e-4,3.288571061989258e-4,6.559906593997982e-4,0.0010000093698677222,6.717507348666447e-4,0.0010668805262128878,2.479722002397064e-4,1.0625267256953664e-4,7.394169575013736e-5,3.810138277949601e-5,4.568713323720608e-5,4.648071768265241e-5,3.1194869946871444e-5,-2.851649088174755e-5,-4.166251008194411e-5,-6.004247616064969e-5,-8.917041621228691e-5,-6.719383738027235e-5,-1.0200619670374601e-4,-1.2521396590339426e-4,-9.048879536543426e-5,-9.412687827441373e-6
Immunityhybridboost_428-488,5.126210160341072e-4,2.6181857412741524e-4,3.626862284604046e-4,2.388315398451967e-4,1.8985189812746308e-4,2.2516152804090203e-4,3.625946921642986e-4,0.0010105680810953833,0.002525644295657717,3.3361704142679225e-4,1.5353608932912013e-4,1.6712460884766713e-4,2.1615040425782746e-4,3.344845059886837e-4,2.9447899538110467e-4,2.8295021836385425e-4,5.092328046192863e-4,3.963529227648698e-4,6.248645657767599e-4,4.2657695000772664e-4,2.3092601571210382e-4,2.953975658210336e-4,5.39726695308337e-4,0.0011331579325941394,0.3358371234806316,4.5884163712053464e-4,2.718005027419076e-4,1.8876566987463872e-4,2.574621702729134e-4,4.3223827745988297e-4,5.284583384622263e-4,4.232597242741124e-4,6.391180445601114e-4,4.5803379848726675e-4,2.558561600136492e-4,1.4077760462671878e-4,2.0591241725626916e-4,4.316525620445561e-4,7.780795541361639e-4,7.077905811115954e-4,1.451112601266985e-4,2.9677153945635e-4,6.546510822261018e-4,0.001357303619835782,6.021762936615033e-4,0.0016274932770628397,2.5335713744441333e-4,1.231115440366493e-4,9.417810905635412e-5,5.18043393278375e-5,4.354288846588203e-5,4.9450397218982095e-5,2.956324338844688e-5,-2.343652772167493e-5,-2.897327850791138e-5,-2.356142490522755e-5,-2.0100946201623493e-5,5.279455094288568e-6,-6.0057604994602326e-5,-1.0669957971265099e-4,-1.1150553000055838e-4,-4.808616562738526e-6
Immunityhybridfull_062-122,3.9340433749957026e-4,3.7656135715893424e-4,4.063413561384804e-4,3.986618122293629e-4,3.6238056557128174e-4,3.4717971383237367e-4,3.929976203462426e-4,4.5286020767640426e-4,4.4824757897472616e-4,3.797676829434305e-4,3.344175245599379e-4,3.502143269814474e-4,3.862627763375169e-4,4.3002391337231346e-4,4.01271878931724e-4,3.982929318500523e-4,4.1862128494028685e-4,3.922963183157261e-4,4.198060485780482e-4,3.838918001511838e-4,3.7403684085253865e-4,3.8540138659753134e-4,4.3109899849571253e-4,4.638278930140115e-4,4.5884163712053464e-4,0.16709778645542664,4.0228130311617863e-4,4.050862490900686e-4,4.156096655083132e-4,4.430393888554564e-4,4.4577426382723856e-4,4.393195062662249e-4,4.5490882335233153e-4,4.1380035230272e-4,3.6754877880722963e-4,3.449642845354172e-4,3.596239006490977e-4,3.9107884166346077e-4,4.300205629907082e-4,3.867172606702188e-4,3.3483527875590195e-4,3.61063666136905e-4,4.251425490093658e-4,4.524698912607464e-4,4.349312297196592e-4,4.565617187799741e-4,4.2351240762963016e-4,7.381950861979097e-5,4.651813004074867e-5,-1.5075549538849763e-5,-4.341173605231013e-5,-3.7067425679736864e-5,-2.0930607258849184e-5,-1.3223789939173398e-6,1.786133268158991e-5,4.723276756913081e-5,1.0460216522608317e-4,1.5331135221396955e-4,1.5964808141252389e-4,1.4266847201788312e-4,1.9168527250295773e-4,1.4969446176589224e-5
Immunityhybridfull_123-183,3.418291271030592e-4,4.0166267776808434e-4,4.408891267417823e-4,5.931421647827762e-4,5.895026487687894e-4,4.308621338284644e-4,2.943447303317256e-4,2.571222352080976e-4,2.518347136457638e-4,4.4863403107618275e-4,5.515419395132783e-4,5.395611781739856e-4,4.426263050202167e-4,4.721275722350575e-4,5.187602712171751e-4,4.0339729932732784e-4,3.401772411490494e-4,3.158321265363039e-4,3.195112906716317e-4,4.6376098431290534e-4,4.785906518659313e-4,3.9720906933991894e-4,3.1231178695590535e-4,2.7649104353423586e-4,2.718005027419076e-4,4.0228130311617863e-4,0.12557729844233345,5.509457114127533e-4,4.7399006067541064e-4,4.138325535884544e-4,4.3435969300437984e-4,4.1161766216066113e-4,3.7118842587397204e-4,3.7217387150484925e-4,5.347805126151463e-4,4.6594034575792503e-4,3.974911969806852e-4,3.2413639914571457e-4,2.983380491187511e-4,4.780109982976292e-4,5.180151937079573e-4,3.2589270678184387e-4,2.529886996757321e-4,2.504011116511782e-4,2.5306243001489633e-4,2.575917440223814e-4,5.37465705280775e-4,1.0494084385874056e-4,-4.8832962540249114e-5,-8.616507655303676e-5,-6.656094164368863e-5,-5.994504469986416e-5,-3.315407429425008e-5,7.825895310379381e-6,4.101296089414683e-5,9.540077349047851e-5,1.8773833914567263e-4,2.567652152502227e-4,2.849439835889065e-4,2.9105883866832637e-4,3.492580461980207e-4,1.914528536812367e-5
Immunityhybridfull_184-244,3.4539585522362745e-4,4.274192064130107e-4,4.4039709926752387e-4,5.33273720608427e-4,5.236047392290758e-4,4.441473320364728e-4,3.231948615893703e-4,1.989411789086455e-4,1.6448150234203395e-4,4.3495668354288946e-4,4.909953257542423e-4,5.181818767200603e-4,4.904268616704463e-4,4.778276055719978e-4,5.270366395385742e-4,4.404867123151242e-4,3.4033615918076536e-4,3.2939862250228584e-4,3.017323761787559e-4,4.317227498004199e-4,4.8347962547181457e-4,4.24147869600814e-4,3.206688360933915e-4,2.1677491377656988e-4,1.8876566987463872e-4,4.050862490900686e-4,5.509457114127533e-4,0.05058370564988181,5.123487699044634e-4,4.4194832547016363e-4,4.425700267102791e-4,4.469280374465045e-4,3.687999676075836e-4,3.684110536832428e-4,5.004585723643455e-4,4.98309237664008e-4,4.3294955267781396e-4,3.5657297103335576e-4,2.7619548724272373e-4,4.2525691466281516e-4,5.045251632668184e-4,3.5623951193978955e-4,2.334889318471084e-4,1.7696279347380144e-4,2.2798304790666742e-4,1.7800032808785844e-4,6.655522909294386e-4,6.528183182826615e-5,-3.1818513525574277e-4,-1.9108098057537865e-4,-3.49467166064666e-5,-2.0110201973901632e-5,-1.84401006771513e-5,2.9792183357777213e-05,1.0272676229268638e-4,1.8744015317833133e-4,2.924336703277957e-4,3.697373549749197e-4,3.999322546403239e-4,4.085044603767402e-4,4.687363804165959e-4,1.4422880705619708e-5
