names,Immunity_other,Immunityboost_001-061,Immunityboost_062-122,Immunityboost_123-183,Immunityboost_184-244,Immunityboost_245-305,Immunityboost_306-366,Immunityboost_367-427,Immunityboost_428-488,Immunityfull_062-122,Immunityfull_123-183,Immunityfull_184-244,Immunityfull_245-305,Immunityfull_306-366,Immunityfull_367-427,Immunityfull_428-488,Immunityfull_489-549,Immunityhybridboost_001-061,Immunityhybridboost_062-122,Immunityhybridboost_123-183,Immunityhybridboost_184-244,Immunityhybridboost_245-305,Immunityhybridboost_306-366,Immunityhybridboost_367-427,Immunityhybridboost_428-488,Immunityhybridfull_062-122,Immunityhybridfull_123-183,Immunityhybridfull_184-244,Immunityhybridfull_245-305,Immunityhybridfull_306-366,Immunityhybridfull_367-427,Immunityhybridfull_428-488,Immunityhybridfull_489-549,Immunityinf_062-122,Immunityinf_123-183,Immunityinf_184-244,Immunityinf_245-305,Immunityinf_306-366,Immunityinf_367-427,Immunityinf_428-488,Immunityinf_489-549,Immunitysecboost_001-061,Immunitysecboost_062-122,Immunitysecboost_123-183,Immunitysecboost45_001-061,Immunitysecboost45_062-122,AgeGr0-11,AgeGr12-15,AgeGr16-17,AgeGr18-24,AgeGr25-29,AgeGr30-34,AgeGr35-39,AgeGr45-49,AgeGr50-54,AgeGr55-59,AgeGr60-64,AgeGr65-69,AgeGr70-74,AgeGr75-79,AgeGr80+,SexM
Immunityhybridfull_245-305,3.643530205410752e-4,4.1764967620676536e-4,4.264071595894502e-4,4.53230657578807e-4,4.387082469954513e-4,4.135277696340548e-4,3.7172274780378336e-4,2.8540401086138444e-4,2.3814764185247283e-4,4.024265142144374e-4,3.9849149699047514e-4,4.378178382204961e-4,4.6015492997575114e-4,4.578170832869396e-4,4.74337257175878e-4,4.383103747061042e-4,3.769620846726585e-4,3.686329070128007e-4,3.5006454492789645e-4,4.0279461911605334e-4,4.430678163649143e-4,4.2245956398593e-4,3.762063944022447e-4,2.9690759927261255e-4,2.574621702729134e-4,4.156096655083132e-4,4.7399006067541064e-4,5.123487699044634e-4,0.029894837056006353,4.5072235685125457e-4,4.426535418627032e-4,4.5468186879880305e-4,4.0274616861793217e-4,3.853084361144016e-4,4.273155802084652e-4,4.34815998940634e-4,4.064634320741552e-4,3.7123649064203134e-4,3.1819383740134806e-4,3.774700979599874e-4,4.2440454257226275e-4,3.7621341171929085e-4,3.1615063757544514e-4,2.6089306010718686e-4,3.177322278283675e-4,2.578630653310793e-4,6.19266131829511e-4,1.0984655941278358e-4,-1.8772610194340786e-4,-9.708148935247343e-5,2.9959427904692544e-5,3.6450751068375094e-5,1.3243527521121806e-5,2.848760382654007e-5,9.379632155821523e-5,1.564682845603485e-4,2.330118983117023e-4,2.907869111831878e-4,3.130087922919962e-4,3.1823160775821386e-4,3.8202145028040093e-4,7.0252835719318575e-6
Immunityhybridfull_306-366,3.97014763452489e-4,3.929593538679593e-4,4.184395274991168e-4,3.931110565741208e-4,3.560447438568787e-4,3.593572837390579e-4,4.0401191163201e-4,4.272907800916735e-4,4.163378777428398e-4,3.82948282897473e-4,3.218717468755777e-4,3.574119515877322e-4,4.18696075584095e-4,4.513607681037233e-4,4.255848935603862e-4,4.240615548673437e-4,4.2237824077601404e-4,3.986828594262933e-4,4.1567548836838746e-4,3.8262408280368283e-4,3.9048984025382046e-4,4.056015952847532e-4,4.4000586859558726e-4,4.423296999529682e-4,4.3223827745988297e-4,4.430393888554564e-4,4.138325535884544e-4,4.4194832547016363e-4,4.5072235685125457e-4,0.03272958811993801,4.6684935479773164e-4,4.695511418633082e-4,4.6487007028485583e-4,4.185900067348144e-4,3.6911913573762074e-4,3.6979984463546945e-4,3.8347411532541287e-4,4.109431028949648e-4,4.266550056031887e-4,3.804901536296644e-4,3.4338819992527623e-4,3.7173206920186093e-4,4.144638558587946e-4,4.21736817467336e-4,4.226273957341748e-4,4.2647372181965794e-4,5.839695404755079e-4,1.0488695572019523e-4,-1.4007367536601525e-4,-7.765706987965258e-5,3.396887677771024e-5,5.087474340506914e-5,2.3541241592467783e-5,2.49807117016626e-5,8.264068667255533e-5,1.3279880898750947e-4,1.9766981243750403e-4,2.510148718542399e-4,2.6455513052747894e-4,2.6446860084224e-4,3.274814039155352e-4,3.3534663160148315e-6
Immunityhybridfull_367-427,4.0253459148196857e-4,3.7850319025749046e-4,4.2329578936474226e-4,4.0615214952694926e-4,3.776739773464194e-4,3.5866507666233716e-4,3.7695794783285536e-4,4.820835700374695e-4,5.124092765488633e-4,3.9201464516662536e-4,3.3614503370905366e-4,3.69590194535236e-4,4.043745653126796e-4,4.517446368710662e-4,4.3575869978882174e-4,4.082754762247419e-4,4.2947585996531214e-4,3.8839730044031506e-4,4.2717428001038597e-4,4.0606931119860525e-4,3.920928311011366e-4,3.9662923636720154e-4,4.3695106334271214e-4,5.060229781814173e-4,5.284583384622263e-4,4.4577426382723856e-4,4.3435969300437984e-4,4.425700267102791e-4,4.426535418627032e-4,4.6684935479773164e-4,0.029897507350617896,4.637768865086819e-4,4.8487714561620793e-4,4.203960352040469e-4,3.896224726521588e-4,3.6541091307682236e-4,3.699663922505823e-4,4.0291194480699966e-4,4.674252204494049e-4,4.1875050881044903e-4,3.556090273196073e-4,3.509207324226068e-4,4.2119796687906574e-4,4.984510378817196e-4,4.30931953744788e-4,5.134609158900178e-4,5.903533415762881e-4,1.8410630875495776e-4,7.353469550356158e-6,-4.797630471774102e-5,2.1041697279988923e-5,4.796406333253537e-5,2.9455051087278706e-5,2.2691577625593773e-5,6.528481765237547e-5,1.1178095904061765e-4,1.842829578638668e-4,2.4675482938024175e-4,2.626145000190371e-4,2.6516081648923697e-4,3.2668503829361286e-4,2.355800235687833e-6
Immunityhybridfull_428-488,3.9439822060450674e-4,3.9817472901338986e-4,4.146696330475349e-4,3.863532492418934e-4,3.530285942815092e-4,3.6830368323834947e-4,4.065821456214382e-4,4.076456594488738e-4,4.057048705914221e-4,3.7661339451005075e-4,3.120655878127488e-4,3.550751541141972e-4,4.245828080057361e-4,4.429821108529238e-4,4.261199189086695e-4,4.308325697556515e-4,4.1967219845719784e-4,3.991242734656831e-4,4.0794537118107394e-4,3.809151889900314e-4,3.981238992346582e-4,4.14030343079553e-4,4.376105761342283e-4,4.24061434623542e-4,4.232597242741124e-4,4.393195062662249e-4,4.1161766216066113e-4,4.469280374465045e-4,4.5468186879880305e-4,4.695511418633082e-4,4.637768865086819e-4,0.06714048931153231,4.609531425402404e-4,4.139157469874642e-4,3.659931463865453e-4,3.735120594235268e-4,3.811512925983586e-4,4.014390236066696e-4,4.031106365153726e-4,3.6703429924151945e-4,3.456095326649586e-4,3.7835685873356857e-4,4.0269150721390477e-4,3.9950506450419396e-4,4.088003652010457e-4,4.0470153906187607e-4,5.805514500539272e-4,2.3600481367438365e-4,7.901033782323322e-5,-8.229078815733405e-6,4.244305571896129e-5,6.149251101607849e-5,4.890551837661531e-5,-7.062709159133189e-6,1.6051548796488467e-5,6.762528381604006e-5,1.6263558006415904e-4,2.4044396358423466e-4,2.585664243611927e-4,2.5939850662140323e-4,3.1249055562377156e-4,6.309817177524735e-6
Immunityhybridfull_489-549,4.230756100851061e-4,3.569365718752083e-4,4.074681837800296e-4,3.4193022624985745e-4,3.046599975801078e-4,3.171422574334742e-4,4.0540008783846853e-4,5.83478687388332e-4,6.287230385582966e-4,3.665089385973337e-4,2.6456078625376734e-4,2.9669020423599824e-4,3.5777085477730334e-4,4.280573659272025e-4,3.8028458066482053e-4,3.885905200396845e-4,4.6385370115972134e-4,4.141294638726598e-4,4.7331580361632385e-4,3.8315667271293614e-4,3.449497656550004e-4,3.794970714181908e-4,4.818669586918382e-4,6.024384803182867e-4,6.391180445601114e-4,4.5490882335233153e-4,3.7118842587397204e-4,3.687999676075836e-4,4.0274616861793217e-4,4.6487007028485583e-4,4.8487714561620793e-4,4.609531425402404e-4,0.1255232014739029,4.37670577695099e-4,3.3223386765946584e-4,3.0030452244910995e-4,3.378700573110935e-4,4.120056930609301e-4,5.255050143557562e-4,3.9595890336230994e-4,2.8392903504209605e-4,3.526275604530087e-4,5.00564581983539e-4,6.037464957916975e-4,5.182579097086018e-4,6.173540657835994e-4,5.122677956319256e-4,2.973618190043034e-4,1.7846322363313424e-4,6.0889116840122754e-5,7.374765730907834e-5,7.331692988910865e-5,5.4227674756654476e-5,-1.0928894439565676e-5,5.320101779361736e-6,4.6765080363633795e-5,1.322623444939644e-4,1.9857071818888523e-4,1.9741763636462823e-4,1.8412528385782902e-4,2.1618359558493795e-4,1.2383745814872412e-5
Immunityinf_062-122,3.884430337368311e-4,3.5910342589391973e-4,3.8583355463689775e-4,3.720186669975037e-4,3.377415486626141e-4,3.285093827957123e-4,3.858900231678039e-4,4.547134006190814e-4,4.51277010283511e-4,3.6727298598441025e-4,3.2600369628985146e-4,3.2986385827624506e-4,3.6115161261984313e-4,4.0457265249607173e-4,3.7031151697259924e-4,3.764049188007463e-4,4.073792921113218e-4,3.8456444694619544e-4,4.1352361008720103e-4,3.656690910864839e-4,3.4979211072833733e-4,3.6612215651795184e-4,4.2105850020656853e-4,4.620181050902807e-4,4.5803379848726675e-4,4.1380035230272e-4,3.7217387150484925e-4,3.684110536832428e-4,3.853084361144016e-4,4.185900067348144e-4,4.203960352040469e-4,4.139157469874642e-4,4.37670577695099e-4,0.09131380122695015,3.500141282784714e-4,3.31139575343282e-4,3.545113807265526e-4,3.926999110525885e-4,4.3779187509405677e-4,3.7980641146931034e-4,3.2065124654922914e-4,3.522352191295544e-4,4.268818214412482e-4,4.559407358334741e-4,4.3674336976469143e-4,4.585218270477727e-4,2.676677795030433e-4,1.0097246249084623e-4,9.695343665693474e-5,2.1553798062175947e-5,-4.1632433153416323e-5,-5.597313302432926e-5,-3.750685889592647e-5,1.0591647265729954e-5,1.690024733425115e-5,2.9854976270167717e-5,7.383930308721403e-5,1.0727503958401019e-4,1.0689286580521491e-4,9.561510066645554e-5,1.2480525236996127e-4,9.352937729776641e-6
Immunityinf_123-183,3.2875097762504146e-4,3.723916821654075e-4,4.052425294914541e-4,5.520872860732499e-4,5.570677561028699e-4,4.064246957680947e-4,2.7218647997531416e-4,2.4049765407906372e-4,2.410649748019413e-4,4.3096860437175007e-4,5.492928091631168e-4,5.183079862126754e-4,4.0740995154797314e-4,4.289646221420344e-4,4.744599098032754e-4,3.67305262165452e-4,3.1203865301372696e-4,2.940398811865477e-4,2.9652291166025604e-4,4.3521022854839663e-4,4.445072892757222e-4,3.659583767664646e-4,2.8328144059622614e-4,2.557974906169619e-4,2.558561600136492e-4,3.6754877880722963e-4,5.347805126151463e-4,5.004585723643455e-4,4.273155802084652e-4,3.6911913573762074e-4,3.896224726521588e-4,3.659931463865453e-4,3.3223386765946584e-4,3.500141282784714e-4,0.06718195594549345,4.595876664293263e-4,3.9964367788468375e-4,3.3038453585753773e-4,3.0794627953231453e-4,4.733610346901477e-4,5.095552172786174e-4,3.070856996403447e-4,2.3601173476543472e-4,2.3742328108253012e-4,2.3477895833813345e-4,2.440299501111472e-4,2.478347506366877e-4,-5.359791589617679e-5,-1.077415087475861e-5,-1.1139249176358245e-5,-5.719784239499121e-5,-7.672365551861365e-5,-4.758488449501015e-5,1.3727217995850701e-5,2.394768689137345e-5,5.518318060672614e-5,1.1956255082970865e-4,1.7537316585968416e-4,1.979051643797299e-4,2.042160661207072e-4,2.4848564279431393e-4,1.3964141825865217e-5
Immunityinf_184-244,3.2527471332027857e-4,3.680778002817042e-4,3.6979710985296727e-4,4.3897988749284797e-4,4.339233166993251e-4,3.835702790012812e-4,2.7879487158072053e-4,1.5433353202693533e-4,1.2210525484030466e-4,4.026191049475754e-4,4.7898188462024935e-4,4.702115894613609e-4,4.3339775897636274e-4,4.033031939415716e-4,4.425403711747131e-4,3.7582559407430834e-4,2.840483912446829e-4,2.8187521595918734e-4,2.498605344371517e-4,3.6044371841986185e-4,4.097183591041558e-4,3.625174456491014e-4,2.6694010097731236e-4,1.669926429422297e-4,1.4077760462671878e-4,3.449642845354172e-4,4.6594034575792503e-4,4.98309237664008e-4,4.34815998940634e-4,3.6979984463546945e-4,3.6541091307682236e-4,3.735120594235268e-4,3.0030452244910995e-4,3.31139575343282e-4,4.595876664293263e-4,0.021340666372254947,4.668605974354842e-4,4.055668805262324e-4,3.252528073412363e-4,4.229840858449697e-4,4.88975537322996e-4,3.1170917515950167e-4,1.9219687183524433e-4,1.3424639256262962e-4,1.8508885218450558e-4,1.3364009166692733e-4,1.0340255571010536e-4,-4.5146336827234923e-4,-2.729249293389788e-4,-6.228543298501167e-5,-5.332059729087983e-5,-6.98242895001332e-5,-4.931481724644789e-5,2.6742089235850967e-5,6.786843475666662e-5,1.243856308408887e-4,2.0182677757293185e-4,2.683004596873466e-4,2.9262053833277533e-4,3.00679974704296e-4,3.4356459993055893e-4,1.0561454649420526e-5
Immunityinf_245-305,3.4818095397852336e-4,3.390227909653616e-4,3.515687062486577e-4,3.5951729801838466e-4,3.3490775782247145e-4,3.201285794871373e-4,3.0456736143331405e-4,2.3582323786149682e-4,1.8859637159731544e-4,3.8072987767890645e-4,4.0915293486150963e-4,3.9324194515641706e-4,3.961823750538277e-4,3.953880477748687e-4,3.8664570090370267e-4,3.576381639042398e-4,3.1030248478339164e-4,2.9975726588339836e-4,2.86672234250566e-4,3.1563018250964977e-4,3.4877600362988965e-4,3.382553320770217e-4,3.1266985873966657e-4,2.4465133715554646e-4,2.0591241725626916e-4,3.596239006490977e-4,3.974911969806852e-4,4.3294955267781396e-4,4.064634320741552e-4,3.8347411532541287e-4,3.699663922505823e-4,3.811512925983586e-4,3.378700573110935e-4,3.545113807265526e-4,3.9964367788468375e-4,4.668605974354842e-4,0.02175322145141367,4.6644410431785556e-4,4.2581212298110617e-4,4.128812196946899e-4,4.2058672635095586e-4,2.99553988136707e-4,2.6385629154893964e-4,2.1110062898925798e-4,2.6739220192582364e-4,2.059175169051561e-4,4.029481902900581e-6,-5.846179534530195e-4,-3.4269535473556624e-4,-5.5903137541826795e-5,-2.860149754497998e-5,-3.80909404905334e-5,-3.735532134089168e-5,3.881282513578895e-5,9.374023745148997e-5,1.5230059897095613e-4,2.2211794863256172e-4,2.7928432984378583e-4,2.9840143442734306e-4,3.0413786260550927e-4,3.432553136784274e-4,9.03565162435085e-6
Immunityinf_306-366,3.896661920095777e-4,3.0415166403903866e-4,3.3775791874099994e-4,0.00027481418579388263,2.1765301024214982e-4,2.468675799897445e-4,3.320822399197561e-4,4.0016986788900266e-4,4.1700332116130593e-4,3.5883754487642266e-4,3.1482725625472306e-4,2.950844509394372e-4,3.515215716608477e-4,3.8724367059958677e-4,3.2911871527993645e-4,3.377692979251305e-4,3.5798710766529913e-4,3.2502462263826146e-4,3.559313539249013e-4,2.823535155426628e-4,2.78283363047094e-4,3.120660385039563e-4,3.812705915571429e-4,4.1757160168236126e-4,4.316525620445561e-4,3.9107884166346077e-4,3.2413639914571457e-4,3.5657297103335576e-4,3.7123649064203134e-4,4.109431028949648e-4,4.0291194480699966e-4,4.014390236066696e-4,4.120056930609301e-4,3.926999110525885e-4,3.3038453585753773e-4,4.055668805262324e-4,4.6644410431785556e-4,0.035018910411449125,5.790437963731794e-4,4.2899420930895556e-4,3.273032094419921e-4,2.8457005991913334e-4,3.681748065342135e-4,4.0545357928611984e-4,3.764290957625623e-4,4.1465681813308744e-4,-3.9816433126921976e-5,-6.777649079683122e-4,-3.9756105342612984e-4,-6.0168149634455967e-5,-1.7206854721329894e-5,-1.919249988360261e-5,-2.6893785949907635e-5,4.6726106926603035e-5,1.123509514084049e-4,1.734545073567555e-4,2.3786796023865194e-4,2.9033335707207643e-4,3.0198798597881805e-4,3.0172812243468e-4,3.345440873663151e-4,6.871012915186941e-6
Immunityinf_367-427,4.384836587759994e-4,2.4054652785403713e-4,3.416989621009175e-4,2.3370944883793724e-4,1.6370967865302142e-4,1.7056174915893604e-4,3.1128922571092567e-4,6.7475007970996e-4,7.668326063942511e-4,3.6146023605910724e-4,2.660207976322884e-4,2.302253267527807e-4,2.6931601849036773e-4,3.9222743722766074e-4,2.907410335910946e-4,2.8167641730273183e-4,4.26559492716238e-4,3.3753291360312906e-4,4.537697546007651e-4,2.9987717795437226e-4,2.1088476844002867e-4,2.64273728571154e-4,4.478533113495649e-4,7.06182076162749e-4,7.780795541361639e-4,4.300205629907082e-4,2.983380491187511e-4,2.7619548724272373e-4,3.1819383740134806e-4,4.266550056031887e-4,4.674252204494049e-4,4.031106365153726e-4,5.255050143557562e-4,4.3779187509405677e-4,3.0794627953231453e-4,3.252528073412363e-4,4.2581212298110617e-4,5.790437963731794e-4,0.053439256793545636,5.128868034896675e-4,2.600990986187866e-4,2.2805308020316242e-4,5.028935801642633e-4,7.29530311451459e-4,5.310277637958687e-4,7.554227800579169e-4,-6.435911969464982e-5,-6.514494729301872e-4,-3.6629204228443626e-4,-5.276699854391007e-5,-1.0274333919236019e-5,-1.6717667425686343e-7,-1.5718512894757526e-5,5.4129540263003236e-5,1.2370185515419535e-4,1.802583085744984e-4,2.3332761381171093e-4,2.7798292311116685e-4,2.816249688795631e-4,2.770790366719825e-4,3.050880378487714e-4,5.872882387910335e-6
Immunityinf_428-488,3.704201247845282e-4,3.089082865673553e-4,3.8017388188881716e-4,4.857816643511194e-4,4.5018861497214983e-4,3.1035422785239666e-4,2.506325440483229e-4,4.0662036843108236e-4,6.962206892948107e-4,4.218397439210251e-4,5.011871308597378e-4,4.390639528727587e-4,3.4588096927668524e-4,4.1622069916235943e-4,4.185216229130613e-4,3.162272771209214e-4,3.3227762528745535e-4,2.7941520658767615e-4,3.4878418341685835e-4,4.043046641345172e-4,3.590407400977858e-4,3.0986562977794506e-4,3.200100269678135e-4,4.499234394586153e-4,7.077905811115954e-4,3.867172606702188e-4,4.780109982976292e-4,4.2525691466281516e-4,3.774700979599874e-4,3.804901536296644e-4,4.1875050881044903e-4,3.6703429924151945e-4,3.9595890336230994e-4,3.7980641146931034e-4,4.733610346901477e-4,4.229840858449697e-4,4.128812196946899e-4,4.2899420930895556e-4,5.128868034896675e-4,0.2505830968813478,4.449584094532163e-4,2.495382627289171e-4,3.0840870084893193e-4,4.774090023524394e-4,3.0213100345005727e-4,5.404673855343751e-4,7.87960358694592e-5,-3.500554673111105e-4,-2.194188454411044e-4,-1.2890172257751942e-4,-7.274807798511815e-5,-3.3292036014164015e-5,-1.2430840721841514e-5,2.8406455210095576e-5,7.024784789920253e-5,1.2188818276444252e-4,1.6663479146183287e-4,2.262397664469506e-4,2.4138734160969615e-4,2.4908600438620844e-4,2.8758671062533624e-4,3.6447401429991945e-6
Immunityinf_489-549,3.081854839539774e-4,3.7183040220071514e-4,3.8422718497410765e-4,5.195999391003369e-4,5.448101928980664e-4,4.199266683217695e-4,2.5784592630536855e-4,1.545218022016521e-4,1.296994020533187e-4,4.17822172042329e-4,5.494577368595728e-4,5.262360653520896e-4,4.168099881950913e-4,4.0366676636886367e-4,4.681411570988958e-4,3.6497711317994973e-4,2.7787106919841513e-4,2.7563857764768406e-4,2.515456433600007e-4,4.1415105113117874e-4,4.4795341618419194e-4,3.6662691342707014e-4,2.4670515635387543e-4,1.6658181921634053e-4,1.451112601266985e-4,3.3483527875590195e-4,5.180151937079573e-4,5.045251632668184e-4,4.2440454257226275e-4,3.4338819992527623e-4,3.556090273196073e-4,3.456095326649586e-4,2.8392903504209605e-4,3.2065124654922914e-4,5.095552172786174e-4,4.88975537322996e-4,4.2058672635095586e-4,3.273032094419921e-4,2.600990986187866e-4,4.449584094532163e-4,0.08386505150142187,3.08850441498732e-4,1.8197074033654488e-4,1.3995229095377075e-4,1.7620121696171944e-4,1.41457716480025e-4,1.0458947512271557e-4,-2.396613326330067e-5,1.0533956742033423e-05,-3.32394657879635e-5,-5.714968933540925e-5,-3.425328489230799e-5,-1.6355481412465266e-5,4.771237877821466e-6,1.2406563847822985e-5,4.175225156163274e-5,8.784919251557021e-5,1.5339987004477657e-4,1.7865030357082687e-4,1.9145450633744902e-4,2.4078847185666873e-4,5.557331722885848e-6
Immunitysecboost_001-061,3.516072198756471e-4,4.1257604149426083e-4,3.742431991376692e-4,3.421492774230691e-4,3.523759588145681e-4,4.1603753084964074e-4,4.352177992961694e-4,3.4383492214752127e-4,3.0525520418590336e-4,3.3278566574741075e-4,2.8509760898842625e-4,3.346419595586973e-4,3.929089516466847e-4,3.5456089218075003e-4,3.629152716849533e-4,4.081652218168179e-4,3.844450664638123e-4,4.1813581330979406e-4,3.84747494314537e-4,3.6860309844860003e-4,3.9205036197724003e-4,4.10506683158527e-4,3.9375848910016924e-4,3.288571061989258e-4,2.9677153945635e-4,3.61063666136905e-4,3.2589270678184387e-4,3.5623951193978955e-4,3.7621341171929085e-4,3.7173206920186093e-4,3.509207324226068e-4,3.7835685873356857e-4,3.526275604530087e-4,3.522352191295544e-4,3.070856996403447e-4,3.1170917515950167e-4,2.99553988136707e-4,2.8457005991913334e-4,2.2805308020316242e-4,2.495382627289171e-4,3.08850441498732e-4,0.004968103336414746,3.9484389089920285e-4,3.300029753723813e-4,3.886173454932773e-4,3.184090721240165e-4,2.3072776670323867e-4,6.128160645411455e-5,2.045551315893282e-5,-4.8036835783955515e-6,2.2146803302121725e-5,2.1944707037932178e-5,1.5923982046405194e-5,-1.455043476052018e-5,-2.0934717626166353e-5,-2.3566580537477497e-5,-4.851157897761227e-5,-8.502814536685772e-5,-1.2143244186170295e-4,-1.57613758868588e-4,-1.2168601524337484e-4,-3.208011587615022e-5
Immunitysecboost_062-122,4.200934895286847e-4,3.4310732293019224e-4,3.7502246592062817e-4,2.583401632911176e-4,2.321576930003114e-4,2.9522652722682984e-4,4.6140029633690287e-4,6.64610184970489e-4,6.667416055083906e-4,3.200002603432259e-4,1.8222637470752256e-4,2.1038066448722878e-4,2.9264758763426974e-4,3.693450872394614e-4,2.867288294591717e-4,3.556302000500033e-4,4.822841265586192e-4,4.6124454602650215e-4,5.202700839291736e-4,3.52392898364236e-4,0.00028792687584206883,3.576014193159081e-4,5.132558888315986e-4,6.559906593997982e-4,6.546510822261018e-4,4.251425490093658e-4,2.529886996757321e-4,2.334889318471084e-4,3.1615063757544514e-4,4.144638558587946e-4,4.2119796687906574e-4,4.0269150721390477e-4,5.00564581983539e-4,4.268818214412482e-4,2.3601173476543472e-4,1.9219687183524433e-4,2.6385629154893964e-4,3.681748065342135e-4,5.028935801642633e-4,3.0840870084893193e-4,1.8197074033654488e-4,3.9484389089920285e-4,0.006123366093608764,6.8158425106683e-4,6.215091505739863e-4,6.774670200379152e-4,2.0135219467545736e-4,5.640113610493305e-5,2.3910531702795344e-5,1.952564912999064e-7,2.0286169889324077e-5,2.035963294223214e-5,1.4549312009435662e-5,-1.3446422066136198e-5,-2.053184645504993e-5,-2.628091990366997e-5,-5.6875087766204996e-5,-9.582536134628488e-5,-1.443160958690606e-4,-1.9146133976977278e-4,-1.6512970549796037e-4,-3.627850225556128e-5
Immunitysecboost_123-183,4.740387486848048e-4,2.794828064248918e-4,3.72367767160711e-4,2.3326965629688625e-4,1.9791276524334228e-4,2.4148949230478383e-4,4.019687258353319e-4,9.542237644743377e-4,0.0013776916112921984,3.278900898974413e-4,1.505631870584219e-4,1.6882927776952242e-4,2.248450602773407e-4,3.5172044421233063e-4,2.756626236334009e-4,2.9709101961518283e-4,5.240571852834339e-4,4.4010788025928237e-4,6.08568344085329e-4,3.992199984873835e-4,2.373722002426955e-4,3.1048108915973784e-4,5.474124232016631e-4,0.0010000093698677222,0.001357303619835782,4.524698912607464e-4,2.504011116511782e-4,1.7696279347380144e-4,2.6089306010718686e-4,4.21736817467336e-4,4.984510378817196e-4,3.9950506450419396e-4,6.037464957916975e-4,4.559407358334741e-4,2.3742328108253012e-4,1.3424639256262962e-4,2.1110062898925798e-4,4.0545357928611984e-4,7.29530311451459e-4,4.774090023524394e-4,1.3995229095377075e-4,3.300029753723813e-4,6.8158425106683e-4,0.01778756976674576,6.835529235274748e-4,0.0012134839631506356,1.8399478087886736e-4,5.316110868083004e-5,2.4867578277790403e-5,1.8925362101530342e-6,1.8278026962425328e-5,1.865026348588663e-5,1.3574932743324656e-5,-1.2580858717392117e-5,-1.992099759974167e-5,-2.7413753288897907e-5,-6.164841234058021e-5,-1.0216344635443061e-4,-1.5723342285731777e-4,-2.1059397287836903e-4,-1.8951731189803105e-4,-4.513106339269882e-5
Immunitysecboost45_001-061,4.2393915303370693e-4,3.373463848705946e-4,3.808428735488035e-4,2.570924608735065e-4,2.3038895247680922e-4,2.851895435976754e-4,4.6675058417400733e-4,6.875681893018171e-4,6.112088940672046e-4,3.2236543861933646e-4,1.7829986965796482e-4,2.0455642606432247e-4,2.850942939673541e-4,3.817217288283165e-4,2.839284441327605e-4,3.539345137926684e-4,4.976042450792338e-4,4.7049654468860226e-4,5.319212350737915e-4,3.515906633974132e-4,2.826972043374959e-4,3.5560441771946707e-4,5.293699177275362e-4,6.717507348666447e-4,6.021762936615033e-4,4.349312297196592e-4,2.5306243001489633e-4,2.2798304790666742e-4,3.177322278283675e-4,4.226273957341748e-4,4.30931953744788e-4,4.088003652010457e-4,5.182579097086018e-4,4.3674336976469143e-4,2.3477895833813345e-4,1.8508885218450558e-4,2.6739220192582364e-4,3.764290957625623e-4,5.310277637958687e-4,3.0213100345005727e-4,1.7620121696171944e-4,3.886173454932773e-4,6.215091505739863e-4,6.835529235274748e-4,0.013647808863168706,6.600970668296049e-4,2.0504416680845798e-4,5.9184820133714326e-5,2.619246786644766e-5,3.3077307785646577e-6,2.2638417679536888e-5,2.2166390635164133e-5,1.506390351444393e-5,-1.478515893800102e-5,-2.221897009607618e-5,-2.9390975350339443e-5,-6.458437668258724e-5,-1.0735041293828226e-4,-1.532162736317952e-4,-1.9426370484042644e-4,-1.5008993874432414e-4,-2.983495331775058e-5
Immunitysecboost45_062-122,4.86425207654086e-4,2.723955411139172e-4,3.7081287045899003e-4,2.3744748486116059e-4,2.00448220645251e-4,2.3918547404257374e-4,3.867460399584541e-4,9.953176888886632e-4,0.0016507426322098866,3.3090603273717935e-4,1.5179796097351735e-4,1.6909418829921447e-4,2.2144177994223426e-4,3.4639159305643283e-4,2.844543837209095e-4,2.93432443267338e-4,5.218332976184605e-4,4.269909511235975e-4,6.201900613689404e-4,4.128820153797727e-4,2.369508426968495e-4,3.0710050279853234e-4,5.462630733619572e-4,0.0010668805262128878,0.0016274932770628397,4.565617187799741e-4,2.575917440223814e-4,1.7800032808785844e-4,2.578630653310793e-4,4.2647372181965794e-4,5.134609158900178e-4,4.0470153906187607e-4,6.173540657835994e-4,4.585218270477727e-4,2.440299501111472e-4,1.3364009166692733e-4,2.059175169051561e-4,4.1465681813308744e-4,7.554227800579169e-4,5.404673855343751e-4,1.41457716480025e-4,3.184090721240165e-4,6.774670200379152e-4,0.0012134839631506356,6.600970668296049e-4,0.06019622802758636,1.8899815965053442e-4,5.729828200400826e-5,2.830037312012478e-5,5.920666894820812e-6,2.1108874804889974e-5,2.1133920744634994e-5,1.3967985760758679e-5,-1.3587567815145887e-5,-2.144886429843194e-5,-3.036361738247383e-5,-6.778710105743599e-5,-1.10992729851626e-4,-1.6249276124855928e-4,-2.0844825336393367e-4,-1.7160228566347858e-4,-3.2416747327263545e-5
