"Immunity_other" "Immunityb45_001-061" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridboost_062-122" 0.000199254351181219 0.000228827618215148 0.000210048696583436 0.00021260445121534 0.000223832616080464 0.000215684088399032 0.000211086174207045 0.000223426358481016 0.000241432048172883 0.000245572637647948 0.000203017103498447 0.000200913463689042 0.00020069949612054 0.000206336557289011 0.000203780489361914 0.000213154544568657 0.000206501666546721 0.000214309787599021 0.000225757616860087 0.000213951853344163 0.00746625637510483 0.000218528576698972 0.000210871158185791 0.000213181416138491 0.000227733139314669 0.000241065763994163 0.000216727718565194 0.000215368498963805 0.000206081515804035 0.000208954385760347 0.00021555828560691 0.000209361624956515 0.000215081493936354 0.000225105039794603 0.000213210187684121 0.000204127205357135 0.000190813497357754 0.000189567654865987 0.000194889937953079 0.000210083158342776 0.000206518462504489 0.000195112369769752 0.000234488777164664 0.000247087422584544 0.000212868251876559 0.000230400050426156 0.000244775196673359 0.000147681089208016 4.17954804815875e-05 8.415432373126e-06 2.11465474245478e-06 1.19414279225741e-05 1.33124618773814e-05 6.89226900934023e-06 -5.49707949338724e-06 -7.64539237270907e-06 -5.84728019208787e-06 -4.69463970751789e-06 -4.89193572635539e-06 -6.99481262075203e-06 -1.25961119249947e-05 3.29473447611693e-06 5.59786539200188e-06
"Immunityhybridboost_123-183" 0.000193767111469082 0.00017626824881368 0.000219301399994603 0.000226562717804043 0.000250797054241347 0.000232938077292988 0.000199741656644059 0.000180123558234516 0.000172792740663299 0.00018015288889381 0.000209125653425588 0.000217568475532638 0.000226911457062417 0.000228368382376648 0.000206859475791859 0.000226540022370484 0.000210661944490698 0.000192444768890463 0.000187066370762948 0.000201816227606572 0.000218528576698972 0.00253586783449796 0.000219208362953222 0.000196181967929308 0.00018340097983082 0.000178555881207172 0.000224802838201536 0.000241989945845549 0.000217995701392192 0.000202631414652879 0.000208782366350192 0.000206134528227265 0.000193379707366246 0.000190744514049497 0.000219353104271269 0.000230507974517411 0.000201875480295125 0.000186214294590354 0.000169486790338257 0.000168183523941027 0.000230495118499389 0.000214338023586254 0.000172747925414353 0.000172766227353698 0.000186466865013392 0.00017235968116323 0.000170199389643249 0.000154080406825613 4.96425209846423e-05 1.84360338061863e-05 5.93213254090751e-06 1.74866907829884e-05 1.60963720597737e-05 8.42145791934621e-06 -6.34185546572655e-06 -6.54027943259707e-06 -1.53488430605205e-06 5.14734265791322e-06 9.8910936277848e-06 1.37632548855473e-05 1.40496980682955e-05 3.26051096571375e-05 5.38217357957246e-06
"Immunityhybridboost_184-244" 0.000197847575158161 0.000185853841106375 0.000212510623841805 0.000213143705469601 0.00021421499004422 0.000222733553205124 0.000216379773734625 0.000198068214265573 0.000181982895906732 0.00018321220149503 0.000200302886415345 0.000198672916920684 0.000194028643733897 0.000209865923767995 0.000210570911933335 0.000209612354905098 0.000216810700204426 0.0002071049872388 0.000197419833721565 0.000212581813451672 0.000210871158185791 0.000219208362953222 0.00102412643544522 0.00021323181683857 0.000196923677441529 0.00018593793832412 0.000206854373275407 0.000214350635475074 0.000217275475735485 0.000211252521852883 0.000207372553705842 0.000213822183066098 0.000206658864669355 0.000199785508170932 0.00020117694440614 0.000203184403457035 0.000200701153689389 0.000193245764125177 0.00018217899809276 0.000170980418776844 0.000198667323855705 0.000203700034511688 0.000186571376045312 0.000178678860107912 0.000208742728232067 0.000188521083226633 0.000177918137700255 0.000154485717374668 5.71136388577154e-05 3.08829077908105e-05 1.37423656720952e-05 2.43493499285695e-05 2.152354379873e-05 1.17889716458488e-05 -8.64795338076078e-06 -9.60641527453331e-06 -6.48312447403015e-06 -1.99960078415486e-06 4.69836891445913e-06 7.55966627534254e-06 8.05805406286527e-06 2.60947768929403e-05 3.95794822397529e-06
"Immunityhybridboost_245-305" 0.000205210879736778 0.000243241532237942 0.000200728288361743 0.000194341739174985 0.000181995876139778 0.000198882703049362 0.000234617536874649 0.000252821512393979 0.000246324827092125 0.000235034622834215 0.000191804110014438 0.000175223423213333 0.00015898635861041 0.000178924189531294 0.000207743810271728 0.000190616962396887 0.000211571265624726 0.000240333176223877 0.000237973999527619 0.000229788945249827 0.000213181416138491 0.000196181967929308 0.00021323181683857 0.00108813821952582 0.000248680936268243 0.000243800637020717 0.000198199840146875 0.000179581292522845 0.000201793360158126 0.000222352103657077 0.000215493999457172 0.000217906754062447 0.000238909269658361 0.000236134736521276 0.000195363937881365 0.00016834426018172 0.000186354797427984 0.000198299803174058 0.000216907981528579 0.000210102982981448 0.000167247163694987 0.000177483078169706 0.000254647605631274 0.000239196577347674 0.00024471927086468 0.000256256115894328 0.000242113296299923 0.000150401884797491 6.03277554517683e-05 3.82828927860806e-05 1.95803491499002e-05 2.76949237727296e-05 2.47817543342678e-05 1.35522706834583e-05 -1.09163917823163e-05 -1.35526974608354e-05 -1.47036258043548e-05 -1.53288185258847e-05 -8.78978119575843e-06 -1.26825209074404e-05 -1.61232308027645e-05 -2.51291456968557e-06 4.42309606406766e-06
"Immunityhybridboost_306-366" 0.000212550853315432 0.000378336785764915 0.000184499089466349 0.000181297130251779 0.00016492188022949 0.000182132295032012 0.000228284374557015 0.00032614586116425 0.000453335642680143 0.000477233461987901 0.00018347651144519 0.000161268212646386 0.000139449452172922 0.000156928776765784 0.000189738346250987 0.00018360149374842 0.00019697506917113 0.000260883222043188 0.000342899408264121 0.000240070024208381 0.000227733139314669 0.00018340097983082 0.000196923677441529 0.000248680936268243 0.00313405077284216 0.000448173773504424 0.00020129750648764 0.000159928519848883 0.000179726929017511 0.000220786405781637 0.000238544591556285 0.000222450278205117 0.000267562377421179 0.000336761901703636 0.000202201994418436 0.000149043631685923 0.000164414980947034 0.000194572466907385 0.000251938531553742 0.000346506990696091 0.000157108657800222 0.000155528756288563 0.000400311567733368 0.000489397924312083 0.000256890776436601 0.000373039852748695 0.000483910455993569 0.000146685278817341 6.25600272730193e-05 4.35171773922869e-05 2.38370230510857e-05 2.8937346098093e-05 2.71920591436399e-05 1.42810326914502e-05 -1.18946713888186e-05 -1.54460897646193e-05 -1.92426527689643e-05 -2.23439341221991e-05 -1.5874045264381e-05 -3.12445540139436e-05 -4.17755091598555e-05 -3.41523412204456e-05 7.56011443829715e-06
"Immunityhybridboost_367-427" 0.000216447752488192 0.000479007197888254 0.000171185444404309 0.000172017794064357 0.000155268084295228 0.000175851184838738 0.000220438602380614 0.000375424495728376 0.000695428962815287 0.000894500965348114 0.000174999316495185 0.000153048287274028 0.000128334949041962 0.000143717513519564 0.000172381068894276 0.000177408373585917 0.00018636170755585 0.000263242459323552 0.000445639754401746 0.000243960812990607 0.000241065763994163 0.000178555881207172 0.00018593793832412 0.000243800637020717 0.000448173773504424 0.0364122820079314 0.000202888219362598 0.000149096302433818 0.000163253436216374 0.000210300219204094 0.000256785404404961 0.000228711532742451 0.00027777482712084 0.00043612200200156 0.000205845440673855 0.000138984078412662 0.000147803131430815 0.000184137955753306 0.000272232450403961 0.000481047483483111 0.000156604600640968 0.000142279695319674 0.000511743721954974 0.00089563901634263 0.000261257292848711 0.000464189301412911 0.000797833521294574 0.00014008921739474 6.09738827247879e-05 4.52154287245116e-05 2.61153833073396e-05 2.66441458553225e-05 2.78046436399322e-05 1.25996444350617e-05 -1.37641550494668e-05 -1.81759565600589e-05 -2.7087878852533e-05 -3.58109923324373e-05 -2.9198437226609e-05 -5.53999943476568e-05 -7.32715771036485e-05 -6.88614399882392e-05 1.41775819028126e-05
"Immunityhybridfull_062-122" 0.00020010488385098 0.000205138881950756 0.000217523384566447 0.00022387038658516 0.0002425986914719 0.000213038758202249 0.000190845457642641 0.000190673835643827 0.000194005855327337 0.000206772420365209 0.000214509029743404 0.000218598285584948 0.000223999998850726 0.00022141629190796 0.000209144670730767 0.000226696522749787 0.000206766322616457 0.000201620051077533 0.000201103743505253 0.000198764947641051 0.000216727718565194 0.000224802838201536 0.000206854373275407 0.000198199840146875 0.00020129750648764 0.000202888219362598 0.0478474092123965 0.00023505423227546 0.000213684980873726 0.000208087438734662 0.000216031306411401 0.000207886764626304 0.000205975223266893 0.000207734500255561 0.000224323632655527 0.000224365902460739 0.000200804301668218 0.000193467759899051 0.000191660306491432 0.000199743200133262 0.000226681532350296 0.000206272840491426 0.000190749455030482 0.000192625547971457 0.000179608237947806 0.000186758745799766 0.000189362710960221 0.000135467722277047 1.6047638466131e-05 -3.08577895930303e-06 -1.08430639098678e-05 -8.79514154832384e-06 -7.1069659638475e-06 -5.43253775337582e-06 -3.26421408022201e-06 3.69978215904048e-07 6.08865485367704e-06 1.6875595340552e-05 2.46915868829862e-05 2.60464613599286e-05 2.47899412814552e-05 3.93339306144464e-05 1.09563902847235e-05
"Immunityhybridfull_123-183" 0.000195543177379299 0.000159091789526765 0.000228391062697945 0.000239373917681493 0.00026644520981699 0.000230735232264227 0.000179166089805647 0.000150303825620002 0.000136204310142137 0.000153138028358324 0.000222579227704622 0.000235722436393659 0.000249967283588656 0.000245908684073671 0.00021369194677116 0.000243070972025147 0.000212393730767069 0.000179752227816817 0.000167022498944069 0.000187104513096055 0.000215368498963805 0.000241989945845549 0.000214350635475074 0.000179581292522845 0.000159928519848883 0.000149096302433818 0.00023505423227546 0.00436043907875889 0.000226645930124296 0.000202509989372364 0.000211215982377492 0.000205811030385179 0.000184097097960634 0.000176690226040998 0.000228435394581116 0.000250670808534658 0.000211990169382663 0.000191367726523495 0.000167884721414504 0.000164937166910933 0.000248976242851104 0.000225678217255747 0.000136451516382158 0.00013312133896617 0.000155145380121325 0.000135382374874683 0.000128679010118209 0.000147380182169945 1.54642165978999e-05 -2.8760922269755e-05 -2.5830976152505e-05 -7.13899855808128e-06 -3.21558915809646e-06 -3.38061364706017e-06 2.04055864253064e-06 7.76417354826337e-06 1.85537662261164e-05 3.09712661444735e-05 3.87080390646036e-05 4.36787392238228e-05 4.61209902519779e-05 6.15250851088411e-05 8.02360685256374e-06
"Immunityhybridfull_184-244" 0.000202153315147925 0.00017523472171336 0.000221225016623828 0.000223221762110878 0.000220709780113301 0.000214839066867311 0.000200350253799996 0.000175499604524566 0.000153145184600059 0.000163956523750131 0.00021365199800888 0.000213081085209599 0.000208880917779282 0.000222116522543745 0.000220731582108722 0.000222668742995383 0.000220836078485884 0.000200194927060833 0.000183181038389027 0.00020111814152639 0.000206081515804035 0.000217995701392192 0.000217275475735485 0.000201793360158126 0.000179726929017511 0.000163253436216374 0.000213684980873726 0.000226645930124296 0.00142974168744012 0.000215096825421027 0.000211116541279233 0.000216815257857658 0.000202946150055644 0.000191051715587126 0.000206655645222825 0.00021515004046908 0.000211292569190365 0.000201607004676369 0.000187847665654323 0.000174009805100411 0.000208734495003222 0.00021075342017511 0.000157048933938296 0.000147970148375066 0.000184868514989007 0.000158922481844067 0.000145187629481484 0.00015265644709289 1.85748331575376e-05 -3.11515161297808e-05 -2.21825831217884e-05 6.29136074892419e-07 3.09743755618519e-06 2.1908782983443e-07 3.27874710860738e-06 1.040423087416e-05 1.92598254527392e-05 2.93421435096877e-05 3.52013196314884e-05 3.79536801851696e-05 3.85782526099244e-05 5.35721540598236e-05 6.63702621706494e-06
"Immunityhybridfull_245-305" 0.000207520003993803 0.000222303246134519 0.000212168759375347 0.000210095251021813 0.000197902185033812 0.000199349184615232 0.000212568580541011 0.000216770837354741 0.000204312911311394 0.000204998005137131 0.000206810867805049 0.000195950805862148 0.000183566097706819 0.000200412397909632 0.000217411155549858 0.000209900133820997 0.000216891544674648 0.000224786450630697 0.000215457124493358 0.000213960714052891 0.000208954385760347 0.000202631414652879 0.000211252521852883 0.000222352103657077 0.000220786405781637 0.000210300219204094 0.000208087438734662 0.000202509989372364 0.000215096825421027 0.00134207336850738 0.000218502130393653 0.000220111678123134 0.000227456559066234 0.000220701675484344 0.000203204623825181 0.000190869995740994 0.000200265376340828 0.000205482840466702 0.000213001623985645 0.000205996871571485 0.000186823627706671 0.000192619583586604 0.000211714260396004 0.000194679755404426 0.000209348511860352 0.000211448377485455 0.00019512552193172 0.00015620485099842 2.78182193347895e-05 -1.50431438596889e-05 -9.73543630210784e-06 1.05118699597843e-05 1.09997776440921e-05 4.57855723357387e-06 3.37698837644287e-06 1.01171492712991e-05 1.62498998598152e-05 2.37839947153735e-05 2.77663256874196e-05 2.78122770157598e-05 2.59625896474874e-05 4.04431241158614e-05 6.00428553224874e-06
"Immunityhybridfull_306-366" 0.000207023382774346 0.000246609071916338 0.000211572836467197 0.000213502226775111 0.000210194203336009 0.000202268472393376 0.000203523012081735 0.000223095916144876 0.000249410372952896 0.000268156765425705 0.000208308831020381 0.000201149883795282 0.000193870459806531 0.000205040092911473 0.000211578713195166 0.000216297166585042 0.000211778962180499 0.000221343711420659 0.000234776102965713 0.000211090854435275 0.00021555828560691 0.000208782366350192 0.000207372553705842 0.000215493999457172 0.000238544591556285 0.000256785404404961 0.000216031306411401 0.000211215982377492 0.000211116541279233 0.000218502130393653 0.00176039980546771 0.000218386622580504 0.00022659661113742 0.000239916278555289 0.000211876542964038 0.000199482933941151 0.000196019074604378 0.000200716025933 0.000213273974176563 0.000235853809182615 0.000199110030410778 0.000193841028890222 0.000236277400574018 0.000258100477076922 0.000200727006567854 0.000228441368310495 0.000252890798269301 0.000155784129921753 2.88886419305658e-05 -9.5032442367462e-06 -1.28398211122904e-05 5.63882273682637e-06 9.84417913018064e-06 4.13418390979498e-06 3.3511642702945e-06 8.64711838708994e-06 1.42511071113647e-05 2.20955872509565e-05 2.62432028896122e-05 2.57897875833751e-05 2.33548388411409e-05 3.83843972725853e-05 4.15354950967369e-06
"Immunityhybridfull_367-427" 0.00020672425303528 0.000221533539030499 0.000212405925374869 0.000211405663067755 0.00020050783706006 0.000203761069246288 0.000210561395094818 0.000212191162552218 0.000220401765611342 0.000240264555037986 0.000205906856055479 0.000197290963835 0.000185532392766 0.000203367310113712 0.000216742080133438 0.000210819320367996 0.000218394927216909 0.000219104325204465 0.00022088537811795 0.000212292577682267 0.000209361624956515 0.000206134528227265 0.000213822183066098 0.000217906754062447 0.000222450278205117 0.000228711532742451 0.000207886764626304 0.000205811030385179 0.000216815257857658 0.000220111678123134 0.000218386622580504 0.002569265001204 0.0002228639476575 0.000226548553430625 0.000202524679228771 0.000193962279114676 0.000201096473361285 0.000202273174734704 0.000207212028597659 0.00021343534915368 0.000190106282095074 0.000195914320730796 0.000210596880107658 0.000228799804775089 0.000204941563784174 0.000207812845022831 0.000222468952650979 0.00015682727511978 4.12275875650658e-05 4.99843205744301e-06 -9.19248096277616e-06 5.31945595897583e-06 1.07921249114481e-05 5.67892503778254e-06 1.32263528114648e-06 4.54169363282824e-06 1.07534207350154e-05 2.1308556685503e-05 2.72610061950801e-05 2.79443946701744e-05 2.55936307336794e-05 4.00440922512446e-05 2.02778410792943e-06
"Immunityhybridfull_428-488" 0.00021141717844272 0.000274609361429281 0.000202281304632943 0.000198389389858802 0.000183269449686754 0.000188824433662577 0.000221158067203155 0.000257187257744516 0.000274027704908025 0.000275498557471286 0.000198312572387417 0.000180678601020212 0.000163141566580317 0.00018120545849245 0.000210090538170934 0.000198661198847308 0.00021113256283411 0.000244919850955545 0.000255325492258913 0.000225296187266317 0.000215081493936354 0.000193379707366246 0.000206658864669355 0.000238909269658361 0.000267562377421179 0.00027777482712084 0.000205975223266893 0.000184097097960634 0.000202946150055644 0.000227456559066234 0.00022659661113742 0.0002228639476575 0.00494391817587678 0.000258401170274433 0.000203464106017509 0.00017211827224611 0.000187615735340198 0.000204311366057453 0.000232222053823959 0.000247052207701003 0.000172219506769297 0.000177071326132497 0.000272384257096086 0.000269172662007111 0.000228206494549052 0.0002654512657371 0.000269943994270946 0.000157574373259362 5.82917742944312e-05 2.91441584557235e-05 9.48269226174269e-06 1.74278304764386e-05 1.98099624010616e-05 1.08123536133239e-05 -2.82169323078225e-06 -2.03666044863904e-06 1.81838508833376e-06 1.35896402485299e-05 2.02458544396942e-05 1.7904359953948e-05 1.22284700690578e-05 2.35285056172959e-05 4.25422160539176e-06
"Immunityhybridfull_489-549" 0.000213949552060467 0.000356501586989297 0.000191894675767593 0.000191747222886786 0.000176485876105879 0.00018532967275272 0.000214701108149239 0.000296964869625513 0.000431476471221261 0.000489910390912471 0.000191040530698816 0.000174166574041035 0.000154362856964794 0.000171144345713305 0.000195956185386788 0.000194421636938554 0.000202592449892066 0.000247935344316428 0.000329572328671856 0.000229361060598972 0.000225105039794603 0.000190744514049497 0.000199785508170932 0.000236134736521276 0.000336761901703636 0.00043612200200156 0.000207734500255561 0.000176690226040998 0.000191051715587126 0.000220701675484344 0.000239916278555289 0.000226548553430625 0.000258401170274433 0.0152551969152468 0.000206939582666495 0.000165094522402958 0.000175138983524102 0.000197429237299464 0.000245182842829819 0.000343206275783009 0.000170994222750668 0.000167948474458256 0.000362721802007754 0.000484879297971341 0.000230717286647999 0.000334966444549911 0.00046489461060985 0.000155728649114664 6.84274801693598e-05 4.59423238934253e-05 1.82197731382375e-05 2.12915249512273e-05 2.46623729339078e-05 1.17016728680303e-05 -4.37986497124239e-06 -6.52551201618195e-06 -3.52891259623087e-06 8.42242773811484e-06 1.4569198175895e-05 4.57702011797253e-06 -4.1240238663953e-06 -1.22921723397603e-06 1.26626066293963e-05
"Immunityinf_062-122" 0.000197627924260659 0.000207203729025766 0.000211195356417756 0.000217388930625647 0.000237134896501713 0.000207475090557095 0.00018745584835219 0.000191729872837184 0.000198044051048066 0.000209181268126402 0.000210033477670414 0.000214383066371898 0.000220511837734757 0.000215045198515656 0.000202871196179931 0.000220327181094601 0.000200426378941254 0.000199247735291647 0.000201154702028885 0.000195615498162137 0.000213210187684121 0.000219353104271269 0.00020117694440614 0.000195363937881365 0.000202201994418436 0.000205845440673855 0.000224323632655527 0.000228435394581116 0.000206655645222825 0.000203204623825181 0.000211876542964038 0.000202524679228771 0.000203464106017509 0.000206939582666495 0.0402218094833339 0.000219909010749848 0.000196619518892538 0.000190999404361741 0.000191737484015415 0.000201919732288449 0.000223507110137723 0.000202345100926757 0.000194766538728153 0.000196589167078527 0.000178260835408639 0.000190219837251883 0.000193883251772644 0.000107949524239425 2.08460408986694e-05 1.38106908264919e-05 -5.56316837647124e-07 -7.37466092351791e-06 -1.02822882638839e-05 -7.13721663878721e-06 -1.50649111909396e-06 9.20905623129172e-07 3.60055439950011e-06 1.54856824659721e-05 2.115890336326e-05 2.23693260379708e-05 2.25739147992281e-05 3.42124133541479e-05 1.04079990359617e-05
"Immunityinf_123-183" 0.000189285108615985 0.000148959218592032 0.00021681142309737 0.000227662619675467 0.000254090917557912 0.00022021146857652 0.000168875781309792 0.000140241311433668 0.000126992895583805 0.000143001305839803 0.000214845434086244 0.000230188499418424 0.000246436460842873 0.000237258895190662 0.000203127570917559 0.000231505629613645 0.000200839211698467 0.000168252472845473 0.000156277020721189 0.000176457411138348 0.000204127205357135 0.000230507974517411 0.000203184403457035 0.00016834426018172 0.000149043631685923 0.000138984078412662 0.000224365902460739 0.000250670808534658 0.00021515004046908 0.000190869995740994 0.000199482933941151 0.000193962279114676 0.00017211827224611 0.000165094522402958 0.000219909010749848 0.002842637249661 0.000208362418246842 0.000188857430279583 0.000165207269504183 0.000161933876880189 0.00024351212393218 0.000221344036234729 0.000127152332316326 0.000124491117336002 0.000145758252843231 0.000126165617485177 0.000120218378786589 8.15782816167086e-05 -3.39565509454118e-05 -2.59258161072311e-05 -1.29031127114533e-05 -9.14258572583657e-06 -1.05814347381609e-05 -7.84846165380646e-06 3.19218549797102e-07 5.82437865023483e-06 1.35548896559028e-05 2.56858347905465e-05 3.30777917862296e-05 3.82902773851422e-05 4.08639586547097e-05 5.49445036636325e-05 7.11639764422833e-06
"Immunityinf_184-244" 0.00019446195328844 0.000161474059316693 0.000206663163367761 0.000208348410077342 0.000205775945629629 0.000198207251770869 0.000185071361477185 0.000160952692548875 0.000138311367734348 0.00014833225934273 0.000204825940407186 0.000207217699399507 0.000206043589820235 0.00021074683359614 0.000208027189518836 0.00020823563457342 0.000205250899790307 0.000185199073601049 0.00016778389330736 0.000185812600557741 0.000190813497357754 0.000201875480295125 0.000200701153689389 0.000186354797427984 0.000164414980947034 0.000147803131430815 0.000200804301668218 0.000211990169382663 0.000211292569190365 0.000200265376340828 0.000196019074604378 0.000201096473361285 0.000187615735340198 0.000175138983524102 0.000196619518892538 0.000208362418246842 0.00119254544792842 0.000199286663851391 0.000186573201589247 0.00017143963695435 0.000202780248502423 0.000204467782602785 0.000142484051347046 0.000133148765979432 0.000170496297413495 0.000144673650680715 0.000130581146458913 6.25265502334472e-05 -5.64617918555959e-05 -3.8987145063602e-05 -1.25135523651696e-05 -5.12690920103559e-06 -5.83678690855268e-06 -6.05705805944492e-06 1.81664789211024e-06 8.15490738459216e-06 1.5680967461254e-05 2.53789061906533e-05 3.10659173559568e-05 3.39854811661124e-05 3.42429333834476e-05 4.73334514831271e-05 6.020835501439e-06
"Immunityinf_245-305" 0.000198279169652817 0.000199290968295898 0.000197878945568448 0.000196793363428926 0.000182645749820596 0.000183125857655841 0.000189719214646306 0.000189525401343577 0.000177307479118261 0.000179760617937969 0.000199053224402248 0.000193590060961003 0.000185565343504946 0.000193792919490347 0.000204241628119091 0.000197892419545806 0.000200821530289775 0.000201246167443527 0.000191549817557398 0.000192361150364617 0.000189567654865987 0.000186214294590354 0.000193245764125177 0.000198299803174058 0.000194572466907385 0.000184137955753306 0.000193467759899051 0.000191367726523495 0.000201607004676369 0.000205482840466702 0.000200716025933 0.000202273174734704 0.000204311366057453 0.000197429237299464 0.000190999404361741 0.000188857430279583 0.000199286663851391 0.00125011796957976 0.000207268490772254 0.000200251708619952 0.000183774925778296 0.000190619225860627 0.0001838206342327 0.000167758623180447 0.000183983299857029 0.000182962219730751 0.000167924799854673 5.18580403836581e-05 -6.69143675189572e-05 -4.36733867366597e-05 -9.48144760310352e-06 -1.58687010948247e-07 -4.40514115133026e-07 -3.55815827772493e-06 3.75561985211565e-06 1.0695921227314e-05 1.74812742933263e-05 2.47994522478495e-05 2.94950018479857e-05 2.99740776065797e-05 2.81063430532926e-05 4.0100427443665e-05 5.87531188482857e-06
"Immunityinf_306-366" 0.000205758605887182 0.000264974617533607 0.00018818759236309 0.0001837982055116 0.000161799986627495 0.000162274402232768 0.000196881858837955 0.000237585087429865 0.000266905539055237 0.000284317879088437 0.000194138889299117 0.0001780580142929 0.000162254433792759 0.000170910295216968 0.000200056099906012 0.000186655551562271 0.000194603402341547 0.000227004996807469 0.00024119067174135 0.000203485314881795 0.000194889937953079 0.000169486790338257 0.00018217899809276 0.000216907981528579 0.000251938531553742 0.000272232450403961 0.000191660306491432 0.000167884721414504 0.000187847665654323 0.000213001623985645 0.000213273974176563 0.000207212028597659 0.000232222053823959 0.000245182842829819 0.000191737484015415 0.000165207269504183 0.000186573201589247 0.000207268490772254 0.0029653039598751 0.000260751503355118 0.000165014005049837 0.00016957023939232 0.00025457651572728 0.00027616446795257 0.0002044325855636 0.000247721690471071 0.000270616170399501 5.18308064240774e-05 -6.74971102660295e-05 -4.24066896956145e-05 -6.47054054067156e-06 3.33588673822816e-06 3.92993717798894e-06 -4.88087619480039e-07 4.88593379858629e-06 1.19320077046195e-05 1.78791841930018e-05 2.24119193047219e-05 2.63201879031723e-05 2.25553017391171e-05 1.72670127961049e-05 2.73380491896445e-05 6.25161367171037e-06
"Immunityinf_367-427" 0.00021106890833393 0.000385460728510288 0.000177776977025155 0.000180421718201012 0.000160188035973718 0.000156903729590161 0.000181060462773647 0.000288299800078441 0.000473195624944153 0.000548300633532175 0.000190136859867764 0.000175708690076873 0.000158591624504656 0.000163645201286164 0.0001841190406434 0.000189479910004256 0.000184053560644785 0.000231602301563532 0.000341019429501672 0.000206030133780347 0.000210083158342776 0.000168183523941027 0.000170980418776844 0.000210102982981448 0.000346506990696091 0.000481047483483111 0.000199743200133262 0.000164937166910933 0.000174009805100411 0.000205996871571485 0.000235853809182615 0.00021343534915368 0.000247052207701003 0.000343206275783009 0.000201919732288449 0.000161933876880189 0.00017143963695435 0.000200251708619952 0.000260751503355118 0.0128985614561563 0.000170594205489713 0.000159969833629997 0.000379515580590617 0.000542863927827394 0.000198068957603091 0.000339832870571753 0.000521212866801609 5.66493966478714e-05 -5.86428669798018e-05 -3.62558469076979e-05 -8.40400844646511e-06 5.54691508335208e-07 5.05520640505165e-06 1.06381513980976e-06 6.00207158439843e-06 1.30724500113263e-05 1.82979397947648e-05 2.0751325647627e-05 2.36735573247436e-05 1.50838766353939e-05 6.34139870001245e-06 1.39109293939705e-05 6.91849900013521e-06
"Immunityinf_428-488" 0.000187482996818148 0.000158304328803935 0.000213731478055847 0.000225295553858273 0.000260067938625 0.000217967003023143 0.000166948024382962 0.000146478416702195 0.000145581660464821 0.000167628227054527 0.000212367515620497 0.000229649856709162 0.000249046844038723 0.000233421119138284 0.000198302665315913 0.00022957053471133 0.000195224011944535 0.000168376334524093 0.000163382765255073 0.000175830423567938 0.000206518462504489 0.000230495118499389 0.000198667323855705 0.000167247163694987 0.000157108657800222 0.000156604600640968 0.000226681532350296 0.000248976242851104 0.000208734495003222 0.000186823627706671 0.000199110030410778 0.000190106282095074 0.000172219506769297 0.000170994222750668 0.000223507110137723 0.00024351212393218 0.000202780248502423 0.000183774925778296 0.000165014005049837 0.000170594205489713 0.0153993911491547 0.000217551040092505 0.000140412965076558 0.000151257263498764 0.000146900597349426 0.000137818831037054 0.000143394017993567 6.8436027301347e-05 -8.98722356489056e-06 -6.0014603328506e-06 -1.60812793292151e-05 -9.7559357288882e-06 -4.76035255519452e-06 -1.11134354840781e-06 2.44013210717386e-06 2.44388567301664e-06 1.10232332569574e-05 1.92201674961079e-05 2.5998189236779e-05 3.248838038083e-05 3.51962820161895e-05 4.95943437019395e-05 2.11139418371766e-06
