"names_fin" "eff_tau_fin"
"2" "Immunityfull_001-061" 0.366578834711047
"3" "Immunityfull_062-122" 0.295253292137821
"4" "Immunityfull_123-183" 0.223927749564594
"5" "Immunityfull_184-244" 0.152602206991368
"6" "Immunityfull_245-305" 0.081276664418142
"7" "Immunityfull_306-366" 0.00995112184491576
"8" "Immunityfull_367-427" -0.0613744207283105
"9" "Immunityfull_428-488" -0.132699963301537
"10" "Immunityfull_489-549" -0.204025505874763
"11" "Immunityboost_001-061" 0.603454864887095
"12" "Immunityboost_062-122" 0.275987945325491
"13" "Immunityboost_123-183" -0.0514789742361133
"14" "Immunityboost_184-244" -0.378945893797717
"15" "Immunityboost_245-305" -0.706412813359322
"16" "Immunityinf_062-122" 0.374829618966138
"17" "Immunityinf_123-183" 0.357294468602918
"18" "Immunityinf_184-244" 0.339759318239698
"19" "Immunityinf_245-305" 0.322224167876479
"20" "Immunityinf_306-366" 0.304689017513259
"21" "Immunityinf_367-427" 0.287153867150039
"22" "Immunityinf_428-488" 0.26961871678682
"23" "Immunityinf_489-549" 0.2520835664236
"24" "Immunityhybridfull_062-122" 0.83493230193781
"25" "Immunityhybridfull_123-183" 0.626046811669129
"26" "Immunityhybridfull_184-244" 0.417161321400448
"27" "Immunityhybridfull_245-305" 0.208275831131767
"28" "Immunityhybridfull_306-366" -0.000609659136914242
"29" "Immunityhybridfull_367-427" -0.209495149405595
"30" "Immunityhybridfull_428-488" -0.418380639674276
"31" "Immunityhybridfull_489-549" -0.627266129942958
"32" "Immunityhybridboost_001-061" 0.898292810362074
"33" "Immunityhybridboost_062-122" 0.685419137005302
"34" "Immunityhybridboost_123-183" 0.472545463648529
"35" "Immunityhybridboost_184-244" 0.259671790291757
"36" "Immunityhybridboost_245-305" 0.0467981169349841
