"(Intercept)" "Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridboost_184-244" -0.000291257110271836 0.000311928525713176 0.000323340443033226 0.000334834803335384 0.000332752418063181 0.000334428823893883 0.000337681939979334 0.000332512031422671 0.000296234012226864 0.000298966338174284 0.000288560226391005 0.000311540931764731 0.000323743268023217 0.000313894403507746 0.000320985678543882 0.000333146873128313 0.000324198328730404 0.000320247815030748 0.000329478616616831 0.000327438325723848 0.00786075807618237 0.00033625118470842 0.000331813710693816 0.000299171963083084 0.000310200187805052 0.000302288242959563 0.000312822780370698 0.000321074182782087 0.000318106928450347 0.000320825375915437 0.000331632384084904 0.000328039019861936 0.00029992598211667 0.000304207330311626 0.000303496136700339 0.000308894865847684 0.000308639368542264 0.000310888940412403 0.000311443333061238 0.000316324777703351 0.00033841644599869 0.000341880537962897 -1.84292277927395e-05 -2.60981432611562e-05 -2.75406409897017e-05 -2.97302983601047e-05 -3.53615049018815e-05 -3.08881435350556e-05 5.69923404043002e-05 6.39267522795246e-05 5.77977008604366e-05 3.45734431141216e-05 -2.15669838018257e-05 -3.02750629320482e-05 -3.82888926345337e-05 -4.8331760232618e-05 -4.38211535058572e-05 -3.3214299727939e-05 -3.05096858613776e-05 9.6392925336121e-06 1.40862326288042e-06
"Immunityhybridboost_245-305" -0.000263999008311641 0.000315511241935789 0.000324956382620211 0.000356076573072866 0.000362594425845392 0.000354078603527528 0.000370724260975693 0.000376341119056071 0.000289201963400058 0.000292526036329231 0.000276401304665128 0.000305101574919954 0.000329939164881095 0.000323706992915243 0.000328118196405145 0.000354294081902257 0.000359196531887616 0.000317150262749532 0.000340087230115937 0.000338450480554519 0.00033625118470842 0.0112354945705487 0.000363493345416243 0.000287633967720371 0.000304843581680209 0.000292114369114444 0.00030418762804411 0.000318608368031263 0.000316603697289479 0.000318305635745651 0.000335936695319136 0.000344426136819894 0.000289212518725809 0.000294680681114005 0.000293528737726081 0.000300025900136391 0.000299979234995763 0.000303719493591522 0.000304520699067239 0.000312716085277257 0.000381052545046943 0.000382034184375418 -1.85827794850195e-05 -2.78909467222226e-05 -3.26732757573368e-05 -2.74262156527554e-05 -4.59894706224267e-05 -5.13332058641608e-05 4.61545925363001e-05 5.72788061986182e-05 4.97953550344687e-05 3.040771137026e-05 -2.83850212724111e-05 -4.85866739311774e-05 -6.7056708862942e-05 -9.28764820945689e-05 -8.93155976012836e-05 -0.000105850754554039 -0.000102651364011699 -8.18101138103111e-05 2.37827568196726e-06
"Immunityhybridboost_306-366" -0.00027098960682288 0.000322622127586453 0.000316028241682149 0.000368111480248672 0.000394322961771793 0.000362974861700676 0.000400904119952643 0.000437353941600117 0.000285151231548168 0.000287420754954248 0.000268228976148712 0.000295226651612168 0.000330368509457903 0.000340670626870632 0.000333171015655262 0.000373247149059047 0.000420062793667899 0.000308552139620603 0.000345633218535556 0.000346408704571475 0.000331813710693816 0.000363493345416243 0.20348566536042 0.000281172315648219 0.000299676595088202 0.000282631313441096 0.00029336093113122 0.000310620877304214 0.000312551077257673 0.000308120541827855 0.000332069024187678 0.000364677086885732 0.000283139362985326 0.000286118220183108 0.000284387018337895 0.000290147065761854 0.000289654356631923 0.000294341195984137 0.000295339417572366 0.00030525048596088 0.000428432725633995 0.000419167305163318 -1.41209890770318e-05 -3.19894962294912e-05 -3.37200172382366e-05 -4.58737445916601e-05 -0.000137296562899545 -7.26454683093087e-05 4.98249900911778e-05 6.16838599095348e-05 5.51963981237175e-05 3.51492626685661e-05 -1.00883790986363e-05 -2.45815725062039e-05 -4.97671884284657e-05 -3.85252420401862e-05 -5.69160911781895e-05 -0.000107504871247081 -0.000152086137610603 -0.000219912983116363 2.12754126229018e-05
"Immunityhybridfull_001-061" -0.000338453350284572 0.000307127786526914 0.000303532780512395 0.000284247744659241 0.000279543012130428 0.000285729701808793 0.000274528862214651 0.000269475885394278 0.000318803409359422 0.000317765916943383 0.000326498994867233 0.000314411567583682 0.000300566255822807 0.000301240828291307 0.000300817931796851 0.000286502420273673 0.00027891902297989 0.000310050704398274 0.000296486293871262 0.000296943656051025 0.000299171963083084 0.000287633967720371 0.000281172315648219 0.034073726923407 0.000315833882487908 0.00032179630073739 0.000317251491229836 0.000309736369691051 0.000309873837115782 0.000309160518515951 0.000300561456561307 0.000291972051312215 0.000323079116584738 0.000319965008947051 0.000320212407074929 0.000317970020797874 0.000317533388925306 0.000315449998419113 0.000315345496853129 0.000311204480795441 0.000267857829622544 0.000265441447783767 -1.25066276574856e-05 -1.16142061844641e-05 -1.12989076946074e-05 -2.6544019974514e-05 -1.84653165394558e-05 -1.12252082945111e-05 -3.64648580809986e-05 1.02214791811817e-05 1.39377846403695e-05 3.92902223305405e-06 8.53635417969506e-06 3.58809149645118e-05 5.39452516524777e-05 7.56890946905814e-05 8.41206639889983e-05 8.68698260433674e-05 8.03849381734372e-05 9.76115093809706e-05 5.15642405245702e-06
"Immunityhybridfull_062-122" -0.000335928280882741 0.000309064908447266 0.000310760050181392 0.000301939464131213 0.000298321393718387 0.000302550725857364 0.00029640857075566 0.000291909696406452 0.000310449313166878 0.000310568626489945 0.000312398091487285 0.000313879071019081 0.000308882336080215 0.000305883166399409 0.000308139384793369 0.000303104120948044 0.00029578601635487 0.000314333532937984 0.000308725469291812 0.000308137294454468 0.000310200187805052 0.000304843581680209 0.000299676595088202 0.000315833882487908 0.0108648647276374 0.000315172493406132 0.000316430895856935 0.000314454984022043 0.000313139576133453 0.000313704014970105 0.000311467475179237 0.000305350468924991 0.000315626246869402 0.000314817114250967 0.000314905373283125 0.000315490850255116 0.000314887452220623 0.000314304316856959 0.000314297625108872 0.000313297355988208 0.000292729390986813 0.000291138485387192 -1.45254335813297e-05 -1.42498474585148e-05 -1.98296139185332e-05 -2.49831432413805e-05 -1.99484980159623e-05 -2.90956612238296e-05 2.21721300662785e-05 4.55734763471076e-05 5.08748780093528e-05 2.34300051506891e-05 1.15687373558162e-05 2.60226004899428e-05 3.93052187272069e-05 4.37793405578277e-05 5.44768587163133e-05 5.9561360470475e-05 5.87060188826979e-05 7.77572734154476e-05 5.38476309354757e-06
"Immunityhybridfull_123-183" -0.000337207810981004 0.000306803196253246 0.000306298131018722 0.000289228807956062 0.000283447206553264 0.000290626196341986 0.000279799847752279 0.000272706353972134 0.000317046604275431 0.000316493104609032 0.000324321309553601 0.000314587189780274 0.000302579782185773 0.000301262946033483 0.000302392719304715 0.000290019692434118 0.00027971554414686 0.000311260713875479 0.000299179079550526 0.000299089006634415 0.000302288242959563 0.000292114369114444 0.000282631313441096 0.00032179630073739 0.000315172493406132 0.00588637175288246 0.000316768311027456 0.000310652558632045 0.000310193768623128 0.000310467667295915 0.000302981681806392 0.00029372082666985 0.000320616949290711 0.00031822844225087 0.000318342557014756 0.000317002756674945 0.000316700280378206 0.000314938820447634 0.00031470286953603 0.000311407124689768 0.000272907492157579 0.000273157768110736 -1.12336636149043e-05 -1.19964251163286e-05 -7.86584028568996e-06 -1.33006386341248e-05 -3.70069203411708e-06 -6.58681711062681e-06 -4.0944969607622e-05 1.97173946431962e-05 3.26316608921908e-05 1.28800479911491e-05 1.61627830209232e-05 3.45338225948998e-05 4.6912666100055e-05 5.74515099348239e-05 6.9574424305917e-05 7.45502633605895e-05 7.54206564458425e-05 9.54954291234207e-05 -1.69376215219616e-06
"Immunityhybridfull_184-244" -0.000338030495038073 0.000307730991130112 0.00031402470914176 0.000298853914247884 0.000291351531252856 0.00029961172512614 0.000288678541767037 0.000280558434646846 0.000308908982927673 0.0003097357892928 0.00031004882152379 0.000317955749600457 0.000310423923380221 0.000303418622092515 0.000308279758703554 0.000300380470197802 0.000288101061411366 0.000319625283674217 0.000309940275828673 0.000308372889080183 0.000312822780370698 0.00030418762804411 0.00029336093113122 0.000317251491229836 0.000316430895856935 0.000316768311027456 0.00423524069479026 0.000319080256861522 0.000316648504530597 0.000318727053940155 0.000317237653184568 0.000305474222590522 0.000316565399199311 0.000317099560788859 0.000316931765621604 0.000319180061284104 0.000318764333230631 0.000318391504448074 0.000318716672533108 0.000317563572887075 0.000280397273034649 0.000279305027483998 -1.1313130948248e-05 -1.0738871848592e-05 -1.02385962935819e-05 -1.26196610533364e-05 -9.85272676447489e-06 -9.0231767307738e-06 4.73547522242098e-05 6.60817075531443e-05 6.00645377495274e-05 3.36491545988928e-05 -6.55313665459354e-06 5.49376527704383e-06 1.86401285876895e-05 4.41678164567876e-05 6.25511895249341e-05 6.92900016362263e-05 7.3776192840729e-05 8.81004389313703e-05 2.17265449050274e-06
"Immunityhybridfull_245-305" -0.000324805549293768 0.000310398156994236 0.000318055918305228 0.000314060463506354 0.000308467651865052 0.000314188505162524 0.000308871334380401 0.000301835794185636 0.000302920727437541 0.000304495808744009 0.000299715700001716 0.000315367606504617 0.00031721059694226 0.000308832544432042 0.000314420047061003 0.000315031326124395 0.000305339153327097 0.000320700062016972 0.000319364044682083 0.000317633499531252 0.000321074182782087 0.000318608368031263 0.000310620877304214 0.000309736369691051 0.000314454984022043 0.000310652558632045 0.000319080256861522 0.00885567468335381 0.000318723467329877 0.000321017436359225 0.000326051399269422 0.000317959399300317 0.000310152754968913 0.000312637133082983 0.00031212082596847 0.000315781239080125 0.000315141615006643 0.000316396508893004 0.000316880213337237 0.000318737002561763 0.000303307408532935 0.000303079759705453 -1.61832165156468e-05 -2.08512197730609e-05 -2.59707143025674e-05 -1.92705099033187e-05 -2.08714496461723e-05 -2.24588464229228e-05 6.06038116533383e-05 6.98386738168304e-05 6.591454166295e-05 3.61283154936097e-05 -5.06342853668859e-06 -1.23986739949446e-05 -6.51484556433849e-06 5.55979016879229e-06 2.56163171215587e-05 3.36971795186538e-05 3.59205445450156e-05 6.1177075466997e-05 1.41525656444937e-05
"Immunityhybridfull_306-366" -0.0003112455638851 0.000310658308411339 0.000315233412346182 0.000312644571899773 0.000309170641849161 0.00031255720181347 0.000309104239237726 0.00030517783199104 0.000304357682420501 0.000305609882255984 0.00030189744458378 0.000313456678451488 0.000315304011348911 0.000309904558344577 0.00031326460633414 0.000314180223198496 0.000308504427982324 0.000317793769971865 0.000317381390088997 0.000316104028996983 0.000318106928450347 0.000316603697289479 0.000312551077257673 0.000309873837115782 0.000313139576133453 0.000310193768623128 0.000316648504530597 0.000318723467329877 0.017580952675561 0.000318043808272592 0.000322340708845276 0.000318066342536356 0.000309872435190952 0.000311951575385871 0.000311176013356792 0.00031398792437144 0.000313629590515785 0.000314621467895745 0.000315164735460841 0.00031666877074389 0.000305085927428187 0.000304403503882259 -1.63431229950409e-05 -2.18147997100219e-05 -1.42286783824717e-05 -2.33394297193703e-05 -3.21105427929208e-05 -2.29520905222631e-05 3.33670281963973e-05 3.2334610305048e-05 4.68963476695918e-05 1.8906646068599e-05 -1.77617091093742e-05 -2.03132644169726e-05 -1.29026334400754e-05 -3.03433158102067e-06 1.87020094320324e-05 1.96737777587691e-05 1.9828264646013e-05 3.45070955363458e-05 1.39330869982503e-05
"Immunityhybridfull_367-427" -0.000313907796793074 0.000309572782466077 0.000318493144438229 0.000314077211498547 0.000308020496736366 0.000314130808195541 0.000308516488834453 0.000301393057247494 0.000303037717008064 0.000304784974061151 0.000300128769861093 0.000315528461131297 0.00031688968171054 0.000308138181871153 0.000314050842542412 0.000314316290859413 0.000303878714221182 0.00032065806359023 0.000319014656425571 0.000316799518038296 0.000320825375915437 0.000318305635745651 0.000308120541827855 0.000309160518515951 0.000313704014970105 0.000310467667295915 0.000318727053940155 0.000321017436359225 0.000318043808272592 0.0285859858422158 0.000325087933235622 0.000316724301011825 0.000308989257386374 0.000311777003505983 0.000311323725985595 0.000315014021626472 0.000314930846041123 0.000315926949956328 0.000316566713807165 0.000318175070611819 0.000302785359407223 0.000301088683437436 -1.67803900110996e-05 -8.58621165229345e-06 -1.81043957730953e-05 -2.55752535512049e-05 3.62843714676187e-06 -8.17969437899561e-06 4.14024835702195e-05 6.46185677305314e-05 5.47688681130918e-05 3.19672554253126e-05 -1.4823277852903e-05 -2.86556536069258e-05 -1.67191126250497e-05 -1.45550186437042e-05 1.42062469302072e-05 2.18420000101555e-05 2.44106663255035e-05 4.39998291422681e-05 5.70313857345381e-06
"Immunityhybridfull_428-488" -0.000295265908098528 0.000312928477416331 0.00032380396318973 0.000331220804913002 0.000326939291999634 0.000330489418121978 0.000330773025414567 0.000325133663133914 0.000294653135310816 0.000297878255279021 0.000286113022800844 0.000313421526693017 0.000326041858259378 0.000315112927219371 0.000322164891203547 0.000332311561326258 0.000326184020314349 0.000323650287380488 0.000331003228090079 0.000328909918013334 0.000331632384084904 0.000335936695319136 0.000332069024187678 0.000300561456561307 0.000311467475179237 0.000302981681806392 0.000317237653184568 0.000326051399269422 0.000322340708845276 0.000325087933235622 0.0687566001025606 0.000332484550103896 0.000301563384018241 0.000307179849016203 0.000305802839791558 0.000312033396557347 0.000311456967796031 0.000314890929568653 0.000316110693205199 0.000321715848206193 0.000327068513076229 0.000330689644289717 -1.85568107652266e-05 -2.01755287308274e-05 -3.65089148779519e-05 -9.58534522947255e-06 -5.28642751737723e-05 -9.83053454010617e-06 5.75830061581224e-05 6.52116091064602e-05 6.00249491811633e-05 3.82913048319224e-05 -3.60118446293456e-05 -5.02834742628478e-05 -8.23050459310635e-05 -4.49522212779516e-05 -3.5269483875034e-05 -1.98393402615586e-05 -2.15018485901489e-05 9.90134357755407e-07 2.52666500657449e-05
"Immunityhybridfull_489-549" -0.000291096150391163 0.000317408347960692 0.000316709678051794 0.000342810335970438 0.000352263342471228 0.00033929899261576 0.000356054631035164 0.000370623049209639 0.000291693041846113 0.000293421780161632 0.000279281068322258 0.000304162549096341 0.000326156406281864 0.000327379616308443 0.000324909552384828 0.000346694295229315 0.000368561840731302 0.000314613529637411 0.000335542778907494 0.000334497748493278 0.000328039019861936 0.000344426136819894 0.000364677086885732 0.000291972051312215 0.000305350468924991 0.00029372082666985 0.000305474222590522 0.000317959399300317 0.000318066342536356 0.000316724301011825 0.000332484550103896 0.343347872852345 0.000293937809108565 0.00029910000375939 0.000296515915389133 0.000302225297902875 0.000302081267199171 0.000306143513684684 0.00030703116660803 0.000314042239509717 0.000363445737032312 0.00035635371149871 4.99643311307434e-06 -2.29616554057306e-05 1.66814765834355e-05 -1.4247710186713e-05 -5.37942569345829e-05 -3.98186988100167e-05 4.28015863575831e-05 3.17055920814879e-05 4.8366251062961e-05 1.30938417746681e-05 -1.72280472480283e-05 -9.14545090069069e-05 -4.73450291036296e-05 -8.65554608681847e-05 -3.25084188288819e-05 -8.19600572475889e-05 -7.43785265295737e-05 -0.000122334158456394 4.33732868015552e-05
"Immunityinf_062-122" -0.000349328955285847 0.00030768627990919 0.000303846358302097 0.000286102586976882 0.000281043170325578 0.00028727990992609 0.000276596359591668 0.000270766109716132 0.000317717804358408 0.000316462061477929 0.000324421336248167 0.000313745230006441 0.000301327102965559 0.0003019135717412 0.000301579979059883 0.000288051750278701 0.000281488989302444 0.000309727417353223 0.000297549162664617 0.000298068477482313 0.00029992598211667 0.000289212518725809 0.000283139362985326 0.000323079116584738 0.000315626246869402 0.000320616949290711 0.000316565399199311 0.000310152754968913 0.000309872435190952 0.000308989257386374 0.000301563384018241 0.000293937809108565 0.00721558803051581 0.000319752615757236 0.000320097889897808 0.000317870086053376 0.000316924490294861 0.000315303147408703 0.000314869252337138 0.000311333934899289 0.000269883253394417 0.000267435322088893 -9.76467003669207e-06 -1.07984309396375e-05 -1.28185157877354e-05 -1.68340451907819e-05 -1.67859540272415e-05 -1.55899239271823e-05 -1.12532244685875e-05 2.5314183588869e-05 2.22163050829411e-05 4.03439066125379e-07 2.2838835318553e-05 5.08587781000049e-05 5.92609027634258e-05 7.28676104538747e-05 8.28448773645051e-05 8.67934415601183e-05 9.45415669392465e-05 0.000100317128939488 1.33220998251668e-05
"Immunityinf_123-183" -0.000335285682702047 0.000307770767294041 0.000306699974183337 0.000291111057242525 0.000285031104844291 0.000292278003891394 0.000281777581011708 0.000274277910452951 0.000314642194983739 0.000314054967678337 0.000318998536674365 0.000314066360998886 0.000304702316345412 0.000302843754753285 0.000303866462911272 0.000292897533832055 0.000283992104500491 0.000311870982099218 0.000301497232911086 0.00030146899862889 0.000304207330311626 0.000294680681114005 0.000286118220183108 0.000319965008947051 0.000314817114250967 0.00031822844225087 0.000317099560788859 0.000312637133082983 0.000311951575385871 0.000311777003505983 0.000307179849016203 0.00029910000375939 0.000319752615757236 0.0150067637267389 0.00031851453127092 0.000317503127548901 0.000316668562609148 0.000315878315913766 0.000315789886731603 0.000313389035572852 0.000273511981604641 0.000272740821046969 -1.21842425396795e-05 -1.16016839331145e-05 -4.2461753805592e-06 -8.6014771147488e-06 -5.6656912998112e-06 -8.07052837521416e-06 1.328231708435e-06 1.30180167273434e-05 1.57548712311493e-05 2.05309727928765e-07 5.51298053087684e-06 2.03764901928952e-05 3.09545162636075e-05 4.56200094154926e-05 5.53699354422993e-05 6.20827387993036e-05 6.89718139575652e-05 8.2826238738552e-05 1.66338423529633e-05
"Immunityinf_184-244" -0.000336284840867752 0.000307522642319786 0.000306520525798066 0.000290144539568977 0.000283850134796845 0.000291364331948212 0.000280380997037172 0.000272681307964485 0.000315221502422329 0.000314392440914953 0.000319446321571856 0.000314023123692881 0.000303850817604439 0.000302033351254674 0.000303241546335852 0.000291352882127844 0.000282326994209777 0.000311571588743648 0.000300609117442001 0.000300697214955643 0.000303496136700339 0.000293528737726081 0.000284387018337895 0.000320212407074929 0.000314905373283125 0.000318342557014756 0.000316931765621604 0.00031212082596847 0.000311176013356792 0.000311323725985595 0.000305802839791558 0.000296515915389133 0.000320097889897808 0.00031851453127092 0.0149996744463935 0.000317528321857013 0.000316821554391998 0.000315788853684593 0.000315593689925691 0.000312989708713759 0.000272953323610748 0.000271021120101758 -1.34108521912687e-05 -1.06945896317071e-05 -1.91529764634492e-05 -1.57727005093246e-05 -5.81155728300165e-06 -1.23060831971541e-05 1.74710004019435e-05 1.51164676783844e-05 1.15794666267119e-05 -1.79849842050818e-06 1.44669250593095e-05 2.67352596247854e-05 3.8153134916751e-05 5.29065802114144e-05 6.14503492564926e-05 7.20732528760832e-05 7.98586367613249e-05 9.15462925259686e-05 1.06954653970724e-05
"Immunityinf_245-305" -0.000340985836367759 0.000307726397012529 0.000310781038746435 0.000295977889224811 0.000288957942463538 0.000296956979979222 0.000286380930918019 0.000277891824930089 0.000311418980509399 0.000311435530460756 0.000313716422170304 0.000315864671539534 0.000307698748789656 0.000303015223177192 0.000306326171097657 0.00029722928311686 0.000286241715042654 0.000315672796323063 0.000306037084276272 0.000305240660215176 0.000308894865847684 0.000300025900136391 0.000290147065761854 0.000317970020797874 0.000315490850255116 0.000317002756674945 0.000319180061284104 0.000315781239080125 0.00031398792437144 0.000315014021626472 0.000312033396557347 0.000302225297902875 0.000317870086053376 0.000317503127548901 0.000317528321857013 0.0161455110557013 0.000317394698288038 0.00031686319687177 0.000316802707108117 0.000315170905614218 0.000278413195782427 0.000277891839292105 -9.13759733658063e-06 -1.26753481855369e-05 -7.53217500214701e-06 -1.0275538433536e-05 -5.72658171309449e-06 -1.05145442892895e-05 3.70317905679879e-05 4.95444906474812e-05 3.93294402828453e-05 1.78876389662195e-05 6.2937543632358e-06 1.90187666489398e-05 3.10304751729229e-05 4.7844526610482e-05 5.37987587786072e-05 7.00680881981303e-05 7.66307730448629e-05 8.92830752146404e-05 8.92737247777316e-06
"Immunityinf_306-366" -0.000332997601277678 0.00030727362859142 0.000310717456914361 0.000295743525544137 0.000288825358802616 0.000296579808524456 0.000286040003818657 0.000278138092767477 0.000311636553770217 0.000311737793574594 0.000314018154646384 0.000315737637586842 0.000307359316896694 0.00030256808258157 0.000305874490988701 0.00029652640352308 0.000285280237599137 0.000315465731864924 0.000305758166095875 0.000304858951033044 0.000308639368542264 0.000299979234995763 0.000289654356631923 0.000317533388925306 0.000314887452220623 0.000316700280378206 0.000318764333230631 0.000315141615006643 0.000313629590515785 0.000314930846041123 0.000311456967796031 0.000302081267199171 0.000316924490294861 0.000316668562609148 0.000316821554391998 0.000317394698288038 0.00761137835701455 0.000316516683754169 0.000316572299741748 0.000314825572706473 0.000278582672660146 0.000278186786659832 -5.96418093966847e-06 -6.75830849968211e-06 -7.04561855569384e-06 -1.41023628046344e-05 -1.01472836084228e-05 -5.89941282671413e-06 2.92788600697777e-05 3.26220617980507e-05 3.24115886862007e-05 1.65234334783134e-05 1.84190793943825e-06 7.13300911982513e-06 2.22849552594051e-05 3.39054108535036e-05 5.78721708853231e-05 6.2330155510988e-05 6.79517833785272e-05 8.36180389302506e-05 1.20307770484428e-06
"Immunityinf_367-427" -0.000329911514790733 0.000308100287965781 0.00031173283184616 0.000299445477267684 0.00029293676892687 0.00030006722138721 0.000290868220464565 0.000283534689262757 0.000309674781752029 0.000310002177743739 0.000310566252504733 0.000315138533383717 0.000309471758388735 0.000304354142210602 0.000307654032269785 0.000300538441310358 0.000291044591466783 0.000316053654278483 0.000308355082711749 0.000307419572293115 0.000310888940412403 0.000303719493591522 0.000294341195984137 0.000315449998419113 0.000314304316856959 0.000314938820447634 0.000318391504448074 0.000316396508893004 0.000314621467895745 0.000315926949956328 0.000314890929568653 0.000306143513684684 0.000315303147408703 0.000315878315913766 0.000315788853684593 0.00031686319687177 0.000316516683754169 0.00766035365344606 0.000316601761746349 0.000315815193201915 0.000283235234468407 0.000282778897666015 -9.0988071056414e-06 -1.19734866864343e-05 -8.16995850335606e-06 -8.42352435390493e-06 -6.30367190239807e-06 -3.74965554657e-06 3.80410946107703e-05 3.6102162479478e-05 3.22691584888813e-05 1.55860419979178e-05 2.09959908802366e-06 9.8577431997566e-07 8.31458145751961e-06 2.54466963752722e-05 4.80185832750741e-05 5.20214243363298e-05 5.70564403627476e-05 7.0421444515596e-05 8.32420410414682e-06
"Immunityinf_428-488" -0.000322068726571134 0.000308277577905094 0.000311902933937772 0.000299818963997055 0.000293558296102412 0.000300461130778336 0.000291345065083287 0.000284509105764078 0.00030936198884574 0.000309870254954475 0.000310009636929019 0.000315240165013557 0.000310048820550889 0.000304860383410149 0.00030807281733825 0.000301397445471276 0.000292049778173094 0.00031646303352255 0.000309104281824213 0.000308148808493454 0.000311443333061238 0.000304520699067239 0.000295339417572366 0.000315345496853129 0.000314297625108872 0.00031470286953603 0.000318716672533108 0.000316880213337237 0.000315164735460841 0.000316566713807165 0.000316110693205199 0.00030703116660803 0.000314869252337138 0.000315789886731603 0.000315593689925691 0.000316802707108117 0.000316572299741748 0.000316601761746349 0.00766805916653646 0.000316353063782849 0.000283858834296405 0.000282679814275137 -1.10276187180218e-05 -9.13269376578012e-06 -1.21137335799451e-05 -8.71098278022461e-06 -5.85301257622068e-06 -8.50411217648685e-06 2.78595296117923e-05 2.62703257694429e-05 2.55759189768383e-05 1.46482258116734e-05 -1.09777650044563e-05 -1.24215261951675e-05 -1.79541676272328e-06 2.12813724518238e-05 4.16511618517585e-05 4.52336719508749e-05 4.75572159533566e-05 6.23145607765291e-05 9.50727206273608e-06
"Immunityinf_489-549" -0.000312156608459608 0.000309831625385731 0.000314543040067658 0.000308051679691575 0.000302462034921389 0.000308242396122879 0.000301771481837783 0.000295411333077906 0.000305873325495739 0.000306876286790865 0.000304072120661885 0.000314082609338421 0.000313886526895366 0.000307774840794283 0.000311600240006407 0.000309370778541725 0.000301457755531129 0.000317630175005635 0.000314720097085887 0.000313625698238025 0.000316324777703351 0.000312716085277257 0.00030525048596088 0.000311204480795441 0.000313297355988208 0.000311407124689768 0.000317563572887075 0.000318737002561763 0.00031666877074389 0.000318175070611819 0.000321715848206193 0.000314042239509717 0.000311333934899289 0.000313389035572852 0.000312989708713759 0.000315170905614218 0.000314825572706473 0.000315815193201915 0.000316353063782849 0.0154776940361409 0.000295687531355402 0.000294982687536152 -1.66739145466216e-05 -1.75659584443682e-05 -1.95945129036703e-05 -1.29765500150763e-05 -2.00980761233616e-05 -1.95155934581049e-05 3.53182445873199e-05 3.11733433404183e-05 3.01137684473364e-05 1.47306368109629e-05 -1.01105625342106e-05 -2.24326154200245e-05 -2.24661944938748e-05 1.77855483054106e-06 2.1904994531054e-05 2.77825842110795e-05 3.43350112420625e-05 4.54131505473008e-05 1.34997729812878e-05
"Immunitysecboost_001-061" -0.000229025068190639 0.000321536869260128 0.000320690809493208 0.000394800065697078 0.000426932292637759 0.000390555943633309 0.00044101653501774 0.000477683738193709 0.000280599067960399 0.000283767569110683 0.000260668347139888 0.000288520830811439 0.000334949826003613 0.000343454023487841 0.000338133190343364 0.000392759569400024 0.0004342599779085 0.000302395030040332 0.000351692088140109 0.000352642186807218 0.00033841644599869 0.000381052545046943 0.000428432725633995 0.000267857829622544 0.000292729390986813 0.000272907492157579 0.000280397273034649 0.000303307408532935 0.000305085927428187 0.000302785359407223 0.000327068513076229 0.000363445737032312 0.000269883253394417 0.000273511981604641 0.000272953323610748 0.000278413195782427 0.000278582672660146 0.000283235234468407 0.000283858834296405 0.000295687531355402 0.0228859296352667 0.000470825522182978 -1.28577636837095e-05 -2.39876380275169e-05 -5.68394178547114e-05 -5.88052563191992e-05 -5.79752523157131e-05 -6.27883167841946e-05 3.01657059475235e-05 3.8454527474375e-05 3.34108607979974e-05 2.21043612237578e-05 -1.38200394828138e-05 -2.21947662846149e-05 -4.67467321265863e-05 -9.58972597793884e-05 -0.000161774840829197 -0.000225110806820268 -0.000269821657344727 -0.000263112098210437 -1.56837948808748e-05
