"names_fin" "eff_tau_fin"
"2" "Immunityfull_001-061" 0.174070173472221
"3" "Immunityfull_062-122" 0.155338824462734
"4" "Immunityfull_123-183" 0.136607475453246
"5" "Immunityfull_184-244" 0.117876126443759
"6" "Immunityfull_245-305" 0.0991447774342716
"7" "Immunityfull_306-366" 0.0804134284247843
"8" "Immunityfull_367-427" 0.061682079415297
"9" "Immunityfull_428-488" 0.0429507304058097
"10" "Immunityfull_489-549" 0.0242193813963223
"11" "Immunityboost_001-061" 0.223526253488963
"12" "Immunityboost_062-122" 0.214072814882994
"13" "Immunityboost_123-183" 0.204619376277025
"14" "Immunityboost_184-244" 0.195165937671056
"15" "Immunityboost_245-305" 0.185712499065087
"16" "Immunityboost_306-366" 0.176259060459119
"17" "Immunitysecboost_001-061" 0.218484479253184
"18" "Immunitysecboost_062-122" -0.616487439449742
"19" "Immunityinf_062-122" -0.17634266133553
"20" "Immunityinf_123-183" -0.1304065454176
"21" "Immunityinf_184-244" -0.0844704294996697
"22" "Immunityinf_245-305" -0.0385343135817395
"23" "Immunityinf_306-366" 0.00740180233619059
"24" "Immunityinf_367-427" 0.0533379182541207
"25" "Immunityinf_428-488" 0.0992740341720508
"26" "Immunityinf_489-549" 0.145210150089981
"27" "Immunityhybridfull_001-061" 0.103609417782219
"28" "Immunityhybridfull_062-122" 0.0947956842793343
"29" "Immunityhybridfull_123-183" 0.0859819507764498
"30" "Immunityhybridfull_184-244" 0.0771682172735653
"31" "Immunityhybridfull_245-305" 0.0683544837706807
"32" "Immunityhybridfull_306-366" 0.0595407502677961
"33" "Immunityhybridfull_367-427" 0.0507270167649116
"34" "Immunityhybridfull_428-488" 0.041913283262027
"35" "Immunityhybridfull_489-549" 0.0330995497591425
"36" "Immunityhybridboost_001-061" 0.148785140195979
"37" "Immunityhybridboost_062-122" 0.150940282135082
"38" "Immunityhybridboost_123-183" 0.153095424074185
"39" "Immunityhybridboost_184-244" 0.155250566013289
"40" "Immunityhybridboost_245-305" 0.157405707952392
"41" "Immunityhybridboost_306-366" 0.159560849891496
