day,count, ratio,seratio,length,selength
0,0,,,,,
7,0,,,,,
14,0,,,,,
21,0,,,,,
28,0,,,,,
35,0,,,,,
42,0,,,,,
49,0,,,,,
56,0,0,0,,,
63,0,0,0,,,
70,0,0,0,,,
77,0,0,0,,,
84,0,0,0,,,
91,0,0,0,,,
98,0,0,0,,,
105,0,0,0,,,
112,0,0,0,,,
119,0,0,0,,,
126,0,0,0,,,
133,0,0,0,,,
140,0,0,0,,,
147,0,0,0,,,
154,0,0,0,,,
161,0,0,0,,,
168,0,0,0,,,
175,0,0,0,,,
182,0,0,0,,,
189,0,0,0,,,
196,0,0,0,,,
203,0,0,0,,,
210,0,0,0,,,
217,0,0,0,,,
224,0,0,0,,,
231,0,0,0,,,
238,0,0,0,,,
245,2,0.00896861,0.00631326,165,5.65685
252,3,0.00793651,0.00456393,171.667,4.57853
259,5,0.00856164,0.00381246,169.2,4.53784
266,9,0.0112782,0.00373814,159.889,4.39541
273,13,0.00906555,0.00250291,137.615,7.47266
280,17,0.00705394,0.00170479,154.118,5.37448
287,51,0.0130202,0.00181128,143.078,3.79338
294,84,0.0147394,0.00159631,146.119,2.99936
301,94,0.0164623,0.00168393,138.638,3.28611
308,87,0.0165399,0.00175854,131.885,3.48359
315,70,0.0199658,0.00236242,123.186,4.30985
322,36,0.0137352,0.00227343,131.083,5.21252
329,48,0.0224404,0.00320244,116.688,5.42805
336,50,0.0223314,0.00312267,108.28,5.93343
343,81,0.0300668,0.00329015,107.667,4.97875
350,119,0.0313488,0.00282834,100.227,4.37106
357,198,0.0473458,0.0032841,96.3485,2.98123
364,260,0.0401793,0.00244124,90.8538,2.94822
371,289,0.0423009,0.00243509,84.7509,2.58213
378,208,0.0488148,0.00330105,80.6202,3.05926
385,168,0.047836,0.00360127,71.6131,3.33259
392,200,0.0581564,0.00399091,75.87,3.25973
399,204,0.0569196,0.00387009,78.3284,3.21049
406,223,0.0589791,0.00383129,69.4753,2.84325
413,279,0.0608241,0.00352896,69.5341,2.72306
420,356,0.0636965,0.00326662,64.0843,2.23458
427,320,0.0586725,0.00318222,69.8563,2.22517
434,358,0.0674835,0.00344417,66.662,2.14716
441,300,0.0684619,0.00381495,65.1067,2.37316
448,261,0.0736664,0.00438867,58.2107,2.36675
455,165,0.0733008,0.00549333,60.8424,3.22494
462,150,0.070855,0.00557656,57.86,3.16736
469,106,0.0765896,0.00714849,64.5849,4.23531
476,71,0.0700888,0.00802122,62.1268,4.97201
483,61,0.0715962,0.00883271,57.2623,4.92212
490,27,0.0522244,0.00978462,53.5185,7.76973
497,18,0.0502793,0.0115492,40.3333,5.83518
504,9,0.0502793,0.016333,48.2222,13.6181
511,12,0.09375,0.0257635,48.75,11.7356
518,5,0.0714286,0.0307818,60.6,27.5225
525,0,0,0,,,
532,2,0.05,0.0344601,24,0.707107
539,1,0.142857,0.13226,93,0
546,1,0.25,0.216506,20,0
553,0,0,0,,,
560,1,0.0416667,0.0407894,28,0
567,0,0,0,,,
574,1,0.047619,0.0464714,166,0
581,2,0.0769231,0.0522589,65,3.53553
588,3,0.103448,0.0565523,70,35.4902
595,2,0.0769231,0.0522589,32,0.707107
602,3,0.09375,0.051527,66.6667,6.43486
609,7,0.109375,0.0390136,58.1429,17.2229
616,2,0.0240964,0.0168322,73.5,30.052
623,6,0.0566038,0.0224449,79.6667,22.3975
630,6,0.0571429,0.0226521,80.1667,12.928
637,10,0.0485437,0.0149736,50.6,10.2627
644,10,0.042735,0.0132221,52.5,14.0693
651,26,0.0549683,0.0104797,78.2308,10.1285
658,34,0.033966,0.00572534,58.9118,6.6124
665,96,0.0585009,0.00579345,61.8542,4.05547
672,115,0.0410275,0.00374653,65.513,4.53917
679,143,0.0412104,0.00337443,63.8741,3.76516
686,200,0.0468823,0.00323644,58.435,2.76984
693,222,0.0448032,0.00293886,59.3198,2.76141
700,215,0.0477142,0.0031755,68.1581,3.28639
707,164,0.0448455,0.00342242,61.5244,3.4529
714,108,0.0442623,0.00416381,58.5463,4.4102
721,75,0.0507099,0.00570508,61.8533,5.21798
728,62,0.037417,0.00466222,50.5806,4.84712
735,61,0.0488,0.00609384,57.1475,4.8362
742,42,0.027541,0.00419074,43.2857,5.15346
749,118,0.0358445,0.00324007,52.1525,3.71133
756,117,0.0201724,0.00184603,53.2137,4.33184
763,164,0.025336,0.00195319,52.6524,3.42275
770,148,0.0257302,0.00208762,49.8446,3.40536
777,117,0.0261044,0.00238165,45.5385,3.93902
784,77,0.0226938,0.00255668,50.961,5.87057
791,78,0.0252346,0.00282097,48.0256,4.72376
798,91,0.0241572,0.00250158,50.9011,4.95708
805,94,0.0234941,0.0023946,38.7553,3.97999
812,103,0.0249758,0.00243001,42.6699,4.03025
819,89,0.0253345,0.00265121,50.236,4.72394
826,82,0.0290163,0.00315748,53.0976,5.19414
833,37,0.0218805,0.00355757,48.2703,7.52611
840,49,0.0297691,0.00418896,39.1837,5.61819
847,32,0.0284951,0.00496498,59.875,8.87013
854,9,0.0139319,0.0046115,47.1111,14.7141
861,13,0.0373563,0.0101654,40.5385,11.6277
868,7,0.0294118,0.0109519,54.7143,23.9495
875,5,0.0238095,0.0105204,45.8,9.7135
882,2,0.0105263,0.00740395,128,34.6482
