Immunityhybridboost,ProxyBA12,high1,low1,trend1,ProxyNew,high2,low2,trend2,LCAll,high3,low3,trend3,LCInf,high4,low4,trend4
001-061,0.991581862471091,0.995475560718144,0.98433727694395,0.990451384351103,0.976280363816217,0.989364502649049,0.947099686819939,0.976496563477241,0,0,0,0,0.361920247799138,0.455924600658593,0.251673994704491,0.323259890482512
062-122,0.98612941560652,0.991795289153088,0.976550896794972,0.990262323226841,0.9334247029578,0.961458420742202,0.885000296780512,0.970011327834305,0,0,0,0,0.261348461231992,0.364822606969637,0.141017766515087,0.299569674321613
123-183,0.99464621132724,0.999246377105906,0.961966318463511,0.99007326210258,0.971876859807595,0.987390956899483,0.937274303214235,0.963526092191369,0,0,0,0,0.159813174025309,0.314325079230177,-0.0295168762317861,0.275879458160715
184-244,0,0,0,0,0.95903337906074,0.977376178605095,0.925818719928591,0.957040856548432,0,0,0,0,0.295292178738534,0.40770328388025,0.161546738600054,0.252189241999816
245-305,0,0,0,0,0.964735812385413,0.981077022564418,0.934282914390709,0.950555620905496,0,0,0,0,0.173668289901831,0.328683842932039,-0.0171423522652359,0.228499025838918
306-366,0,0,0,0,0.937409514245721,0.965435463636696,0.886659295360441,0.94407038526256,0,0,0,0,0.527602270037667,0.804867846557784,-0.143633231822292,0.204808809678019
367-427,0,0,0,0,0.899056104968647,0.944326676382768,0.816973924277321,0.937585149619624,0,0,0,0,0,0,0,0
428-488,0,0,0,0,0.908123837284877,0.958913211399193,0.794551252051613,0.931099913976688,0,0,0,0,0,0,0,0
489-549,0,0,0,0,0.796532624325948,0.934811042359629,0.364938872131199,0.924614678333751,0,0,0,0,0,0,0,0
