"Immunity_other" "Immunityb45_062-122" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecb45_001-061" "Immunitysecb45_062-122" "Immunitysecb45_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridboost_184-244" 0.000720594908252075 0.000543774388598558 0.000924068108379315 0.000879845408259075 0.00107687029359203 0.00116303985009791 0.00102206331199993 0.000782385344994401 0.000548761912297783 0.000542097929669134 0.00107893668796689 0.00110775035677905 0.000987574625855604 0.000902436317049594 0.00100511144740322 0.000922837717817342 0.000751708079513171 0.00078207169402207 0.000687707968303209 0.00087246624572991 0.0367351179510642 0.000929116186149384 0.000716247309932964 0.000575939708320822 0.000565293066431255 0.000786459155610236 0.00102793761086922 0.00107397633977709 0.000983046679385112 0.00083825007288121 0.000802889551822766 0.00080668442222252 0.000723603818827797 0.000768511353460923 0.00099858578287417 0.00100927968954486 0.00089816531036488 0.000736996365051756 0.000599234953431641 0.000718057169145256 0.0010896103645006 0.000600816074449995 0.00052870418621935 0.000571396405426936 0.000864643193738184 0.000609510309324768 0.000521675581271627 0.000555721301367739 0.00085377695242851 0.000351386199518655 0.000195508337822028 9.98814426084937e-05 0.000150753432450655 0.000136403027960629 9.32004475562479e-05 -6.39217326397568e-05 -6.32504290647969e-05 -3.49844641530731e-05 1.81635847710592e-05 9.47876186613902e-05 0.000130786523392611 0.000137533414708585 0.00029324471767489 -2.62973127039971e-05
"Immunityhybridboost_245-305" 0.000750594431730506 0.000562801006811733 0.000918278809420579 0.000858434239509322 0.000878884809345202 0.000914426223698803 0.000948236782648019 0.000879411485106969 0.000643472829044285 0.000500211269800728 0.000860695818569095 0.000916856439551024 0.000964091374691378 0.000878429587131167 0.000905033612208551 0.000931689206819358 0.000812920946611583 0.000853897521237007 0.000748870088464224 0.00079342887515326 0.000929116186149384 0.0265716291751031 0.000808583534497605 0.000626607819651554 0.000510229622493246 0.000823766086119468 0.000875883372290034 0.000965428676041816 0.000948630703374334 0.000876586339059644 0.000810116926215783 0.000822573669344419 0.000773371429441226 0.000803698486969137 0.000856118772889943 0.000936911620012059 0.000893524804457054 0.000802255795374076 0.000652890668092125 0.000625941985161426 0.000922789135499836 0.000739946727700792 0.000556048241124162 0.000480274370504516 0.000905808770389209 0.000732186443965539 0.000562955419885722 0.000480749573946342 0.000782001789669442 0.000330257004871419 0.000208807001068089 0.000109655199323247 0.000153396792441057 0.00013848282026227 9.46035508275614e-05 -6.81602142588222e-05 -7.59805258786872e-05 -6.40601002750774e-05 -3.64765228597367e-05 3.93528937340232e-05 5.94853599954637e-05 6.5440801081452e-05 0.000201673356318234 -1.94489181716834e-05
"Immunityhybridboost_306-366" 0.000909877301955771 0.00100454803923062 0.000773856642179773 0.00082593024886416 0.000658357219701376 0.000577201790406151 0.000677979913228862 0.000917319052249997 0.00106287111558769 0.000940261488952181 0.000585221704278138 0.000596046091335963 0.000756868323297062 0.000852164020839733 0.000739692076592242 0.000823576439551249 0.000938582708889026 0.000905775739001311 0.000965490298993208 0.000787850123140018 0.000716247309932964 0.000808583534497605 0.059819348171662 0.00104607084495997 0.000940597282569373 0.000934520352133262 0.000706896647148185 0.000705927444651683 0.000796279663182286 0.000927683189450258 0.000932986776113449 0.000925381466224537 0.000988345598888142 0.000914639634668132 0.000693554304779311 0.000706175545127787 0.000814135404086765 0.000946627259608238 0.00102178769152918 0.000861147885849115 0.00061772477423141 0.00106808393429808 0.00100433459611977 0.000901667546280288 0.00080875016108652 0.00103093560108659 0.00101055659583792 0.000911890787199034 0.000729603363986008 0.00033484334689347 0.000229973901865398 0.00012685831965856 0.000155590148453229 0.000141833337865093 9.52747713615328e-05 -6.48947074740664e-05 -7.14012762796436e-05 -5.75418783109075e-05 -2.77362738943541e-05 5.11811973839305e-05 3.36542462226241e-05 1.35213323696825e-05 0.000121284271244768 -1.79079059166136e-05
"Immunityhybridboost_367-427" 0.00113543627761873 0.00189256146766083 0.000546309436450192 0.000763775627266205 0.000575751344154738 0.000433807066073441 0.000463238809447766 0.00070670510120363 0.00156188639371739 0.00202603038401941 0.00047107672712738 0.000428219087209311 0.000509219127154332 0.000746928721412387 0.000689094188989153 0.000641404101303045 0.000966256909639785 0.000786796220194732 0.00116241705004026 0.000977870413284036 0.000575939708320822 0.000626607819651554 0.00104607084495997 0.0786448812354105 0.00204137163921457 0.000967315172644501 0.000702147854790386 0.00051226953481271 0.000600066206672901 0.000884596650916378 0.00112477781784295 0.00109976523828339 0.00121149659115595 0.000952042500043472 0.000693563200165475 0.000506159296463232 0.000641950366182464 0.00101177178279398 0.00151348141937218 0.00157294832036641 0.000462721856903731 0.00113189898581003 0.00188023189378039 0.00207068905336313 0.000576224500647103 0.00115904140744728 0.00180475975526783 0.00207429642001157 0.000651286122868751 0.000324237747752983 0.000248220282122149 0.000144526148916948 0.000155835816099734 0.000144099875665886 9.66137854933432e-05 -7.06612376219256e-05 -8.56681425600994e-05 -9.41912223471101e-05 -9.07557368163689e-05 -8.32592483915865e-06 -3.45562953593813e-05 -5.8236819639322e-05 4.30292469816912e-05 -1.77900800572782e-05
"Immunityhybridboost_428-488" 0.00129520429458453 0.00254423786735989 0.000450398210510984 0.000626881370308961 0.000532135362667112 0.000365649482874286 0.000402665337531256 0.000564185841732603 0.00152054976696953 0.00355920261912648 0.000428897108933313 0.000353685610781939 0.000400743947126041 0.000560104959323124 0.000641541567364561 0.000562744226985744 0.000823753591385773 0.000630286243892429 0.00114656788476851 0.00115407825023111 0.000565293066431255 0.000510229622493246 0.000940597282569373 0.00204137163921457 0.203710180798971 0.000836043757782475 0.000682461871106488 0.00041650819414407 0.000447520893465139 0.000742007067680297 0.00112026131012564 0.00131555884345049 0.00119860195150278 0.00083684492818215 0.000686339545192584 0.00042229745555835 0.000463438429890677 0.000898716852047212 0.00164999689986748 0.00243420785370416 0.00040646652643745 0.000855357601186362 0.00249530301812681 0.00439560255593453 0.000489716010163579 0.000996324620633428 0.00233995597888713 0.00406496595608326 0.000445516332167753 0.000178119402917833 0.000138011210984557 7.3257810181176e-05 7.18305908094884e-05 7.78531478066124e-05 5.07098895120722e-05 -3.43497483865868e-05 -5.48157082080996e-05 -7.84104960829891e-05 -0.000159086947853538 -0.000119830612926776 -0.000216951758501454 -0.000272423067966623 -0.000207505633367855 -1.52776056934591e-05
"Immunityhybridfull_062-122" 0.000883697723513409 0.000920215795968043 0.000797640742595696 0.000858579255482059 0.000818944761517745 0.000747238426449879 0.000733690877661695 0.000857742758787396 0.000971156201373792 0.000830192121369714 0.00075741548534878 0.000747047656446928 0.000812508259834207 0.000903706265976984 0.000833649913542351 0.000844139600977327 0.000908551531057324 0.000856564905934452 0.000906426201033011 0.000818276910064935 0.000786459155610236 0.000823766086119468 0.000934520352133262 0.000967315172644501 0.000836043757782475 0.500934191198835 0.000840600547860358 0.000836495990900949 0.000865707711065709 0.000939592711242716 0.000949625132071144 0.000921229360657764 0.000969315573233403 0.000909617611420065 0.000811343838479724 0.00080794401909236 0.000871389339375291 0.000948434013082359 0.000998186891531694 0.000883763182414198 0.000759494489011017 0.000958456364667412 0.000904704875781419 0.000781622073876901 0.000782397317296463 0.00093063233365684 0.000907269693538199 0.000789081946242589 0.000979059213962176 0.000440477896933493 0.000280145022178937 1.79628717181257e-05 -5.48320315841525e-05 -5.6846451666115e-05 -3.77693702795483e-05 -4.71401437541706e-06 2.53310381449893e-05 8.87455773461984e-05 0.000213651937038966 0.000324803873215242 0.000341714630879134 0.000305020277250182 0.000416460819939389 3.15559054331695e-05
"Immunityhybridfull_123-183" 0.000769741871668438 0.000679426665173886 0.000866008156615534 0.000920099562245391 0.0012431664248429 0.00129848343224583 0.000964626687579977 0.000669647608674755 0.000638634991488464 0.000650707938806181 0.00124548410696077 0.00121368494020764 0.000952367625713554 0.000981695676868429 0.00108934783809972 0.000880658911472541 0.000766317175173116 0.000710130437248937 0.000707093282648897 0.00094303989359315 0.00102793761086922 0.000875883372290034 0.000706896647148185 0.000702147854790386 0.000682461871106488 0.000840600547860358 0.251188201668658 0.00115963909468314 0.0010153550546518 0.000878772995466612 0.0009126034187059 0.000862311858617153 0.000820338216727234 0.000816234901818194 0.00113554548588045 0.00105818039681992 0.000954912704156095 0.000819344010318922 0.000796388510491321 0.000943207120226066 0.00118852765996377 0.000594059479576285 0.000638367569037364 0.000660686534468799 0.000737859810842134 0.000596914265303504 0.000622171818971875 0.000647395042250109 0.00114538219409544 0.000231407751529278 -6.54110206633389e-05 -0.00015433761803692 -0.000137708459966701 -0.000129538965431623 -7.37354723581931e-05 1.88681584866772e-05 8.96900521142072e-05 0.000203861192967757 0.000403581849576983 0.000562612679735194 0.000624231787870541 0.000634314355718848 0.000764137238554509 4.32056005683561e-05
"Immunityhybridfull_184-244" 0.00072496419798039 0.000445187348449558 0.000958518550642777 0.000928094124750251 0.00116494098296202 0.00122082535257174 0.00104316270141743 0.000754560952570109 0.000463050309262257 0.000378877654756892 0.00117570353686965 0.00121091215524145 0.00109379796637307 0.00100752747915282 0.0011165925585014 0.000985775158363035 0.000763077832007578 0.000750975074823891 0.000633474174921759 0.000861101170308813 0.00107397633977709 0.000965428676041816 0.000705927444651683 0.00051226953481271 0.00041650819414407 0.000836495990900949 0.00115963909468314 0.201265472090691 0.00112380553383386 0.000939405510881362 0.000894592239579222 0.00087643253246122 0.000782128881198224 0.000800203386181157 0.00110081442363911 0.00117935790263697 0.00105836366736683 0.000867260005872596 0.000692137620882827 0.000784116010004238 0.00121786589530284 0.000521361050677672 0.000393981235274556 0.000378700315192699 0.000837353887206768 0.00052593193993089 0.000388425030757573 0.000366586924895139 0.00148530419064534 0.000140358526070801 -0.00069489958687938 -0.000407691908490306 -8.06498675442013e-05 -5.39532983954611e-05 -4.63082810873747e-05 6.93948636842312e-05 0.000235712095346998 0.000428993283090206 0.000671724306282389 0.000860485216283215 0.000935581566375764 0.000958758691486506 0.00109653203116042 3.31741155383611e-05
"Immunityhybridfull_245-305" 0.000758271635164143 0.00051379206493856 0.000932940852393221 0.000905578268673062 0.000993990805227341 0.00102133777704727 0.000961937935679593 0.000835857507385738 0.000589111371456362 0.000421096255193076 0.000985612362110878 0.00103462312547891 0.00103089906889012 0.000975961125408725 0.00101156842665577 0.000967959262463024 0.000819647786520637 0.000818107554385164 0.00071291484369901 0.000811982967900384 0.000983046679385112 0.000948630703374334 0.000796279663182286 0.000600066206672901 0.000447520893465139 0.000865707711065709 0.0010153550546518 0.00112380553383386 0.0677253535441012 0.000952515765824654 0.000893154281626601 0.000882413023414941 0.00082722104714266 0.000831440691365406 0.000969141018769365 0.00106637326667287 0.00101569191841111 0.000896231801393332 0.000743586314243179 0.00072484317912764 0.00105074581423336 0.000683639392376436 0.000477487166966757 0.000399331871947713 0.000861653103687492 0.000667212665269915 0.000482632977818334 0.000395023210079157 0.00135819674113216 0.000225033443339976 -0.000412450337100266 -0.000204511879219328 6.21236966555471e-05 7.21639202642373e-05 2.58166125713813e-05 6.32477229678813e-05 0.000209261135595518 0.000351201233241392 0.000526491250038825 0.000666384240549707 0.000725516770696236 0.000744412473253276 0.000890839656637153 1.72027533107107e-05
"Immunityhybridfull_306-366" 0.000866422315984051 0.000822059875627818 0.000844256970976343 0.000875692049516762 0.000826656152515012 0.000765966173364181 0.000784678421214494 0.000877069782838031 0.000869534944122718 0.000723549419021534 0.000772769922216269 0.00079490992214281 0.000902620717073435 0.000944905347999956 0.000890647072438138 0.000908011868302318 0.000900688706909937 0.000859288635414666 0.000861369538607018 0.000800446827376852 0.00083825007288121 0.000876586339059644 0.000927683189450258 0.000884596650916378 0.000742007067680297 0.000939592711242716 0.000878772995466612 0.000939405510881362 0.000952515765824654 0.0779137772527152 0.000970615974839143 0.000956466510008186 0.000965176572449872 0.000904579451958486 0.000838667826513145 0.000908041504942325 0.0009554165284237 0.000996668674557883 0.000978761925949639 0.000872961033501076 0.000825637379436942 0.000889933908715714 0.000791811983205856 0.000681052654888283 0.000813062080944012 0.000866328389404222 0.000790329088466649 0.000686294035534607 0.0012810740187983 0.000216556349016193 -0.000325319912860344 -0.000178975033606261 5.59048184301178e-05 8.85784645399408e-05 3.91531614207471e-05 5.6202258767377e-05 0.00018592937786552 0.000305811305862577 0.00046224980739884 0.000597129153400102 0.000637837835141144 0.0006447232050646 0.000786001578314336 1.14995166957703e-05
"Immunityhybridfull_367-427" 0.000941839279416436 0.0011235200517205 0.000756957552353411 0.000864336972962613 0.000826319730221173 0.000759503328465858 0.000720546390582963 0.000774558761608739 0.00104990682970386 0.00109131490584574 0.000767797513985855 0.000773345993219962 0.000814338564187462 0.000919579917261879 0.000895677494509025 0.000835637148905905 0.000911815904765164 0.000805995658875536 0.000924174002042654 0.000884951804251292 0.000802889551822766 0.000810116926215783 0.000932986776113449 0.00112477781784295 0.00112026131012564 0.000949625132071144 0.0009126034187059 0.000894592239579222 0.000893154281626601 0.000970615974839143 0.0536828170891984 0.00101359741147194 0.00105052462313588 0.000915411635055645 0.000871684950912744 0.000851271620552889 0.000899948633236635 0.00101097004505081 0.0011655902014955 0.0011312401338377 0.000806678544936168 0.000911105745547637 0.00108702545680821 0.00109751258024186 0.000712732679309654 0.000900522878917747 0.00106478542047482 0.00108706781905207 0.00131440378775545 0.000328353961399707 -0.000154179404962082 -0.000150496574974143 4.26560345730735e-05 9.26709035675441e-05 5.14157456933076e-05 5.97728411769077e-05 0.000177059173977414 0.000296171668929677 0.000465633775939623 0.000617475417050606 0.000659501064177365 0.000668563053072788 0.000804239161190747 1.11135477060009e-05
"Immunityhybridfull_428-488" 0.000949820108014008 0.00114565289196227 0.000777920275248337 0.000829303263029952 0.000777231232093112 0.000697987154855489 0.000727881464791061 0.000810315476279116 0.00096819926931021 0.00126680467996381 0.000711192999461697 0.000725214325390635 0.000831653924128633 0.000876224254351659 0.000864001101638625 0.000860462650679562 0.000882082509136362 0.000807350994111655 0.000899992390630735 0.000871090076881922 0.00080668442222252 0.000822573669344419 0.000925381466224537 0.00109976523828339 0.00131555884345049 0.000921229360657764 0.000862311858617153 0.00087643253246122 0.000882413023414941 0.000956466510008186 0.00101359741147194 0.167715022811015 0.0010168581724658 0.000888310623795072 0.000826005768076316 0.000849105802462845 0.000882266714952785 0.000988914507499126 0.00110874393058694 0.00119501507378776 0.000771822238475833 0.000848664816492029 0.00110360811109226 0.00137964837190901 0.000751262028241291 0.000860042884004941 0.00106673123708967 0.00133911735928135 0.00120990161561426 0.000474095969276249 0.000181507288448561 3.81218713280163e-05 0.000126335895644529 0.000154397071178955 0.000106280693490945 1.90115792587078e-06 6.63547296250777e-05 0.000166807479910291 0.000347529906326538 0.000509820773004804 0.000549031768200477 0.000552801520150515 0.00067808012937134 1.61051817583465e-05
"Immunityhybridfull_489-549" 0.000976705648305623 0.00120884597356619 0.000720001007303258 0.000842448659579988 0.000720622013533276 0.000621866697405002 0.000639192896040375 0.00080900380020229 0.00115617650172763 0.00117884475599051 0.000649472370726443 0.000647019657553257 0.000740851957227982 0.000888497969119597 0.000811672280702858 0.000798225534203363 0.000948794889491975 0.000836287090981721 0.000983022746714858 0.000858472315202357 0.000723603818827797 0.000773371429441226 0.000988345598888142 0.00121149659115595 0.00119860195150278 0.000969315573233403 0.000820338216727234 0.000782128881198224 0.00082722104714266 0.000965176572449872 0.00105052462313588 0.0010168581724658 0.16775778952863 0.000939517315033517 0.000788287022801413 0.000756432791294413 0.000855027700243837 0.00102445173579407 0.00122252479649141 0.00112983427151386 0.000684541560241868 0.00102597686704353 0.00118083647514714 0.00117223190948481 0.000704886238779145 0.00100173077242474 0.00116558398952584 0.00116682455524301 0.00114651945131313 0.000496857843554537 0.000184354275502557 -2.06483568691789e-05 5.35912963410347e-05 9.64439740417722e-05 8.15880668330811e-05 -1.19929427146103e-06 4.60911582552112e-05 0.000142494399985082 0.000332745125120754 0.000498209511833619 0.000512488062574331 0.000498129294445195 0.000586237852436363 2.80396800465553e-05
"Immunityinf_062-122" 0.000873562268750729 0.000915208322454303 0.000785810136507735 0.000842593427589778 0.000804290387593738 0.000738930922286541 0.000725002137970591 0.000847253251274593 0.000963751416852062 0.000836464628977183 0.00075880220693614 0.000738349954014918 0.000787432110299282 0.000877141035870319 0.00080752268311296 0.000819011172228491 0.000891453739967025 0.000848105876724265 0.000898551116968835 0.000810629410459856 0.000768511353460923 0.000803698486969137 0.000914639634668132 0.000952042500043472 0.00083684492818215 0.000909617611420065 0.000816234901818194 0.000800203386181157 0.000831440691365406 0.000904579451958486 0.000915411635055645 0.000888310623795072 0.000939517315033517 1.00089446227497 0.00079781829631867 0.000786440155991327 0.000850423244736339 0.000925909731126623 0.000979953684197922 0.00087288732795211 0.000746898524648532 0.000953050523792544 0.000905973492991654 0.000789537165202673 0.000778581005535088 0.000928086780114861 0.000910417270588771 0.000799265206526843 0.000562571229211277 0.000208405662324747 0.000210539249054663 5.12310189523334e-05 -8.47581067260079e-05 -0.000114647491833085 -7.99293506265287e-05 2.2426783367656e-05 3.72236565793729e-05 6.35687429181676e-05 0.000156964564092038 0.000234374459759701 0.000234824323013017 0.000213500594177321 0.000278011257759509 2.20725294939648e-05
"Immunityinf_123-183" 0.000761053207348929 0.000680490930748268 0.000850734567141097 0.000894533167060333 0.00118762178432253 0.00125361539320717 0.000951716332161109 0.00066803502158619 0.000641613395861404 0.00066151591460358 0.00121082404847932 0.00117748818891757 0.000921847796790352 0.000939628235044954 0.00104564287814462 0.000853889035337516 0.000751532255147996 0.000708480102101605 0.000703877798830707 0.000925869048702947 0.00099858578287417 0.000856118772889943 0.000693554304779311 0.000693563200165475 0.000686339545192584 0.000811343838479724 0.00113554548588045 0.00110081442363911 0.000969141018769365 0.000838667826513145 0.000871684950912744 0.000826005768076316 0.000788287022801413 0.00079781829631867 0.251099499038771 0.00102625985625467 0.000929002773608025 0.000799641440534107 0.000781136819140354 0.000921501056510389 0.0011547391229293 0.000598662859469773 0.000648907025893278 0.000670949930054817 0.000740717899256013 0.000604327606057555 0.00063479201056334 0.000660020602074458 0.000519327466693594 -9.82510294273236e-05 1.16767309394429e-05 -3.63487692606989e-06 -0.000126635926323212 -0.000176034877547091 -0.000112249009224592 3.52409553138987e-05 5.81715922740063e-05 0.000124657959585882 0.00026658031856591 0.000399027560493302 0.000447123248461258 0.000458039371901176 0.000558533718601148 3.23168420429572e-05
"Immunityinf_184-244" 0.000725605073640334 0.000445359437500476 0.000932174846307399 0.000881618347054543 0.00104131509865898 0.00108360993922131 0.000994604832155897 0.000768377787913811 0.000466441785164405 0.000389493439384297 0.00108667702215944 0.00111504194003502 0.00105951758578786 0.000951528127903955 0.00103709116299805 0.000958087913321635 0.000749622581187494 0.000752371737500207 0.000628654292049438 0.000806639786373175 0.00100927968954486 0.000936911620012059 0.000706175545127787 0.000506159296463232 0.00042229745555835 0.00080794401909236 0.00105818039681992 0.00117935790263697 0.00106637326667287 0.000908041504942325 0.000851271620552889 0.000849105802462845 0.000756432791294413 0.000786440155991327 0.00102625985625467 0.0599822655874161 0.00106818515717589 0.000907395912074407 0.000733164362636317 0.00078889162661433 0.00114791567303373 0.00053490036033129 0.000400706016237565 0.000391360951429416 0.000838637783136848 0.000541682429991008 0.000397634100447948 0.00038044007013783 0.000156997438541501 -0.00116643393658382 -0.000680215908097048 -0.000133885425282887 -0.000137849853575097 -0.000191312221142386 -0.000135998560431955 7.11106226633618e-05 0.000177351519071505 0.000322258605381805 0.000524425761095995 0.000708289569306897 0.000773719625313955 0.000794319624734381 0.000903360096191624 2.84498375924554e-05
"Immunityinf_245-305" 0.000782725550500131 0.000547654498834431 0.000876978501918804 0.000873847583624822 0.000904090124589914 0.000892838726352943 0.00086039914516438 0.000823334360275869 0.000636805354700019 0.000437899581666976 0.000937510965021745 0.000950365407626483 0.000976657846849723 0.000964063776124865 0.000947614531698572 0.000922515936721212 0.00082442894135403 0.000803125179164321 0.000723918391591993 0.000760607023160994 0.00089816531036488 0.000893524804457054 0.000814135404086765 0.000641950366182464 0.000463438429890677 0.000871389339375291 0.000954912704156095 0.00105836366736683 0.00101569191841111 0.0009554165284237 0.000899948633236635 0.000882266714952785 0.000855027700243837 0.000850423244736339 0.000929002773608025 0.00106818515717589 0.0677462635874669 0.00101435400756925 0.000905441795482105 0.000818694464936315 0.000998533067184693 0.000732378028365639 0.000506600408135785 0.000406644729423235 0.00080989781588768 0.000704138188236798 0.000517058194900813 0.00040495783430808 -0.000125805407855527 -0.00160921487915068 -0.000921443532322582 -0.000125319175492725 -7.25945663927263e-05 -0.000109291547685498 -0.000106887929507642 0.000105751934036676 0.000256712942243435 0.000417832651262455 0.00061250002115285 0.000780581067017289 0.000840647591974601 0.000862481169541553 0.00096954002587943 2.70206672725601e-05
"Immunityinf_306-366" 0.000922996962781609 0.000976269110029269 0.000762761433890004 0.000832925275363975 0.000713293229448476 0.000600419708450211 0.000659055599047173 0.000832600248615688 0.000971252447015772 0.000879661437720817 0.000700645645340634 0.000686479055476616 0.000833563881151682 0.000917118112739012 0.000827522645376939 0.000847642138100053 0.000904370739480045 0.000821467242858661 0.000888610946408868 0.000768487666127499 0.000736996365051756 0.000802255795374076 0.000946627259608238 0.00101177178279398 0.000898716852047212 0.000948434013082359 0.000819344010318922 0.000867260005872596 0.000896231801393332 0.000996668674557883 0.00101097004505081 0.000988914507499126 0.00102445173579407 0.000925909731126623 0.000799641440534107 0.000907395912074407 0.00101435400756925 0.0636439524430999 0.00121880715800629 0.00107604829268958 0.000759448468098265 0.000919761428339128 0.000936143387045223 0.000827980989128403 0.000732431908468954 0.000901590228895405 0.000925292299203164 0.000838564639079987 -0.00020719145992717 -0.00179337278265391 -0.00102768042438225 -0.000134905192122675 -5.55278834820139e-05 -7.6766434410931e-05 -8.67990184754804e-05 0.000121780827591291 0.000294259538202113 0.000463514802520048 0.00065204015796953 0.000815615514303257 0.000861469651725472 0.000871153563375236 0.000965490666267507 2.2481508884791e-05
"Immunityinf_367-427" 0.00109178204279101 0.00157359883886117 0.00057703526770664 0.000800247022577839 0.000628534996381408 0.000460653695085931 0.000457441371137086 0.000698851605039153 0.00138346662110177 0.00161085171622755 0.00059369050644972 0.000530490598091458 0.000618711732327385 0.000869591897316917 0.000762734363654395 0.000696090701848187 0.000964795731401218 0.000764278323560369 0.0010594012987155 0.000886997727444089 0.000599234953431641 0.000652890668092125 0.00102178769152918 0.00151348141937218 0.00164999689986748 0.000998186891531694 0.000796388510491321 0.000692137620882827 0.000743586314243179 0.000978761925949639 0.0011655902014955 0.00110874393058694 0.00122252479649141 0.000979953684197922 0.000781136819140354 0.000733164362636317 0.000905441795482105 0.00121880715800629 0.168304028572017 0.00155836145832234 0.000612351581946144 0.0010831238555013 0.00152709622122107 0.0016777055476989 0.000548227502325351 0.00106680501713211 0.00149053444808211 0.00164522840196327 -0.000360116605150466 -0.00195876141806905 -0.00110849260702259 -0.000138560699126911 -4.04216707119734e-05 -4.14206338136591e-05 -7.31576239810006e-05 0.000141319916439802 0.000335892349932381 0.000509571970684187 0.000683406726230048 0.000836044351199431 0.00086887672725253 0.000873498489530801 0.00095946037337204 1.95076146005243e-05
"Immunityinf_428-488" 0.00112216701391369 0.00186227004954381 0.000570306244619429 0.000751341625366502 0.000833070392397152 0.000700782466217284 0.000546483192544949 0.000547728070885829 0.00120902012820459 0.00234263982361444 0.000805626789881822 0.000706748231883533 0.00063148737703568 0.000790668862042179 0.000858732444479179 0.000680746661242407 0.00080904606956688 0.000612320099767462 0.000967327022012256 0.00104729753605771 0.000718057169145256 0.000625941985161426 0.000861147885849115 0.00157294832036641 0.00243420785370416 0.000883763182414198 0.000943207120226066 0.000784116010004238 0.00072484317912764 0.000872961033501076 0.0011312401338377 0.00119501507378776 0.00112983427151386 0.00087288732795211 0.000921501056510389 0.00078889162661433 0.000818694464936315 0.00107604829268958 0.00155836145832234 0.252033327426538 0.000772624435128735 0.000730654868986591 0.00178935930991619 0.0026732032747744 0.000498556168439552 0.000816207084662802 0.00166869450283244 0.00257644218752091 -0.000227913130180697 -0.00158508155522481 -0.000875194955556122 -0.000156784108644206 -5.0081703127726e-05 -1.14648869451502e-05 -3.26424246470676e-05 0.000127830992042748 0.000298404434443077 0.000452645176371792 0.000595996754030152 0.000741754852009775 0.00077451543659039 0.000785711266901514 0.000873774677932053 1.7585472554789e-05
"Immunityinf_489-549" 0.00067684700377662 0.000415404906798011 0.000922776727071709 0.00090682581597456 0.00124484490952535 0.0013729048704628 0.00107391140588512 0.000671583349657281 0.000424389222222645 0.000375935313380026 0.00131055275519908 0.00130940898599233 0.00102748990304897 0.00095766680682113 0.00111109884375438 0.000912706170843762 0.000698289027440876 0.000698539328022912 0.000594926726481518 0.000898796673207867 0.0010896103645006 0.000922789135499836 0.00061772477423141 0.000462721856903731 0.00040646652643745 0.000759494489011017 0.00118852765996377 0.00121786589530284 0.00105074581423336 0.000825637379436942 0.000806678544936168 0.000771822238475833 0.000684541560241868 0.000746898524648532 0.0011547391229293 0.00114791567303373 0.000998533067184693 0.000759448468098265 0.000612351581946144 0.000772624435128735 0.251292608109145 0.000464746892979978 0.000380939599155362 0.00038773033370637 0.00079678681650984 0.000472342913968347 0.000374351335918724 0.00037212351893275 0.000177925953809926 -9.9288741149189e-05 8.78233750940474e-06 -8.04639261870645e-05 -0.000144607772770111 -8.65882584512904e-05 -4.34575846894062e-05 1.67189834646859e-05 3.87479871269694e-05 0.000111873567695696 0.000221703938569459 0.000394149414258637 0.000459472073961871 0.000494383474800568 0.000615296110458566 1.70619669272345e-05
