"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridfull_245-305" 0.000325259922978105 0.000287727792312934 0.000306178131817484 0.000400753521341167 0.000442497919520955 0.000299638115431301 0.000366661308632062 0.000330874945871046 0.000328942256380392 0.000355942956841305 0.000318146151879507 0.000384982985484233 0.000448721878285676 0.000332321198316309 0.000343099878691523 0.000414934731029472 0.000360409629112518 0.000349495317529367 0.000378748755758631 0.000373243194716207 1.00039892214029 0.000337560105126745 0.000384203093608531 0.000469762401565575 0.000331064929115829 0.000364918070400102 0.000352392821684877 0.000413312819820869 -4.26423070841965e-05 -4.80597515440626e-05 -4.89676809494624e-05 -4.25201636350661e-05 -2.96090068639165e-05 -8.48815626352686e-06 -9.85416554265265e-05 0.000128026304670601 0.000116037698775432 0.000116960429887553 7.38814302910201e-05 -7.2924611827781e-05 -9.2106234146203e-05 -6.60007104373831e-05 1.0337866558739e-05 0.000112820555094871 0.000143502762268026 0.000151462323071042 0.000211856323131887 3.29606049805998e-05
"Immunityhybridfull_306-366" 0.000312278615016143 0.000257050509657692 0.000298726991923005 0.000395876348379985 0.000654504933363502 0.00027073600607874 0.000301452821256437 0.000275977332573734 0.000274916498231218 0.000322559587160531 0.000358529178780248 0.000433210908765776 0.00064969817284007 0.000287120594878165 0.000319338604337368 0.000414908111584052 0.000286548661817593 0.000295461167088831 0.000314818550496254 0.000297314478470833 0.000337560105126745 0.333692629268129 0.000307396099130871 0.000370523346730113 0.000280016241175419 0.000312191164215802 0.000318493012975405 0.000353399169491866 -3.26726344893723e-05 -4.87903150583305e-05 -6.56419194656337e-05 -6.82477969723151e-05 -6.65452645793062e-05 -6.49814509965951e-05 -0.000115736741719915 5.67166281384342e-05 2.71986141068234e-05 3.83277260923059e-05 2.5025973611706e-05 -2.99268407348059e-05 -3.70988591379525e-05 -4.12867634374942e-05 2.00002866140847e-08 6.01089302552747e-05 5.05490505317855e-05 2.00116778948243e-05 -1.44291620560569e-05 6.50643350087564e-05
"Immunityinf_062-122" 0.000367576207507836 0.000340133553089207 0.000299678438717711 0.000280987872551116 0.000276065516253347 0.000372494868462485 0.000410939508722845 0.000421313641723845 0.000394727678548527 0.000334641452783389 0.000274797912472716 0.000270183298797551 0.000294460698750353 0.000359389118151439 0.000320661815800276 0.000292535787208459 0.000441789329670773 0.00038444591583746 0.000390118025932281 0.000430995987865191 0.000384203093608531 0.000307396099130871 0.0718912439855387 0.000470095145039058 0.000416111004077205 0.00041585624253078 0.000412177763258112 0.000437293521722338 -8.8851470396676e-06 2.02544638104173e-06 9.42757451605344e-06 2.48629878888737e-05 3.53649492120152e-05 7.22280949606706e-05 -0.000428679745546272 8.50184900472696e-05 0.000116318089669047 8.95629004211409e-05 3.79027752909943e-05 5.4652929696736e-05 0.000175778940035125 0.000258435601052472 0.00035141946884375 0.000437298653321822 0.000481411784916436 0.000511284870941845 0.000575671898881703 3.20102717256787e-05
"Immunityinf_123-183" 0.000363544670831878 0.000237969456717714 0.000284096938456088 0.000538149496569501 0.000717389585488397 0.000288481432712393 0.000433132072486588 0.000375290191678433 0.000328380467555926 0.000390701434053492 0.000344277327082254 0.000524373942411778 0.000742976606111486 0.000322983015010711 0.000358398229142385 0.000568508924902817 0.000397124825167677 0.000365386644294039 0.000443068373541842 0.000410722803750465 0.000469762401565575 0.000370523346730113 0.000470095145039058 0.200682632151821 0.000341356340163979 0.000431098333398354 0.000423995413998708 0.000560773215767502 -8.87080358879779e-06 2.35392638229974e-06 9.42000322402825e-06 2.35375507980562e-05 3.4953663397841e-05 7.54826008524387e-05 -0.000542938883362974 3.71499987831285e-05 0.00011834249671393 0.000112080352291421 6.24467421087955e-05 4.48318120299704e-05 0.000180742676189271 0.0002728603854356 0.000357142378532007 0.000439674228418274 0.000476635593779706 0.000497182946235996 0.000550220059923661 2.95405984899408e-05
"Immunityinf_306-366" 0.000367901839237225 0.000396971146586194 0.000310599560099926 0.00018639458434009 0.000110876873844164 0.000400841976188194 0.00037705624056678 0.000425183264823624 0.000408052758795311 0.000309763985669462 0.000251579133302461 0.000171304023504803 0.000123859375802265 0.000370215655609414 0.000303824093992374 0.000188841039155486 0.000415789952170362 0.000371772885523088 0.000353618194224896 0.000405821946371718 0.000331064929115829 0.000280016241175419 0.000416111004077205 0.000341356340163979 0.0671000349319427 0.000396155524548 0.000403479665477503 0.000371181740543213 -2.08871955286136e-05 -2.16946176287922e-05 -1.51571487670492e-05 -5.50639125540096e-06 1.09208771136784e-05 4.83988392191336e-05 -0.000540545516988005 9.39955184271993e-05 2.43778870018819e-05 1.63050041111436e-05 1.22342207226247e-05 -9.26733157012532e-06 -3.20102912511974e-06 1.06667153942552e-05 5.24917079451284e-05 0.000152533614259654 0.000187584039343989 0.000221097178821411 0.000296324818531209 2.65979836613257e-05
"Immunityinf_367-427" 0.000371748377723576 0.000330962150614635 0.000309693724927643 0.000302465029974892 0.000244110711425438 0.000353694091722365 0.000390541038172393 0.000387166126438182 0.000365065569146657 0.000336055079741072 0.000293606348448216 0.000293509655367438 0.000271297489269247 0.000344768627479365 0.000324380137760521 0.000307115621634804 0.000382029240836233 0.000355288439134496 0.000360885433086198 0.000381945495479894 0.000364918070400102 0.000312191164215802 0.00041585624253078 0.000431098333398354 0.000396155524548 0.0837445941473632 0.000421537151217694 0.000454185269945628 -2.32810808511033e-05 -2.66838180673794e-05 -2.27015819299285e-05 -1.30406321108536e-05 1.54493604841882e-06 3.43389094717142e-05 -0.000823560633596502 0.000125565139433195 2.32984972801031e-05 2.81888879249063e-06 5.38406535540803e-06 3.24856727424993e-06 1.48594288612788e-05 2.41437498404355e-05 7.01209952173175e-05 0.000150765416357137 0.000180504994920674 0.000199125145290224 0.000249310470792388 3.19225604922337e-05
"Immunityinf_428-488" 0.00038814306925663 0.000332034849503961 0.000303889733819443 0.000297918334295865 0.000317770455617283 0.000357811704816283 0.00038566157011282 0.000392629400437935 0.000360139491912966 0.00032708764116631 0.000300578177228432 0.000303930824817685 0.000346653669299954 0.000337708268615354 0.000316249148256024 0.00030738239416606 0.000367818267903375 0.000343520028611665 0.00034984867914389 0.000369146753190766 0.000352392821684877 0.000318493012975405 0.000412177763258112 0.000423995413998708 0.000403479665477503 0.000421537151217694 0.500447384275982 0.000474942830686135 -2.46413531848502e-05 -2.55211530111625e-05 -2.87237211942144e-05 -2.33881539419731e-05 -1.65570001236717e-05 1.23416563364742e-05 -0.00117213558210868 0.000107389553436855 -1.72584129300816e-05 -2.05894762773615e-05 -4.71673073766047e-06 -1.78257421480139e-05 -1.83898233562428e-05 -5.36596710394521e-06 3.65824094242822e-05 0.000116603976462078 0.000138443184320689 0.000149346854765457 0.00017848612420736 3.45896342319266e-05
"Immunityinf_489-549" 0.000393887114932264 0.000251889446390364 0.000308731938064053 0.000436771643988693 0.000460494243326917 0.000305871019218616 0.000425437435320827 0.000357932763878911 0.00032172450539593 0.000369841454986062 0.000342277531890661 0.000438406716888052 0.000498701874009064 0.000318965494664087 0.000351473441289265 0.000446840732337627 0.000351984901881115 0.000341774273280662 0.000374587733374849 0.000364348418439523 0.000413312819820869 0.000353399169491866 0.000437293521722338 0.000560773215767502 0.000371181740543213 0.000454185269945628 0.000474942830686135 1.00059558543373 -2.32508389379914e-05 -2.82530695653289e-05 -2.50813452675247e-05 -2.87220937208525e-05 -1.4572564398896e-05 1.63931896574852e-05 -0.00145815678821908 8.17923866148919e-05 -6.05304823371878e-05 -3.51012445211534e-05 -8.89366459044713e-06 -1.75031169864221e-05 -1.08580963667446e-05 7.99645516937278e-06 5.62400475403669e-05 0.000145162848147134 0.000160577183056944 0.000162405209762309 0.000192463982919806 3.05921710354083e-05
"DCCI1" -2.62625826335533e-05 -2.62338406475324e-05 -2.78833019970631e-05 -2.73918683807957e-05 -2.7428729955334e-05 -2.44991458766448e-06 6.51344175896346e-08 -7.01713686232984e-06 -1.01997810993724e-05 -1.93768409722767e-05 -2.12726428550458e-05 -2.23928203798016e-05 -2.26187717817343e-05 -4.59888819102801e-05 -4.35199298000547e-05 -3.82670323785336e-05 -3.7682591425206e-05 -4.07164142465379e-05 -3.87302751284788e-05 -3.87736523563203e-05 -4.26423070841965e-05 -3.26726344893723e-05 -8.8851470396676e-06 -8.87080358879779e-06 -2.08871955286136e-05 -2.32810808511033e-05 -2.46413531848502e-05 -2.32508389379914e-05 0.00194936277733854 0.0011330036945027 0.00114689095235889 0.00115490083274091 0.00115880461946783 0.00115793516687827 0.00102495287610305 9.75712716593205e-05 6.39875977077987e-05 7.99845612307276e-05 5.19580373198607e-05 -5.96303540590707e-05 -0.000130223043564598 -0.000211425904045237 -0.000284324347165931 -0.000340606059419933 -0.000375601146940676 -0.000396567873414174 -0.00041248893967031 3.65548712119551e-06
"DCCI2" -2.51992833976552e-05 -2.75952072554023e-05 -3.55205826960363e-05 -3.83215467222123e-05 -4.01450351055254e-05 3.19350872061191e-07 3.03801681005336e-06 1.28854104767663e-07 -5.22062110267928e-06 -2.05969679455911e-05 -2.55890546594227e-05 -2.76570889349943e-05 -3.43204726490525e-05 -5.5446502220236e-05 -5.66021862636902e-05 -5.68503556424414e-05 -3.56172214347287e-05 -4.7032795443706e-05 -4.40531911499111e-05 -3.68914899052042e-05 -4.80597515440626e-05 -4.87903150583305e-05 2.02544638104173e-06 2.35392638229974e-06 -2.16946176287922e-05 -2.66838180673794e-05 -2.55211530111625e-05 -2.82530695653289e-05 0.0011330036945027 0.0020121504361995 0.00120350601945333 0.00121714637450652 0.00122426890332968 0.00122406096989557 0.00101866799680814 0.000148862879433306 0.000101608859668526 9.93268054817609e-05 6.08681065486323e-05 -7.15113617925502e-05 -0.000169235864117205 -0.000279684853173353 -0.000387374117481246 -0.000477557316674904 -0.00054059414585279 -0.000582079279997947 -0.000609317835985614 -1.97949416026892e-07
"DCCI3" -2.55431295647252e-05 -1.40303362354549e-05 -2.5856661353018e-05 -3.24078291653221e-05 -3.83665216757633e-05 1.05669106518185e-05 1.53917836266191e-05 1.01320803739633e-05 9.41153859122706e-06 -1.1056901870062e-05 -2.51424921602285e-05 -2.99001351313766e-05 -3.40831404394746e-05 -5.32938327216664e-05 -5.7267284593881e-05 -6.22357918873405e-05 -3.18610536817808e-05 -4.39888326778701e-05 -4.05203193196864e-05 -3.20304504811328e-05 -4.89676809494624e-05 -6.56419194656337e-05 9.42757451605344e-06 9.42000322402825e-06 -1.51571487670492e-05 -2.27015819299285e-05 -2.87237211942144e-05 -2.50813452675247e-05 0.00114689095235889 0.00120350601945333 0.00210448754853236 0.00125126113629362 0.00126191129600576 0.00126385869428608 0.00102181344537652 0.000120799626505158 8.79300494987137e-05 9.17773966629817e-05 5.80537895580557e-05 -7.00181443299404e-05 -0.000168518754567424 -0.00028403987560255 -0.000405300116868353 -0.000511050062337092 -0.000594082068264564 -0.000653133468456347 -0.000705295720478551 -1.29653868635964e-05
"DCCI4" -2.60265653206609e-05 3.11831776598761e-06 -9.46686452584237e-06 -1.79736018811986e-05 -2.86246797349905e-05 2.69594759137053e-05 3.10305903912095e-05 2.67748039602659e-05 2.49456160747072e-05 3.41662748818651e-06 -1.84578115963452e-05 -3.6738164623987e-05 -5.11653614437641e-05 -4.16470648182615e-05 -5.4883869360706e-05 -7.17875964614485e-05 -2.27446256754843e-05 -3.35573447808367e-05 -2.84259026726427e-05 -1.96382321120909e-05 -4.25201636350661e-05 -6.82477969723151e-05 2.48629878888737e-05 2.35375507980562e-05 -5.50639125540096e-06 -1.30406321108536e-05 -2.33881539419731e-05 -2.87220937208525e-05 0.00115490083274091 0.00121714637450652 0.00125126113629362 0.00239006223178246 0.00128773253909007 0.00129209476414015 0.00102489028502501 0.000108823412271566 8.12257442002414e-05 8.64605804212241e-05 5.48576043383943e-05 -6.73076781598979e-05 -0.000161659517142867 -0.000275312055407501 -0.000398366502123155 -0.000515994481097963 -0.000609485701241508 -0.00069067336899777 -0.000761014745608659 -2.44075797241273e-05
"DCCI5" -1.78631676904085e-05 2.18593320945234e-05 9.80050507709339e-06 1.53302547165862e-06 -1.17113147782525e-05 3.94294830635784e-05 4.87218085545602e-05 4.52431924509146e-05 3.91451276929999e-05 2.05411427461454e-05 7.80828953107307e-06 -4.29277614200593e-06 -8.85633881208378e-06 -3.20053729523623e-05 -4.85959739263748e-05 -7.1216480554693e-05 -1.18370749041349e-05 -2.06134752019804e-05 -1.50802875365529e-05 -7.30583010969001e-06 -2.96090068639165e-05 -6.65452645793062e-05 3.53649492120152e-05 3.4953663397841e-05 1.09208771136784e-05 1.54493604841882e-06 -1.65570001236717e-05 -1.4572564398896e-05 0.00115880461946783 0.00122426890332968 0.00126191129600576 0.00128773253909007 0.00265734124227507 0.00131100615941019 0.00102675693770026 0.000103207583689312 7.78934199329757e-05 8.4314704535671e-05 5.34272218568031e-05 -6.58967598948931e-05 -0.000157702149103426 -0.000270631898155689 -0.000392545469788035 -0.000511259185236232 -0.000612860084669291 -0.000704874288259779 -0.000797332693822817 -3.63499577720486e-05
"DCCI6+" 1.77560287684475e-05 6.55625606001149e-05 5.72440525333023e-05 4.89758083733961e-05 3.16984764921329e-05 8.17419999666423e-05 8.43314530116936e-05 8.13150456810394e-05 8.04040933917762e-05 6.0973530117038e-05 4.66244781165067e-05 2.47491426169205e-05 7.12443634533129e-08 5.9310372976403e-06 -1.36111960702556e-05 -4.30896187162228e-05 1.92738456803633e-05 1.41761892002959e-05 1.60812375964892e-05 1.80052639519946e-05 -8.48815626352686e-06 -6.49814509965951e-05 7.22280949606706e-05 7.54826008524387e-05 4.83988392191336e-05 3.43389094717142e-05 1.23416563364742e-05 1.63931896574852e-05 0.00115793516687827 0.00122406096989557 0.00126385869428608 0.00129209476414015 0.00131100615941019 0.00213296610396196 0.00102346084067392 0.000102884798114342 8.02480528851276e-05 8.72577598519456e-05 5.42678600089532e-05 -6.66770711005459e-05 -0.000157958967099359 -0.000266750602287464 -0.000386513032063776 -0.000504992116168194 -0.000609485992996478 -0.000708146202269673 -0.000808506804017337 -4.79051024728368e-05
"DCCInodcci" -0.000672861917993954 -1.98075923922654e-05 -3.69838913165576e-05 -4.83612974633629e-05 -6.06425506976822e-05 -0.000205079730785096 -0.000423610674983743 -0.000358449948211233 -9.68022406585843e-05 -8.21182704356801e-05 -9.1740424209304e-05 -0.000145847145117283 -0.000314767158435529 -5.28385599059191e-05 -6.97682326416575e-05 -8.13173746249924e-05 3.52359113463141e-05 -9.93470715352125e-06 -1.31280501848621e-05 -1.18823972916164e-05 -9.85416554265265e-05 -0.000115736741719915 -0.000428679745546272 -0.000542938883362974 -0.000540545516988005 -0.000823560633596502 -0.00117213558210868 -0.00145815678821908 0.00102495287610305 0.00101866799680814 0.00102181344537652 0.00102489028502501 0.00102675693770026 0.00102346084067392 0.0135420195366208 -0.000631650038983455 -0.000303303916639599 -3.30904759177642e-05 -3.68882346609502e-05 5.5166975557442e-05 1.71118262465411e-05 5.03173091539386e-05 5.2487280100693e-05 9.48835701251275e-05 5.8752444868288e-05 2.25582166367957e-05 -3.02129921600559e-05 -7.63212334795966e-05
"AgeGr18-24" -8.88842576967965e-05 3.1695354752701e-05 2.03305362767098e-06 2.29885693871295e-07 4.09890879502868e-06 -0.000188439480321862 -0.000261839027295319 -0.000572499746726719 7.91341580989107e-06 4.27130044637982e-05 6.03703301182937e-06 2.31344500643606e-05 6.2805485117183e-05 9.0654031009212e-05 3.87239521259879e-05 1.89184497434182e-05 -6.89903500469394e-05 8.04753919258605e-05 -5.61840025492501e-05 7.41833763044373e-05 0.000128026304670601 5.67166281384342e-05 8.50184900472696e-05 3.71499987831285e-05 9.39955184271993e-05 0.000125565139433195 0.000107389553436855 8.17923866148919e-05 9.75712716593205e-05 0.000148862879433306 0.000120799626505158 0.000108823412271566 0.000103207583689312 0.000102884798114342 -0.000631650038983455 0.0487871713798659 0.016466883448346 0.0164338101000528 0.0164175435146206 0.0163719305338922 0.0163553386219705 0.0163330813300907 0.0163145428668063 0.0162932736446722 0.0162796997671522 0.0162705175818167 0.0162625204093358 6.42280953349781e-07
"AgeGr25-29" -6.17358888069504e-05 7.56038137076724e-05 2.96096951190962e-05 1.66899005734603e-05 1.31304938096661e-05 -0.000102069438203974 -0.000115669628000881 -0.000265369489419824 9.37967296162601e-05 6.63169467736928e-05 1.78989560750202e-05 9.94807252167772e-06 1.01376517662594e-07 0.000116271344673236 5.83276155392926e-05 2.92852797349176e-05 7.34786816271082e-05 0.000138051387863338 3.06940150622669e-05 0.000122161622944132 0.000116037698775432 2.71986141068234e-05 0.000116318089669047 0.00011834249671393 2.43778870018819e-05 2.32984972801031e-05 -1.72584129300816e-05 -6.05304823371878e-05 6.39875977077987e-05 0.000101608859668526 8.79300494987137e-05 8.12257442002414e-05 7.78934199329757e-05 8.02480528851276e-05 -0.000303303916639599 0.016466883448346 0.0467418322504604 0.0164219602696932 0.0164105567113643 0.0163793737760599 0.016369778476218 0.0163573351990103 0.0163469818643774 0.0163339181128626 0.0163267292762508 0.0163230040361424 0.0163248280323253 9.02378199160147e-06
"AgeGr30-34" -4.08926326849097e-05 7.35643488634182e-05 3.28321992233107e-05 2.04867828410652e-05 1.6760608367221e-05 -7.4728900578671e-05 -6.5977016700498e-05 -0.000134278182289983 9.57842489844115e-05 6.63789154908851e-05 2.42328459020512e-05 1.97243728145464e-05 2.53040164438684e-05 0.000110335532563975 5.83671282396632e-05 3.27711353373042e-05 0.00010330366581095 0.000136525772850959 6.59188777275064e-05 0.000132586223051514 0.000116960429887553 3.83277260923059e-05 8.95629004211409e-05 0.000112080352291421 1.63050041111436e-05 2.81888879249063e-06 -2.05894762773615e-05 -3.51012445211534e-05 7.99845612307276e-05 9.93268054817609e-05 9.17773966629817e-05 8.64605804212241e-05 8.4314704535671e-05 8.72577598519456e-05 -3.30904759177642e-05 0.0164338101000528 0.0164219602696932 0.0476650052722054 0.016406345233646 0.0163832770599607 0.0163756616146919 0.0163668385062103 0.0163591911185296 0.0163500059264278 0.0163446361351364 0.016342183887586 0.0163457617528762 1.38627141629378e-05
"AgeGr35-39" -1.44701380848178e-05 4.80790503105808e-05 2.18155664448213e-05 1.39386710995649e-05 1.09932971428989e-05 -3.61686084803437e-05 -3.59286092250067e-05 -6.86244068902823e-05 5.76134473199125e-05 4.37181981632146e-05 1.61172997316625e-05 1.12374719840691e-05 1.34931238845569e-05 7.32102627591585e-05 3.92910911661732e-05 2.21565757239794e-05 5.73010425758858e-05 8.41808144450363e-05 5.1002555373987e-05 8.39537253271649e-05 7.38814302910201e-05 2.5025973611706e-05 3.79027752909943e-05 6.24467421087955e-05 1.22342207226247e-05 5.38406535540803e-06 -4.71673073766047e-06 -8.89366459044713e-06 5.19580373198607e-05 6.08681065486323e-05 5.80537895580557e-05 5.48576043383943e-05 5.34272218568031e-05 5.42678600089532e-05 -3.68882346609502e-05 0.0164175435146206 0.0164105567113643 0.016406345233646 0.0381403850854724 0.0163871060624642 0.0163823727045664 0.0163767717251729 0.0163718757109734 0.0163660460708344 0.0163627439375045 0.0163612701165821 0.0163637495068685 7.66763722330194e-06
"AgeGr45-49" 3.00333247787647e-05 -4.25209987285098e-05 -2.2845912555231e-05 -1.39500997408144e-05 -9.64188135419688e-06 1.57157482207815e-05 1.03024833893048e-05 4.44040372992577e-05 -1.66053879197972e-05 -3.464511980143e-05 -1.28219996001185e-05 -8.7153078687243e-06 -8.95270931527967e-07 -5.4370013959173e-05 -3.89955802607114e-05 -2.34824315256643e-05 5.35125816054669e-05 3.11990374482564e-06 -1.3890089190989e-05 -4.62140412568845e-05 -7.2924611827781e-05 -2.99268407348059e-05 5.4652929696736e-05 4.48318120299704e-05 -9.26733157012532e-06 3.24856727424993e-06 -1.78257421480139e-05 -1.75031169864221e-05 -5.96303540590707e-05 -7.15113617925502e-05 -7.00181443299404e-05 -6.73076781598979e-05 -6.58967598948931e-05 -6.66770711005459e-05 5.5166975557442e-05 0.0163719305338922 0.0163793737760599 0.0163832770599607 0.0163871060624642 0.0253287104361553 0.0164063477471605 0.0164138172485675 0.0164212158214833 0.0164292256412552 0.0164343631577775 0.0164376206394003 0.0164375804173077 3.56418367067705e-06
"AgeGr50-54" 4.88260964880642e-05 -5.75854416180921e-05 -3.21892014151019e-05 -2.06932284280249e-05 -1.69344186342771e-05 3.04484575847425e-05 3.68089423332361e-05 8.60764935433593e-05 9.78420275582461e-06 -4.69564527618423e-05 -1.75416682955673e-05 -1.12587512575623e-05 -5.92949655816514e-06 -5.6442875560818e-05 -5.05798690566268e-05 -3.25516812453072e-05 0.00016659936533237 6.07770005720105e-05 1.98330699584097e-05 -1.13187141758515e-05 -9.2106234146203e-05 -3.70988591379525e-05 0.000175778940035125 0.000180742676189271 -3.20102912511974e-06 1.48594288612788e-05 -1.83898233562428e-05 -1.08580963667446e-05 -0.000130223043564598 -0.000169235864117205 -0.000168518754567424 -0.000161659517142867 -0.000157702149103426 -0.000157958967099359 1.71118262465411e-05 0.0163553386219705 0.016369778476218 0.0163756616146919 0.0163823727045664 0.0164063477471605 0.0235128998094836 0.0164376213328232 0.0164550762436855 0.0164727789986412 0.0164855624609787 0.0164947248379478 0.016499349835177 1.02622581133268e-05
"AgeGr55-59" 5.90229029103392e-05 -6.66032134666135e-05 -4.58200407703876e-05 -2.95373416395824e-05 -2.09525810430839e-05 4.77101390497374e-05 6.88136367795825e-05 0.000122746534937316 4.52781103159881e-05 -5.40010046325202e-05 -2.39128459282625e-05 -1.06873455000449e-05 3.27488550639549e-06 -5.15131254784146e-05 -6.03102546572225e-05 -3.98858246452101e-05 0.000268105531456069 9.56616858692789e-05 4.54297939217091e-05 6.48158534490366e-05 -6.60007104373831e-05 -4.12867634374942e-05 0.000258435601052472 0.0002728603854356 1.06667153942552e-05 2.41437498404355e-05 -5.36596710394521e-06 7.99645516937278e-06 -0.000211425904045237 -0.000279684853173353 -0.00028403987560255 -0.000275312055407501 -0.000270631898155689 -0.000266750602287464 5.03173091539386e-05 0.0163330813300907 0.0163573351990103 0.0163668385062103 0.0163767717251729 0.0164138172485675 0.0164376213328232 0.0206329252266768 0.0164962448524555 0.0165262032751369 0.0165485327969766 0.0165652413860823 0.0165757875698752 1.61203523470374e-05
"AgeGr60-64" 6.83437159259524e-05 -7.43639302971648e-05 -8.09544924028094e-05 -5.28799769978019e-05 -3.26304978377111e-05 5.21302123956672e-05 9.27331053619339e-05 0.000146621674297296 9.18771302796432e-05 -4.53865396785613e-05 -2.64616511570494e-05 -1.29427793123985e-05 3.36999436630479e-06 -3.30322075986902e-05 -8.61693671375807e-05 -6.25232520464934e-05 0.000385115100667008 0.00013131857970647 8.39036665144508e-05 0.000183933712450161 1.0337866558739e-05 2.00002866140847e-08 0.00035141946884375 0.000357142378532007 5.24917079451284e-05 7.01209952173175e-05 3.65824094242822e-05 5.62400475403669e-05 -0.000284324347165931 -0.000387374117481246 -0.000405300116868353 -0.000398366502123155 -0.000392545469788035 -0.000386513032063776 5.2487280100693e-05 0.0163145428668063 0.0163469818643774 0.0163591911185296 0.0163718757109734 0.0164212158214833 0.0164550762436855 0.0164962448524555 0.0194061893652091 0.0165853714000426 0.0166196865651822 0.0166461804415054 0.0166634340408969 2.68818343562397e-05
"AgeGr65-69" 9.04614059223099e-05 -0.000111368598837222 -0.000128851476875075 -7.91790285142266e-05 -3.69176419622651e-05 6.02086868590298e-05 0.000115534070737975 0.000174616935140578 0.000118141301009958 -4.94996940390472e-05 -2.63680384081222e-05 3.00192290568518e-06 4.44034175321055e-05 1.34564844691549e-05 -7.15974887854056e-05 -5.3949276618935e-05 0.000483201195761404 0.000168836451724736 0.000142792488343836 0.000308731764269332 0.000112820555094871 6.01089302552747e-05 0.000437298653321822 0.000439674228418274 0.000152533614259654 0.000150765416357137 0.000116603976462078 0.000145162848147134 -0.000340606059419933 -0.000477557316674904 -0.000511050062337092 -0.000515994481097963 -0.000511259185236232 -0.000504992116168194 9.48835701251275e-05 0.0162932736446722 0.0163339181128626 0.0163500059264278 0.0163660460708344 0.0164292256412552 0.0164727789986412 0.0165262032751369 0.0165853714000426 0.0181075603880101 0.0166920282622507 0.0167282037220719 0.0167506872037112 3.8942176942833e-05
"AgeGr70-74" 9.37550449664904e-05 -8.71264942772909e-05 -0.000164821226382552 -0.000146703407253722 -0.000108083382703824 8.43798446571743e-05 0.000143060441670152 0.000215166980267668 0.000160034506772169 -6.52164163423906e-05 -6.38967575260431e-05 -1.20173709663512e-05 4.35996824407949e-05 4.05749601570414e-05 -7.33684760920798e-05 -8.69406294661575e-05 0.000529059347437271 0.000202004550740798 0.000178189124613847 0.000364344684048541 0.000143502762268026 5.05490505317855e-05 0.000481411784916436 0.000476635593779706 0.000187584039343989 0.000180504994920674 0.000138443184320689 0.000160577183056944 -0.000375601146940676 -0.00054059414585279 -0.000594082068264564 -0.000609485701241508 -0.000612860084669291 -0.000609485992996478 5.8752444868288e-05 0.0162796997671522 0.0163267292762508 0.0163446361351364 0.0163627439375045 0.0164343631577775 0.0164855624609787 0.0165485327969766 0.0166196865651822 0.0166920282622507 0.0176195886681871 0.0168002262745581 0.0168318636172397 5.24961199761776e-05
"AgeGr75-79" 9.49883005070439e-05 -3.38239352658534e-05 -0.000180039291766944 -0.000223914257747873 -0.00021318690867772 0.000104544474593162 0.000167877231733494 0.000252357144176184 0.000200094595690007 -7.16990691128308e-05 -0.000122427976657709 -5.5452357471628e-05 -5.90982754805042e-06 6.78279128665272e-05 -7.27615532199565e-05 -0.000132961406159424 0.000553119829626996 0.000228773857545399 0.000200520433403522 0.00039506484315002 0.000151462323071042 2.00116778948243e-05 0.000511284870941845 0.000497182946235996 0.000221097178821411 0.000199125145290224 0.000149346854765457 0.000162405209762309 -0.000396567873414174 -0.000582079279997947 -0.000653133468456347 -0.00069067336899777 -0.000704874288259779 -0.000708146202269673 2.25582166367957e-05 0.0162705175818167 0.0163230040361424 0.016342183887586 0.0163612701165821 0.0164376206394003 0.0164947248379478 0.0165652413860823 0.0166461804415054 0.0167282037220719 0.0168002262745581 0.0175532398036275 0.0169075144100816 7.60423865135115e-05
