"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"DCCI1" -1.70104798980853e-05 -1.23136045212589e-05 -1.50054890717389e-05 -1.56107147796829e-05 -1.55674659823501e-05 -1.77943018305581e-05 -1.8503896247735e-05 -4.82607701333908e-06 -4.20396633011337e-06 -6.17990141838974e-06 -6.56934860770863e-06 -9.66995969909581e-06 -9.50237343251794e-06 -9.17833088814958e-06 -1.32284024034125e-05 -1.49903285298753e-05 -2.08164782719591e-05 -2.20786452100512e-05 -2.33704695431616e-05 -2.39493887377504e-05 -2.50570779098594e-05 -2.56354301931701e-05 -1.66435429038207e-05 -1.78580695048476e-05 -1.67644184556955e-05 -1.71281535926877e-05 -1.92336091275008e-05 -1.86938698961937e-05 -1.84753110880768e-05 -2.10739638161826e-05 -2.15164656928633e-05 -9.72425857913549e-06 -1.21502772107995e-05 -1.35075218095136e-05 -1.15634855021856e-05 -1.13396590974619e-05 -1.43926142415135e-05 -1.59375029763275e-05 -1.4736865749919e-05 -2.20047606044813e-05 -2.49211144479402e-05 0.000443648242758334 0.000221083768325515 0.000229303367443864 0.00023517917522152 0.000238449522661426 0.000235974203908796 0.000190282606217679 2.85924776536299e-05 1.66692902625612e-05 1.90698172623892e-05 1.00403048729261e-05 -1.09753383740491e-05 -2.38480007367344e-05 -3.76047081778673e-05 -4.91813708284232e-05 -5.67509679695779e-05 -6.0186393507111e-05 -6.15545383951445e-05 -6.23776480859538e-05 5.41368605040279e-06
"DCCI2" -1.78615923187913e-05 -1.26675250449187e-05 -1.9717664764106e-05 -2.11416259324129e-05 -1.93485758018942e-05 -2.50962218252763e-05 -2.80370470469506e-05 -2.70358256322249e-06 -1.30167950987194e-06 -2.27928817260951e-06 -3.31024679894211e-06 -9.95618291957866e-06 -1.03483766061386e-05 -9.29125032424088e-06 -1.71738464761549e-05 -2.10041052696095e-05 -2.24598545965874e-05 -2.73776240447441e-05 -2.88350097059916e-05 -2.85101350810327e-05 -3.36550189582537e-05 -3.78513398570695e-05 -1.25951020802672e-05 -1.62605520022774e-05 -1.45165763135009e-05 -1.38919346102278e-05 -1.89933492979084e-05 -1.88723603724076e-05 -1.8396454756322e-05 -2.39668486558492e-05 -2.53734589590554e-05 -5.9304922164445e-06 -9.74955511458381e-06 -1.2701366330794e-05 -1.01639212178611e-05 -1.08060185274525e-05 -1.49263969419578e-05 -1.48560141258614e-05 -1.52407135833402e-05 -3.57857474675647e-05 -3.7135297221736e-05 0.000221083768325515 0.000658864422415786 0.000270101041506662 0.000284626554969629 0.000293251114505773 0.000288520781084938 0.000183318529915983 6.0908740477324e-05 3.82382351589594e-05 3.11314934346443e-05 1.67721865993559e-05 -1.96771455206061e-05 -4.70549992899388e-05 -7.51929610183325e-05 -0.000102758430471075 -0.000123129269729578 -0.000137276123628215 -0.000144844594994488 -0.000147503412300986 7.07708729239695e-06
"DCCI3" -1.93535574813405e-05 -8.93452884649963e-06 -1.8675223011237e-05 -2.15718027747883e-05 -1.75673134256335e-05 -2.51342499995478e-05 -3.00154623387662e-05 4.65164500671546e-07 2.80022956867685e-06 1.27039682492179e-06 1.02143713827708e-06 -7.7356299681915e-06 -8.06793418950989e-06 -6.4560207900731e-06 -1.60500016975745e-05 -1.99330707677559e-05 -2.05967309953546e-05 -2.79239966524953e-05 -3.04381380139531e-05 -2.8315981625722e-05 -3.57336187807061e-05 -4.28798576192361e-05 -9.44539955711961e-06 -1.4217184690677e-05 -1.21037879768178e-05 -1.19013812917786e-05 -1.89466532333923e-05 -1.91154436556172e-05 -1.83850284852952e-05 -2.58445577509658e-05 -3.2190507161325e-05 -2.42720258588881e-06 -7.52305984188059e-06 -1.04305426373086e-05 -8.58873055802005e-06 -9.61732506791643e-06 -1.2794603755782e-05 -1.40499660869268e-05 -1.48854550428368e-05 -4.37974890080997e-05 -4.76044923861087e-05 0.000229303367443864 0.000270101041506662 0.000965340752312932 0.000321592141958329 0.000336087331446922 0.000330318292150849 0.000181342759342581 5.4625690853072e-05 3.6950738026883e-05 3.17225605541008e-05 1.79764433310503e-05 -2.23046976865617e-05 -5.56252613629833e-05 -9.1585069357132e-05 -0.000132434853514239 -0.000165547828516908 -0.000194213351897799 -0.000215181872942434 -0.000231958525467664 2.95808040442773e-06
"DCCI4" -1.94734742695237e-05 -2.87583179893184e-06 -1.3497689156274e-05 -1.78765702221476e-05 -1.2720510838375e-05 -1.99510026941061e-05 -2.54176298752432e-05 5.3514298907933e-06 6.71708849830249e-06 5.66716034492067e-06 6.07802045886717e-06 -4.03749185366325e-06 -7.23400150764082e-06 -3.93974649541169e-06 -1.29936462677152e-05 -2.3320825578179e-05 -1.70531116383374e-05 -2.90271458300834e-05 -3.20217612241182e-05 -2.62182816290877e-05 -3.77335011934601e-05 -5.45724286788419e-05 -5.91737510072073e-06 -1.07539443555885e-05 -7.88364067970082e-06 -6.97750381000636e-06 -1.67678033601758e-05 -1.74946899024167e-05 -1.51594369602786e-05 -2.55162841735197e-05 -3.70343498429048e-05 2.46376838928077e-06 -3.89590791331484e-06 -8.42857337191102e-06 -6.56534836008524e-06 -5.63197131714668e-06 -9.11539744579723e-06 -1.31988923344098e-05 -1.31366715417954e-05 -4.95722886525649e-05 -5.81640488690164e-05 0.00023517917522152 0.000284626554969629 0.000321592141958329 0.0014552867524627 0.000373413580779903 0.00036735084602821 0.000180920413535059 5.09886876729022e-05 3.53880658540734e-05 3.08712616895538e-05 1.77158991823609e-05 -2.20602128275694e-05 -5.55484580119196e-05 -9.6361119229863e-05 -0.000144740416893773 -0.000191232170302254 -0.000235628550320805 -0.000277042459520457 -0.000314909160781552 -3.92686367189701e-06
"DCCI5" -1.6575737123994e-05 5.1007241756071e-06 -5.19718435815968e-06 -1.0815287265111e-05 -4.14611510107014e-06 -1.033671833939e-05 -1.76243279047868e-05 9.21047004417534e-06 1.20840547625486e-05 1.09316281299907e-05 1.20701259720669e-05 1.87318747948455e-06 2.40492246088908e-07 2.98867778318461e-06 -5.77180192148906e-06 -1.22692479465019e-05 -1.25517624649443e-05 -2.84481901843738e-05 -3.10252912645007e-05 -2.16647609205846e-05 -3.66676244341652e-05 -6.09562530317373e-05 -9.17749060308205e-07 -5.20560912868712e-06 -2.75084473989909e-06 -1.05198757665666e-06 -9.4231519520049e-06 -1.24360458304938e-05 -8.16334245596434e-06 -1.52757839889056e-05 -2.56256557676686e-05 7.11484671782273e-06 1.32543700510664e-06 -2.44378537470078e-06 1.90126323782135e-07 6.25821390986121e-08 -4.08793200824678e-06 -9.19344888128551e-06 -8.30389347465526e-06 -4.60087217520489e-05 -4.77371849488689e-05 0.000238449522661426 0.000293251114505773 0.000336087331446922 0.000373413580779903 0.00227168484216674 0.000393324670528894 0.0001809714733341 4.78580097315087e-05 3.34916625070431e-05 2.92379615614835e-05 1.70657938845602e-05 -2.1791877193895e-05 -5.54730903116824e-05 -9.74592881551865e-05 -0.000149553435833864 -0.000201141282387013 -0.000258302742594622 -0.000317579267257932 -0.000382964088230936 -1.02481412000912e-05
"DCCI6+" -2.14172192845729e-07 2.42332252771032e-05 1.65311463172615e-05 9.28448962389723e-06 1.65906185186431e-05 1.3171689930953e-05 5.1857424693894e-06 2.59121959385481e-05 2.71372871330278e-05 2.59010682718798e-05 2.79382820669867e-05 1.70160616251421e-05 1.46302325389226e-05 1.90129637658061e-05 1.20378821694248e-05 7.54591513525025e-06 3.82423010821508e-06 -1.26110925448622e-05 -1.73852838185663e-05 -4.40155763597761e-06 -1.78980129488504e-05 -4.5244742535747e-05 1.35266968199417e-05 9.46760348424135e-06 1.16854146125294e-05 1.2486939549021e-05 2.82750847991899e-06 -1.88988685069998e-06 2.96099015120472e-06 -7.05703366676012e-06 -3.22866969749015e-05 2.26220897744834e-05 1.62996880700821e-05 1.26393265464241e-05 1.78277679861207e-05 1.67660975111543e-05 1.10402059009773e-05 6.72893938950668e-06 7.89738313529052e-06 -2.17818506192244e-05 -2.72680909495073e-05 0.000235974203908796 0.000288520781084938 0.000330318292150849 0.00036735084602821 0.000393324670528894 0.00157262429316278 0.000179511176423165 4.98752107363787e-05 3.64520016241533e-05 3.09396473493038e-05 1.70709599413624e-05 -2.17257820930605e-05 -5.36519292408764e-05 -9.18817963583899e-05 -0.000139715328438861 -0.000189015209832991 -0.00024485288477768 -0.000306402825307718 -0.000386462207011401 -1.01690514673017e-05
"DCCInodcci" -0.000252903717680151 -2.878105080224e-05 -4.25347955229478e-05 -4.55016306556123e-05 -2.8803898343706e-05 -4.01878114077607e-05 -5.23739724478216e-05 -0.000144700680907883 -0.000254130774837345 -0.00012310711292336 -5.25375075361102e-05 -8.61424908028495e-05 -0.00010670949288966 -5.98665577365097e-05 -6.20362215218479e-05 -0.00010214897403059 -3.28155891491153e-05 -4.61129351098344e-05 -4.04394814103745e-05 -3.2329872851091e-05 -4.78249565469334e-05 -6.20093702470248e-05 -1.34193263414158e-06 -1.34737515563388e-05 -8.25204339041546e-06 -1.38409165059692e-05 -3.49073511208633e-05 -2.66097221829061e-05 -2.04492078822401e-05 -5.97722366601554e-05 -7.0973398000534e-05 -5.69248689633793e-05 -7.77578811923587e-05 -9.17734127770683e-05 -6.80227262254141e-05 -9.14698257547598e-05 -0.00014356149425986 -0.000216018118268845 -0.000276024443453962 -4.09960728412142e-05 -4.66676553671184e-05 0.000190282606217679 0.000183318529915983 0.000181342759342581 0.000180920413535059 0.0001809714733341 0.000179511176423165 0.0372882338872991 -8.07965647438404e-05 -3.18580114970945e-05 2.47396810074696e-06 -2.58556641526574e-06 8.55102230423759e-06 2.53640599235068e-06 7.6384672481826e-06 1.13455596568925e-05 1.35940404633213e-05 7.17617630458663e-06 4.15856770194454e-07 -1.23659936135664e-05 -3.28555178397077e-05
"AgeGr18-24" -3.05597490963016e-05 3.04402858377264e-05 3.44920598541302e-05 3.61235841463818e-05 5.3198398505699e-05 5.92261790731568e-05 6.21572339440457e-05 -6.59883252847525e-05 -6.62330642457303e-05 -0.000135400338675313 7.4007423810199e-06 2.51975263549263e-05 -2.54872125490904e-05 2.33330747331836e-05 6.86367866450463e-05 5.19580600955413e-05 4.64835579622797e-05 4.77656003907799e-05 5.51726962929235e-05 6.96494175488414e-05 7.08145230147702e-05 7.26822480413366e-05 -1.69002236065514e-05 2.81818115175901e-05 -2.58582725696273e-05 1.63481801411446e-05 4.58763231988634e-05 6.94094665942659e-06 2.97972961965057e-05 7.4112572364772e-05 5.31517558615551e-05 1.26621841083278e-05 1.38780221662836e-05 2.0926197689592e-05 2.04235355682996e-05 6.86294747499283e-06 1.14484077722455e-05 4.18988955704505e-06 9.85762662522104e-06 5.00271920682292e-05 5.36569419438747e-05 2.85924776536299e-05 6.0908740477324e-05 5.4625690853072e-05 5.09886876729022e-05 4.78580097315087e-05 4.98752107363787e-05 -8.07965647438404e-05 0.00299836201369698 0.000737142471479271 0.000732338524180639 0.000725594842349603 0.000709382338036166 0.000702881680833551 0.000696021038487385 0.000687838326130489 0.000681110382069061 0.000674496870692441 0.000670795774210731 0.000671075854387079 -6.56305160621819e-07
"AgeGr25-29" -2.1179568096397e-05 5.5692374458318e-05 5.16291161506118e-05 5.15873980241087e-05 6.683650340998e-05 6.43004998899112e-05 6.18413578070186e-05 -4.09371549911616e-05 -3.00469504950759e-05 -5.15019216617872e-05 4.49488351527561e-05 4.5324138649968e-05 1.22147999676774e-05 4.97843630266029e-05 6.93576242625101e-05 4.33767352905093e-05 6.54239823422064e-05 6.09705594268745e-05 6.47209928736402e-05 7.72981575302614e-05 7.23777951512156e-05 6.76793134767518e-05 1.92268721312045e-05 5.24532952544066e-05 1.47436069650925e-05 4.43900250350241e-05 5.83023474762726e-05 2.69991239779054e-05 4.58822924194245e-05 6.7856645369859e-05 3.17877455096989e-05 2.24634012945865e-05 2.04303331548606e-05 1.6178542024071e-05 2.39257339534995e-05 4.19862766113598e-06 -1.83378271500736e-06 -1.1136674330027e-05 -5.24549412070958e-06 5.55741625269065e-05 5.62367904182506e-05 1.66692902625612e-05 3.82382351589594e-05 3.6950738026883e-05 3.53880658540734e-05 3.34916625070431e-05 3.64520016241533e-05 -3.18580114970945e-05 0.000737142471479271 0.00239844602668432 0.000730905191775338 0.00072490207456791 0.000710874682572034 0.000706326521865936 0.000701402861217043 0.000695000483943832 0.000689268667782665 0.00068468458487867 0.000682443814034119 0.000685628444282689 2.84837506864622e-06
"AgeGr30-34" -1.24025100597001e-05 4.67611915413963e-05 4.42766323616954e-05 4.59706561650238e-05 5.68925572744094e-05 5.49424173110779e-05 5.46580975085126e-05 -3.31701005626952e-05 -2.19011797123188e-05 -2.73922289075873e-05 3.76324372442778e-05 4.08615819870969e-05 1.73960492342023e-05 4.2305512457269e-05 6.31422449336138e-05 4.28221714989078e-05 5.74904438482515e-05 5.44357536562958e-05 5.846301259389e-05 6.77330241517398e-05 6.38030274735252e-05 6.38643314262397e-05 2.23031126933882e-05 4.85917490409292e-05 2.39538274198936e-05 4.26354005512189e-05 5.51157738140795e-05 3.47805925756216e-05 4.48627778558726e-05 6.68656405424567e-05 4.12035719922014e-05 1.72332345364429e-05 1.84699638062479e-05 1.29223442603926e-05 1.99133858144144e-05 6.8956503989025e-06 6.8655928610623e-07 -2.85945077885154e-06 2.25971182714027e-06 4.76323053098235e-05 4.77571558969739e-05 1.90698172623892e-05 3.11314934346443e-05 3.17225605541008e-05 3.08712616895538e-05 2.92379615614835e-05 3.09396473493038e-05 2.47396810074696e-06 0.000732338524180639 0.000730905191775338 0.00192446343698949 0.00072340358020497 0.000712048599701958 0.000708433914039879 0.000704478611746671 0.000699430858604006 0.00069493616789304 0.000691242995349665 0.000689458882723114 0.000692342322076403 3.88623055177498e-06
"AgeGr35-39" -5.42004421254686e-06 2.83487494332976e-05 2.64144507897443e-05 2.7380043627493e-05 3.42203364290924e-05 3.26063251254766e-05 3.16500425335121e-05 -1.45569041882648e-05 -9.54037310006154e-06 -1.45431674082163e-05 2.269235272321e-05 2.52922990500591e-05 9.75332094727154e-06 2.40635849009682e-05 3.96229769617039e-05 2.31384533316492e-05 3.45072391934277e-05 3.26636596896635e-05 3.46434524199684e-05 4.04394137558341e-05 3.80098879174848e-05 3.60099227033809e-05 8.74434851838992e-06 2.30018592009091e-05 1.36375580005763e-05 2.4652736383353e-05 3.0309468361813e-05 2.06680890032335e-05 2.6921926848791e-05 4.16823174118108e-05 2.70186280733403e-05 1.9890417548924e-06 6.43203333708953e-06 2.57199587792872e-06 7.21239911769443e-06 2.9787509701014e-06 -9.8974105177023e-08 4.44171213651432e-07 3.84143525456822e-06 2.83440398166227e-05 2.95108302766455e-05 1.00403048729261e-05 1.67721865993559e-05 1.79764433310503e-05 1.77158991823609e-05 1.70657938845602e-05 1.70709599413624e-05 -2.58556641526574e-06 0.000725594842349603 0.00072490207456791 0.00072340358020497 0.00169720188715227 0.000714020942295587 0.000711902052326084 0.000709600046714247 0.000706618385015589 0.000703959067665327 0.000701817607511322 0.000700780594212035 0.000702524462966043 2.02264041653834e-06
"AgeGr45-49" 8.2329587105779e-06 -1.62156682844087e-05 -1.97306108947755e-05 -1.80471705922368e-05 -2.51259066038253e-05 -2.95631633061683e-05 -2.68453039490764e-05 5.75337117681788e-06 3.12758764086168e-06 1.55411731839309e-05 -3.80510882332369e-06 -1.52977036040132e-05 -4.23320374816072e-06 -1.13446846318812e-05 -3.26052842399573e-05 -1.92029368381228e-05 -1.51917442301423e-05 -2.23274564022772e-05 -2.00393650347457e-05 -2.4494186663786e-05 -3.40805500132132e-05 -3.34971158973607e-05 1.63556329478368e-05 8.62372169667111e-06 4.92437031420179e-06 -3.26825580799273e-06 -1.20970570630914e-05 -7.95992812874343e-06 -1.39371777428493e-05 -3.79227043779486e-05 -2.47135010019513e-05 1.7206959796507e-05 1.2135645460717e-05 7.66723996541235e-06 7.2063861927006e-06 8.83734255992106e-07 2.75356831190887e-06 -4.52739604269124e-06 -6.32155790320948e-06 -2.35668119768689e-05 -2.42573484258164e-05 -1.09753383740491e-05 -1.96771455206061e-05 -2.23046976865617e-05 -2.20602128275694e-05 -2.1791877193895e-05 -2.17257820930605e-05 8.55102230423759e-06 0.000709382338036166 0.000710874682572034 0.000712048599701958 0.000714020942295587 0.00127117593069294 0.00072213335213393 0.000724949992412191 0.000728708624352498 0.000731799362232979 0.000734664321564283 0.000736390277047007 0.000736158257071506 1.28547342493595e-06
"AgeGr50-54" 1.49013583192036e-05 -2.19858186036964e-05 -2.85489750312102e-05 -2.68553004120938e-05 -3.72575703273114e-05 -4.50495490005054e-05 -4.20874631815432e-05 1.29099621939911e-05 1.18847007850761e-05 2.86618854637893e-05 1.94311935844924e-06 -2.11010512679838e-05 -3.58424240218168e-06 -1.26022800073913e-05 -5.08118071548711e-05 -3.04171607221375e-05 -1.31409812994088e-05 -2.6246902476395e-05 -2.38447629283805e-05 -2.85741656279175e-05 -4.58907512965383e-05 -4.46130049129415e-05 3.85702633836229e-05 2.61803767356923e-05 1.67251630440849e-05 7.35693028743729e-06 -6.97672007583565e-06 -3.25456876511016e-06 -1.19111299440638e-05 -4.90820751393147e-05 -3.00125470795314e-05 4.04491141017329e-05 3.11631809087271e-05 2.24216069857501e-05 2.06317021557924e-05 6.55081514130112e-06 7.601263861011e-06 -1.10336037793758e-06 -3.12833925424504e-06 -3.97066204940659e-05 -4.11668178338782e-05 -2.38480007367344e-05 -4.70549992899388e-05 -5.56252613629833e-05 -5.55484580119196e-05 -5.54730903116824e-05 -5.36519292408764e-05 2.53640599235068e-06 0.000702881680833551 0.000706326521865936 0.000708433914039879 0.000711902052326084 0.00072213335213393 0.00135617520113418 0.000733784831685541 0.000741846780299052 0.000748531674997126 0.000754850386962489 0.000759082942352818 0.000760396881463259 3.02872572893769e-06
"AgeGr55-59" 1.80383571825141e-05 -2.84684702226735e-05 -4.4026187197253e-05 -3.83409820311082e-05 -5.12514115967038e-05 -6.85523312795744e-05 -6.17150460539161e-05 1.90275731970725e-05 1.88444294507904e-05 3.70256781051254e-05 1.16351530474281e-05 -2.30898845036266e-05 -3.95540530119732e-06 -1.25850327786055e-05 -6.34797048131347e-05 -4.52313137744347e-05 -1.24802037718365e-05 -3.41645815951506e-05 -2.89529738513777e-05 -3.50324241723378e-05 -6.3611241528085e-05 -5.49874440381947e-05 5.50122839903512e-05 3.39850713263493e-05 2.52583649632307e-05 2.23861741794285e-05 -1.47246066119906e-06 8.43231169783909e-07 -3.84010476153499e-06 -5.05919912280548e-05 -3.71810548179212e-05 5.52612520892528e-05 4.49171884933537e-05 3.31054017754172e-05 2.81745994118261e-05 1.36128940637068e-05 1.4528880658097e-05 6.43028749545523e-06 3.08104454365356e-06 -6.50391514076022e-05 -7.00590363467906e-05 -3.76047081778673e-05 -7.51929610183325e-05 -9.1585069357132e-05 -9.6361119229863e-05 -9.74592881551865e-05 -9.18817963583899e-05 7.6384672481826e-06 0.000696021038487385 0.000701402861217043 0.000704478611746671 0.000709600046714247 0.000724949992412191 0.000733784831685541 0.00131728797531084 0.000757344302307559 0.000768511025782219 0.000779257089284749 0.000786697673210665 0.000789842378242676 4.45129276108642e-06
"AgeGr60-64" 2.41049054151979e-05 -3.97440855319278e-05 -7.7873460986546e-05 -6.04228401509045e-05 -7.50635606716651e-05 -0.000112753714295432 -8.46563723638827e-05 2.10510113888995e-05 2.40780224541064e-05 4.23014801168444e-05 2.28357131902847e-05 -1.93609911860951e-05 -3.7182291409129e-07 -1.22678870308081e-05 -7.16804936775999e-05 -4.86393539733973e-05 -2.12700155074348e-06 -4.16286761254455e-05 -2.7789119601186e-05 -3.28728080703956e-05 -8.28439877708e-05 -5.90304973132157e-05 7.58451359964496e-05 4.63735788065452e-05 4.10683787552009e-05 4.7486807118456e-05 1.86535258440959e-05 2.0638099191791e-05 1.6052237590489e-05 -2.83218659161142e-05 -1.27948241243096e-05 7.37365518369155e-05 6.29283227804495e-05 4.91222919882831e-05 4.1184817849733e-05 3.14467731460168e-05 3.30100317265773e-05 2.77213551461049e-05 2.17315086586885e-05 -0.000124395672715838 -0.000129199157198279 -4.91813708284232e-05 -0.000102758430471075 -0.000132434853514239 -0.000144740416893773 -0.000149553435833864 -0.000139715328438861 1.13455596568925e-05 0.000687838326130489 0.000695000483943832 0.000699430858604006 0.000706618385015589 0.000728708624352498 0.000741846780299052 0.000757344302307559 0.00155240468024209 0.000797061532125126 0.000814362426861076 0.000826312856318879 0.000831273702167224 8.13525661574718e-06
"AgeGr65-69" 3.05680680097817e-05 -5.76623711563033e-05 -0.000106529037902884 -7.79635732383224e-05 -9.82926651648826e-05 -0.000144563367049803 -9.37801994303271e-05 2.11621543440877e-05 2.59951062124696e-05 4.41747972096542e-05 2.41470654840869e-05 -2.2789142469926e-05 1.95236299140165e-06 -1.28146885024627e-05 -8.07015962273995e-05 -4.60613548310493e-05 7.77989830053549e-06 -3.28662367794745e-05 -1.90336386254118e-05 -2.37006499255756e-05 -7.50781583192878e-05 -4.67975723248733e-05 8.3652641255101e-05 5.09872679684064e-05 5.00029984997308e-05 5.96311599916383e-05 3.09656462708646e-05 3.36243868584608e-05 2.83713588221572e-05 -1.14565966380976e-05 8.87474882063176e-06 8.17804778665745e-05 7.18475939267096e-05 5.72534223183258e-05 5.05865750816739e-05 4.66985508547853e-05 4.78427583288308e-05 4.43706801625207e-05 3.73600092706683e-05 -0.000184877525694274 -0.000194891386784301 -5.67509679695779e-05 -0.000123129269729578 -0.000165547828516908 -0.000191232170302254 -0.000201141282387013 -0.000189015209832991 1.35940404633213e-05 0.000681110382069061 0.000689268667782665 0.00069493616789304 0.000703959067665327 0.000731799362232979 0.000748531674997126 0.000768511025782219 0.000797061532125126 0.00157722172217515 0.000844121005911257 0.000860126724338056 0.000867011492700156 1.14528045436682e-05
"AgeGr70-74" 2.79762837945111e-05 -3.83362404689154e-05 -0.000134785461887895 -0.00013902306101917 -0.00011123301385977 -0.000196991171166899 -0.000221441620197871 3.41322232665882e-05 3.38635396963148e-05 5.7320065923043e-05 3.65984248351322e-05 -3.75550470038439e-05 -1.93683686480034e-05 -2.60644359090115e-05 -0.000119960717397154 -0.000116672803358569 1.79282224735124e-05 -3.92176236997291e-05 -3.67914178855541e-05 -3.66435970714912e-05 -0.000104813014244712 -0.000113640126182225 9.21553150454622e-05 5.8758167966834e-05 5.5804327365965e-05 6.26605778380908e-05 2.33305149063266e-05 2.09904902044987e-05 1.24842123425127e-05 -3.57622030912672e-05 -2.82780432848551e-05 8.80204659566765e-05 6.75325509877066e-05 4.35190479130093e-05 4.69393448398202e-05 5.56259295824389e-05 5.42711189156541e-05 4.99479005447332e-05 3.40997870271207e-05 -0.000246592025256499 -0.000260417842715928 -6.0186393507111e-05 -0.000137276123628215 -0.000194213351897799 -0.000235628550320805 -0.000258302742594622 -0.00024485288477768 7.17617630458663e-06 0.000674496870692441 0.00068468458487867 0.000691242995349665 0.000701817607511322 0.000734664321564283 0.000754850386962489 0.000779257089284749 0.000814362426861076 0.000844121005911257 0.00164852947672028 0.000901008742170627 0.000913608424275935 1.70130407231859e-05
"AgeGr75-79" 2.52988687272036e-05 -1.91167304169297e-05 -0.000143588837880324 -0.000179376572250153 -0.000113065805367355 -0.000223121020646195 -0.000319187655722642 4.04570801978151e-05 3.92028118693819e-05 6.60446041928444e-05 4.51267358919515e-05 -4.57492749937566e-05 -4.14075730093331e-05 -3.65497811664816e-05 -0.000146360743949115 -0.000191212823074877 2.70263905638313e-05 -4.01041564574409e-05 -4.87107794920243e-05 -4.38668715377068e-05 -0.000121933622458648 -0.000166101760560897 9.79628752040116e-05 6.49740404762393e-05 6.02717038299365e-05 6.43657577541679e-05 1.82293856954916e-05 1.14223588563889e-05 1.39394005635677e-06 -5.39388668083779e-05 -5.79718703952271e-05 9.29302627028122e-05 6.4909251343355e-05 3.41099983182209e-05 4.43785268918068e-05 6.24844113949405e-05 5.90043916122156e-05 5.3051104660674e-05 3.20539618908356e-05 -0.000284036703217077 -0.000297487719272413 -6.15545383951445e-05 -0.000144844594994488 -0.000215181872942434 -0.000277042459520457 -0.000317579267257932 -0.000306402825307718 4.15856770194454e-07 0.000670795774210731 0.000682443814034119 0.000689458882723114 0.000700780594212035 0.000736390277047007 0.000759082942352818 0.000786697673210665 0.000826312856318879 0.000860126724338056 0.000901008742170627 0.0018839581637144 0.000952259610275891 2.58112168211705e-05
"AgeGr80+" 4.09812346865691e-05 3.07005625095439e-05 -0.000100170739109994 -0.000163177391814431 -8.005658488172e-05 -0.000196504282929597 -0.000337629805426789 7.07698958102459e-05 7.0147855110979e-05 9.93181945397925e-05 8.08363004756122e-05 -1.14405723632864e-05 -7.61027649623287e-05 -3.49758094468788e-05 -0.000133848502063992 -0.000317199224819079 6.55216761945286e-05 -1.33058678748738e-05 -3.44222492766996e-05 -2.25244061258276e-05 -0.000109514525701561 -0.000189114449549705 0.000129097552891059 0.000100720183071 9.31634578899705e-05 9.09635003403473e-05 4.17604249624342e-05 1.71099323132237e-05 7.07141773641876e-06 -4.58074644348972e-05 -9.53613664497872e-05 0.000121339364973839 8.62952018637329e-05 4.75085869248357e-05 6.51028191869786e-05 9.36675805902887e-05 8.55575384402624e-05 7.492936591363e-05 5.14338461031787e-05 -0.000259507026783596 -0.00026314033671415 -6.23776480859538e-05 -0.000147503412300986 -0.000231958525467664 -0.000314909160781552 -0.000382964088230936 -0.000386462207011401 -1.23659936135664e-05 0.000671075854387079 0.000685628444282689 0.000692342322076403 0.000702524462966043 0.000736158257071506 0.000760396881463259 0.000789842378242676 0.000831273702167224 0.000867011492700156 0.000913608424275935 0.000952259610275891 0.00181642570793283 4.35706307475889e-05
