"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "DCCI1" "DCCI2" "DCCI3" "DCCI4" "DCCI5" "DCCI6+" "DCCInodcci" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridboost_245-305" 0.000469121774675608 0.000184217350936409 0.000244196243969333 0.000426174033573355 0.00108028181938417 0.00147943847516849 0.00171441293981109 0.00014145655259298 0.0001633980588959 0.000143003762864063 0.000197489477468672 0.000357867775046468 0.000638251124635666 0.00118326163894221 0.00150505239287027 0.00145473577514595 0.000219174439613613 0.000285361875688962 0.000754774358970931 0.00123987809239355 0.012046094821926 0.00169078007587669 0.000161333022053347 0.000194948050484203 0.00028882614159097 0.00043652509720125 0.000698813717434905 0.000855821543971478 0.00122312985234186 0.00147858651180613 0.00141277796067293 0.000177538934580782 0.000469812299463896 0.00109869872161858 0.000817681135548439 0.000231123183023463 0.000176334219897201 0.000211352036713556 0.000480551550683754 0.00158919418450669 0.00185981407452547 -2.50570779098594e-05 -3.36550189582537e-05 -3.57336187807061e-05 -3.77335011934601e-05 -3.66676244341652e-05 -1.78980129488504e-05 -4.78249565469334e-05 7.08145230147702e-05 7.23777951512156e-05 6.38030274735252e-05 3.80098879174848e-05 -3.40805500132132e-05 -4.58907512965383e-05 -6.3611241528085e-05 -8.28439877708e-05 -7.50781583192878e-05 -0.000104813014244712 -0.000121933622458648 -0.000109514525701561 1.63314062691702e-05
"Immunityhybridboost_306-366" 0.000481523166418745 0.000174773726876096 0.000249670162541152 0.000429950342672611 0.00102607985573257 0.0016060846179507 0.00206728278166285 0.000131146105380197 0.000152487692105818 0.000129969563506368 0.000184337421301651 0.000364068870439239 0.000619149498025193 0.00120155035536361 0.00171027363975588 0.00160428952638552 0.000212586336607508 0.000283305207839146 0.000731142957174037 0.00124630602680167 0.00169078007587669 0.202029736528994 0.000151814802406548 0.000185419407405481 0.000270400847037866 0.000431587746165398 0.000722843033558305 0.000870122012092975 0.0012694223575992 0.00167648062924139 0.00153454029178643 0.000167103479621258 0.000442603485396721 0.0011226701627289 0.000836784023380993 0.000236773462767212 0.00016811841214182 0.00019992179904621 0.000462176972067419 0.00178507438695321 0.00236094907615653 -2.56354301931701e-05 -3.78513398570695e-05 -4.28798576192361e-05 -5.45724286788419e-05 -6.09562530317373e-05 -4.5244742535747e-05 -6.20093702470248e-05 7.26822480413366e-05 6.76793134767518e-05 6.38643314262397e-05 3.60099227033809e-05 -3.34971158973607e-05 -4.46130049129415e-05 -5.49874440381947e-05 -5.90304973132157e-05 -4.67975723248733e-05 -0.000113640126182225 -0.000166101760560897 -0.000189114449549705 3.90355815375198e-05
"Immunityhybridfull_001-061" 0.000290322499896576 0.000320204360074119 0.000290650789150847 0.000236341059958173 0.00017215364181759 0.000146329825819616 0.000130498384946818 0.000336790709774868 0.000332427396917179 0.000336656911021751 0.000328358000829635 0.000285346919363621 0.000239107060873831 0.000192711472105774 0.00016164927660611 0.000147478848387954 0.000322765361418026 0.000291984795987586 0.000215525330935583 0.00018079182286253 0.000161333022053347 0.000151814802406548 0.0336765798698364 0.000327195661847517 0.000310025573306297 0.000300568177025611 0.000258116092084483 0.000232308087447019 0.000199445691110961 0.00017868893997451 0.000175848838117982 0.000335791642802597 0.000276729378390396 0.000212312382891153 0.00025495290157431 0.000331145560785457 0.000331045207243989 0.000323089695399368 0.000282844486611358 0.000130744576497525 0.000127124799483233 -1.66435429038207e-05 -1.25951020802672e-05 -9.44539955711961e-06 -5.91737510072073e-06 -9.17749060308205e-07 1.35266968199417e-05 -1.34193263414158e-06 -1.69002236065514e-05 1.92268721312045e-05 2.23031126933882e-05 8.74434851838992e-06 1.63556329478368e-05 3.85702633836229e-05 5.50122839903512e-05 7.58451359964496e-05 8.3652641255101e-05 9.21553150454622e-05 9.79628752040116e-05 0.000129097552891059 1.3725622145777e-05
"Immunityhybridfull_062-122" 0.000288539627465057 0.000309381234989191 0.000317073437454589 0.00030526952420667 0.000213062624087471 0.000186336762227826 0.000170993373859055 0.000310148545748544 0.000326866742559023 0.000306487343837267 0.000318114090391749 0.000317737211114619 0.000265274254370142 0.000219109626633701 0.000196673705480665 0.000182303217101686 0.000320712051442087 0.000326092607744286 0.00026505002020544 0.00021195442981154 0.000194948050484203 0.000185419407405481 0.000327195661847517 0.0107477700665914 0.000308546543951048 0.00030014447028251 0.000284458249963596 0.000253998434858048 0.000222078668515291 0.000207107677255991 0.000201523833422561 0.000332059713041788 0.000308246125681 0.000230327897341595 0.000251689681050699 0.000312350935903353 0.000328258773393824 0.000319093394244851 0.000302737050975557 0.000174316991825661 0.000171238624642919 -1.78580695048476e-05 -1.62605520022774e-05 -1.4217184690677e-05 -1.07539443555885e-05 -5.20560912868712e-06 9.46760348424135e-06 -1.34737515563388e-05 2.81818115175901e-05 5.24532952544066e-05 4.85917490409292e-05 2.30018592009091e-05 8.62372169667111e-06 2.61803767356923e-05 3.39850713263493e-05 4.63735788065452e-05 5.09872679684064e-05 5.8758167966834e-05 6.49740404762393e-05 0.000100720183071 1.18179459483198e-05
"Immunityhybridfull_123-183" 0.000312195554849894 0.000297770986629438 0.000279401130191097 0.00030829863190245 0.000328902284031236 0.000282384008494211 0.000255068504918837 0.000308882808406008 0.000305443449438201 0.000324099966941567 0.000306649855557526 0.000304852015238316 0.00032426406869452 0.000316310606986241 0.000289785750669334 0.000281434630034183 0.000300295890424737 0.000299273546033635 0.000332949554396049 0.000320693102259775 0.00028882614159097 0.000270400847037866 0.000310025573306297 0.000308546543951048 0.00581923924026131 0.00031551019744173 0.000315660952988387 0.000327853738273109 0.000318340219970014 0.000301863082363471 0.000302970951943273 0.000312199477958098 0.00033504981200495 0.000331302692922921 0.000320664978382034 0.000307649263067449 0.000308161743373721 0.000313550617591543 0.000316895876361369 0.000263676347090367 0.000249367483986847 -1.67644184556955e-05 -1.45165763135009e-05 -1.21037879768178e-05 -7.88364067970082e-06 -2.75084473989909e-06 1.16854146125294e-05 -8.25204339041546e-06 -2.58582725696273e-05 1.47436069650925e-05 2.39538274198936e-05 1.36375580005763e-05 4.92437031420179e-06 1.67251630440849e-05 2.52583649632307e-05 4.10683787552009e-05 5.00029984997308e-05 5.5804327365965e-05 6.02717038299365e-05 9.31634578899705e-05 9.49700059573664e-06
"Immunityhybridfull_184-244" 0.000330491562242195 0.00028384245828074 0.000276009020444168 0.000300959895053517 0.000418647950746948 0.000423775341631955 0.000415456745733822 0.000287139361604388 0.000293799855568798 0.000290311995712653 0.000299003748972123 0.000307721302075124 0.000357147858031396 0.000427221369364221 0.000431007831887934 0.000420082338613049 0.000297859310513495 0.000297249366118327 0.000374298123118808 0.000438026921756751 0.00043652509720125 0.000431587746165398 0.000300568177025611 0.00030014447028251 0.00031551019744173 0.00416876574354435 0.000363722330473826 0.000391797001334696 0.000435093058599668 0.000442920440088146 0.000440430437544401 0.000302799311358996 0.000348338599079479 0.000427587058681216 0.000382584916684944 0.000302450137412269 0.000297001997629964 0.000302335863817579 0.000343442233102489 0.00041548068551878 0.000406008101907491 -1.71281535926877e-05 -1.38919346102278e-05 -1.19013812917786e-05 -6.97750381000636e-06 -1.05198757665666e-06 1.2486939549021e-05 -1.38409165059692e-05 1.63481801411446e-05 4.43900250350241e-05 4.26354005512189e-05 2.4652736383353e-05 -3.26825580799273e-06 7.35693028743729e-06 2.23861741794285e-05 4.7486807118456e-05 5.96311599916383e-05 6.26605778380908e-05 6.43657577541679e-05 9.09635003403473e-05 9.24772142485717e-06
"Immunityhybridfull_245-305" 0.000364336981012225 0.000236451981804867 0.000284890927370625 0.000404667355828022 0.000607925739509862 0.000684363422467572 0.000716204337590383 0.000226914782737358 0.000265659833738878 0.000233714425764055 0.000263756316139425 0.000357969378545943 0.00045344723711465 0.000629014760987101 0.000690675030343757 0.000677620941349116 0.000271615625028373 0.00032999070052122 0.00051672890574375 0.000650929660298279 0.000698813717434905 0.000722843033558305 0.000258116092084483 0.000284458249963596 0.000315660952988387 0.000363722330473826 0.00887757666978333 0.000524961012372118 0.000641401696911544 0.00069370794327158 0.000683331698755737 0.000279026852762712 0.000429404988357857 0.000608694501268242 0.000483550731292077 0.000265562277010506 0.000273070240932992 0.000282809083737531 0.000407827541075767 0.000697874262245319 0.000731981681083786 -1.92336091275008e-05 -1.89933492979084e-05 -1.89466532333923e-05 -1.67678033601758e-05 -9.4231519520049e-06 2.82750847991899e-06 -3.49073511208633e-05 4.58763231988634e-05 5.83023474762726e-05 5.51157738140795e-05 3.0309468361813e-05 -1.20970570630914e-05 -6.97672007583565e-06 -1.47246066119906e-06 1.86535258440959e-05 3.09656462708646e-05 2.33305149063266e-05 1.82293856954916e-05 4.17604249624342e-05 1.942717441232e-05
"Immunityhybridfull_306-366" 0.000399503297576019 0.000211738638183619 0.000245221581464416 0.000419416311970754 0.000824497959726482 0.000848080692826272 0.000866087192722338 0.000207497856894716 0.000233267560664069 0.00021925619447644 0.000244632112385654 0.000337412888474698 0.000572494515586173 0.000794179476425325 0.000851601899565315 0.000852643855677933 0.000245913097490684 0.000298663028512807 0.000647175555046254 0.000839991840167926 0.000855821543971478 0.000870122012092975 0.000232308087447019 0.000253998434858048 0.000327853738273109 0.000391797001334696 0.000524961012372118 0.0176113167139498 0.000801935431251114 0.00085471332411223 0.00085545780743625 0.000253146273677397 0.000479578131200462 0.000781604800412908 0.0005798752360834 0.000251997107978663 0.000240465863694094 0.000270662708368104 0.000445063589075711 0.00084863825242785 0.000897642609375265 -1.86938698961937e-05 -1.88723603724076e-05 -1.91154436556172e-05 -1.74946899024167e-05 -1.24360458304938e-05 -1.88988685069998e-06 -2.66097221829061e-05 6.94094665942659e-06 2.69991239779054e-05 3.47805925756216e-05 2.06680890032335e-05 -7.95992812874343e-06 -3.25456876511016e-06 8.43231169783909e-07 2.0638099191791e-05 3.36243868584608e-05 2.09904902044987e-05 1.14223588563889e-05 1.71099323132237e-05 2.52589829074228e-05
"Immunityhybridfull_367-427" 0.000450173514405341 0.000179958413277097 0.000216973722957858 0.000405261591693112 0.00102333073587418 0.00120437491670811 0.00126842125017098 0.000170923698370385 0.000198129258187991 0.000182908865722101 0.000218850879430916 0.000344206027587114 0.000633217545232475 0.00106553960019098 0.00119834416156945 0.00119474900391208 0.000223646193671248 0.000279490515093028 0.000732286916173735 0.00111877441933869 0.00122312985234186 0.0012694223575992 0.000199445691110961 0.000222078668515291 0.000318340219970014 0.000435093058599668 0.000641401696911544 0.000801935431251114 0.0288656760300961 0.0011965926193546 0.00119210539078175 0.000219041420465238 0.000506584939072249 0.00101202987048962 0.000750092064249762 0.000239513442093864 0.000206872559729634 0.000241434017448119 0.00049103142302675 0.00123890381570919 0.00125809866766529 -1.84753110880768e-05 -1.8396454756322e-05 -1.83850284852952e-05 -1.51594369602786e-05 -8.16334245596434e-06 2.96099015120472e-06 -2.04492078822401e-05 2.97972961965057e-05 4.58822924194245e-05 4.48627778558726e-05 2.6921926848791e-05 -1.39371777428493e-05 -1.19111299440638e-05 -3.84010476153499e-06 1.6052237590489e-05 2.83713588221572e-05 1.24842123425127e-05 1.39394005635677e-06 7.07141773641876e-06 1.50560366499183e-05
"Immunityhybridfull_428-488" 0.000470786472453354 0.000180399145288224 0.000223813733134946 0.000413954560705096 0.00104066796366151 0.00141484464684884 0.00168277933212185 0.000151963107886013 0.000175173596699963 0.000158473742782042 0.00020632861470545 0.000355146589828092 0.00063512461844348 0.00114684549770106 0.00148040737024458 0.00140272997909226 0.000222898655407619 0.000281318164870625 0.000748089267029587 0.00120078618081661 0.00147858651180613 0.00167648062924139 0.00017868893997451 0.000207107677255991 0.000301863082363471 0.000442920440088146 0.00069370794327158 0.00085471332411223 0.0011965926193546 0.0681363956626804 0.00138088097728069 0.000196807763088563 0.00048491885872634 0.00108766074347947 0.000805418640186041 0.000244355381897638 0.000189998907026111 0.000225825524319146 0.000483440781194272 0.00151700085549499 0.00186652349014382 -2.10739638161826e-05 -2.39668486558492e-05 -2.58445577509658e-05 -2.55162841735197e-05 -1.52757839889056e-05 -7.05703366676012e-06 -5.97722366601554e-05 7.4112572364772e-05 6.7856645369859e-05 6.68656405424567e-05 4.16823174118108e-05 -3.79227043779486e-05 -4.90820751393147e-05 -5.05919912280548e-05 -2.83218659161142e-05 -1.14565966380976e-05 -3.57622030912672e-05 -5.39388668083779e-05 -4.58074644348972e-05 2.87798529650485e-05
"Immunityhybridfull_489-549" 0.000469125084575208 0.000170296123005716 0.000221660175239305 0.00041865426673019 0.00108143046235624 0.00138283445096787 0.00154788327335325 0.000149067543382467 0.000171247979750841 0.000156584898111646 0.000200147296897512 0.000348092378812274 0.000657962274243858 0.00115831800181557 0.00139409148394629 0.00138873148610528 0.000213427177636163 0.000275836673817302 0.000763657208195701 0.00121512065764448 0.00141277796067293 0.00153454029178643 0.000175848838117982 0.000201523833422561 0.000302970951943273 0.000440430437544401 0.000683331698755737 0.00085545780743625 0.00119210539078175 0.00138088097728069 0.334693441873828 0.000194079625417104 0.000496805483981008 0.00109248232079538 0.000806103965037366 0.000232647070193185 0.000186878737209282 0.000225202234093682 0.000493980532650172 0.00145603464445345 0.00157500093242868 -2.15164656928633e-05 -2.53734589590554e-05 -3.2190507161325e-05 -3.70343498429048e-05 -2.56256557676686e-05 -3.22866969749015e-05 -7.0973398000534e-05 5.31517558615551e-05 3.17877455096989e-05 4.12035719922014e-05 2.70186280733403e-05 -2.47135010019513e-05 -3.00125470795314e-05 -3.71810548179212e-05 -1.27948241243096e-05 8.87474882063176e-06 -2.82780432848551e-05 -5.79718703952271e-05 -9.53613664497872e-05 6.57758719891638e-05
"Immunityinf_062-122" 0.0002928622905938 0.00030435349250813 0.000298784681520472 0.00028421895378246 0.00019861652047341 0.000164004358344729 0.000146922952052614 0.000319760633394757 0.000332139953026891 0.000317799389382116 0.000320153821611487 0.000306949959359053 0.000262693785413626 0.000213450759284031 0.000180269740411413 0.000167102026162031 0.000316926162713382 0.000311865028983886 0.000253437665958695 0.000201602339064409 0.000177538934580782 0.000167103479621258 0.000335791642802597 0.000332059713041788 0.000312199477958098 0.000302799311358996 0.000279026852762712 0.000253146273677397 0.000219041420465238 0.000196807763088563 0.000194079625417104 0.00709706947787521 0.000310299829962533 0.000234993934550128 0.000256168425332541 0.000319094949862696 0.000331995360694755 0.000323853977169881 0.000302690437202626 0.00014685301814061 0.000142521544878649 -9.72425857913549e-06 -5.9304922164445e-06 -2.42720258588881e-06 2.46376838928077e-06 7.11484671782273e-06 2.26220897744834e-05 -5.69248689633793e-05 1.26621841083278e-05 2.24634012945865e-05 1.72332345364429e-05 1.9890417548924e-06 1.7206959796507e-05 4.04491141017329e-05 5.52612520892528e-05 7.37365518369155e-05 8.17804778665745e-05 8.80204659566765e-05 9.29302627028122e-05 0.000121339364973839 1.70791324697534e-05
"Immunityinf_123-183" 0.000344257473011519 0.000224022872777719 0.00028888702925629 0.000448302465684372 0.000543305905586633 0.000468333257803233 0.000428751860745033 0.000235948055920049 0.000293758003396842 0.000249761405715192 0.000269877908785979 0.00037028829711161 0.000458767966245823 0.000506752050864818 0.000472004551106626 0.000476952443430917 0.000268729930520107 0.000350269292342305 0.000517216767631335 0.000522680251875732 0.000469812299463896 0.000442603485396721 0.000276729378390396 0.000308246125681 0.00033504981200495 0.000348338599079479 0.000429404988357857 0.000479578131200462 0.000506584939072249 0.00048491885872634 0.000496805483981008 0.000310299829962533 0.0149671649679789 0.000520458181746801 0.000398931542770852 0.000259223880881763 0.000296969096692912 0.000304421857785518 0.000416909670270793 0.000440753616005784 0.000409912468896028 -1.21502772107995e-05 -9.74955511458381e-06 -7.52305984188059e-06 -3.89590791331484e-06 1.32543700510664e-06 1.62996880700821e-05 -7.77578811923587e-05 1.38780221662836e-05 2.04303331548606e-05 1.84699638062479e-05 6.43203333708953e-06 1.2135645460717e-05 3.11631809087271e-05 4.49171884933537e-05 6.29283227804495e-05 7.18475939267096e-05 6.75325509877066e-05 6.4909251343355e-05 8.62952018637329e-05 2.23450136920078e-05
"Immunityinf_184-244" 0.000443179963719379 0.000178555912477016 0.000205059015630067 0.000413172823904789 0.000987839306481344 0.00108414368514708 0.00111612629317224 0.0001858494980035 0.000210158713644482 0.000203943821051745 0.000224267507888838 0.000335205195871211 0.000640962379593834 0.000994880250423473 0.00108265939757987 0.00108523812725551 0.000220875214434348 0.000273327564993552 0.000731093848395196 0.00104703973358088 0.00109869872161858 0.0011226701627289 0.000212312382891153 0.000230327897341595 0.000331302692922921 0.000427587058681216 0.000608694501268242 0.000781604800412908 0.00101202987048962 0.00108766074347947 0.00109248232079538 0.000234993934550128 0.000520458181746801 0.0154660105969958 0.000709909259557941 0.00024341324218572 0.000216867583559352 0.000255576712278065 0.000487274066197659 0.00109826304714352 0.00109321815146134 -1.35075218095136e-05 -1.2701366330794e-05 -1.04305426373086e-05 -8.42857337191102e-06 -2.44378537470078e-06 1.26393265464241e-05 -9.17734127770683e-05 2.0926197689592e-05 1.6178542024071e-05 1.29223442603926e-05 2.57199587792872e-06 7.66723996541235e-06 2.24216069857501e-05 3.31054017754172e-05 4.91222919882831e-05 5.72534223183258e-05 4.35190479130093e-05 3.41099983182209e-05 4.75085869248357e-05 2.44707330538864e-05
"Immunityinf_245-305" 0.00039398156233139 0.00024407234699675 0.00022237752233866 0.000304589680533528 0.000697583326134285 0.000801049054464969 0.000826598389968745 0.000252626456961623 0.000242820269779477 0.000271220462251761 0.000263314675373135 0.000299996857900578 0.000473428472145361 0.000734092957066228 0.000799364054332395 0.000794440673740335 0.000257240090131115 0.000257254447268199 0.000516876159528443 0.000763195404929896 0.000817681135548439 0.000836784023380993 0.00025495290157431 0.000251689681050699 0.000320664978382034 0.000382584916684944 0.000483550731292077 0.0005798752360834 0.000750092064249762 0.000805418640186041 0.000806103965037366 0.000256168425332541 0.000398931542770852 0.000709909259557941 0.0162048668517863 0.000284528848031724 0.000248812555026527 0.000272641249397887 0.000394846852832514 0.000814963522176513 0.000831886761469422 -1.15634855021856e-05 -1.01639212178611e-05 -8.58873055802005e-06 -6.56534836008524e-06 1.90126323782135e-07 1.78277679861207e-05 -6.80227262254141e-05 2.04235355682996e-05 2.39257339534995e-05 1.99133858144144e-05 7.21239911769443e-06 7.2063861927006e-06 2.06317021557924e-05 2.81745994118261e-05 4.1184817849733e-05 5.05865750816739e-05 4.69393448398202e-05 4.43785268918068e-05 6.51028191869786e-05 1.78263690887275e-05
"Immunityinf_306-366" 0.000298065251222978 0.000330616889607204 0.000280372410860159 0.000222192510652297 0.000208471330596372 0.000213853537599361 0.000219034601248514 0.000340091707502643 0.000315766083641977 0.000340275029586058 0.000325490550162521 0.00027273310725115 0.000246086228246025 0.00023106883421625 0.000231718209050635 0.000210129623783601 0.000320640917123298 0.000276119014441603 0.000225336419104426 0.000225642485990194 0.000231123183023463 0.000236773462767212 0.000331145560785457 0.000312350935903353 0.000307649263067449 0.000302450137412269 0.000265562277010506 0.000251997107978663 0.000239513442093864 0.000244355381897638 0.000232647070193185 0.000319094949862696 0.000259223880881763 0.00024341324218572 0.000284528848031724 0.00742724835757797 0.000317857803253269 0.00031705343240471 0.000272371770246571 0.00020841178115732 0.000237090760961142 -1.13396590974619e-05 -1.08060185274525e-05 -9.61732506791643e-06 -5.63197131714668e-06 6.25821390986121e-08 1.67660975111543e-05 -9.14698257547598e-05 6.86294747499283e-06 4.19862766113598e-06 6.8956503989025e-06 2.9787509701014e-06 8.83734255992106e-07 6.55081514130112e-06 1.36128940637068e-05 3.14467731460168e-05 4.66985508547853e-05 5.56259295824389e-05 6.24844113949405e-05 9.36675805902887e-05 1.00003537902857e-05
"Immunityinf_367-427" 0.000288635243060606 0.000311012073383893 0.000308943397194279 0.000282872594138877 0.000189629519226116 0.000165554290108163 0.000151804123260085 0.000319960145001393 0.000330724872309763 0.000318918744472879 0.000319880467132317 0.000308720487856962 0.000252090828685571 0.00020277344253276 0.000177655833849189 0.000165574449593653 0.000319246985523677 0.000315662386515802 0.000242835498433765 0.00019237547418948 0.000176334219897201 0.00016811841214182 0.000331045207243989 0.000328258773393824 0.000308161743373721 0.000297001997629964 0.000273070240932992 0.000240465863694094 0.000206872559729634 0.000189998907026111 0.000186878737209282 0.000331995360694755 0.000296969096692912 0.000216867583559352 0.000248812555026527 0.000317857803253269 0.00757739411362446 0.000321512066775243 0.000296623374573748 0.000152861220156196 0.000149796211129592 -1.43926142415135e-05 -1.49263969419578e-05 -1.2794603755782e-05 -9.11539744579723e-06 -4.08793200824678e-06 1.10402059009773e-05 -0.00014356149425986 1.14484077722455e-05 -1.83378271500736e-06 6.8655928610623e-07 -9.8974105177023e-08 2.75356831190887e-06 7.601263861011e-06 1.4528880658097e-05 3.30100317265773e-05 4.78427583288308e-05 5.42711189156541e-05 5.90043916122156e-05 8.55575384402624e-05 1.53269033004472e-05
"Immunityinf_428-488" 0.000297410632350349 0.000310634775270536 0.000294611077989266 0.000288148038436202 0.0002388895156239 0.000202263762659926 0.000183989938827476 0.000319962949349307 0.000318950048002527 0.00032205686124313 0.000316017756907345 0.000301267386879863 0.000279200512466866 0.000238444612712935 0.000213466917273619 0.000204750531109193 0.000313436912538511 0.000304599280343972 0.000274567555263352 0.000234979425054244 0.000211352036713556 0.00019992179904621 0.000323089695399368 0.000319093394244851 0.000313550617591543 0.000302335863817579 0.000282809083737531 0.000270662708368104 0.000241434017448119 0.000225825524319146 0.000225202234093682 0.000323853977169881 0.000304421857785518 0.000255576712278065 0.000272641249397887 0.00031705343240471 0.000321512066775243 0.007566868313543 0.000299121578000179 0.000186863620097455 0.000179340430973689 -1.59375029763275e-05 -1.48560141258614e-05 -1.40499660869268e-05 -1.31988923344098e-05 -9.19344888128551e-06 6.72893938950668e-06 -0.000216018118268845 4.18988955704505e-06 -1.1136674330027e-05 -2.85945077885154e-06 4.44171213651432e-07 -4.52739604269124e-06 -1.10336037793758e-06 6.43028749545523e-06 2.77213551461049e-05 4.43706801625207e-05 4.99479005447332e-05 5.3051104660674e-05 7.492936591363e-05 1.7176099803449e-05
"Immunityinf_489-549" 0.000339220176448693 0.000244870883456022 0.000297389763783987 0.000386580762481341 0.000500865609066322 0.000477977709163182 0.000451409974674159 0.000248688019876438 0.000296562995909372 0.000251652277998534 0.000278939030016219 0.000349048241721117 0.000415928610837726 0.000489256066402352 0.000475033952409667 0.000479661617735652 0.000281799227829489 0.000335146744876816 0.000455599976730984 0.000502692106250814 0.000480551550683754 0.000462176972067419 0.000282844486611358 0.000302737050975557 0.000316895876361369 0.000343442233102489 0.000407827541075767 0.000445063589075711 0.00049103142302675 0.000483440781194272 0.000493980532650172 0.000302690437202626 0.000416909670270793 0.000487274066197659 0.000394846852832514 0.000272371770246571 0.000296623374573748 0.000299121578000179 0.0153202647372196 0.000463576047146031 0.000433573213848072 -1.4736865749919e-05 -1.52407135833402e-05 -1.48854550428368e-05 -1.31366715417954e-05 -8.30389347465526e-06 7.89738313529052e-06 -0.000276024443453962 9.85762662522104e-06 -5.24549412070958e-06 2.25971182714027e-06 3.84143525456822e-06 -6.32155790320948e-06 -3.12833925424504e-06 3.08104454365356e-06 2.17315086586885e-05 3.73600092706683e-05 3.40997870271207e-05 3.20539618908356e-05 5.14338461031787e-05 1.82282932975518e-05
"Immunitysecboost_001-061" 0.000464132409815786 0.000185776935403639 0.000284282436837439 0.000470203368720489 0.00110490768982036 0.00157649140695054 0.00185087718998666 0.000123752905899301 0.000145058157307336 0.000118298099965151 0.000178072861193981 0.000366224479726885 0.000640957798798682 0.0012079697574009 0.00157425403469777 0.0015464749723331 0.000207184552042157 0.00029350406053968 0.000758406456297723 0.00126293073774913 0.00158919418450669 0.00178507438695321 0.000130744576497525 0.000174316991825661 0.000263676347090367 0.00041548068551878 0.000697874262245319 0.00084863825242785 0.00123890381570919 0.00151700085549499 0.00145603464445345 0.00014685301814061 0.000440753616005784 0.00109826304714352 0.000814963522176513 0.00020841178115732 0.000152861220156196 0.000186863620097455 0.000463576047146031 0.0234638265036705 0.00196545891357784 -2.20047606044813e-05 -3.57857474675647e-05 -4.37974890080997e-05 -4.95722886525649e-05 -4.60087217520489e-05 -2.17818506192244e-05 -4.09960728412142e-05 5.00271920682292e-05 5.55741625269065e-05 4.76323053098235e-05 2.83440398166227e-05 -2.35668119768689e-05 -3.97066204940659e-05 -6.50391514076022e-05 -0.000124395672715838 -0.000184877525694274 -0.000246592025256499 -0.000284036703217077 -0.000259507026783596 -2.50253164448307e-06
"Immunitysecboost_062-122" 0.000480714769508729 0.000185968069135281 0.000285753057698644 0.000461529290155976 0.00100701207380462 0.00171320182260531 0.00240451237574559 0.00012111966469624 0.000141626457900726 0.000113734672328198 0.000172383039184629 0.000371733769591025 0.000614000888672489 0.0011802144981603 0.00192343432612103 0.0016814177287249 0.000208367050685467 0.000294054974213727 0.00072135910521332 0.00122405378503551 0.00185981407452547 0.00236094907615653 0.000127124799483233 0.000171238624642919 0.000249367483986847 0.000406008101907491 0.000731981681083786 0.000897642609375265 0.00125809866766529 0.00186652349014382 0.00157500093242868 0.000142521544878649 0.000409912468896028 0.00109321815146134 0.000831886761469422 0.000237090760961142 0.000149796211129592 0.000179340430973689 0.000433573213848072 0.00196545891357784 0.504668022510307 -2.49211144479402e-05 -3.7135297221736e-05 -4.76044923861087e-05 -5.81640488690164e-05 -4.77371849488689e-05 -2.72680909495073e-05 -4.66676553671184e-05 5.36569419438747e-05 5.62367904182506e-05 4.77571558969739e-05 2.95108302766455e-05 -2.42573484258164e-05 -4.11668178338782e-05 -7.00590363467906e-05 -0.000129199157198279 -0.000194891386784301 -0.000260417842715928 -0.000297487719272413 -0.00026314033671415 -1.15889562114159e-05
