"names_fin" "eff_tau_fin"
"2" "Immunityfull_001-061" 0.378931449675373
"3" "Immunityfull_062-122" 0.262939537001401
"4" "Immunityfull_123-183" 0.146947624327429
"5" "Immunityfull_184-244" 0.0309557116534569
"6" "Immunityfull_245-305" -0.085036201020515
"7" "Immunityfull_306-366" -0.201028113694487
"8" "Immunityfull_367-427" -0.317020026368459
"9" "Immunityfull_428-488" -0.433011939042431
"10" "Immunityfull_489-549" -0.549003851716403
"11" "Immunityboost_001-061" 0.658831785902437
"12" "Immunityboost_062-122" 0.337684524942609
"13" "Immunityboost_123-183" 0.0165372639827817
"14" "Immunityboost_184-244" -0.304609996977046
"15" "Immunityboost_245-305" -0.625757257936874
"16" "Immunityboost_306-366" -0.946904518896702
"17" "Immunitysecboost_001-061" -0.432874519296432
"18" "Immunitysecboost_062-122" -3.62824083851949
"19" "Immunityinf_062-122" 0.678136651916531
"20" "Immunityinf_123-183" 0.587471958664297
"21" "Immunityinf_184-244" 0.496807265412063
"22" "Immunityinf_245-305" 0.406142572159829
"23" "Immunityinf_306-366" 0.315477878907595
"24" "Immunityinf_367-427" 0.224813185655361
"25" "Immunityinf_428-488" 0.134148492403127
"26" "Immunityinf_489-549" 0.0434837991508927
"27" "Immunityhybridfull_001-061" 0.972477967163148
"28" "Immunityhybridfull_062-122" 0.812753221292393
"29" "Immunityhybridfull_123-183" 0.653028475421638
"30" "Immunityhybridfull_184-244" 0.493303729550884
"31" "Immunityhybridfull_245-305" 0.333578983680129
"32" "Immunityhybridfull_306-366" 0.173854237809374
"33" "Immunityhybridfull_367-427" 0.0141294919386195
"34" "Immunityhybridfull_428-488" -0.145595253932135
"35" "Immunityhybridfull_489-549" -0.30531999980289
"36" "Immunityhybridboost_001-061" 0.895734776857352
"37" "Immunityhybridboost_062-122" 0.713557611241894
"38" "Immunityhybridboost_123-183" 0.531380445626436
"39" "Immunityhybridboost_184-244" 0.349203280010978
"40" "Immunityhybridboost_245-305" 0.16702611439552
"41" "Immunityhybridboost_306-366" -0.0151510512199384
