"beta" "lower" "upper" "HR" "lower" "upper" "eff" "upper" "lower"
"Immunity_other" -0.703995601089631 -0.836528626117244 -0.571462576062018 0.494605105685799 0.433211756227645 0.564698919301512 0.505394894314201 0.566788243772355 0.435301080698488
"Immunityboost_001-061" -1.11379206894396 -1.22454264327996 -1.00304149460795 0.328311617275248 0.293892083109931 0.366762237680184 0.671688382724752 0.706107916890069 0.633237762319816
"Immunityboost_062-122" -0.271862744820032 -0.461308823986544 -0.0824166656535194 0.761958836710162 0.630457946794383 0.920888176273639 0.238041163289838 0.369542053205617 0.0791118237263613
"Immunityboost_123-183" 0.271074884994947 0.154386300774745 0.387763469215149 1.31137326888836 1.16694159015966 1.47368117209675 -0.311373268888359 -0.166941590159663 -0.473681172096753
"Immunityboost_184-244" 0.442336328873281 0.291309566901631 0.593363090844931 1.55633909419368 1.33817877569412 1.81006560566558 -0.556339094193677 -0.33817877569412 -0.810065605665575
"Immunityboost_245-305" 0.841286599142372 0.465330636413137 1.21724256187161 2.31934913055371 1.59254065377761 3.37786063837051 -1.31934913055371 -0.592540653777613 -2.37786063837051
"Immunityfull_001-061" -0.655087558386187 -0.746731114886635 -0.563444001885739 0.519396583069416 0.473913191247886 0.569245202468055 0.480603416930584 0.526086808752114 0.430754797531945
"Immunityfull_062-122" -0.427985523129242 -0.529289818078141 -0.326681228180344 0.651820851056646 0.589023134756001 0.721313640844022 0.348179148943354 0.410976865243999 0.278686359155978
"Immunityfull_123-183" -0.251283219235855 -0.302085884041676 -0.200480554430035 0.777802051858267 0.739274570274981 0.818337402908238 0.222197948141733 0.260725429725019 0.181662597091762
"Immunityfull_184-244" -0.250902214674396 -0.354230500861369 -0.147573928487423 0.778098454449722 0.701713203214949 0.862798650564351 0.221901545550278 0.298286796785051 0.137201349435649
"Immunityfull_245-305" -0.0882097608260707 -0.244882317241577 0.0684627955894354 0.91556880611049 0.7827966544911 1.0708607834656 0.0844311938895096 0.2172033455089 -0.0708607834655988
"Immunityfull_306-366" -0.0535085481447014 -0.182987307439789 0.0759702111503866 0.947897838201288 0.832778725764129 1.07893043358214 0.0521021617987119 0.167221274235871 -0.0789304335821417
"Immunityfull_367-427" -0.103110622191658 -0.535501218969083 0.329279974585767 0.902027183738138 0.585375815140728 1.38996695653877 0.0979728162618617 0.414624184859272 -0.389966956538767
"Immunityfull_428-488" -0.478980798259766 -1.61220108181271 0.654239485293175 0.6194143784126 0.199448128932029 1.92367897477254 0.3805856215874 0.800551871067971 -0.923678974772542
"Immunityfull_489-549" 0.56774094672167 -0.565565306223511 1.70104719966685 1.76427695057634 0.568038940028019 5.47968271009979 -0.76427695057634 0.431961059971981 -4.47968271009979
"Immunityhybridboost_001-061" -1.68071189179067 -1.93400562254516 -1.42741816103619 0.186241345150894 0.144567952486449 0.239927577634231 0.813758654849106 0.855432047513551 0.76007242236577
"Immunityhybridboost_062-122" -1.24187839968564 -1.67201561868728 -0.811741180684006 0.288841148925056 0.187868013476062 0.44408416190006 0.711158851074944 0.812131986523938 0.55591583809994
"Immunityhybridboost_123-183" -0.700879981973778 -0.941050936357909 -0.460709027589648 0.496148509889197 0.390217526006204 0.630836206627368 0.503851490110803 0.609782473993796 0.369163793372632
"Immunityhybridboost_184-244" -0.0559101596731252 -0.372441309397544 0.260620990051294 0.945624087251409 0.689050091136129 1.29773571746528 0.0543759127485905 0.310949908863871 -0.297735717465281
"Immunityhybridboost_245-305" 0.759904708074602 0.0162529246624795 1.50355649148672 2.13807246974679 1.01638572191495 4.49765653661125 -1.13807246974679 -0.0163857219149528 -3.49765653661125
"Immunityhybridfull_001-061" -3.0163077826953 -3.32049636656567 -2.71211919882493 0.0489817361152505 0.0361348911500357 0.0663959512954467 0.95101826388475 0.963865108849964 0.933604048704553
"Immunityhybridfull_062-122" -1.65034675330634 -1.89552690328677 -1.40516660332591 0.191983326224457 0.150239152684157 0.245326180890349 0.808016673775543 0.849760847315843 0.754673819109651
"Immunityhybridfull_123-183" -1.08968260815921 -1.20357086316862 -0.975794353149798 0.336323223015185 0.300120606583946 0.376892848601128 0.663676776984815 0.699879393416054 0.623107151398872
"Immunityhybridfull_184-244" -0.595374539916933 -0.772132203953033 -0.418616875880833 0.551356022352036 0.462026881765719 0.657956225884722 0.448643977647964 0.537973118234281 0.342043774115278
"Immunityhybridfull_245-305" -0.35004796464306 -0.63390436044534 -0.0661915688407787 0.704654290416614 0.530516424790362 0.935951547963388 0.295345709583386 0.469483575209638 0.0640484520366117
"Immunityhybridfull_306-366" -0.352992161962832 -0.628157051298905 -0.0778272726267602 0.702582700224978 0.533574245394011 0.92512420701811 0.297417299775022 0.466425754605989 0.0748757929818901
"Immunityhybridfull_367-427" -0.695817964134531 -1.67779854618923 0.286162617920171 0.498666389897415 0.186784721692094 1.33130893233997 0.501333610102585 0.813215278307906 -0.33130893233997
"Immunityhybridfull_489-549" 0.676024123855137 -1.28495569325838 2.63700394096866 1.96604541931254 0.276662841389449 13.9712820535907 -0.966045419312538 0.723337158610551 -12.9712820535907
"Immunityinf_062-122" -1.12228092664598 -1.26783918636329 -0.976722666928677 0.325536422456419 0.281439102666464 0.376543136123181 0.674463577543581 0.718560897333536 0.623456863876819
"Immunityinf_123-183" -0.578547675991357 -0.737969731499767 -0.419125620482947 0.560712111172948 0.47808356886999 0.657621579338406 0.439287888827052 0.52191643113001 0.342378420661594
"Immunityinf_184-244" -0.778310959436739 -0.978427249391541 -0.578194669481937 0.459180931904695 0.375901834028266 0.56091008113839 0.540819068095304 0.624098165971734 0.43908991886161
