"Immunity_other" "Immunityb45_001-061" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "SexM"
"Immunityboost_489-549" 4.93837766798987e-05 0.00013252377124325 1.3943251652415e-05 1.66323204462436e-05 2.53942007068484e-05 3.60388493099368e-05 5.3308513929139e-05 0.000118308907646206 0.000477242050193231 0.000786176231048366 0.143759790370227 9.7263017927714e-06 1.08315023109259e-05 1.04135263129349e-05 1.42861571677993e-05 2.26813107184406e-05 3.01740139236e-05 5.71229424919459e-05 0.00015375734050128 0.00025122695539858 1.5192490381714e-05 2.13486107418994e-05 4.18165955423803e-05 4.90179987116862e-05 7.02598893176972e-05 0.00018633097248697 0.000529554827491672 0.000786747429056672 0.00093061288362708 1.15936999792429e-05 1.36051392118956e-05 1.37942581099059e-05 2.07213136365194e-05 3.44433638620836e-05 6.10115487829361e-05 0.000193961173362474 0.000257704350814467 0.00028499172005968 7.45620049669853e-06 1.50599921310755e-05 2.78683240805886e-05 2.35013293915259e-05 1.72824139818152e-05 3.947390313076e-05 3.70604176744088e-05 2.9453478715524e-05 0.000111215333989244 0.00035693768221558 0.000774744846897487 4.69247022350641e-05 0.00010305807920029 0.000413808254601271 0.000733270453501275 2.61387192692987e-05 2.00879545557509e-05 1.68844840040535e-05 1.04842753485612e-05 8.56152479162356e-06 7.59765276568281e-06 3.05806490182093e-06 3.31098254377228e-06
"Immunityfull_001-061" 1.5040414515859e-05 1.04047212966403e-05 1.80983470253512e-05 1.52302492931643e-05 1.19378780184192e-05 1.05708909125454e-05 1.01332799005018e-05 1.00858497839858e-05 1.02498250061229e-05 9.85506167894412e-06 9.7263017927714e-06 0.000179444690366252 1.82889515201939e-05 1.96672327169662e-05 1.68779373710278e-05 1.36259543823552e-05 1.22814503479535e-05 1.0927747217106e-05 1.05413779830884e-05 1.07084387630994e-05 1.74554349275099e-05 1.44163822826245e-05 1.11395478841779e-05 1.03630056696738e-05 1.00786372992499e-05 1.00405230338602e-05 1.01355581523441e-05 9.86980992327066e-06 9.89140950518893e-06 1.85042372610683e-05 1.710952383213e-05 1.81465836609402e-05 1.51803394402045e-05 1.23606365997634e-05 1.16569971079849e-05 1.07592688236321e-05 1.03942804204916e-05 1.05083980520951e-05 1.56009998696009e-05 1.1980379062872e-05 9.59202978876886e-06 1.17580549682274e-05 1.49550177253896e-05 1.4206796972335e-05 1.48950906833786e-05 1.24288837287205e-05 9.87259097971128e-06 9.91232783599505e-06 9.97606434042991e-06 9.94589044427702e-06 9.81893455275649e-06 9.86589193493226e-06 9.94851204544973e-06 1.21814935631836e-05 -3.36327974107141e-06 -4.72729442012866e-06 -4.31627093177313e-06 -1.25983651570469e-06 -1.37949640845352e-06 -5.65817500952695e-07 -2.16542909201225e-07
"Immunityfull_062-122" 1.53353922090239e-05 1.1511339949798e-05 1.87631920674594e-05 1.92633437707973e-05 1.48501810108259e-05 1.21649722693522e-05 1.15445100648964e-05 1.13299115483738e-05 1.14067581119969e-05 1.10052649627449e-05 1.08315023109259e-05 1.82889515201939e-05 0.000167290692296982 1.87717417092473e-05 1.92413004545897e-05 1.63747266913111e-05 1.38036874938628e-05 1.24602068801012e-05 1.18162295289699e-05 1.18414233715594e-05 1.87942325634841e-05 1.84356717346161e-05 1.34259588142468e-05 1.19002889098164e-05 1.14524554925816e-05 1.12552455491253e-05 1.12912835905961e-05 1.10130422690395e-05 1.10223132354226e-05 1.92796515096769e-05 1.93202334638465e-05 1.81099069226368e-05 1.73220667310812e-05 1.433959670795e-05 1.31304163370222e-05 1.2165081588039e-05 1.16399029615786e-05 1.16743802479954e-05 1.64174872429583e-05 1.55985812784974e-05 1.07425121036537e-05 1.17079319261549e-05 1.44680470401974e-05 1.50603567383174e-05 1.52548227557428e-05 1.50641567695621e-05 1.1099729359015e-05 1.10519759533067e-05 1.11011226739622e-05 1.1401792216225e-05 1.10957938313416e-05 1.10479547240684e-05 1.11137713472686e-05 1.39563445154961e-05 -2.1196314400519e-06 -4.15114862426418e-06 -4.83813434675251e-06 -1.15359042249794e-06 -1.12196786464365e-06 -5.52683993925502e-07 -4.48703095717777e-07
"Immunityfull_123-183" 1.55261067779216e-05 1.12096041191498e-05 1.84523776856756e-05 1.56677717746961e-05 1.33271379941417e-05 1.18290623829546e-05 1.11315363155401e-05 1.10009499844533e-05 1.11577395798447e-05 1.06183846317288e-05 1.04135263129349e-05 1.96672327169662e-05 1.87717417092473e-05 6.36105809261185e-05 1.71926568612164e-05 1.46943916338046e-05 1.3556122470749e-05 1.20150084157695e-05 1.15542551190433e-05 1.16580370147604e-05 1.77305148622873e-05 1.50399302681044e-05 1.25287233724129e-05 1.15279728791416e-05 1.10547295732052e-05 1.09365314905265e-05 1.10163883930665e-05 1.0643973707586e-05 1.06593071597163e-05 1.89466555795466e-05 1.75850734714517e-05 1.925099451285e-05 1.57991670951953e-05 1.34094162187766e-05 1.28035314235896e-05 1.18213515844157e-05 1.13717319600992e-05 1.147295776904e-05 1.5358314125474e-05 1.23258515250236e-05 1.0304250336539e-05 1.23673126860294e-05 1.51667217652431e-05 1.42299054205562e-05 1.51616968907478e-05 1.26314229640658e-05 1.06893986172589e-05 1.06695893988913e-05 1.07219377591188e-05 1.08900116609507e-05 1.06701492695221e-05 1.06575132606454e-05 1.07409947670271e-05 1.35163635504688e-05 -1.27039657868906e-06 -7.05399878634989e-06 -6.15677239176604e-06 -1.3991131125089e-06 -1.15375758965137e-06 -4.91245862443106e-07 -3.63069791411663e-07
"Immunityfull_184-244" 1.56078066483992e-05 1.38238311041919e-05 1.99562292109828e-05 2.22960171847746e-05 1.993901521757e-05 1.77430697830572e-05 1.60711183379515e-05 1.48103262918285e-05 1.42271591831932e-05 1.43956616117941e-05 1.42861571677993e-05 1.68779373710278e-05 1.92413004545897e-05 1.71926568612164e-05 9.24683783566359e-05 1.92216572461238e-05 1.77494015739343e-05 1.6238658427556e-05 1.48481833869519e-05 1.40322844853376e-05 2.05044015111346e-05 2.17966700598511e-05 1.89511383188297e-05 1.73277408300993e-05 1.58060628406698e-05 1.46308263650184e-05 1.42683627578287e-05 1.43619184955947e-05 1.42673295757531e-05 1.92759312418538e-05 2.03815129101179e-05 1.79980794862909e-05 1.98874465191489e-05 1.75912847859712e-05 1.6834939838023e-05 1.5489134243858e-05 1.47801432421706e-05 1.42679438209703e-05 1.58254319030767e-05 1.77408065183915e-05 1.40448898955138e-05 1.28464524704642e-05 1.41372313982182e-05 1.52611475538316e-05 1.53739955226422e-05 1.73444562199223e-05 1.47502846169471e-05 1.42881847433885e-05 1.42482520684963e-05 1.65040589813123e-05 1.50458030039979e-05 1.44884075289182e-05 1.44481753265471e-05 1.86958234536282e-05 8.16751344796813e-06 2.72998160820313e-06 3.76402660134245e-07 3.4553468947533e-06 1.90044935861862e-06 8.23742880893139e-07 -4.00933834484488e-07
"Immunityfull_245-305" 1.93340604368284e-05 3.0728115631125e-05 1.60143225284804e-05 2.46611585133351e-05 3.74944944859959e-05 4.17874318703413e-05 4.21484553785209e-05 3.19668422287435e-05 2.3550286493372e-05 2.29335413928699e-05 2.26813107184406e-05 1.36259543823552e-05 1.63747266913111e-05 1.46943916338046e-05 1.92216572461238e-05 0.000366508340679754 3.53659859753723e-05 4.10033834879492e-05 3.4878835543667e-05 2.6740905629203e-05 1.74456300425228e-05 2.80050201536991e-05 3.87912629243389e-05 4.19983011977297e-05 4.05084670680893e-05 2.95648121381424e-05 2.33570631599198e-05 2.29286693612498e-05 2.2756393110176e-05 1.56071261561627e-05 1.98796754048913e-05 1.85908456699625e-05 2.56354039803291e-05 3.62422813692676e-05 3.42739974000785e-05 3.5425089794542e-05 3.24232426272695e-05 2.74038129480538e-05 1.36761663634884e-05 2.67986219871115e-05 3.57650347767336e-05 2.65069862737835e-05 1.44457514570602e-05 1.39956715064258e-05 1.47752931857421e-05 2.27327954614525e-05 3.20851361307227e-05 2.37877367779754e-05 2.25861323086819e-05 4.33497840654474e-05 3.32225566525847e-05 2.39470680278515e-05 2.28429867161523e-05 1.86003958583318e-05 6.96977880051717e-06 3.47281717682934e-06 1.21819707766559e-07 2.27412617627767e-06 1.55912550680852e-06 7.78816584533473e-07 2.68141080435269e-07
"Immunityfull_306-366" 2.25872573481849e-05 5.19477661980971e-05 1.37913466675262e-05 1.79731917616772e-05 5.66727403251537e-05 6.49932669191656e-05 5.47220144834924e-05 5.07846564455214e-05 3.44236537189567e-05 3.13688365297099e-05 3.01740139236e-05 1.22814503479535e-05 1.38036874938628e-05 1.3556122470749e-05 1.77494015739343e-05 3.53659859753723e-05 0.000558277403565219 5.43338490929666e-05 5.14863110194722e-05 4.27548359620231e-05 1.52231457091777e-05 2.37366977531864e-05 6.23121512233691e-05 6.15998018566118e-05 5.39295705339382e-05 4.71046084611378e-05 3.3565268335942e-05 3.12945361911098e-05 3.03135605104282e-05 1.37796554875203e-05 1.5711476879454e-05 2.05087915550756e-05 3.02271249908938e-05 4.47524964569117e-05 5.53042668025094e-05 4.84036748120481e-05 4.75228296709364e-05 4.25736383198775e-05 1.08888822972892e-05 3.1448695023146e-05 5.50519451218934e-05 3.78977569006613e-05 1.50113009713433e-05 1.25798587625957e-05 1.38677084376059e-05 2.76387206799483e-05 5.31207973808627e-05 3.60656960263546e-05 3.05827683034685e-05 5.50213150646134e-05 5.21046927514594e-05 3.58736946546567e-05 3.10591933395665e-05 1.67599123978523e-05 3.19767422031933e-06 -1.07962501514272e-06 -3.13555211720945e-06 1.00184404177389e-07 -7.46957905088671e-08 -3.41278755335414e-08 2.246291927607e-07
"Immunityfull_367-427" 2.68078708605731e-05 7.13471077019271e-05 1.29551829081303e-05 1.70329552689998e-05 4.06254358975331e-05 7.70434832649683e-05 8.98622634473002e-05 7.57083356542355e-05 6.4903880840397e-05 5.98147572451739e-05 5.71229424919459e-05 1.0927747217106e-05 1.24602068801012e-05 1.20150084157695e-05 1.6238658427556e-05 4.10033834879492e-05 5.43338490929666e-05 0.000752492492931222 7.73018625601752e-05 7.03245435635513e-05 1.47764346946534e-05 2.33175205409244e-05 5.27940663424852e-05 8.15159022084928e-05 8.73746330319107e-05 7.3023467170609e-05 6.38616050197896e-05 5.97264509874367e-05 5.68727938485488e-05 1.2707822787875e-05 1.43880362752664e-05 1.68074511085449e-05 3.36698022139893e-05 6.13084686233307e-05 6.18173226477239e-05 7.85806715983251e-05 7.39706719165747e-05 7.05076819687339e-05 9.24922422844578e-06 2.29273230798568e-05 6.26228557500753e-05 4.94667252126594e-05 1.87243570510455e-05 1.37440253574861e-05 1.33437795817695e-05 2.57952504560068e-05 7.27324528005054e-05 6.78693353002699e-05 5.8898454178033e-05 9.22223415697236e-05 7.61615213387659e-05 6.63659304713826e-05 6.00831489669582e-05 1.82481990929904e-05 6.19926052487151e-06 7.805338074904e-07 -1.74180392604584e-06 1.60370570058623e-06 8.13447877711609e-07 3.76982467262938e-07 -3.76333642591697e-07
"Immunityfull_428-488" 3.17750677859587e-05 0.000176483147601586 1.28822097236162e-05 1.62251623152255e-05 3.47006373241412e-05 5.38625205219579e-05 0.000106661636358706 0.000157412797615285 0.000144120340248884 0.000149514028784227 0.00015375734050128 1.05413779830884e-05 1.18162295289699e-05 1.15542551190433e-05 1.48481833869519e-05 3.4878835543667e-05 5.14863110194722e-05 7.73018625601752e-05 0.00181473548702571 0.00013849331572645 1.45861598029756e-05 2.3198521836029e-05 4.69676811365057e-05 6.40891868769955e-05 0.000118738330537229 0.000155850790356203 0.000144734889740793 0.00014938661428326 0.000154593203038186 1.21832218293368e-05 1.40018739570142e-05 1.53131352804579e-05 2.64239256749034e-05 6.75082998941492e-05 8.22915711392609e-05 0.000100260554979506 0.000141467128230029 0.000137392404072007 8.64333245516954e-06 1.87459471300316e-05 4.40934541463667e-05 4.85416217187273e-05 2.40924341598996e-05 2.11004882286855e-05 1.68653298576524e-05 2.15837825150817e-05 0.000178311991530512 0.000140056222135156 0.00015064029904261 9.26372087967846e-05 0.000166619847745434 0.000144492997815204 0.000148854190006194 1.99834987687369e-05 9.14714616346609e-06 4.18531961909738e-06 4.23213698487128e-07 3.10566569115706e-06 2.00009608996112e-06 1.00072198374716e-06 -3.54913994234606e-07
"Immunityfull_489-549" 3.70717832741121e-05 0.00018206890243575 1.24455452590772e-05 1.48420686115528e-05 2.99760339041572e-05 4.38402075506508e-05 6.75068774152918e-05 0.0002055689061579 0.0003121788138305 0.000275321313764813 0.00025122695539858 1.07084387630994e-05 1.18414233715594e-05 1.16580370147604e-05 1.40322844853376e-05 2.6740905629203e-05 4.27548359620231e-05 7.03245435635513e-05 0.00013849331572645 0.00438439579036441 1.3706698575408e-05 2.14194686310426e-05 4.46077328226411e-05 5.33871658481139e-05 8.57099177614449e-05 0.000243375741259829 0.000306892100095228 0.000274616626071713 0.00024514303963095 1.20823790030202e-05 1.3490020456758e-05 1.49747492796763e-05 2.25038407983626e-05 4.5556014173761e-05 9.32105238535177e-05 0.000143771590746449 0.000172380207210971 0.000271572333208015 8.70311968441581e-06 1.79840955125818e-05 3.4747730010564e-05 3.32645432684612e-05 2.38435338866552e-05 3.16501540331476e-05 2.57556549486861e-05 2.09284452905507e-05 0.000174429536320879 0.000342454544859133 0.000268145636478894 5.98844351786709e-05 0.000177156440405781 0.000323943827804411 0.000278429467754324 1.84633770667644e-05 6.20264530434237e-06 1.68200303893628e-06 -1.33608650152117e-06 1.60229689500359e-06 1.14420774512618e-06 5.467232492017e-07 -3.84627879204076e-08
"Immunityhybridboost_001-061" 1.53655766528967e-05 1.38950129472433e-05 2.08361204981577e-05 2.10021035200478e-05 1.69560220747842e-05 1.56269299067088e-05 1.57555862759829e-05 1.51837817432699e-05 1.45641569548568e-05 1.51267119618751e-05 1.5192490381714e-05 1.74554349275099e-05 1.87942325634841e-05 1.77305148622873e-05 2.05044015111346e-05 1.74456300425228e-05 1.52231457091777e-05 1.47764346946534e-05 1.45861598029756e-05 1.3706698575408e-05 0.000727278869839708 2.02371055072868e-05 1.63244088478823e-05 1.57607715871228e-05 1.57221324079249e-05 1.51028486639663e-05 1.47273246320841e-05 1.51092782812698e-05 1.50384972092604e-05 1.94022583475701e-05 1.97677261895697e-05 1.79832250989996e-05 1.88752617315756e-05 1.63683862926113e-05 1.53015062301808e-05 1.45285111931793e-05 1.46566552296934e-05 1.41070720509279e-05 1.54029718611476e-05 1.45145251607092e-05 1.15347188592994e-05 1.20056648960339e-05 1.46837648808057e-05 1.51302181341309e-05 1.54221085766063e-05 1.55454722444261e-05 1.53863994081369e-05 1.4807004577417e-05 1.47795439392336e-05 1.61157509316697e-05 1.57021181573138e-05 1.51084642487094e-05 1.50484783038939e-05 2.15850873785006e-05 1.26848055345003e-05 8.31242075169936e-06 4.10884909937788e-06 6.10034917881358e-06 4.51490798956677e-06 2.22547187681753e-06 4.94222925991524e-07
"Immunityhybridboost_062-122" 1.66442474605985e-05 2.2546283607467e-05 1.86741916760591e-05 2.9391179036691e-05 2.92207369619398e-05 2.50432199760243e-05 2.48111220882138e-05 2.39846503859922e-05 2.13877719599756e-05 2.14601763394033e-05 2.13486107418994e-05 1.44163822826245e-05 1.84356717346161e-05 1.50399302681044e-05 2.17966700598511e-05 2.80050201536991e-05 2.37366977531864e-05 2.33175205409244e-05 2.3198521836029e-05 2.14194686310426e-05 2.02371055072868e-05 0.00134798305044324 2.78304500014318e-05 2.49782257352362e-05 2.47596491310674e-05 2.35771697198037e-05 2.14586765926699e-05 2.14551242928433e-05 2.10931857110307e-05 1.75230953858576e-05 2.28008454312477e-05 1.80189019928719e-05 2.25838455954743e-05 2.54656405639071e-05 2.37523399691415e-05 2.26298778372687e-05 2.28449293898509e-05 2.18241390575372e-05 1.54355535122352e-05 2.56040518199575e-05 2.0409947627032e-05 1.61020975640344e-05 1.34221740747839e-05 1.57981853334465e-05 1.58277084081167e-05 2.10099545604862e-05 2.43858429744432e-05 2.21895390920589e-05 2.085191943397e-05 2.50671388759376e-05 2.47025999901206e-05 2.23175971754867e-05 2.12496901687077e-05 2.2674925332062e-05 1.40069378524753e-05 9.95298011177718e-06 5.56882958438462e-06 6.48630135006899e-06 4.89466105223078e-06 2.14786379060724e-06 1.47026849116194e-06
"Immunityhybridboost_123-183" 2.24668825756169e-05 4.37973933148642e-05 1.45015443611885e-05 2.15086743885524e-05 6.67459426502469e-05 6.5178198907666e-05 5.18553153963424e-05 4.61905731155579e-05 4.23729961949428e-05 4.20449783621189e-05 4.18165955423803e-05 1.11395478841779e-05 1.34259588142468e-05 1.25287233724129e-05 1.89511383188297e-05 3.87912629243389e-05 6.23121512233691e-05 5.27940663424852e-05 4.69676811365057e-05 4.46077328226411e-05 1.63244088478823e-05 2.78304500014318e-05 0.00196741892698586 6.14437841633136e-05 5.04279634589377e-05 4.52933719014941e-05 4.2361309425533e-05 4.20592352807945e-05 4.16372658169658e-05 1.33681165002334e-05 1.7084135305037e-05 2.13193593283515e-05 3.11332479140752e-05 4.43925907981251e-05 5.54004108778296e-05 4.95542046180509e-05 4.66031541688108e-05 4.50586490234011e-05 1.05106411652822e-05 3.58405519782177e-05 5.66953145514451e-05 3.53758838672529e-05 1.38145696829496e-05 1.28817702973171e-05 1.49282825869585e-05 2.95182688149592e-05 4.53589364367869e-05 4.31379372692899e-05 4.15498506888254e-05 5.29661176568466e-05 4.6022533160177e-05 4.31856018557618e-05 4.19182720879542e-05 2.16523797303099e-05 1.21587449759447e-05 6.93394207590205e-06 3.25094633982382e-06 4.69721174166714e-06 3.39515180264624e-06 1.49268895528001e-06 1.24821387517901e-06
"Immunityhybridboost_184-244" 2.54590109555825e-05 5.60850972138071e-05 1.37847667426721e-05 1.85474267363883e-05 4.90852595774557e-05 8.60134607282487e-05 7.9393405641698e-05 6.06096021879096e-05 4.92378886120447e-05 4.90939006875631e-05 4.90179987116862e-05 1.03630056696738e-05 1.19002889098164e-05 1.15279728791416e-05 1.73277408300993e-05 4.19983011977297e-05 6.15998018566118e-05 8.15159022084928e-05 6.40891868769955e-05 5.33871658481139e-05 1.57607715871228e-05 2.49782257352362e-05 6.14437841633136e-05 0.00136667797557017 7.57552746788207e-05 5.70024497041639e-05 4.91968580908553e-05 4.91184611610091e-05 4.89387284944447e-05 1.24082895648127e-05 1.46791031303941e-05 1.8105253399204e-05 3.60251634951715e-05 5.79941241563654e-05 6.10680658340845e-05 7.06231096465625e-05 6.1552977879159e-05 5.49444215297485e-05 8.54346003735576e-06 2.64798695886048e-05 6.79066475910841e-05 4.89027695297113e-05 1.64379862077351e-05 1.22381355068895e-05 1.29438604121163e-05 2.87457831942261e-05 5.84020184738897e-05 4.95528829017971e-05 4.86169021464175e-05 8.54471820567862e-05 6.05649930153461e-05 4.98978004744735e-05 4.89851042447172e-05 2.30335706451737e-05 1.43114854497377e-05 9.26533329716367e-06 4.41727459891061e-06 6.07884539382192e-06 4.48454122825385e-06 2.17096989838594e-06 8.35253199738857e-07
"Immunityhybridboost_245-305" 2.84086004327426e-05 0.00012613340168514 1.37045687486819e-05 1.78125492613334e-05 3.83258606808824e-05 6.59291122340068e-05 0.000118207437169064 0.000113544579418678 7.61348138518735e-05 7.16592086661623e-05 7.02598893176972e-05 1.00786372992499e-05 1.14524554925816e-05 1.10547295732052e-05 1.58060628406698e-05 4.05084670680893e-05 5.39295705339382e-05 8.73746330319107e-05 0.000118738330537229 8.57099177614449e-05 1.57221324079249e-05 2.47596491310674e-05 5.04279634589377e-05 7.57552746788207e-05 0.00206330685705993 0.000104960148941157 7.46310356872173e-05 7.14476438532955e-05 7.04028741002783e-05 1.21130078542747e-05 1.43582573937342e-05 1.55875480648448e-05 3.07284089097524e-05 7.35583769868544e-05 7.28794831106261e-05 8.4658805660482e-05 0.000105643997178371 8.61885044498969e-05 8.14739809326714e-06 1.95579631808489e-05 5.39003496020747e-05 5.36783875228087e-05 2.28703646686471e-05 1.53583637055272e-05 1.33097654611818e-05 2.27043927262231e-05 0.000131432414556893 7.81897259921494e-05 7.00460040501521e-05 0.000107761204816916 0.000128636000829946 7.86548712214949e-05 7.08428676053536e-05 2.40518909390165e-05 1.60673294928653e-05 1.15000409533911e-05 5.8488249139718e-06 7.03255071658599e-06 5.27468577554608e-06 2.48261107820599e-06 1.03801636832734e-06
"Immunityhybridboost_306-366" 3.42233964583849e-05 0.000219639982027518 1.34881550464822e-05 1.66160629454469e-05 3.10103877361031e-05 4.65979732806836e-05 8.46551548772228e-05 0.00023671747274638 0.000225807714276539 0.000201309220493492 0.00018633097248697 1.00405230338602e-05 1.12552455491253e-05 1.09365314905265e-05 1.46308263650184e-05 2.95648121381424e-05 4.71046084611378e-05 7.3023467170609e-05 0.000155850790356203 0.000243375741259829 1.51028486639663e-05 2.35771697198037e-05 4.52933719014941e-05 5.70024497041639e-05 0.000104960148941157 0.00520000339697257 0.000219928441862715 0.000199657524117654 0.0001838441424368 1.18532665773606e-05 1.39695918063636e-05 1.46188171369407e-05 2.36358528109983e-05 5.59023219012489e-05 0.000101354776056838 0.000122270217619662 0.000165779887598586 0.000229091400628924 7.96381240533677e-06 1.69291851995658e-05 3.56707787775122e-05 3.93277511418289e-05 2.60975702056032e-05 2.84577174169337e-05 2.07729606508423e-05 1.99923160050648e-05 0.000218970754162958 0.000260288963453373 0.000191451329256427 7.43510326960473e-05 0.000213779173742038 0.000248530242270221 0.000196984114326029 2.33436484406495e-05 1.55754767868946e-05 1.09271213107734e-05 5.25847257018282e-06 6.10191773670307e-06 4.60891107577423e-06 2.06622189619425e-06 1.29327454274514e-06
"Immunityhybridboost_367-427" 4.44597398717474e-05 0.000151513981595336 1.35767763191916e-05 1.59427064081087e-05 2.62531376171482e-05 3.71545265149255e-05 5.68587735506295e-05 0.000151823979079753 0.000465591000324797 0.000507474104901858 0.000529554827491672 1.01355581523441e-05 1.12912835905961e-05 1.10163883930665e-05 1.42683627578287e-05 2.33570631599198e-05 3.3565268335942e-05 6.38616050197896e-05 0.000144734889740793 0.000306892100095228 1.47273246320841e-05 2.14586765926699e-05 4.2361309425533e-05 4.91968580908553e-05 7.46310356872173e-05 0.000219928441862715 0.0075235004857944 0.00051018454524579 0.000526726727728649 1.18364714986243e-05 1.35680321154879e-05 1.42601928842697e-05 2.08949452421585e-05 3.67680765280598e-05 7.49874899117674e-05 0.000186188468420907 0.000221432200120853 0.000311283228150489 7.73578808836811e-06 1.57313842000707e-05 2.8586836625182e-05 2.54448923160149e-05 2.0045495827674e-05 3.82268281584225e-05 3.48155594391504e-05 2.34879550421497e-05 0.000134421281416799 0.000418722308387472 0.000529601933403325 4.94976094957635e-05 0.000132485480723233 0.000430362790020886 0.000523302755930318 2.35143869572574e-05 1.62726077521931e-05 1.14995794601963e-05 5.21563055317307e-06 6.54605497056619e-06 5.04970283087419e-06 2.47403315486306e-06 7.96257718101737e-07
"Immunityhybridboost_428-488" 4.76615153546327e-05 0.00013758970754155 1.39143343432389e-05 1.64699365132889e-05 2.57412028503835e-05 3.65180516544284e-05 5.42017486113221e-05 0.000131023128775055 0.00046953306643962 0.000714563405958863 0.000786747429056672 9.86980992327066e-06 1.10130422690395e-05 1.0643973707586e-05 1.43619184955947e-05 2.29286693612498e-05 3.12945361911098e-05 5.97264509874367e-05 0.00014938661428326 0.000274616626071713 1.51092782812698e-05 2.14551242928433e-05 4.20592352807945e-05 4.91184611610091e-05 7.14476438532955e-05 0.000199657524117654 0.00051018454524579 0.0533472064082441 0.000806160422374358 1.16823797341297e-05 1.36110804775137e-05 1.3986247788158e-05 2.08390242432913e-05 3.50439422241623e-05 6.62100297800769e-05 0.000190880782079854 0.000246291167574551 0.000298733134164217 7.49043570621273e-06 1.52508533287881e-05 2.80712318044026e-05 2.39927106681937e-05 1.82845886315303e-05 3.89720315255436e-05 3.63434688307036e-05 2.77605074328913e-05 0.000118023990961119 0.000382581869051837 0.000689198893497677 4.76268694988456e-05 0.000113450883097589 0.000420487311583182 0.000663346018315285 2.53031593845349e-05 1.91529920741242e-05 1.56466303628225e-05 8.373638001943e-06 8.1542593829624e-06 6.56839953431387e-06 2.84202225232894e-06 2.00647793481054e-06
"Immunityhybridboost_489-549" 4.96923486546372e-05 0.00013197310664015 1.38314362481545e-05 1.63923684994909e-05 2.53084325051589e-05 3.59881039416547e-05 5.35211149770884e-05 0.00011697865650146 0.000471634313514225 0.000806404087516153 0.00093061288362708 9.89140950518893e-06 1.10223132354226e-05 1.06593071597163e-05 1.42673295757531e-05 2.2756393110176e-05 3.03135605104282e-05 5.68727938485488e-05 0.000154593203038186 0.00024514303963095 1.50384972092604e-05 2.10931857110307e-05 4.16372658169658e-05 4.89387284944447e-05 7.04028741002783e-05 0.0001838441424368 0.000526726727728649 0.000806160422374358 1.0009625464729 1.1710411749116e-05 1.3587489807538e-05 1.39422782860563e-05 2.07524114282288e-05 3.46843837976486e-05 6.0442409549384e-05 0.00019302083961499 0.00025945378743927 0.000281088110323321 7.4942940727895e-06 1.50598045916503e-05 2.79769613154806e-05 2.37094921882426e-05 1.72355797870593e-05 3.9317067932575e-05 3.69476648565004e-05 3.00393606751136e-05 0.000110409110482491 0.000347742227563291 0.000788004873268838 4.69613317359143e-05 0.000101853973429406 0.00040738051981752 0.000744293191286661 2.26746377983341e-05 1.65682596062099e-05 1.33720716648175e-05 5.69328787525525e-06 4.51732562870038e-06 4.55579841764307e-06 1.19109993302325e-08 3.12980118676345e-06
