"Immunity_other" "Immunityb45_001-061" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "SexM"
"Immunityhybridfull_001-061" 1.53842132272343e-05 1.17654233577892e-05 1.95008026871694e-05 1.83617501784647e-05 1.44005388387286e-05 1.25523251768203e-05 1.21564224866047e-05 1.19111303927666e-05 1.18908159047197e-05 1.16333804999183e-05 1.15936999792429e-05 1.85042372610683e-05 1.92796515096769e-05 1.89466555795466e-05 1.92759312418538e-05 1.56071261561627e-05 1.37796554875203e-05 1.2707822787875e-05 1.21832218293368e-05 1.20823790030202e-05 1.94022583475701e-05 1.75230953858576e-05 1.33681165002334e-05 1.24082895648127e-05 1.21130078542747e-05 1.18532665773606e-05 1.18364714986243e-05 1.16823797341297e-05 1.1710411749116e-05 0.00157739598030846 1.90665007453671e-05 1.82459633013119e-05 1.73996723447569e-05 1.43010511864679e-05 1.33579219590246e-05 1.24994562269249e-05 1.20905499401604e-05 1.20410814114325e-05 1.62876842363372e-05 1.40696322685146e-05 1.05619027376011e-05 1.16964319196048e-05 1.47918211110838e-05 1.49331994105452e-05 1.52548467639356e-05 1.45024654097611e-05 1.16771512376557e-05 1.15506296625344e-05 1.16136873968777e-05 1.20163786441052e-05 1.17119882549722e-05 1.15700193598522e-05 1.16507766075593e-05 1.55076177002708e-05 1.97909224472989e-06 -5.22138639726377e-06 -3.20447396419998e-06 1.15178886180386e-06 5.5825072960335e-07 1.07275189900469e-07 7.08662911178908e-07
"Immunityhybridfull_062-122" 1.5449345906525e-05 1.35159825951749e-05 1.92269689536526e-05 2.31599731608331e-05 1.8826429156311e-05 1.48293341507505e-05 1.43886474004391e-05 1.40720573739823e-05 1.35423114940673e-05 1.35822980552773e-05 1.36051392118956e-05 1.710952383213e-05 1.93202334638465e-05 1.75850734714517e-05 2.03815129101179e-05 1.98796754048913e-05 1.5711476879454e-05 1.43880362752664e-05 1.40018739570142e-05 1.3490020456758e-05 1.97677261895697e-05 2.28008454312477e-05 1.7084135305037e-05 1.46791031303941e-05 1.43582573937342e-05 1.39695918063636e-05 1.35680321154879e-05 1.36110804775137e-05 1.3587489807538e-05 1.90665007453671e-05 0.000659064193522266 1.80706289649448e-05 1.88178756534355e-05 1.7113106574969e-05 1.53183216421234e-05 1.41325872047389e-05 1.39179415832261e-05 1.36003596690494e-05 1.63785152936025e-05 1.86201363847404e-05 1.24457787050584e-05 1.20573528731842e-05 1.40559624242441e-05 1.53868347731996e-05 1.55346856579595e-05 1.6705208529489e-05 1.40539117988886e-05 1.35320528145042e-05 1.34110806059318e-05 1.43850707950075e-05 1.41635085600858e-05 1.36239940210372e-05 1.35197790563108e-05 1.80498553359433e-05 5.51708887556687e-06 3.21061297720769e-07 2.12459464958988e-07 3.1102401555637e-06 2.20628354263418e-06 7.26666809482733e-07 9.14557418833068e-07
"Immunityhybridfull_123-183" 1.62361124049996e-05 1.44148521687393e-05 1.81895101850706e-05 1.7691881721334e-05 2.19847196450279e-05 1.90792988062521e-05 1.58903221975016e-05 1.4788873114436e-05 1.43392630386225e-05 1.39544498318078e-05 1.37942581099059e-05 1.81465836609402e-05 1.81099069226368e-05 1.925099451285e-05 1.79980794862909e-05 1.85908456699625e-05 2.05087915550756e-05 1.68074511085449e-05 1.53131352804579e-05 1.49747492796763e-05 1.79832250989996e-05 1.80189019928719e-05 2.13193593283515e-05 1.8105253399204e-05 1.55875480648448e-05 1.46188171369407e-05 1.42601928842697e-05 1.3986247788158e-05 1.39422782860563e-05 1.82459633013119e-05 1.80706289649448e-05 0.000313443308325339 1.82343555384268e-05 1.75239492077415e-05 1.84689200837215e-05 1.60944005582978e-05 1.5169590250819e-05 1.49660935979079e-05 1.48098145854037e-05 1.65854718644096e-05 1.65423493232226e-05 1.48669754698333e-05 1.46628239811268e-05 1.41255089885123e-05 1.5219292662754e-05 1.55398829715798e-05 1.44079057253216e-05 1.40878360582045e-05 1.3894542243737e-05 1.59019524424731e-05 1.45180367249482e-05 1.41162757369918e-05 1.39977171331522e-05 1.53765534849681e-05 2.44320540116763e-06 -3.4716365765318e-06 -3.84315878192689e-06 -7.89262863898099e-08 9.77638783627075e-08 1.89878146077268e-08 1.37154821524004e-07
"Immunityhybridfull_184-244" 1.81721668894162e-05 2.29697074765043e-05 1.7940458444677e-05 2.11117458414341e-05 2.87671647332973e-05 3.65938536102477e-05 3.21866360697106e-05 2.4934563540975e-05 2.09192092842346e-05 2.08280156863104e-05 2.07213136365194e-05 1.51803394402045e-05 1.73220667310812e-05 1.57991670951953e-05 1.98874465191489e-05 2.56354039803291e-05 3.02271249908938e-05 3.36698022139893e-05 2.64239256749034e-05 2.25038407983626e-05 1.88752617315756e-05 2.25838455954743e-05 3.11332479140752e-05 3.60251634951715e-05 3.07284089097524e-05 2.36358528109983e-05 2.08949452421585e-05 2.08390242432913e-05 2.07524114282288e-05 1.73996723447569e-05 1.88178756534355e-05 1.82343555384268e-05 0.000363863381273083 2.82860206013331e-05 2.84997634021369e-05 2.94138902485805e-05 2.55327882821824e-05 2.3095944691514e-05 1.39754214997424e-05 2.08091725054928e-05 2.93669268710947e-05 2.26615042603521e-05 1.45407007188718e-05 1.42096398173473e-05 1.46295766061522e-05 2.06783198931215e-05 2.39904151903421e-05 2.09349153754949e-05 2.05966864379323e-05 3.43196685387725e-05 2.48509088589121e-05 2.1107880450198e-05 2.08077947766211e-05 1.86666324785317e-05 7.96683448334437e-06 2.0329823738431e-06 -1.03131306448015e-08 2.78008685434785e-06 1.81520683229854e-06 8.13325188230804e-07 2.15344438385255e-07
"Immunityhybridfull_245-305" 2.29565950925075e-05 6.70445155603667e-05 1.47439048940062e-05 2.06023898597724e-05 3.81325779228402e-05 5.44398958117516e-05 7.37278158908849e-05 6.20559039763415e-05 3.76379901475138e-05 3.51016317049723e-05 3.44433638620836e-05 1.23606365997634e-05 1.433959670795e-05 1.34094162187766e-05 1.75912847859712e-05 3.62422813692676e-05 4.47524964569117e-05 6.13084686233307e-05 6.75082998941492e-05 4.5556014173761e-05 1.63683862926113e-05 2.54656405639071e-05 4.43925907981251e-05 5.79941241563654e-05 7.35583769868544e-05 5.59023219012489e-05 3.67680765280598e-05 3.50439422241623e-05 3.46843837976486e-05 1.43010511864679e-05 1.7113106574969e-05 1.75239492077415e-05 2.82860206013331e-05 0.000820592279739397 5.02254525268442e-05 5.42139240728093e-05 5.94719656983036e-05 4.62873418858615e-05 1.14276642677845e-05 2.37287197660909e-05 4.5421295992629e-05 3.90704959851351e-05 1.78194771798269e-05 1.38614214422116e-05 1.36236330881049e-05 2.30068643391961e-05 6.99182346888835e-05 3.84150320039637e-05 3.42456330500059e-05 7.06786040063305e-05 6.93805137579237e-05 3.87199380496309e-05 3.4618276304929e-05 1.93948483982441e-05 8.23613756190022e-06 2.71190966684024e-06 6.48588564054367e-07 3.06043979340621e-06 2.23308968946065e-06 8.27816617795033e-07 1.06563531819855e-06
"Immunityhybridfull_306-366" 2.55280801961477e-05 9.97008868460239e-05 1.37607540672366e-05 1.77083908523309e-05 4.71722991147867e-05 5.96565376183118e-05 6.82224349538179e-05 0.00010274280685944 7.78105670714764e-05 6.67612462035104e-05 6.10115487829361e-05 1.16569971079849e-05 1.31304163370222e-05 1.28035314235896e-05 1.6834939838023e-05 3.42739974000785e-05 5.53042668025094e-05 6.18173226477239e-05 8.22915711392609e-05 9.32105238535177e-05 1.53015062301808e-05 2.37523399691415e-05 5.54004108778296e-05 6.10680658340845e-05 7.28794831106261e-05 0.000101354776056838 7.49874899117674e-05 6.62100297800769e-05 6.0442409549384e-05 1.33579219590246e-05 1.53183216421234e-05 1.84689200837215e-05 2.84997634021369e-05 5.02254525268442e-05 0.00136128630714974 6.75166698097022e-05 7.91182801798165e-05 8.91000523700486e-05 1.01219129570545e-05 2.628357744732e-05 4.93868850824665e-05 3.96281900574592e-05 1.86380259601603e-05 1.6489632677671e-05 1.51219323231835e-05 2.48723285549739e-05 0.000101133933749175 8.98335187539239e-05 6.3013483165149e-05 6.48668381495527e-05 9.92536380571877e-05 8.60416060362584e-05 6.51023479243e-05 1.85427813610123e-05 7.06029081621324e-06 1.46964247378522e-06 -7.15495561597391e-07 1.62406374833357e-06 1.36119928865576e-06 5.0759670460701e-07 1.00963867775805e-06
"Immunityhybridfull_367-427" 3.20774259622246e-05 0.000101733894579991 1.29126002915435e-05 1.6466196019517e-05 3.6401391057373e-05 6.38128951452782e-05 8.02668954553921e-05 0.000104901076442824 0.000182785543993245 0.000190256384270354 0.000193961173362474 1.07592688236321e-05 1.2165081588039e-05 1.18213515844157e-05 1.5489134243858e-05 3.5425089794542e-05 4.84036748120481e-05 7.85806715983251e-05 0.000100260554979506 0.000143771590746449 1.45285111931793e-05 2.26298778372687e-05 4.95542046180509e-05 7.06231096465625e-05 8.4658805660482e-05 0.000122270217619662 0.000186188468420907 0.000190880782079854 0.00019302083961499 1.24994562269249e-05 1.41325872047389e-05 1.60944005582978e-05 2.94138902485805e-05 5.42139240728093e-05 6.75166698097022e-05 0.0016183169470029 0.000119424445167795 0.000144409288918001 8.92669464003551e-06 2.09335372040689e-05 5.16867875474734e-05 4.22941156337116e-05 1.94768807756782e-05 2.12424617568311e-05 1.9635392007592e-05 2.48563841574858e-05 9.76915804404656e-05 0.000173142819790787 0.000195125494844198 7.88589638021804e-05 9.88959244940427e-05 0.0001749569942234 0.00019437778657271 1.88416058682693e-05 7.86078953082875e-06 1.51003970750682e-06 -8.10060525562384e-07 2.00237382345451e-06 1.43675822127284e-06 6.6130259263011e-07 3.57600458640032e-07
"Immunityhybridfull_428-488" 3.46970531955614e-05 0.000164213181493721 1.30543020909801e-05 1.62602670127899e-05 3.34360269559045e-05 5.13238745010245e-05 9.29509339801319e-05 0.000151059994996576 0.000215349780812069 0.000245866806170136 0.000257704350814467 1.03942804204916e-05 1.16399029615786e-05 1.13717319600992e-05 1.47801432421706e-05 3.24232426272695e-05 4.75228296709364e-05 7.39706719165747e-05 0.000141467128230029 0.000172380207210971 1.46566552296934e-05 2.28449293898509e-05 4.66031541688108e-05 6.1552977879159e-05 0.000105643997178371 0.000165779887598586 0.000221432200120853 0.000246291167574551 0.00025945378743927 1.20905499401604e-05 1.39179415832261e-05 1.5169590250819e-05 2.55327882821824e-05 5.94719656983036e-05 7.91182801798165e-05 0.000119424445167795 0.004662897307616 0.000174110682302105 8.40780432211853e-06 1.84005100922867e-05 4.15576758774808e-05 4.2857927722716e-05 2.26442636290864e-05 2.48167332026984e-05 2.10262290861172e-05 2.27080066229264e-05 0.000161339319999519 0.000199001586191329 0.000247115212062616 8.1649839049685e-05 0.000152478228901576 0.000206767932470592 0.000243000269548463 2.07504693618082e-05 1.10287480201385e-05 5.83018006528863e-06 1.86658270480817e-06 3.6038531132428e-06 2.69877180335058e-06 1.21370398208997e-06 5.32174689347432e-07
"Immunityhybridfull_489-549" 3.74038982383217e-05 0.000173184359374861 1.27727461213332e-05 1.53669688427039e-05 3.03500677984658e-05 4.52196512180439e-05 6.9147741928795e-05 0.000191156320743718 0.000312401112996109 0.000299103797489089 0.00028499172005968 1.05083980520951e-05 1.16743802479954e-05 1.147295776904e-05 1.42679438209703e-05 2.74038129480538e-05 4.25736383198775e-05 7.05076819687339e-05 0.000137392404072007 0.000271572333208015 1.41070720509279e-05 2.18241390575372e-05 4.50586490234011e-05 5.49444215297485e-05 8.61885044498969e-05 0.000229091400628924 0.000311283228150489 0.000298733134164217 0.000281088110323321 1.20410814114325e-05 1.36003596690494e-05 1.49660935979079e-05 2.3095944691514e-05 4.62873418858615e-05 8.91000523700486e-05 0.000144409288918001 0.000174110682302105 0.015413115790207 8.40158939527021e-06 1.78148743222216e-05 3.56139459358275e-05 3.36568058251474e-05 2.31050509161494e-05 3.12277203590485e-05 2.59989403557424e-05 2.17602342309377e-05 0.000165294250624849 0.000329481678253282 0.000292596946526369 6.17437157266371e-05 0.000166750926667308 0.000317303005943683 0.000299237173969749 1.95383387518084e-05 9.21738898494291e-06 4.03805584633006e-06 1.85934602817984e-07 2.08987378345864e-06 1.8434148995862e-06 9.72650650140484e-07 7.20715997550165e-07
"Immunityinf_062-122" 1.34487191177086e-05 8.70242844996079e-06 1.53492743785419e-05 1.60517321706752e-05 1.21285473802143e-05 8.83150432894728e-06 8.20224754735029e-06 8.09607031556939e-06 7.85704229668653e-06 7.46053607102038e-06 7.45620049669853e-06 1.56009998696009e-05 1.64174872429583e-05 1.5358314125474e-05 1.58254319030767e-05 1.36761663634884e-05 1.08888822972892e-05 9.24922422844578e-06 8.64333245516954e-06 8.70311968441581e-06 1.54029718611476e-05 1.54355535122352e-05 1.05106411652822e-05 8.54346003735576e-06 8.14739809326714e-06 7.96381240533677e-06 7.73578808836811e-06 7.49043570621273e-06 7.4942940727895e-06 1.62876842363372e-05 1.63785152936025e-05 1.48098145854037e-05 1.39754214997424e-05 1.14276642677845e-05 1.01219129570545e-05 8.92669464003551e-06 8.40780432211853e-06 8.40158939527021e-06 0.000252743143515981 1.49344879972636e-05 9.97153616565214e-06 1.06632928114282e-05 1.33287380577766e-05 1.39801988122008e-05 1.38851466868347e-05 1.35123736817206e-05 7.98503021629102e-06 7.68657815839258e-06 7.65045538225187e-06 7.99034547047724e-06 7.82814168655994e-06 7.54149220116008e-06 7.49448736569017e-06 6.24038125599893e-06 -6.22705411181892e-06 -4.61531827700362e-06 -1.21135742442313e-06 9.09816167066826e-07 3.90699835434925e-07 -1.31432460583969e-10 5.30532611375687e-07
"Immunityinf_123-183" 1.58910763310668e-05 1.71732432013889e-05 1.29743783237611e-05 2.32865519039346e-05 3.78235412088108e-05 2.91137791021823e-05 2.03923463387843e-05 1.74057800878858e-05 1.58877825594981e-05 1.52164063850202e-05 1.50599921310755e-05 1.1980379062872e-05 1.55985812784974e-05 1.23258515250236e-05 1.77408065183915e-05 2.67986219871115e-05 3.1448695023146e-05 2.29273230798568e-05 1.87459471300316e-05 1.79840955125818e-05 1.45145251607092e-05 2.56040518199575e-05 3.58405519782177e-05 2.64798695886048e-05 1.95579631808489e-05 1.69291851995658e-05 1.57313842000707e-05 1.52508533287881e-05 1.50598045916503e-05 1.40696322685146e-05 1.86201363847404e-05 1.65854718644096e-05 2.08091725054928e-05 2.37287197660909e-05 2.628357744732e-05 2.09335372040689e-05 1.84005100922867e-05 1.78148743222216e-05 1.49344879972636e-05 0.000641674622350083 2.85678374223984e-05 1.84587885319896e-05 1.155704257945e-05 1.38287762232413e-05 1.42331508704539e-05 2.24694254620104e-05 1.67845886491164e-05 1.59664920455781e-05 1.52758239119844e-05 2.06793157950474e-05 1.68665660028255e-05 1.57820873538459e-05 1.52493827604365e-05 8.61250234136614e-06 -3.72257670762484e-06 -2.92555871187891e-06 -8.85912268982366e-07 1.08779430525968e-06 5.77437163026172e-07 1.67384542511319e-07 6.68802884596548e-07
"Immunityinf_184-244" 2.14486163551946e-05 3.62271995326223e-05 9.97309082708844e-06 1.45201041193968e-05 4.94370901388208e-05 6.98226799189433e-05 5.77765355113957e-05 3.91038077685702e-05 2.88517898797993e-05 2.80154676784274e-05 2.78683240805886e-05 9.59202978876886e-06 1.07425121036537e-05 1.0304250336539e-05 1.40448898955138e-05 3.57650347767336e-05 5.50519451218934e-05 6.26228557500753e-05 4.40934541463667e-05 3.4747730010564e-05 1.15347188592994e-05 2.0409947627032e-05 5.66953145514451e-05 6.79066475910841e-05 5.39003496020747e-05 3.56707787775122e-05 2.8586836625182e-05 2.80712318044026e-05 2.79769613154806e-05 1.05619027376011e-05 1.24457787050584e-05 1.65423493232226e-05 2.93669268710947e-05 4.5421295992629e-05 4.93868850824665e-05 5.16867875474734e-05 4.15576758774808e-05 3.56139459358275e-05 9.97153616565214e-06 2.85678374223984e-05 0.000599118407220603 4.06096993161664e-05 1.38667149440335e-05 1.0751985349222e-05 1.195476166236e-05 2.63395587043196e-05 3.65484454528517e-05 2.88060223359527e-05 2.79834648926815e-05 6.26319169625979e-05 3.82624217725897e-05 2.87463657804159e-05 2.79814370803127e-05 8.79187527087752e-06 -2.47952437303586e-06 -2.17224304727361e-06 -7.66321698492612e-07 9.35595500156247e-07 2.36079623155929e-07 -8.65469901905583e-08 6.36358623112001e-07
"Immunityinf_245-305" 1.95909600796591e-05 4.73995872635707e-05 1.12463340084559e-05 1.24224480725323e-05 2.87424553812348e-05 4.75996078591497e-05 5.4563172319156e-05 4.40557390882502e-05 2.61743035506672e-05 2.402669599053e-05 2.35013293915259e-05 1.17580549682274e-05 1.17079319261549e-05 1.23673126860294e-05 1.28464524704642e-05 2.65069862737835e-05 3.78977569006613e-05 4.94667252126594e-05 4.85416217187273e-05 3.32645432684612e-05 1.20056648960339e-05 1.61020975640344e-05 3.53758838672529e-05 4.89027695297113e-05 5.36783875228087e-05 3.93277511418289e-05 2.54448923160149e-05 2.39927106681937e-05 2.37094921882426e-05 1.16964319196048e-05 1.20573528731842e-05 1.48669754698333e-05 2.26615042603521e-05 3.90704959851351e-05 3.96281900574592e-05 4.22941156337116e-05 4.2857927722716e-05 3.36568058251474e-05 1.06632928114282e-05 1.84587885319896e-05 4.06096993161664e-05 0.000577590724675544 1.58859139339804e-05 1.19291450955704e-05 1.19181464715025e-05 1.91166883346226e-05 4.85652166428929e-05 2.66434488631759e-05 2.36679874781606e-05 5.41869701000676e-05 4.80926471175044e-05 2.66853209573949e-05 2.37617111011657e-05 7.13768594503569e-06 -2.2838479064195e-06 -1.89655946687488e-06 -8.3570431609431e-07 6.43108223175999e-07 8.46498410563215e-08 -1.53319110913187e-07 4.42192660128648e-07
"Immunityinf_306-366" 1.5122420027837e-05 2.71287564050113e-05 1.48623054378987e-05 1.31707174165834e-05 1.2705771334987e-05 1.50873885543015e-05 2.19290631785509e-05 2.68013244441373e-05 2.06593228281828e-05 1.83956972916299e-05 1.72824139818152e-05 1.49550177253896e-05 1.44680470401974e-05 1.51667217652431e-05 1.41372313982182e-05 1.44457514570602e-05 1.50113009713433e-05 1.87243570510455e-05 2.40924341598996e-05 2.38435338866552e-05 1.46837648808057e-05 1.34221740747839e-05 1.38145696829496e-05 1.64379862077351e-05 2.28703646686471e-05 2.60975702056032e-05 2.0045495827674e-05 1.82845886315303e-05 1.72355797870593e-05 1.47918211110838e-05 1.40559624242441e-05 1.46628239811268e-05 1.45407007188718e-05 1.78194771798269e-05 1.86380259601603e-05 1.94768807756782e-05 2.26442636290864e-05 2.31050509161494e-05 1.33287380577766e-05 1.155704257945e-05 1.38667149440335e-05 1.58859139339804e-05 0.000314719217687924 1.3834182041872e-05 1.36056356640859e-05 1.25954465922582e-05 2.74716129670955e-05 2.28169229709224e-05 1.77103890943742e-05 2.04412203014886e-05 2.72392667046534e-05 2.20803405154462e-05 1.80870484996769e-05 6.21153776982949e-06 -2.62307511040929e-07 -4.58482633151841e-07 -8.59665986904321e-07 7.51420705362325e-08 -2.93965554101379e-07 -2.07640092475246e-07 1.40482007067649e-07
"Immunityinf_367-427" 1.50667354251807e-05 2.45688548244255e-05 1.49423974810348e-05 1.59705977026708e-05 1.27471890324804e-05 1.13673984723616e-05 1.35925423565893e-05 2.50826393060641e-05 3.77285130211446e-05 3.89089841606715e-05 3.947390313076e-05 1.4206796972335e-05 1.50603567383174e-05 1.42299054205562e-05 1.52611475538316e-05 1.39956715064258e-05 1.25798587625957e-05 1.37440253574861e-05 2.11004882286855e-05 3.16501540331476e-05 1.51302181341309e-05 1.57981853334465e-05 1.28817702973171e-05 1.22381355068895e-05 1.53583637055272e-05 2.84577174169337e-05 3.82268281584225e-05 3.89720315255436e-05 3.9317067932575e-05 1.49331994105452e-05 1.53868347731996e-05 1.41255089885123e-05 1.42096398173473e-05 1.38614214422116e-05 1.6489632677671e-05 2.12424617568311e-05 2.48167332026984e-05 3.12277203590485e-05 1.39801988122008e-05 1.38287762232413e-05 1.0751985349222e-05 1.19291450955704e-05 1.3834182041872e-05 0.000354910129300154 1.48649874736799e-05 1.38911502017748e-05 2.36929661893534e-05 3.6866191247555e-05 3.94915291222999e-05 1.27394487116082e-05 2.31350564662441e-05 3.70669697629883e-05 3.93458584078923e-05 5.75801047608466e-06 4.65139693403853e-07 1.29593147320734e-07 -4.69138830123563e-07 5.32228797261075e-08 -2.53630473772175e-07 -1.44244907215012e-07 3.9589732868805e-07
"Immunityinf_428-488" 1.5077655447496e-05 1.68260540895627e-05 1.5404922811348e-05 1.58473501755726e-05 1.52228738093691e-05 1.26628995457285e-05 1.24675044754976e-05 1.70567889424944e-05 3.40154172312884e-05 3.61679583173446e-05 3.70604176744088e-05 1.48950906833786e-05 1.52548227557428e-05 1.51616968907478e-05 1.53739955226422e-05 1.47752931857421e-05 1.38677084376059e-05 1.33437795817695e-05 1.68653298576524e-05 2.57556549486861e-05 1.54221085766063e-05 1.58277084081167e-05 1.49282825869585e-05 1.29438604121163e-05 1.33097654611818e-05 2.07729606508423e-05 3.48155594391504e-05 3.63434688307036e-05 3.69476648565004e-05 1.52548467639356e-05 1.55346856579595e-05 1.5219292662754e-05 1.46295766061522e-05 1.36236330881049e-05 1.51219323231835e-05 1.9635392007592e-05 2.10262290861172e-05 2.59989403557424e-05 1.38851466868347e-05 1.42331508704539e-05 1.195476166236e-05 1.19181464715025e-05 1.36056356640859e-05 1.48649874736799e-05 0.000415070566038238 1.40564648902703e-05 1.58775824018924e-05 3.16283269264654e-05 3.69658734955457e-05 1.20469184922268e-05 1.58815820634822e-05 3.21034215618058e-05 3.67823305521233e-05 6.74503043534035e-06 1.1133246801274e-06 3.90997755034398e-07 -1.24785241363224e-06 -9.93420880439919e-07 -4.34061386775761e-07 -2.20730592640906e-07 4.88085081982854e-07
"Immunityinf_489-549" 1.6198224002087e-05 1.89702632616612e-05 1.44306151116956e-05 1.95162554494074e-05 2.86586044268788e-05 3.01320951660423e-05 2.34812269131553e-05 1.97378416196638e-05 2.26967462586306e-05 2.77276356998132e-05 2.9453478715524e-05 1.24288837287205e-05 1.50641567695621e-05 1.26314229640658e-05 1.73444562199223e-05 2.27327954614525e-05 2.76387206799483e-05 2.57952504560068e-05 2.15837825150817e-05 2.09284452905507e-05 1.55454722444261e-05 2.10099545604862e-05 2.95182688149592e-05 2.87457831942261e-05 2.27043927262231e-05 1.99923160050648e-05 2.34879550421497e-05 2.77605074328913e-05 3.00393606751136e-05 1.45024654097611e-05 1.6705208529489e-05 1.55398829715798e-05 2.06783198931215e-05 2.30068643391961e-05 2.48723285549739e-05 2.48563841574858e-05 2.27080066229264e-05 2.17602342309377e-05 1.35123736817206e-05 2.24694254620104e-05 2.63395587043196e-05 1.91166883346226e-05 1.25954465922582e-05 1.38911502017748e-05 1.40564648902703e-05 0.00113032070656845 1.88666988261334e-05 2.08407566307368e-05 2.71077573464756e-05 2.47149157224646e-05 1.91560370405608e-05 2.17317610382222e-05 2.65815807468681e-05 7.99226472628965e-06 1.93710512484756e-06 5.37412871979479e-07 -1.60827558910164e-06 -8.92694369924698e-07 -1.88970059594839e-07 -1.47587602713232e-07 4.04261794235469e-07
"Immunitysecbnew_001-061" 3.13916614440915e-05 0.000252404363108052 1.35980913506136e-05 1.70481019741067e-05 3.25216311301787e-05 4.73503759576565e-05 0.000109871673127571 0.000230694339095184 0.000140351948254372 0.00011935447423986 0.000111215333989244 9.87259097971128e-06 1.1099729359015e-05 1.06893986172589e-05 1.47502846169471e-05 3.20851361307227e-05 5.31207973808627e-05 7.27324528005054e-05 0.000178311991530512 0.000174429536320879 1.53863994081369e-05 2.43858429744432e-05 4.53589364367869e-05 5.84020184738897e-05 0.000131432414556893 0.000218970754162958 0.000134421281416799 0.000118023990961119 0.000110409110482491 1.16771512376557e-05 1.40539117988886e-05 1.44079057253216e-05 2.39904151903421e-05 6.99182346888835e-05 0.000101133933749175 9.76915804404656e-05 0.000161339319999519 0.000165294250624849 7.98503021629102e-06 1.67845886491164e-05 3.65484454528517e-05 4.85652166428929e-05 2.74716129670955e-05 2.36929661893534e-05 1.58775824018924e-05 1.88666988261334e-05 0.0590820890077748 0.000159255696938796 0.000113823726839943 9.15629977282922e-05 0.000235801364263514 0.000158120123303327 0.000116509536974091 2.29189207317018e-05 1.48614534829214e-05 1.08235476133995e-05 6.23753534248432e-06 6.68924239072425e-06 3.72075177737293e-06 -3.01863600221913e-08 -5.64330944338538e-07
"Immunitysecbnew_062-122" 4.08070817772234e-05 0.00017117331108549 1.36344831651464e-05 1.61587128036246e-05 2.71314804500298e-05 3.82845152217168e-05 5.87423125966773e-05 0.000198074369980781 0.000421018746592149 0.000382418024879998 0.00035693768221558 9.91232783599505e-06 1.10519759533067e-05 1.06695893988913e-05 1.42881847433885e-05 2.37877367779754e-05 3.60656960263546e-05 6.78693353002699e-05 0.000140056222135156 0.000342454544859133 1.4807004577417e-05 2.21895390920589e-05 4.31379372692899e-05 4.95528829017971e-05 7.81897259921494e-05 0.000260288963453373 0.000418722308387472 0.000382581869051837 0.000347742227563291 1.15506296625344e-05 1.35320528145042e-05 1.40878360582045e-05 2.09349153754949e-05 3.84150320039637e-05 8.98335187539239e-05 0.000173142819790787 0.000199001586191329 0.000329481678253282 7.68657815839258e-06 1.59664920455781e-05 2.88060223359527e-05 2.66434488631759e-05 2.28169229709224e-05 3.6866191247555e-05 3.16283269264654e-05 2.08407566307368e-05 0.000159255696938796 0.111552897361457 0.000380863117840243 5.16767766924354e-05 0.000166439980037804 0.000421071877498981 0.000393815598163058 2.26393952473634e-05 1.50637526871544e-05 1.10084699919477e-05 6.27087379512823e-06 6.54392873934522e-06 3.38093456071127e-06 -7.83712178383371e-08 -6.29704440248091e-07
