day,count, ratio,seratio,length,selength
931,49,0.0203067,0.00287135,35.8367,5.23209
938,40,0.0168634,0.00264376,49.175,5.78369
945,37,0.0180929,0.00294742,54.4595,6.20252
952,43,0.0223377,0.0033682,44.7442,6.39007
959,43,0.0252644,0.0038038,46.1163,6.48376
966,36,0.0222497,0.0036668,46.2778,8.26627
973,27,0.0166359,0.00317483,52.4444,10.2096
980,34,0.0182796,0.00310614,34.5,4.81334
987,59,0.0251064,0.00322728,53.0508,6.11479
994,53,0.0176608,0.00240438,44.1509,6.0165
1001,68,0.0233036,0.00279286,41.8676,4.4744
1008,59,0.020782,0.00267732,46.2542,6.1225
1015,45,0.0231362,0.00340882,49.8,6.62048
1022,25,0.0182482,0.00361618,37.96,7.68884
1029,15,0.0184275,0.00471392,39,8.3963
1036,10,0.015015,0.00471238,36.1,11.4799
1043,13,0.0226087,0.00619923,51.3077,15.4132
1050,12,0.02537,0.00723018,54.4167,14.8162
1057,13,0.0230906,0.00632981,44.7692,11.2813
1064,14,0.0208955,0.00552591,63.5714,15.7363
1071,13,0.0184659,0.00507401,36.3077,8.5702
1078,12,0.0222635,0.00635496,30.5,7.16521
1085,7,0.0212766,0.00795579,56.5714,17.806
1092,12,0.0314136,0.00892476,77,13.5159
1099,1,0.00371747,0.00371056,13,0
1106,10,0.0510204,0.0157171,39.2,8.14592
1113,2,0.0102041,0.00717847,11.5,2.47487
1120,7,0.0291667,0.010862,41.5714,16.4638
1127,8,0.0234604,0.00819663,29.375,8.36088
1134,9,0.0180723,0.00596941,35,7.69961
1141,20,0.0254777,0.00562395,52.55,10.2554
1148,15,0.0199734,0.00510534,49.5333,10.8287
1155,24,0.0334728,0.00671728,46.75,9.69612
1162,16,0.0213618,0.00528311,32.5,9.22717
1169,13,0.0202177,0.00555042,44.3077,11.2236
1176,13,0.0226087,0.00619923,37.8462,6.8144
1183,2,0.00558659,0.00393927,52,9.19239
1190,2,0.00900901,0.00634157,28.5,20.1525
1197,3,0.0134529,0.00771462,26.3333,10.3423
1204,3,0.0186335,0.0106574,13.6667,6.33041
1211,3,0.0265487,0.015123,40,15.3695
1218,0,0,0,,,
