"Immunity_other" "Immunityb45_001-061" "Immunityb45_062-122" "Immunityb45_123-183" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityboost_367-427" "Immunityboost_428-488" "Immunityboost_489-549" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridboost_367-427" "Immunityhybridboost_428-488" "Immunityhybridboost_489-549" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecbnew_001-061" "Immunitysecbnew_062-122" "Immunitysecbnew_123-183" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "Immunitysecboost_123-183" "Immunitysecboost_184-244" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityfull_428-488" 0.00019547625321248 0.000263900675387057 0.00022330341693432 0.000223672878627834 6.48438953227041e-05 6.95915242916582e-05 9.58324947900986e-05 0.000228999592534889 0.000283065867717023 0.000293665664800823 0.000235843694725241 0.00022270970475392 0.000225913915426098 6.61613511162838e-05 7.19804786340233e-05 7.55830240757642e-05 8.05832105925354e-05 0.000101907024684457 0.000140751778302253 0.000235641737087068 0.00225799039322957 0.000273743961165211 0.000112209257215407 0.000106970884180096 0.000182923647125392 0.000257878314001391 0.000285929336788382 0.00027343191855159 0.000228706137306904 0.000222692605188887 0.000225668791188789 8.12666921500475e-05 7.66036242682132e-05 0.000102504379571842 0.000153858309762416 0.000207849489580628 0.000240300945385365 0.000245829776165973 0.00025608907116981 0.000254395888390061 9.0612538436212e-05 0.000161915708438434 0.00025897715520821 0.000233450510331879 0.000133767840699137 0.000101988620743368 0.000104197838765364 0.000160065038468218 0.000266090296491568 0.000223485240086685 0.00022388246834969 0.00029455110158645 0.000266434545903719 0.000225576425807533 0.000223056037553151 -3.22164699660441e-06 -1.09072846879299e-05 1.67763703566913e-06 4.39756653645011e-06
"Immunityfull_489-549" 0.000221367897712874 0.000364194266762673 0.000305824335385055 0.000273207071723349 6.07922804859874e-05 6.71634911111284e-05 9.02651715544594e-05 0.000194803608447264 0.000255145209987159 0.000320219320978958 0.000342741407763008 0.00028209669582082 0.000271740357252451 6.30088171860357e-05 6.79863375239175e-05 6.95745430488763e-05 7.40844815943573e-05 9.59440026810676e-05 0.000137820762657444 0.000219201197599324 0.000273743961165211 0.0037781514159535 0.000111523806573702 0.000111641232495246 0.000181756065430896 0.000237340554533149 0.000276682947785737 0.000326420446853615 0.00031368202895708 0.000279221781506707 0.000270947512524045 7.75237263257358e-05 7.31784070762578e-05 9.50410420036403e-05 0.000139126701095017 0.000196028773618412 0.00025044081043652 0.000276379897048486 0.000287172237383379 0.00030833044233965 8.78042216747913e-05 0.000150043245603058 0.000237792463163848 0.000232178439703111 0.000144049446970161 0.000114840743519516 0.000106920003806149 0.000144907591965282 0.000365532034621761 0.000308111129915477 0.000274134621404756 0.000289883675677657 0.00034757088682013 0.000307747236199363 0.000277625200745568 -8.52337814841523e-06 -2.00624760025075e-05 -1.29284905585788e-05 5.28518154489022e-06
"Immunityhybridboost_001-061" 0.000118801022116446 0.000113698239001506 9.82999006925586e-05 9.4598277754275e-05 0.000157285389234995 0.000150067595623785 0.000134135300689263 0.000107860953338093 0.00011192103552735 0.000115445556584324 0.000105124521685468 9.54041456911651e-05 9.2715817974994e-05 0.000154813795101421 0.000148894886769555 0.000151643194134129 0.000151140748935477 0.000142916356137593 0.000129978738216899 0.000111854516438093 0.000112209257215407 0.000111523806573702 0.00258354741168735 0.000139954303741884 0.000116942626157965 0.000109508900311089 0.000113235899552711 0.000112120704502054 0.000100975704201563 9.5471191960589e-05 9.2964041951031e-05 0.000150372422661277 0.000150007811615975 0.000141246309538726 0.000132475069557367 0.00012376090644643 0.000118046663469322 0.000109960800789845 0.00010619102371836 0.000106653179855253 0.000145050934033779 0.000123880095341381 0.0001120760009972 0.000122049526676894 0.000140363706940094 0.000140430724727681 0.000138059439026336 0.000126202925696568 0.000114346319181038 9.85604555279334e-05 9.45934836744281e-05 0.000113964155874624 0.000112030398602806 9.84309962781497e-05 9.44049630654832e-05 5.48893338236446e-07 -4.79160896668788e-06 1.16782271492317e-05 -2.32115029965779e-06
"Immunityhybridboost_062-122" 0.000123724774256877 0.000117784336313303 0.000121656939604708 0.000116089995469027 0.000139506299820738 0.000153151892259704 0.000156118658387755 0.000111388716216764 0.000104093583852179 0.000109365894366127 0.000122238919107161 0.000118345164993872 0.000114405748377192 0.000142937683359448 0.00015309162738676 0.000140065230590455 0.000141094190621768 0.000147131710279221 0.000137614672200235 0.00011371193099663 0.000106970884180096 0.000111641232495246 0.000139954303741884 0.00150778168945977 0.000129598482942768 0.00010830328029526 0.000106026716507747 0.000113558705540232 0.000120743631671402 0.000117822308078625 0.000114331019958229 0.000143932092654059 0.00014843953190825 0.00014355942412766 0.000130043187233823 0.000122337759836504 0.000117312407089913 0.000115341107574894 0.00011290581495721 0.000114449185041418 0.000147233509009947 0.000134277585788536 0.000109040550882903 0.000113288021207104 0.000134450117181575 0.000144817979020364 0.000142182373649303 0.000133630461385951 0.000117706053165409 0.00012208228031349 0.000116430004656344 0.000105839684348181 0.000116649702947874 0.000120724235472302 0.000117142769809789 -2.67820225287317e-06 -9.7107579602966e-06 3.63853734235674e-06 -1.98566455044794e-06
"Immunityhybridboost_123-183" 0.000171261762118868 0.000178160213439281 0.000220640266988722 0.000235629962339034 8.78709605161902e-05 0.000105136047696283 0.000155502271896 0.000204955725183448 0.000184017639931604 0.000171693666697111 0.00020125333794132 0.000232001203490228 0.00023934513459766 9.16640802925208e-05 0.000110430596923602 0.000102595014706744 0.000101927248589191 0.000123337750746878 0.000150258618111954 0.000189625610161247 0.000182923647125392 0.000181756065430896 0.000116942626157965 0.000129598482942768 0.00219041355943661 0.000195075254877256 0.000180098743600486 0.000182158166868153 0.000215173908001339 0.000232667942314086 0.000238934057354713 0.000103543565206982 0.000106319850577557 0.000130680716557117 0.000145174855758844 0.000162250659223287 0.000172010761808086 0.000191780172748521 0.000200652557012634 0.000197578752657382 0.000118015735877041 0.000170189097075391 0.000186975313518434 0.000161466872960205 0.000122482886559319 0.000127142416023016 0.000133391113409025 0.000160629268057053 0.000177039863935475 0.00022015000719432 0.000236223437556808 0.000175734056910365 0.000181596248592988 0.000220551887165058 0.00023480273378577 -4.94175572143623e-06 -1.44716575073834e-05 -3.47524629670326e-06 -1.70501673913263e-06
"Immunityhybridboost_184-244" 0.000183297742498829 0.000215970545877167 0.00020553313944172 0.000214659024146914 6.84946390877074e-05 7.36656689583263e-05 0.000107298083569667 0.000272843723434448 0.000272230805120828 0.00024317738654169 0.000205023795159301 0.000211360599485186 0.000217451717534147 6.95972722843385e-05 7.70069170736006e-05 8.23828224490901e-05 8.66051525570481e-05 0.000103584461312756 0.000148372462093753 0.000247206910263674 0.000257878314001391 0.000237340554533149 0.000109508900311089 0.00010830328029526 0.000195075254877256 0.00199648247005902 0.000261352779226375 0.000229984130829054 0.000207538698241794 0.000212232683484493 0.000217479678601055 8.36246998765636e-05 8.09716280902993e-05 0.000112018184962026 0.000162982091434169 0.000203662631538863 0.000219636429903847 0.000231237142888269 0.000233753606499588 0.000227268988289443 9.52351483911842e-05 0.000177473250056858 0.00025797167341049 0.000218778914624274 0.000123185434465407 0.000100955046004911 0.000110733690935969 0.000173067983816634 0.000217076256949545 0.000205286186536595 0.000214838394437778 0.000258072717535346 0.000220516140819173 0.000207060806809223 0.000213227795007877 -1.49213433149535e-06 -8.34057014251816e-06 5.92476767418636e-06 -1.62535731363938e-06
"Immunityhybridboost_245-305" 0.000188995012369862 0.000266368242531351 0.000202243949338533 0.000188278128258211 6.45332435747703e-05 6.91569576965594e-05 9.43433210602871e-05 0.000231040213871359 0.000293569124270321 0.00029858182106068 0.000227774761677406 0.000191293005359655 0.000187944073076516 6.57112309448223e-05 7.14738955855443e-05 7.49676401258055e-05 8.04807745465644e-05 0.000102080875844328 0.000140660820475551 0.000239722288166636 0.000285929336788382 0.000276682947785737 0.000113235899552711 0.000106026716507747 0.000180098743600486 0.000261352779226375 0.00167929349886976 0.000272868744293757 0.000210215199889271 0.000190464269646671 0.000187807683597344 8.11080278709995e-05 7.60748279642682e-05 0.000102022523910574 0.000155279553420107 0.000213098274400643 0.000242446967898903 0.000243639359218748 0.000246490893663183 0.000246642481108672 8.98071491304523e-05 0.000162104490309007 0.000263657523817404 0.000239343772739657 0.000133102533097549 9.83943622833244e-05 9.9655028916816e-05 0.000161511279009506 0.000269435315608091 0.000203414486755748 0.000188713570374485 0.000302934044727409 0.00026718031617424 0.000204384847343966 0.000189642578137964 -3.38727567201621e-06 -1.11386841845756e-05 1.34799085335126e-06 -1.46219596508054e-06
"Immunityhybridboost_306-366" 0.000235061572079687 0.00038230846632963 0.000350470118316571 0.00032343011277071 6.12178417139884e-05 6.66021737200799e-05 8.70384859286555e-05 0.000177822393486522 0.000242489443035779 0.000330302586383729 0.000373053770810275 0.000331895230584378 0.000319794689971793 6.28889300485497e-05 6.76715798472311e-05 6.89547134294114e-05 7.2730061049097e-05 9.39668419375259e-05 0.000133412289617518 0.000209848930274157 0.00027343191855159 0.000326420446853615 0.000112120704502054 0.000113558705540232 0.000182158166868153 0.000229984130829054 0.000272868744293757 0.0030048096338316 0.000353721538829508 0.000329432888289381 0.000319184531873482 7.74824843870877e-05 7.32144890634622e-05 9.30205591301058e-05 0.000133950575244362 0.000190042480389971 0.000254893300226341 0.000286650926963077 0.000309491101894541 0.000330537840035325 8.75598291559336e-05 0.000144497083815469 0.000230147065715891 0.000229514513229607 0.000149561215955756 0.000120879163191103 0.000111013549147216 0.000138008458782779 0.000382993579501797 0.000352405596989808 0.000324356950405153 0.000289005360264172 0.000367738955721266 0.000350607716824754 0.000327738333394243 -7.33871125025885e-06 -1.8005363680154e-05 -7.93646830773969e-06 -1.22666413995731e-06
"Immunityhybridboost_367-427" 0.000313263506024492 0.000380074424272658 0.000648647243856151 0.000675582692148558 6.13403561142473e-05 6.56561710117249e-05 8.19516950034031e-05 0.000143314647694784 0.000175065238390934 0.000248189336517222 0.00054990843951829 0.000674282412277098 0.000676052328089442 6.25478684820754e-05 6.6930493212679e-05 6.74484843266282e-05 6.9421266434072e-05 8.31926559092546e-05 0.000116592822556973 0.000188613135629934 0.000228706137306904 0.00031368202895708 0.000100975704201563 0.000120743631671402 0.000215173908001339 0.000207538698241794 0.000210215199889271 0.000353721538829508 0.00573947768342422 0.000674458681942553 0.000675624382757828 7.44884871550129e-05 7.26042450934974e-05 9.12860224114494e-05 0.000115301315568733 0.000150540214716084 0.000226890552964066 0.000341882590810442 0.000424141378433225 0.000435291277064283 8.60516205237185e-05 0.000140533688105056 0.000187526413544433 0.000185280692556642 0.000154640797226635 0.000159731567443527 0.000150223482785468 0.000126608434041264 0.000368676792941993 0.000646422508946222 0.000676239345433205 0.000208245070910967 0.000382780573192753 0.000635443701857853 0.000676869102916367 -5.19581026193798e-06 -1.45035219832444e-05 -2.79836938818899e-06 -1.15623599513513e-06
"Immunityhybridboost_428-488" 0.000343591936122304 0.000309209323764232 0.000717651778924474 0.000927223753647989 6.05959846182176e-05 6.54099645716906e-05 8.16885508133888e-05 0.000136394609530878 0.000161165025571426 0.000210849877449861 0.000513798430728131 0.000867856937767376 0.000965489758914455 6.19441111155044e-05 6.62896752362571e-05 6.64727779513798e-05 6.80293809357269e-05 8.06081842554367e-05 0.000108735680156938 0.000181417804095138 0.000222692605188887 0.000279221781506707 9.5471191960589e-05 0.000117822308078625 0.000232667942314086 0.000212232683484493 0.000190464269646671 0.000329432888289381 0.000674458681942553 0.00894673225451594 0.00096488894221711 7.311185931738e-05 7.12645587704597e-05 9.08761428925132e-05 0.000112068757730763 0.000138043347987664 0.00020887127724908 0.000344231392750503 0.000481321886554177 0.000465406126462608 8.36016559111886e-05 0.000140674207871539 0.000181547466312811 0.000165598906725877 0.000148689908942606 0.00016987947434201 0.000170390267753217 0.000129807302994647 0.00029550392806546 0.000706829551319551 0.000927166968826266 0.000184445551332565 0.000329238744150417 0.000722218610909817 0.000903158309510572 -7.62858463755478e-06 -1.73314586896494e-05 -6.86591620052615e-06 -1.56056587915854e-06
"Immunityhybridboost_489-549" 0.000353912971062864 0.000297015158496324 0.000670977887114761 0.00110986739999992 5.65250508028892e-05 6.51243373076768e-05 8.45752778624333e-05 0.000134235741781633 0.00015950157603163 0.000207310226109948 0.000474911054792994 0.000920601789686187 0.00136412804785301 5.94513008950872e-05 6.38511588989124e-05 6.25677924658057e-05 6.41931313839834e-05 7.93876404467656e-05 0.000109382858633552 0.000175826474696214 0.000225668791188789 0.000270947512524045 9.2964041951031e-05 0.000114331019958229 0.000238934057354713 0.000217479678601055 0.000187807683597344 0.000319184531873482 0.000675624382757828 0.00096488894221711 0.334701257717157 7.01467082155364e-05 6.80572765298773e-05 8.79309247182399e-05 0.000109242948540547 0.000134592207894075 0.000201829202815352 0.000341672647037142 0.000490666171952716 0.000492971240309323 8.04495108525012e-05 0.000138510267302773 0.000180513527458334 0.000160624754833921 0.00014205853932572 0.000172011697063072 0.000173178334466193 0.000136760373344601 0.000283792089367636 0.000653433114270783 0.00111007081943197 0.00018318793056676 0.00031142478458708 0.000718114810426101 0.00103868714864291 -1.7912457670712e-05 -3.53363521325664e-05 -3.15658553468766e-05 -1.17829355367684e-06
"Immunityhybridfull_001-061" 0.000104109415446058 7.64417750706514e-05 7.31375071085538e-05 7.25875682061139e-05 0.000177921692757256 0.000163654162042632 0.000136860468701877 8.80224685982197e-05 8.17230279629022e-05 7.82228628431876e-05 7.45754344751635e-05 7.27405076990386e-05 6.96562257081001e-05 0.000173376879873704 0.000162347851764042 0.000169952445359901 0.000166811123124348 0.000149833037234305 0.000126540866370091 9.00729594718946e-05 8.12666921500475e-05 7.75237263257358e-05 0.000150372422661277 0.000143932092654059 0.000103543565206982 8.36246998765636e-05 8.11080278709995e-05 7.74824843870877e-05 7.44884871550129e-05 7.311185931738e-05 7.01467082155364e-05 0.0418314007971786 0.000163514914322325 0.000148965631474236 0.000130111521054068 0.000108337316609102 9.39645458896529e-05 8.33467918013925e-05 7.81639734435528e-05 7.66388226000946e-05 0.000154534149964575 0.000116315213182583 8.65242113992345e-05 0.000102276387365261 0.000141812895826777 0.000146699126284324 0.000144441145687345 0.00011978041354697 7.63835064211237e-05 7.28764914282567e-05 7.21366696879911e-05 7.90721027449589e-05 7.57382344645433e-05 7.22593104902925e-05 7.14447104948977e-05 5.08856187233735e-06 1.81709339068595e-06 1.83107487308887e-05 1.23497654834738e-06
"Immunityhybridfull_062-122" 0.000101992351661566 7.28849518673836e-05 7.15551072715537e-05 7.06247008776036e-05 0.000171800987334625 0.00016845327321219 0.000146038416880081 8.8346899222838e-05 7.69079574782282e-05 7.28326799826217e-05 7.25510690161524e-05 7.09343348553195e-05 6.75699020769783e-05 0.000170654319457396 0.000166572081122831 0.000164107945717414 0.000164167145537119 0.000153066621406111 0.000129961773823729 8.88211854479751e-05 7.66036242682132e-05 7.31784070762578e-05 0.000150007811615975 0.00014843953190825 0.000106319850577557 8.09716280902993e-05 7.60748279642682e-05 7.32144890634622e-05 7.26042450934974e-05 7.12645587704597e-05 6.80572765298773e-05 0.000163514914322325 0.00670198616142182 0.000150166435107832 0.000129477117361492 0.000107248330946096 9.14927976069057e-05 8.08847173512067e-05 7.47049054976865e-05 7.32891883218555e-05 0.000158079635597963 0.000119892503696044 8.34956786819071e-05 9.66357824164071e-05 0.00013970985164042 0.000148666559951262 0.00014622415467239 0.000122862026233213 7.27468013445117e-05 7.13413371051432e-05 7.0228337697081e-05 7.35212626628487e-05 7.20337074882374e-05 7.05674892117733e-05 6.96003060171054e-05 3.22793293593214e-06 1.64624700788677e-07 1.80292898092372e-05 3.17494168338273e-07
"Immunityhybridfull_123-183" 0.000113256490502624 9.06090525436779e-05 9.05125248385212e-05 9.03690664723655e-05 0.000151090432118809 0.000150550951599208 0.000160478640466626 0.000125930933819829 0.000105911379150803 9.38066837639756e-05 9.05785382811964e-05 9.05579434113306e-05 8.74886469264698e-05 0.00014942957454597 0.000153949855901708 0.000153534800027658 0.000149236864168672 0.000148181151983757 0.000138323488806924 0.000118165700382664 0.000102504379571842 9.50410420036403e-05 0.000141246309538726 0.00014355942412766 0.000130680716557117 0.000112018184962026 0.000102022523910574 9.30205591301058e-05 9.12860224114494e-05 9.08761428925132e-05 8.79309247182399e-05 0.000148965631474236 0.000150166435107832 0.005769149338241 0.000136430362511275 0.000123688330805495 0.000110660388414396 0.000103991353318423 9.69656240553109e-05 9.42688994789147e-05 0.000148514222426167 0.000139885013779255 0.000112415614692243 0.000113614587168316 0.000131983729570603 0.000141477530625514 0.000142578549851492 0.00013680978987808 9.04819238877151e-05 9.02507382114688e-05 8.99950967404603e-05 9.77803329281294e-05 9.0558340481661e-05 8.95294814107373e-05 8.93237687666972e-05 2.72762218040809e-06 -6.97626707659029e-07 1.7358296035515e-05 9.23710093396282e-07
"Immunityhybridfull_184-244" 0.000131457049776551 0.000126955556145828 0.000112735821644254 0.000111531690891141 0.000129456038904626 0.000126386837523324 0.000132180820389893 0.000176418078516821 0.000162299410820646 0.00014257377788614 0.000117369434790638 0.000111757488279411 0.000108792242573193 0.00012800978253375 0.000128199171200995 0.000132742817315904 0.000132652608319704 0.000132339007447704 0.000139866108840876 0.000159803593086771 0.000153858309762416 0.000139126701095017 0.000132475069557367 0.000130043187233823 0.000145174855758844 0.000162982091434169 0.000155279553420107 0.000133950575244362 0.000115301315568733 0.000112068757730763 0.000109242948540547 0.000130111521054068 0.000129477117361492 0.000136430362511275 0.00426215505121083 0.000150009799702654 0.000145508188434733 0.0001410983688892 0.000134538997812531 0.000130265961673559 0.000131506848303469 0.000147890510015125 0.000161415436292179 0.000149831527972301 0.000131017263492707 0.00012591581246798 0.000130181548969952 0.000146589831413514 0.000127498286477781 0.000112534914605222 0.00011109303237326 0.000151231120276561 0.000128053106260337 0.000112330369454552 0.000110435161622141 5.00794108229645e-06 1.57247739317554e-06 1.74620591906988e-05 1.91246100280917e-06
"Immunityhybridfull_245-305" 0.000153456803140426 0.000185109439246284 0.000145091152626813 0.000136413260475648 9.70561423033986e-05 0.000104117187548366 0.00012485146362939 0.000198863222009768 0.000217931972884094 0.000206252375291347 0.0001611082385472 0.000138412700057095 0.000134424006193514 9.84743378092544e-05 0.000107033499751448 0.000105250008662052 0.000108258333952177 0.000122437181034937 0.000142544590882473 0.000194707296789509 0.000207849489580628 0.000196028773618412 0.00012376090644643 0.000122337759836504 0.000162250659223287 0.000203662631538863 0.000213098274400643 0.000190042480389971 0.000150540214716084 0.000138043347987664 0.000134592207894075 0.000108337316609102 0.000107248330946096 0.000123688330805495 0.000150009799702654 0.00429338918085791 0.000185381577264775 0.000183056892425623 0.000178034812270939 0.000176446702083306 0.000115270470663781 0.000157839565970316 0.000203713223028194 0.000186285176389126 0.000129447409674018 0.000114974369416244 0.000117292794762598 0.000156357992862008 0.000186799562270597 0.000145553098891135 0.000136331759371495 0.00021387568203209 0.000184818859682106 0.000145816194577297 0.000136542526674857 1.12293098004784e-06 -4.18227017022967e-06 1.02234643346761e-05 1.79206616408695e-06
"Immunityhybridfull_306-366" 0.000185796089099457 0.000262680693790946 0.000222531039657694 0.000205090881074645 8.04252908417348e-05 8.62275847929841e-05 0.000109456717724503 0.000198410138840594 0.000232875670906569 0.000262601915535132 0.000241470742723973 0.000210239537180763 0.000201975322793288 8.19209632110569e-05 8.85453108587061e-05 8.92320503321146e-05 9.23308952401754e-05 0.000109753892499959 0.000140593899575974 0.000204950465935295 0.000240300945385365 0.00025044081043652 0.000118046663469322 0.000117312407089913 0.000172010761808086 0.000219636429903847 0.000242446967898903 0.000254893300226341 0.000226890552964066 0.00020887127724908 0.000201829202815352 9.39645458896529e-05 9.14927976069057e-05 0.000110660388414396 0.000145508188434733 0.000185381577264775 0.00553691587005475 0.000225473223083533 0.00023150669520465 0.000237478437426052 0.000102898818031666 0.000154255630513063 0.000220429784152612 0.000206689722085732 0.000137094881712396 0.000114531411467502 0.000113355023426529 0.00015016775493587 0.000264242706627182 0.000223563456946276 0.000205342928332905 0.000250378368968143 0.000258969888962928 0.000222516663740081 0.000207036451117264 -1.57458475581333e-06 -8.37690005930315e-06 2.88242530420568e-06 1.92418088939804e-06
"Immunityhybridfull_367-427" 0.000225035106515048 0.000303369851037976 0.000346723219679551 0.000343039427450149 6.84089510167354e-05 7.40967210940475e-05 9.88901195389139e-05 0.00020277796683646 0.000230922157848791 0.000260260415116371 0.000337529733478889 0.000344654573447489 0.000341710946068745 6.98428209964232e-05 7.69567851727177e-05 7.82205461125256e-05 8.16983053567426e-05 9.89482306426423e-05 0.000135530889551162 0.000214901500649839 0.000245829776165973 0.000276379897048486 0.000109960800789845 0.000115341107574894 0.000191780172748521 0.000231237142888269 0.000243639359218748 0.000286650926963077 0.000341882590810442 0.000344231392750503 0.000341672647037142 8.33467918013925e-05 8.08847173512067e-05 0.000103991353318423 0.0001410983688892 0.000183056892425623 0.000225473223083533 0.00762174128880112 0.000292149787845744 0.000300814032540377 9.43969530171108e-05 0.000157355516803481 0.000223829392760459 0.000208553151798557 0.000139085651270836 0.000124086022684747 0.000121327502276148 0.000149800209892513 0.000300856473855163 0.000346823404239699 0.000343139470053501 0.000245040288551974 0.000298777226312222 0.000344342077581687 0.000343419045323072 -3.62462947650382e-08 -6.25284537077534e-06 5.01694976051353e-06 1.89346008784623e-06
"Immunityhybridfull_428-488" 0.000258097518911559 0.000307637632577652 0.000441241630930325 0.000488641801117221 6.34932775931024e-05 6.74139753950547e-05 8.81395910545452e-05 0.000183801581236521 0.000227942189013026 0.000267801026113518 0.00037721624206699 0.000478924095271633 0.000490994457472414 6.45550917151289e-05 6.96138414938285e-05 7.18332077364056e-05 7.5222342517175e-05 9.23852554396717e-05 0.000126829278595163 0.000210417491050349 0.00025608907116981 0.000287172237383379 0.00010619102371836 0.00011290581495721 0.000200652557012634 0.000233753606499588 0.000246490893663183 0.000309491101894541 0.000424141378433225 0.000481321886554177 0.000490666171952716 7.81639734435528e-05 7.47049054976865e-05 9.69656240553109e-05 0.000134538997812531 0.000178034812270939 0.00023150669520465 0.000292149787845744 0.00996508514998816 0.000347481136269797 8.81906209430162e-05 0.000150879278486592 0.000223409013681811 0.000207326194413107 0.00014351993804865 0.000131751974178219 0.000130240773449728 0.000143617646972387 0.000303073405619896 0.00043835750294302 0.000488742699057983 0.00024989695534971 0.000313042621914473 0.000438779076010234 0.000484965811894413 -1.43915391074333e-06 -8.67210677368942e-06 3.15848564231909e-06 1.76276374552763e-06
"Immunityhybridfull_489-549" 0.000260658177429375 0.000356673603622618 0.000442637181988636 0.000474725798848345 6.15911762819483e-05 6.6545217098169e-05 8.67624671652937e-05 0.000176310600973784 0.000220975837566313 0.000284315620460556 0.000411575788992916 0.000462790546450399 0.000492930056517105 6.3178800164189e-05 6.79415658060865e-05 6.9439534862991e-05 7.28591681181344e-05 9.06097750743345e-05 0.000128315210086174 0.000206493740563697 0.000254395888390061 0.00030833044233965 0.000106653179855253 0.000114449185041418 0.000197578752657382 0.000227268988289443 0.000246642481108672 0.000330537840035325 0.000435291277064283 0.000465406126462608 0.000492971240309323 7.66388226000946e-05 7.32891883218555e-05 9.42688994789147e-05 0.000130265961673559 0.000176446702083306 0.000237478437426052 0.000300814032540377 0.000347481136269797 0.0221008155879373 8.72925942334279e-05 0.000147227597539914 0.000217585356521806 0.00021064134703491 0.000146749020500607 0.00013372741579133 0.000126982641004488 0.000139372712963609 0.000352680486036306 0.000441295933388883 0.00047512576343229 0.000252387264686649 0.000349352043615198 0.000443475205166876 0.000470757079143448 -5.14673273768498e-06 -1.36328792005006e-05 -5.23926842675166e-06 2.44095163248152e-06
"Immunityinf_062-122" 0.000109018871347505 8.8089342121134e-05 8.48154042532105e-05 8.28576616564171e-05 0.00015716506294846 0.000160521575619537 0.000152960085499339 0.000103990413988683 9.05190554960367e-05 8.72990471531658e-05 8.70173226393705e-05 8.34079106302561e-05 8.00193927632973e-05 0.000157827964700257 0.000160321472629776 0.000153848210343961 0.000154086455700692 0.00015057880750024 0.000134788199211072 0.000102365266886306 9.0612538436212e-05 8.78042216747913e-05 0.000145050934033779 0.000147233509009947 0.000118015735877041 9.52351483911842e-05 8.98071491304523e-05 8.75598291559336e-05 8.60516205237185e-05 8.36016559111886e-05 8.04495108525012e-05 0.000154534149964575 0.000158079635597963 0.000148514222426167 0.000131506848303469 0.000115270470663781 0.000102898818031666 9.43969530171108e-05 8.81906209430162e-05 8.72925942334279e-05 0.0102547830090141 0.000128932925382166 9.73534570373364e-05 0.00010458599625463 0.00013619174576121 0.000145649176601535 0.000144104101282492 0.000129437356830628 8.79367585181716e-05 8.46163274597117e-05 8.24220343256226e-05 8.73543732353109e-05 8.68800408782553e-05 8.38752612130886e-05 8.19276846740521e-05 3.94795090822108e-06 1.5497081595507e-06 1.61583375322384e-05 2.08979696581414e-06
"Immunityinf_123-183" 0.000140839101094935 0.000139701708245104 0.000140331666642078 0.000140248803640936 0.000102132798993441 0.0001196536711004 0.000163279217265094 0.000197695245284655 0.0001705436751513 0.00014722353864955 0.00013983906351858 0.000140613681042368 0.000138331253188234 0.000105679811464607 0.000125884520360342 0.000115353071285874 0.000115241848615293 0.000134189672563061 0.000151273712970366 0.000177093165993926 0.000161915708438434 0.000150043245603058 0.000123880095341381 0.000134277585788536 0.000170189097075391 0.000177473250056858 0.000162104490309007 0.000144497083815469 0.000140533688105056 0.000140674207871539 0.000138510267302773 0.000116315213182583 0.000119892503696044 0.000139885013779255 0.000147890510015125 0.000157839565970316 0.000154255630513063 0.000157355516803481 0.000150879278486592 0.000147227597539914 0.000128932925382166 0.0136827406982896 0.00017301268925022 0.000150570309121466 0.000120865579558951 0.000126322241245424 0.000132036416523448 0.000161361497053031 0.000139650920889109 0.000140135152005059 0.000140039077515699 0.000155988882082926 0.000140817423726904 0.000139630121366479 0.000139659126771456 2.21246767439549e-06 -1.77135353068643e-06 1.05977835273579e-05 2.61934569867645e-06
