day,count, ratio,seratio,length,selength
1113,1,0.027027,0.0266593,22,0
1120,1,0.0227273,0.0224675,15,0
1127,1,0.0153846,0.0152658,91,0
1134,5,0.0420168,0.0183915,28.6,12.012
1141,7,0.0382514,0.0141784,63.8571,21.3632
1148,7,0.039548,0.0146492,15.8571,5.87429
1155,5,0.0318471,0.0140138,39.8,12.0113
1162,5,0.0276243,0.0121821,38.4,16.9082
1169,3,0.0193548,0.0110659,24.3333,11.0588
1176,2,0.0145985,0.0102471,39.5,20.1525
1183,4,0.0449438,0.0219611,28.5,7.76611
1190,1,0.0153846,0.0152658,8,0
1197,1,0.0142857,0.0141833,4,0
1204,1,0.0232558,0.0229838,44,0
1211,0,0,0,,,
1218,1,0.0384615,0.0377146,19,0
1225,1,0.0555556,0.0539903,68,0
1232,0,0,0,,,
1239,1,0.1,0.0948683,11,0
1246,0,0,0,,,
1253,1,0.142857,0.13226,7,0
1260,0,0,0,,,
1267,0,0,0,,,
1274,0,,,,,
1281,0,,,,,
1288,0,0,0,,,
1295,0,0,0,,,
1302,0,0,0,,,
1309,1,0.166667,0.152145,7,0
1316,0,0,0,,,
1323,0,0,0,,,
1330,0,0,0,,,
1337,0,0,0,,,
1344,0,,,,,
1351,0,,,,,
1358,0,,,,,
1365,0,,,,,
1372,0,,,,,
1379,0,,,,,
1386,0,,,,,
1393,0,,,,,
