"Immunity_other" "Immunityboost_001-061" "Immunityboost_062-122" "Immunityboost_123-183" "Immunityboost_184-244" "Immunityboost_245-305" "Immunityboost_306-366" "Immunityfull_001-061" "Immunityfull_062-122" "Immunityfull_123-183" "Immunityfull_184-244" "Immunityfull_245-305" "Immunityfull_306-366" "Immunityfull_367-427" "Immunityfull_428-488" "Immunityfull_489-549" "Immunityhybridboost_001-061" "Immunityhybridboost_062-122" "Immunityhybridboost_123-183" "Immunityhybridboost_184-244" "Immunityhybridboost_245-305" "Immunityhybridboost_306-366" "Immunityhybridfull_001-061" "Immunityhybridfull_062-122" "Immunityhybridfull_123-183" "Immunityhybridfull_184-244" "Immunityhybridfull_245-305" "Immunityhybridfull_306-366" "Immunityhybridfull_367-427" "Immunityhybridfull_428-488" "Immunityhybridfull_489-549" "Immunityinf_062-122" "Immunityinf_123-183" "Immunityinf_184-244" "Immunityinf_245-305" "Immunityinf_306-366" "Immunityinf_367-427" "Immunityinf_428-488" "Immunityinf_489-549" "Immunitysecboost_001-061" "Immunitysecboost_062-122" "AgeGr0-11" "AgeGr12-15" "AgeGr16-17" "AgeGr18-24" "AgeGr25-29" "AgeGr30-34" "AgeGr35-39" "AgeGr45-49" "AgeGr50-54" "AgeGr55-59" "AgeGr60-64" "AgeGr65-69" "AgeGr70-74" "AgeGr75-79" "AgeGr80+" "SexM"
"Immunityhybridboost_245-305" 0.000442165277306382 0.000187362836584255 0.000247286602650867 0.000423505415226048 0.0010595117041531 0.00146971549474566 0.00173598990013629 0.0001436439558088 0.000164116328557685 0.000146420031075158 0.000202440155353865 0.00036799890989491 0.000638586100943414 0.00117077756630727 0.00149770583151118 0.0014459434868338 0.000219655433268483 0.000284455759167967 0.000739046941943677 0.00122422304869409 0.0130109002532074 0.00170805595739399 0.000164922776340779 0.000197999248698476 0.000288366795500222 0.000436910902671533 0.000687265330428244 0.000840398894723473 0.00121018641159816 0.00147518492843398 0.0014069007381284 0.000175413817180125 0.000451916703766225 0.00106685034599692 0.000787165707552643 0.000226089861828685 0.000177334934231235 0.000210645279599001 0.000468879961592195 0.00158986890152009 0.00189527542994761 0.000217181527215529 0.00012779167290422 9.7659317943681e-05 5.51609304153059e-05 6.3141207834521e-05 4.97405181684683e-05 2.95353345584881e-05 -5.0194597377517e-05 -6.09349794571423e-05 -7.37940180247853e-05 -8.02078611519389e-05 -7.52106360402889e-05 -0.000113080295725223 -0.00015860075867376 -0.000133682285853454 1.7942290322058e-05
"Immunityhybridboost_306-366" 0.000455708653382265 0.00018134148196092 0.000258221184160492 0.000432243396758181 0.0010046230033779 0.00160988330659269 0.00214260585959907 0.000135577650959999 0.000155266078858482 0.000135532931775716 0.000191208803716208 0.000377294657883042 0.000620869315001451 0.00119498154574932 0.0017286196751482 0.00160559122718767 0.000215126155496478 0.00028415323682917 0.000715055592475211 0.00123191196382643 0.00170805595739399 0.144953690238201 0.000157269838656527 0.000190559439403875 0.00027107080338064 0.000433901455835668 0.000715616328163916 0.000856587185740304 0.00126174348027537 0.00169889517609901 0.00154056216803164 0.000167087839085833 0.000425328033420869 0.00109167822194638 0.000809187334936851 0.00023400385981327 0.000171038099355698 0.000200386061989821 0.000450433895247881 0.00181195109340385 0.0024835860345807 0.000214553273111298 0.000130576399876993 0.000103160462317867 6.05428396315847e-05 6.1300241882816e-05 5.18813604240513e-05 3.00590421379839e-05 -4.71449350256255e-05 -5.75302848490509e-05 -6.302093075331e-05 -5.66308203029256e-05 -4.66261472335047e-05 -0.000131118859432169 -0.000208781199626537 -0.000218151660975517 3.99972987499193e-05
"Immunityhybridfull_001-061" 0.000291459679044932 0.000313961546797677 0.000284066133428318 0.000233048643419365 0.000173659212609091 0.000147212434730458 0.000133568661781363 0.000334315309569559 0.000332952526351713 0.000335962957880343 0.000325449066112229 0.000282353137200482 0.000241189422411093 0.000198170303712665 0.000165988603702021 0.000152892413414657 0.000318819125590555 0.00028843080032754 0.000216408591675539 0.00018434547479785 0.000164922776340779 0.000157269838656527 0.0315919841836251 0.00032408647394568 0.000308732130062669 0.000300458908142302 0.000260152275526526 0.000236368319402104 0.000205434707460039 0.000184706410587433 0.000182449566601858 0.000329436329336968 0.000275110790595974 0.000215148488269373 0.00025522329617635 0.000325712904003432 0.00032408889292235 0.000317916537674964 0.00028174915206914 0.000130741359285976 0.000126867547598856 0.000263319737923148 1.54416034423945e-05 -0.000123028681503236 -7.03758958090748e-05 7.5482008240514e-06 2.08882129876473e-07 -4.97402208730679e-06 -1.5249003908951e-05 1.02940123711684e-05 3.69184212022934e-05 6.94641571729555e-05 7.98297399375686e-05 8.29583977537435e-05 7.17750447555454e-05 0.00011043789604604 1.44701097325804e-05
"Immunityhybridfull_062-122" 0.000287385441447901 0.000301768733348343 0.000309142144165972 0.000303067260741738 0.000214518277531264 0.000187303791847202 0.000174617524503125 0.000305317275263797 0.000323919121269825 0.000304848234957523 0.000314338748329541 0.000314512746033791 0.000266279748342409 0.000224223465917574 0.000201031574233254 0.000188199187421793 0.000315303801573264 0.000321988264172124 0.000266645486928899 0.000215348025036649 0.000197999248698476 0.000190559439403875 0.00032408647394568 0.00820143679640595 0.000306399382535551 0.000299027489329401 0.000286377415420607 0.000257755853827134 0.000227950146426613 0.000212819863425617 0.000208180107917901 0.000324303549041751 0.00030604849067188 0.000232523108103383 0.000250327244659775 0.000305387141229601 0.00032095942544595 0.000312809684051102 0.000299338120581711 0.000174221276326425 0.00017082659325586 0.000264996061130135 6.27403807779181e-05 -2.03120578287172e-05 -8.94277851979708e-06 3.87932596506265e-05 2.7304266366244e-05 9.82906906457532e-06 -1.73019643779753e-05 3.31459926109137e-06 2.02821724737065e-05 4.51683718975132e-05 5.07822024169843e-05 5.21182494463509e-05 3.88166967496184e-05 8.28295786003022e-05 1.30544830471489e-05
"Immunityhybridfull_123-183" 0.000309546625544044 0.000292256135468967 0.000272908940510701 0.000303798269290066 0.000328034721626727 0.000280112398169318 0.000253872137461642 0.0003070237053975 0.000304823735843089 0.000322484640474299 0.000304580433089247 0.000303163004260845 0.000325138456142218 0.00031766584917351 0.000290728769285269 0.000284077481130497 0.00029649028039481 0.000295436392348324 0.000332685149411373 0.000321453238170309 0.000288366795500222 0.00027107080338064 0.000308732130062669 0.000306399382535551 0.00517789994276287 0.000315149448037613 0.000315443777693245 0.00032995889487863 0.00032104295942754 0.000304162536264812 0.000306384589274068 0.000306377707375712 0.000331218443548222 0.00033020866650065 0.00031710649807103 0.000302258000129462 0.000302165352152383 0.000309253527874892 0.000314095946342971 0.000259631949342816 0.000244183006179421 0.000255551757561981 3.05595547609427e-05 -6.0981538396175e-05 -5.70786261121223e-05 2.33330303484946e-06 3.79584315898841e-06 7.74509166098156e-07 -1.95686521436261e-05 -4.30672881967113e-06 1.25761474475238e-05 4.07208016324216e-05 5.11085085831888e-05 5.12401223066138e-05 3.73897132664576e-05 7.86556868445901e-05 1.06924998858845e-05
"Immunityhybridfull_184-244" 0.000325534068877813 0.000279720997507199 0.000270722458242856 0.000297301519316572 0.000415724723377893 0.000421405026273905 0.000415842390737234 0.000285684408601524 0.000293937694440542 0.000290668918682937 0.000298489835671379 0.00030828013300559 0.000358441611808406 0.000428339931310317 0.000431001451041421 0.000422209169551919 0.000295310415940533 0.000294746862152024 0.000372610866601922 0.000438349670135912 0.000436910902671533 0.000433901455835668 0.000300458908142302 0.000299027489329401 0.000315149448037613 0.0037277993656369 0.000363397129632627 0.000392461105959756 0.000437599456504392 0.000445225044886062 0.000444256027720002 0.000296948901482402 0.000342978035495095 0.000423002118480271 0.000376030061663737 0.000297582911870352 0.000292486527267548 0.000298980372289252 0.000340294093629144 0.000412660333623273 0.000401434819593684 0.000264838037167628 8.51971184042096e-05 -1.33321571275868e-06 -1.42227227453878e-05 3.21942618126023e-05 2.26690169032844e-05 1.2134437138553e-05 -2.70851626121609e-05 -1.29588783308719e-05 1.08632156487282e-05 4.88021420252198e-05 6.24242277190151e-05 6.06060326977719e-05 4.3232384002074e-05 7.85053057576008e-05 1.04586971076025e-05
"Immunityhybridfull_245-305" 0.000352411789657142 0.000236014181179994 0.000282024839985307 0.000400397042373941 0.000593954885670885 0.000669899646748219 0.000708523058809924 0.000227904461403167 0.000265811690914092 0.000237255749853157 0.000266817965118842 0.00036054472095216 0.000450933036679371 0.000618605324583348 0.000678727476497443 0.000667103101154131 0.000271033885766616 0.000328475672198977 0.000508296654348771 0.000638944732992408 0.000687265330428244 0.000715616328163916 0.000260152275526526 0.000286377415420607 0.000315443777693245 0.000363397129632627 0.00782096377144139 0.000517441376009586 0.000631919427949665 0.000684400358591323 0.000674706737880534 0.000275497114599074 0.000418725177219014 0.000590485725365468 0.000466039786826435 0.000261596620342883 0.000271846905382221 0.000281159050449886 0.00039949778824975 0.000684260519050111 0.000724232736035161 0.000258042850695229 0.000104615630697955 4.60082628868527e-05 1.96134728931791e-05 4.73228554497619e-05 3.71827134643923e-05 1.94356278299695e-05 -3.29059535557798e-05 -2.57110719812718e-05 -1.21560165702423e-05 2.2124956887189e-05 3.443634948539e-05 2.14566437014162e-05 -5.88544029664569e-06 2.72402219944913e-05 2.04170649045845e-05
"Immunityhybridfull_306-366" 0.000384954497929039 0.000213584438595665 0.000245613874290157 0.00041683053600126 0.000810219213221323 0.000832083336623741 0.000853043700859656 0.000210949676198065 0.000236490740698593 0.000224548773492351 0.000249972205582783 0.000344440890113813 0.000571677765158575 0.000780493138494365 0.000836578843420513 0.000840242306087873 0.000246917995084588 0.000298976082272464 0.000639053669322136 0.000826584028973275 0.000840398894723473 0.000856587185740304 0.000236368319402104 0.000257755853827134 0.00032995889487863 0.000392461105959756 0.000517441376009586 0.0178951781976214 0.000790198067367422 0.000841480777253829 0.000844000967970846 0.000251628537913274 0.000469100240692257 0.000759710976161139 0.000558905884849492 0.000249112720876079 0.000241132498660253 0.000271853932746087 0.000438373826302827 0.000832049589780883 0.000883351583296064 0.000253476630837068 8.16188563192528e-05 1.5706498481198e-05 -1.76661732243973e-05 1.54261990836788e-05 1.72596055705973e-05 9.3139913593597e-06 -2.78232504918345e-05 -2.1930992038282e-05 -9.31434108097587e-06 2.35905745820578e-05 3.71736611450755e-05 1.84202154228722e-05 -1.35807014757152e-05 2.51697983611631e-06 2.63929587112032e-05
"Immunityhybridfull_367-427" 0.000430283380139205 0.000184205397793287 0.000219447324907884 0.000402443824738702 0.0010046411587141 0.00118814983231647 0.00126116813129045 0.000176397701699052 0.000203147293332095 0.000189890462254297 0.000226629648793339 0.000355395418518748 0.000634452752531423 0.00105117968204793 0.00118149139806576 0.00118169238273459 0.000226469626679934 0.000281337817878657 0.000720340015964284 0.00110384795795377 0.00121018641159816 0.00126174348027537 0.000205434707460039 0.000227950146426613 0.00032104295942754 0.000437599456504392 0.000631919427949665 0.000790198067367422 0.0281019520052339 0.00118387128366041 0.00118153680390651 0.000218903047424393 0.000492298151032267 0.000983614337586485 0.000722779631552252 0.000237511041912584 0.000210195261699644 0.000244579339206831 0.000484272311879089 0.00122560057421244 0.001246979714486 0.000259013236193907 0.000126742693726301 6.03072256694296e-05 1.02752687667555e-05 3.5145715215593e-05 2.79466058341597e-05 1.68323243568247e-05 -3.25811705678281e-05 -2.77700479490354e-05 -1.11196877457186e-05 2.22804821553249e-05 3.49310541786807e-05 1.48111065626275e-05 -2.01988808829078e-05 -3.86945562947464e-06 1.63107248997928e-05
"Immunityhybridfull_428-488" 0.000446707436078807 0.000184639357069499 0.000226605512227643 0.000411623838203028 0.00101916737604771 0.00140106513026997 0.0017065883796116 0.000156461011992159 0.000178718062519621 0.000164496807218928 0.000213558396769502 0.000366801322671231 0.000636358982791652 0.00113380795510464 0.00147521150234625 0.00139105953105837 0.000225499688480405 0.000282634719997374 0.000734603629981215 0.00118427965446316 0.00147518492843398 0.00169889517609901 0.000184706410587433 0.000212819863425617 0.000304162536264812 0.000445225044886062 0.000684400358591323 0.000841480777253829 0.00118387128366041 0.0681365658903221 0.00137498125996058 0.000196429076942425 0.00046938588503299 0.00105565837601717 0.000775806400522309 0.000241440146971102 0.000193021546567713 0.000227807499935352 0.000473729775628804 0.00151388832843667 0.0019089285193021 0.000241655172610209 0.000146180826644881 0.000113395829379633 5.70746522886749e-05 6.02249169099659e-05 5.32438533783249e-05 3.36688056515133e-05 -5.2686403882916e-05 -6.21385669467615e-05 -5.6936169222898e-05 -1.87232458329768e-05 -3.60785163432842e-06 -3.32489223408366e-05 -7.77527154659269e-05 -5.84483430066925e-05 3.02702853288493e-05
"Immunityhybridfull_489-549" 0.00044563613503664 0.000176943311130521 0.000228392465282005 0.000419899691720564 0.00106534355027816 0.0013739517276874 0.00155895885033816 0.000154517746651755 0.000175792121158089 0.000163499159704495 0.000208935881788672 0.000361599491888888 0.000661387834286093 0.00114738867952203 0.0013843760969601 0.00138031474542164 0.000217411251493311 0.000278465292991365 0.000752186239260959 0.00120242051272235 0.0014069007381284 0.00154056216803164 0.000182449566601858 0.000208180107917901 0.000306384589274068 0.000444256027720002 0.000674706737880534 0.000844000967970846 0.00118153680390651 0.00137498125996058 0.334687482094801 0.000194078048247408 0.000481662126349016 0.00106284642849675 0.000777573107401177 0.000230278105113426 0.00019037340910713 0.000227697983917321 0.000485931553800252 0.00145470268221562 0.00158643562277617 0.000236966519957519 0.000141479041798651 0.00010931766904188 3.3171502611449e-05 2.37443925960916e-05 3.05121659152428e-05 1.7491312357295e-05 -3.89844603539177e-05 -4.88337678269628e-05 -4.47655480030281e-05 -6.09503632478801e-06 1.33508789154548e-05 -3.39586547594781e-05 -8.97845844519812e-05 -0.00011429845907924 6.73087021133184e-05
"Immunityinf_062-122" 0.000291407521869257 0.000292888384850815 0.000286945378738001 0.000276548800714366 0.000194358428937085 0.000159754348897753 0.000145217730307885 0.000314810087556077 0.000327846012817636 0.000315194036306246 0.000312160751455375 0.000299070723245431 0.000259341463042802 0.000212906770330168 0.000178842391251223 0.000166815843237129 0.000307068218079295 0.000303189166253419 0.000249069942261445 0.000198972527095144 0.000175413817180125 0.000167087839085833 0.000329436329336968 0.000324303549041751 0.000306377707375712 0.000296948901482402 0.000275497114599074 0.000251628537913274 0.000218903047424393 0.000196429076942425 0.000194078048247408 0.00536081056535829 0.000309139618804739 0.000238160592371217 0.000256186444335914 0.000311537834080318 0.00032347716113967 0.000316133772191547 0.000297628234676237 0.000142736935479837 0.0001383351154373 8.75776708161437e-05 -0.000202520465407613 -0.000139153152877994 -3.07537805708557e-05 1.16493417743487e-05 -2.76805664355982e-06 -1.01125849525158e-05 -8.40605048828684e-06 1.76184694434328e-05 4.10660912549831e-05 7.14547556080933e-05 8.12266509275048e-05 8.27989011616753e-05 7.09047938972555e-05 0.000106301477127423 1.5332319342841e-05
"Immunityinf_123-183" 0.000335407360700542 0.000220253686919531 0.000281202127888407 0.000437623840756841 0.000525954771476605 0.000450144778664532 0.000410945583688004 0.000237173306447556 0.000291486359357459 0.000253483253116693 0.000269512284993127 0.000366293334014871 0.00045046270903198 0.000490822050990287 0.000456057383711393 0.000462471399043327 0.000263719388580355 0.000343547230236326 0.000504669027277962 0.000505846052137043 0.000451916703766225 0.000425328033420869 0.000275110790595974 0.00030604849067188 0.000331218443548222 0.000342978035495095 0.000418725177219014 0.000469100240692257 0.000492298151032267 0.00046938588503299 0.000481662126349016 0.000309139618804739 0.0117006404402166 0.000506423254950071 0.000385767212432817 0.000255199504462744 0.000293935316382347 0.000301105981034796 0.000405956830872657 0.000421643858346922 0.000389372986239322 0.000114322889125045 -0.00016022211798506 -0.000110514450690232 -2.65473826322041e-05 1.03490454177423e-05 -1.76153945557815e-06 -6.49083272625997e-06 -1.3424744557931e-05 8.29126163328954e-06 3.02962366074825e-05 5.97275310261398e-05 7.05527430053746e-05 6.21997978318315e-05 4.00414843289108e-05 6.91960696850121e-05 1.97558926232339e-05
"Immunityinf_184-244" 0.000421973626267595 0.000179491236694934 0.000204526375614392 0.000405323769667152 0.000957252122333811 0.0010512719701809 0.00108556920840449 0.000191743599887278 0.000214472855124742 0.000210630181347073 0.000228165342475443 0.000341302502209866 0.000633407233122947 0.000965641418210408 0.00104821021235528 0.00105478001806541 0.000219377458866888 0.000271258463788578 0.000710460177194419 0.00101689782263475 0.00106685034599692 0.00109167822194638 0.000215148488269373 0.000232523108103383 0.00033020866650065 0.000423002118480271 0.000590485725365468 0.000759710976161139 0.000983614337586485 0.00105565837601717 0.00106284642849675 0.000238160592371217 0.000506423254950071 0.0135969653053574 0.000679508347922307 0.000240265911220119 0.000218819278736904 0.000257098164004981 0.000476418953051492 0.00106684551796552 0.00105637598173396 9.72556724163441e-05 -0.000152523940547195 -9.7744519880379e-05 -2.31091528353429e-05 7.77718984482838e-06 -6.3186072783122e-06 -9.35993023126618e-06 -1.84120561492486e-05 -1.18356010996878e-06 1.83131904639627e-05 4.52450760110462e-05 5.5648955899078e-05 3.83245015918524e-05 7.59868914062107e-06 2.99439315116257e-05 2.12166924160124e-05
"Immunityinf_245-305" 0.000377077868826223 0.000240931912176426 0.000218002413169276 0.000294445416128658 0.000666410735539181 0.000767798783151868 0.000798222007884796 0.000255693842859984 0.00024536955081366 0.000273407791302264 0.000262510633114212 0.000299876696953527 0.000463934700615949 0.000706212942127027 0.000766753580865124 0.000764517586776085 0.000253139675808455 0.000252057226073311 0.000495651854151835 0.000733073590104983 0.000787165707552643 0.000809187334936851 0.00025522329617635 0.000250327244659775 0.00031710649807103 0.000376030061663737 0.000466039786826435 0.000558905884849492 0.000722779631552252 0.000775806400522309 0.000777573107401177 0.000256186444335914 0.000385767212432817 0.000679508347922307 0.0135415854081952 0.000280105446952098 0.000247271155585575 0.000270875007703036 0.000384471063444519 0.000783052280017135 0.000803759413536628 9.05011420225153e-05 -0.000111702588539312 -6.79242215273289e-05 -1.74419677529817e-05 9.78920887891687e-06 -1.06201560419058e-06 -4.75251032833234e-06 -1.5943085367381e-05 -5.93112698566631e-07 1.63821677310868e-05 4.15582120544385e-05 5.21284390412783e-05 4.39540406859522e-05 2.21891086663374e-05 5.10772078890385e-05 1.47809572066575e-05
"Immunityinf_306-366" 0.000293576320867001 0.000320061007452365 0.000270365806247558 0.000215107590768587 0.000202528409947535 0.000205920053072424 0.000214470747077563 0.000333712892679958 0.000312008753193622 0.000334016524362433 0.000317969957266557 0.00026602230362291 0.000242859782250022 0.00022865293391921 0.000226906070337129 0.000206517754136599 0.000312672735549361 0.000268715533971781 0.00022050805571661 0.000221372606102972 0.000226089861828685 0.00023400385981327 0.000325712904003432 0.000305387141229601 0.000302258000129462 0.000297582911870352 0.000261596620342883 0.000249112720876079 0.000237511041912584 0.000241440146971102 0.000230278105113426 0.000311537834080318 0.000255199504462744 0.000240265911220119 0.000280105446952098 0.00620943179987551 0.000309036126875109 0.00030925549022737 0.00026794242013202 0.000199909560602877 0.000229750184337528 0.000110176381420781 -1.57651247909102e-05 -1.78485237457607e-05 -2.30586159308222e-05 -7.45267232431783e-06 -1.29233908590572e-05 -9.61801188292666e-06 -2.10633540112266e-05 -1.26351853867348e-05 2.95551382367579e-06 3.27726296194212e-05 4.95879464976071e-05 5.30235182190347e-05 4.19843446599855e-05 7.93933777658111e-05 7.17442188603655e-06
"Immunityinf_367-427" 0.000285207828343708 0.000299622555651346 0.00029828678919607 0.000277693267730953 0.00018874169566669 0.00016467711280262 0.00015387726437965 0.000311525677421847 0.000324104405613135 0.000312358722112929 0.000312303144555765 0.000301865181729911 0.000249968141507829 0.000205529916518298 0.000179559642682085 0.000168889562948678 0.000310328604573525 0.000308322373366931 0.000241229940137692 0.000193366372368898 0.000177334934231235 0.000171038099355698 0.00032408889292235 0.00032095942544595 0.000302165352152383 0.000292486527267548 0.000271846905382221 0.000241132498660253 0.000210195261699644 0.000193021546567713 0.00019037340910713 0.00032347716113967 0.000293935316382347 0.000218819278736904 0.000247271155585575 0.000309036126875109 0.00638251503352944 0.000312673722681755 0.000291721020707663 0.000151573671877796 0.000148508232671806 9.43294182826421e-05 -1.78683812647118e-06 -5.3801437288366e-06 -1.77119517832137e-05 -1.418040554095e-05 -1.82557344134027e-05 -1.1942690995883e-05 -1.90793496246321e-05 -1.15534952546252e-05 3.22728806944551e-06 3.3407786256892e-05 4.95492786394846e-05 4.97558406207194e-05 3.55094492524482e-05 6.83785748639771e-05 1.26530269056876e-05
"Immunityinf_428-488" 0.00029357331819957 0.000300231194039085 0.000283635177435742 0.000281681100053473 0.000237764386244101 0.00019989626726582 0.000183653206915757 0.000313498096536504 0.000313607566092532 0.000317389876787367 0.000309609369801947 0.000294820337907225 0.000277714206614717 0.000240486856312297 0.000214130939917369 0.000206607870291825 0.000305169724483917 0.00029656802564019 0.000272798283743985 0.000235479161466886 0.000210645279599001 0.000200386061989821 0.000317916537674964 0.000312809684051102 0.000309253527874892 0.000298980372289252 0.000281159050449886 0.000271853932746087 0.000244579339206831 0.000227807499935352 0.000227697983917321 0.000316133772191547 0.000301105981034796 0.000257098164004981 0.000270875007703036 0.00030925549022737 0.000312673722681755 0.00660182135646814 0.00029418622501217 0.000183489640519944 0.000175418348751391 0.000114569186092071 1.16617485055111e-05 2.10043004754922e-06 -2.89352742056375e-05 -2.65318956099362e-05 -1.92607774980804e-05 -9.31825656369629e-06 -2.29028235747825e-05 -1.59680805203963e-05 -2.36976754704225e-07 3.33036985344039e-05 4.95949132065644e-05 4.85278457365336e-05 3.28327455143926e-05 6.15265178524533e-05 1.35857600326382e-05
"Immunityinf_489-549" 0.000329995982496953 0.000240279719760026 0.000286781069511394 0.000374263106753227 0.000488443270673158 0.000465357220088929 0.000439253165491689 0.000248039771276101 0.00029233945673757 0.000254790385727695 0.000278071825153938 0.000343138594678771 0.000410174208463181 0.000480653326432448 0.000463596107847712 0.000470967648336769 0.00027624172259317 0.00032586657604296 0.000444420904034584 0.000492721079007257 0.000468879961592195 0.000450433895247881 0.00028174915206914 0.000299338120581711 0.000314095946342971 0.000340294093629144 0.00039949778824975 0.000438373826302827 0.000484272311879089 0.000473729775628804 0.000485931553800252 0.000297628234676237 0.000405956830872657 0.000476418953051492 0.000384471063444519 0.00026794242013202 0.000291721020707663 0.00029418622501217 0.0124322816930253 0.000450064296535662 0.000416929335808766 0.000117543767938806 1.89741923142986e-05 9.36658365995008e-06 -3.04003575356729e-05 -2.59979870435067e-05 -1.5561011738903e-05 -6.99085881233796e-06 -2.3676199156687e-05 -1.65301084668205e-05 -2.04563679561149e-06 2.94265411665119e-05 4.39167870375199e-05 3.51585909860557e-05 1.2837860439925e-05 3.94570582578428e-05 1.36224150717187e-05
"Immunitysecboost_001-061" 0.000435172356146251 0.00018766451078833 0.000294854279092273 0.000478941285203601 0.00108825858600334 0.00157862444400126 0.0018940975323322 0.00012273635444238 0.000141842621988487 0.000117861242133099 0.000179195899453939 0.000376571207515359 0.000645346284701688 0.00119723788607968 0.0015714666687583 0.00155325882097816 0.00020462884986997 0.000292164479012928 0.000744121247312501 0.00124804327105064 0.00158986890152009 0.00181195109340385 0.000130741359285976 0.000174221276326425 0.000259631949342816 0.000412660333623273 0.000684260519050111 0.000832049589780883 0.00122560057421244 0.00151388832843667 0.00145470268221562 0.000142736935479837 0.000421643858346922 0.00106684551796552 0.000783052280017135 0.000199909560602877 0.000151573671877796 0.000183489640519944 0.000450064296535662 0.0273857662624102 0.00201382142062598 0.000177135058897719 9.73367361573782e-05 7.07059605080936e-05 3.46524879578628e-05 4.5088814433535e-05 3.24000411922547e-05 1.90982022731916e-05 -3.92439440500118e-05 -5.42180871913947e-05 -7.15404787138757e-05 -0.000112986258553748 -0.000181558116017111 -0.000260179985986742 -0.000353401587918857 -0.000322218776648833 -2.33975993067238e-06
"Immunitysecboost_062-122" 0.000451804319330797 0.000187852970179989 0.000296350252079948 0.000469699483191731 0.000981404377505528 0.00172635198329062 0.00253652480284995 0.000119998777587229 0.000138197301476564 0.000113107156381778 0.000172938831107406 0.000381949210603999 0.000617177523008497 0.00117113271446578 0.0019668352851134 0.00169611557020222 0.000205538770395067 0.000292337834582784 0.000703526344060682 0.00120406576329759 0.00189527542994761 0.0024835860345807 0.000126867547598856 0.00017082659325586 0.000244183006179421 0.000401434819593684 0.000724232736035161 0.000883351583296064 0.001246979714486 0.0019089285193021 0.00158643562277617 0.0001383351154373 0.000389372986239322 0.00105637598173396 0.000803759413536628 0.000229750184337528 0.000148508232671806 0.000175418348751391 0.000416929335808766 0.00201382142062598 0.505156251600666 0.000173763535546736 9.91262462044223e-05 7.54739169191761e-05 3.83044745877005e-05 4.58414063679051e-05 3.18241728847337e-05 1.99858733617607e-05 -4.01551412541601e-05 -5.58674396722055e-05 -7.64599506692828e-05 -0.000121334936969122 -0.000191628640649331 -0.000278633596495211 -0.000370040693282962 -0.000328327461561476 -1.13606180076977e-05
"AgeGr0-11" 0.00015367834542188 0.000225239260632276 0.000199854180713865 0.00020321176040725 0.000217973211704775 0.00019307449969308 0.000185776409551152 0.00020260500712841 0.000240108175506382 0.000245099837780714 0.0002535968397003 0.000233448406383767 0.000234703131397401 0.000247218226943872 0.000217065735932423 0.000206466874922735 0.000244517360708692 0.000227005597490117 0.00023421586505099 0.000240861420267019 0.000217181527215529 0.000214553273111298 0.000263319737923148 0.000264996061130135 0.000255551757561981 0.000264838037167628 0.000258042850695229 0.000253476630837068 0.000259013236193907 0.000241655172610209 0.000236966519957519 8.75776708161437e-05 0.000114322889125045 9.72556724163441e-05 9.05011420225153e-05 0.000110176381420781 9.43294182826421e-05 0.000114569186092071 0.000117543767938806 0.000177135058897719 0.000173763535546736 0.0115492953473564 0.000810145485050812 0.00077001978560277 0.000759959514826452 0.000786490077924195 0.000781176642327999 0.00077757328815798 0.000755947814943096 0.000757743703772921 0.000762152686499759 0.000767598957361117 0.000763205494547407 0.000758348416756501 0.00074666973611381 0.000771809557576363 6.19925851812262e-06
"AgeGr12-15" -6.08361428956403e-05 7.86936081319306e-05 7.06735595751042e-05 7.77834780943043e-05 0.000111094299266772 0.000107250754181774 0.000108080250704993 -0.00011667343301535 -7.69314598741392e-05 -8.97532764150425e-05 7.2786551228699e-05 7.29034575020461e-05 3.11133407962198e-05 0.000109145172584973 0.000126696054163949 0.000119434745883956 9.95115410396973e-05 9.40738098542359e-05 0.000111889395941475 0.000135088218291019 0.00012779167290422 0.000130576399876993 1.54416034423945e-05 6.27403807779181e-05 3.05595547609427e-05 8.51971184042096e-05 0.000104615630697955 8.16188563192528e-05 0.000126742693726301 0.000146180826644881 0.000141479041798651 -0.000202520465407613 -0.00016022211798506 -0.000152523940547195 -0.000111702588539312 -1.57651247909102e-05 -1.78683812647118e-06 1.16617485055111e-05 1.89741923142986e-05 9.73367361573782e-05 9.91262462044223e-05 0.000810145485050812 0.0147210987465964 0.000818206529166358 0.000798325038069207 0.000794655805789707 0.000789984855886307 0.000783113146083712 0.000762949318383839 0.000758475935746163 0.000755131494958734 0.00075128349520122 0.000745639904488873 0.000740242666062388 0.000734549270338498 0.000742455226496642 5.3616061529952e-06
